케이씨텍(281820),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-08-26,15600,16000,15200,15900,125831,315446.0,19839340.0
2019-08-27,16350,16550,16000,16100,113206,319413.0,19839340.0
2019-08-28,16000,16350,15850,16150,79766,320405.0,19839340.0
2019-08-29,16300,16350,15050,15650,177009,310486.0,19839340.0
2019-08-30,15850,15850,15300,15400,125946,305526.0,19839340.0
2019-09-02,15400,15800,15350,15700,93166,311478.0,19839340.0
2019-09-03,15700,15800,15550,15600,47553,309494.0,19839340.0
2019-09-04,15600,17600,15550,17250,597341,342229.0,19839340.0
2019-09-05,17200,18850,17100,18800,732297,372980.0,19839340.0
2019-09-06,18800,18950,18300,18500,172623,367028.0,19839340.0
2019-09-09,18450,18650,17400,17600,204909,349172.0,19839340.0
2019-09-10,17600,18350,17600,17950,211308,356116.0,19839340.0
2019-09-11,18050,18150,17500,17750,95839,352148.0,19839340.0
2019-09-16,17800,18000,17200,17450,130423,346196.0,19839340.0
2019-09-17,17450,18000,17300,17750,143357,352148.0,19839340.0
2019-09-18,17800,18500,17800,18200,204079,361076.0,19839340.0
2019-09-19,18200,18850,17850,18600,278647,369012.0,19839340.0
2019-09-20,18950,19000,18350,18700,150648,370996.0,19839340.0
2019-09-23,18500,19350,18250,18700,162400,370996.0,19839340.0
2019-09-24,18850,19250,17900,18100,145695,359092.0,19839340.0
2019-09-25,18200,18750,17700,18250,160071,362068.0,19839340.0
2019-09-26,18550,18650,17800,17800,197884,353140.0,19839340.0
2019-09-27,17650,17900,17450,17850,84662,354132.0,19839340.0
2019-09-30,17900,17950,17200,17700,157538,351156.0,19839340.0
2019-10-01,17850,18300,17500,18300,128884,363060.0,19839340.0
2019-10-02,18050,18700,17800,17950,118466,356116.0,19839340.0
2019-10-04,17950,17950,17250,17250,101301,342229.0,19839340.0
2019-10-07,17400,17950,17350,17600,64109,349172.0,19839340.0
