롯데제과(280360),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-07-15,158500,163500,158000,158500,3672,1017050.0,6416717.0
2019-07-16,158500,159000,153000,158500,8860,1017050.0,6416717.0
2019-07-17,158500,158500,153500,155000,5009,994591.0,6416717.0
2019-07-18,155000,157000,153000,154000,2962,988174.0,6416717.0
2019-07-19,153000,157500,151000,156000,3559,1001008.0,6416717.0
2019-07-22,154500,164000,153500,161500,3649,1036300.0,6416717.0
2019-07-23,160000,160500,157000,158500,1989,1017050.0,6416717.0
2019-07-24,159500,164000,157000,160000,1573,1026675.0,6416717.0
2019-07-25,162000,162000,155500,161000,2595,1033091.0,6416717.0
2019-07-26,161000,161000,155000,155000,3516,994591.0,6416717.0
2019-07-29,155000,156500,151500,153000,1674,981758.0,6416717.0
2019-07-30,152000,152000,149000,149000,2479,956091.0,6416717.0
2019-07-31,149000,152500,147000,148000,2342,949674.0,6416717.0
2019-08-01,148000,151000,147500,151000,1308,968924.0,6416717.0
2019-08-02,150500,154500,147500,149000,3339,956091.0,6416717.0
2019-08-05,149000,150000,147500,149000,4251,956091.0,6416717.0
2019-08-06,148000,150000,143500,149000,4897,956091.0,6416717.0
2019-08-07,149500,150500,149000,149500,2537,959299.0,6416717.0
2019-08-08,150500,150500,147500,149000,4823,956091.0,6416717.0
2019-08-09,149000,150500,148000,150000,3958,962508.0,6416717.0
2019-08-12,150000,151000,147000,150000,3507,962508.0,6416717.0
2019-08-13,148000,151000,148000,150000,2244,962508.0,6416717.0
2019-08-14,150000,150500,147500,150000,4759,962508.0,6416717.0
2019-08-16,148000,154000,148000,150000,4070,962508.0,6416717.0
2019-08-19,150000,152000,150000,151500,3974,972133.0,6416717.0
2019-08-20,150500,157500,150000,153000,2100,981758.0,6416717.0
2019-08-21,157000,158000,152000,153500,3192,984966.0,6416717.0
2019-08-22,154000,156000,151000,151000,2752,968924.0,6416717.0
2019-08-23,151000,152000,149000,150000,4382,962508.0,6416717.0
2019-08-26,150000,156500,149500,155000,3293,994591.0,6416717.0
2019-08-27,155500,155500,151000,151500,2613,972133.0,6416717.0
2019-08-28,152500,152500,150000,152500,696,978549.0,6416717.0
2019-08-29,152000,153000,151000,152500,552,978549.0,6416717.0
2019-08-30,153000,153500,150500,151000,1719,968924.0,6416717.0
2019-09-02,152000,152000,150000,150000,411,962508.0,6416717.0
2019-09-03,151000,154000,149000,151000,1424,968924.0,6416717.0
2019-09-04,151000,153500,150000,150000,3159,962508.0,6416717.0
2019-09-05,150000,151000,148000,150000,4450,962508.0,6416717.0
2019-09-06,150000,151000,149000,150000,3547,962508.0,6416717.0
2019-09-09,149500,151500,149500,151000,2015,968924.0,6416717.0
2019-09-10,151000,155000,151000,152000,1935,975341.0,6416717.0
2019-09-11,153000,153500,148500,151000,2403,968924.0,6416717.0
2019-09-16,152000,152000,146000,148500,6847,952882.0,6416717.0
2019-09-17,148500,149000,147500,149000,2610,956091.0,6416717.0
2019-09-18,149500,149500,148000,149500,1153,959299.0,6416717.0
2019-09-19,149500,149500,147500,148000,2602,949674.0,6416717.0
2019-09-20,147500,149500,147000,149500,1182,959299.0,6416717.0
2019-09-23,149000,151000,148000,149500,1642,959299.0,6416717.0
2019-09-24,150000,150500,148000,149500,1814,959299.0,6416717.0
2019-09-25,149000,149000,147500,148500,1254,952882.0,6416717.0
2019-09-26,149500,150000,147500,147500,945,946466.0,6416717.0
2019-09-27,148500,148500,146000,146500,1145,940049.0,6416717.0
2019-09-30,147000,148000,146000,147000,892,943257.0,6416717.0
2019-10-01,147000,147000,145500,146500,1585,940049.0,6416717.0
2019-10-02,146500,146500,143500,144000,1999,924007.0,6416717.0
2019-10-04,144000,144500,143500,144000,4388,924007.0,6416717.0
2019-10-07,144000,144500,143000,143500,732,920799.0,6416717.0
