삼양패키징(272550),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-04-25,20000,20100,19850,19900,23560,282775.0,14209804.0
2018-04-26,20000,20100,19900,19950,12960,283486.0,14209804.0
2018-04-27,20000,20150,19900,20000,19302,284196.0,14209804.0
2018-04-30,20100,20150,19900,20000,16140,284196.0,14209804.0
2018-05-02,20000,20000,19700,20000,19499,284196.0,14209804.0
2018-05-03,19700,19800,19400,19500,43567,277091.0,14209804.0
2018-05-04,19400,19550,18500,18750,75694,266434.0,14209804.0
2018-05-08,18750,18750,17350,17700,71300,251514.0,14209804.0
2018-05-09,17800,18100,17600,17950,31745,255066.0,14209804.0
2018-05-10,18150,18150,17750,18050,12392,256487.0,14209804.0
2018-05-11,17950,18600,17900,18600,20180,264302.0,14209804.0
2018-05-14,18850,19000,18450,19000,21370,269986.0,14209804.0
2018-05-15,19000,19050,18750,18950,8251,269276.0,14209804.0
2018-05-16,18950,18950,18600,18850,12131,267855.0,14209804.0
2018-05-17,18850,19000,18600,18950,9948,269276.0,14209804.0
2018-05-18,18950,19000,18500,19000,18339,269986.0,14209804.0
2018-05-21,19000,19000,18600,18950,12110,269276.0,14209804.0
2018-05-23,18600,19000,18600,18850,7448,267855.0,14209804.0
2018-05-24,18850,18950,18000,18100,19039,257197.0,14209804.0
2018-05-25,18100,18900,17900,18400,28219,261460.0,14209804.0
2018-05-28,18450,18550,17850,18500,18049,262881.0,14209804.0
2018-05-29,18450,18750,17900,18350,30092,260750.0,14209804.0
2018-05-30,18350,18350,17800,17950,8498,255066.0,14209804.0
2018-05-31,17950,17950,17650,17800,5490,252935.0,14209804.0
2018-06-01,17800,17800,17400,17600,12576,250093.0,14209804.0
2018-06-04,17600,17600,17200,17400,18143,247251.0,14209804.0
2018-06-05,17500,17500,17150,17300,14150,245830.0,14209804.0
2018-06-07,17300,17450,17200,17400,11640,247251.0,14209804.0
2018-06-08,17450,17600,17350,17600,8793,250093.0,14209804.0
2018-06-11,17600,18000,17350,18000,19243,255776.0,14209804.0
2018-06-12,17900,18000,17450,17500,19817,248672.0,14209804.0
2018-06-14,17500,17550,16850,16900,36491,240146.0,14209804.0
2018-06-15,16900,17200,16900,17000,10285,241567.0,14209804.0
2018-06-18,17100,17150,16550,16750,11980,238014.0,14209804.0
2018-06-19,16550,16950,15300,15500,55940,220252.0,14209804.0
2018-06-20,15500,16000,15100,15200,45770,215989.0,14209804.0
2018-06-21,15450,16250,15200,16000,44586,227357.0,14209804.0
2018-06-22,16500,16750,16250,16450,50962,233751.0,14209804.0
2018-06-25,16200,16450,16150,16400,15614,233041.0,14209804.0
2018-06-26,16250,16400,16100,16400,11257,233041.0,14209804.0
2018-06-27,16300,16600,16100,16300,19590,231620.0,14209804.0
2018-06-28,16250,16300,15850,16300,15085,231620.0,14209804.0
2018-06-29,16300,16500,16000,16400,27098,233041.0,14209804.0
2018-07-02,16450,16700,16200,16550,18725,235172.0,14209804.0
2018-07-03,16600,16600,15750,16200,30651,230199.0,14209804.0
2018-07-04,15950,16500,15950,16050,22025,228067.0,14209804.0
2018-07-05,16150,16200,15750,16100,12531,228778.0,14209804.0
2018-07-06,16100,16900,15850,16700,25161,237304.0,14209804.0
2018-07-09,16600,17700,16500,17200,60598,244409.0,14209804.0
2018-07-10,17750,19200,17500,18900,441082,268565.0,14209804.0
2018-07-11,18550,19250,18200,18800,122302,267144.0,14209804.0
2018-07-12,18750,19500,18550,19250,100902,273539.0,14209804.0
2018-07-13,19250,19700,19000,19650,60550,279223.0,14209804.0
2018-07-16,19850,19900,19300,19750,33265,280644.0,14209804.0
2018-07-17,19650,19700,19250,19250,25879,273539.0,14209804.0
2018-07-18,19400,19400,18600,18900,53293,268565.0,14209804.0
2018-07-19,18900,19000,18500,18700,27564,265723.0,14209804.0
2018-07-20,18850,19050,18500,19050,14900,270697.0,14209804.0
2018-07-23,19050,19050,17600,18050,41137,256487.0,14209804.0
2018-07-24,18100,18250,17200,18100,35002,257197.0,14209804.0
2018-07-25,18150,18200,17600,17800,21057,252935.0,14209804.0
2018-07-26,17800,18800,17600,18550,29618,263592.0,14209804.0
2018-07-27,18800,18800,18250,18400,13011,261460.0,14209804.0
2018-07-30,18550,18800,18200,18450,7039,262171.0,14209804.0
2018-07-31,18750,18750,18000,18250,13308,259329.0,14209804.0
2018-08-01,18300,18600,18050,18600,20811,264302.0,14209804.0
2018-08-02,18600,19050,18450,18850,44186,267855.0,14209804.0
2018-08-03,18500,19900,18500,19650,153281,279223.0,14209804.0
2018-08-06,19650,20550,19400,20350,141161,289170.0,14209804.0
2018-08-07,20500,20550,19500,20000,71391,284196.0,14209804.0
2018-08-08,19900,20050,19350,19350,50362,274960.0,14209804.0
2018-08-09,19250,19350,18800,19050,25684,270697.0,14209804.0
2018-08-10,18950,19250,18850,19000,23696,269986.0,14209804.0
2018-08-13,19000,19050,18400,18500,36366,262881.0,14209804.0
2018-08-14,18400,18850,18400,18650,12743,265013.0,14209804.0
2018-08-16,18400,19100,18300,19100,25292,271407.0,14209804.0
2018-08-17,19100,19650,18750,19550,56623,277802.0,14209804.0
2018-08-20,19550,19650,19250,19400,23335,275670.0,14209804.0
2018-08-21,19450,19750,19100,19450,13943,276381.0,14209804.0
2018-08-22,19600,19600,19050,19150,14668,272118.0,14209804.0
2018-08-23,19450,19500,19050,19300,14116,274249.0,14209804.0
2018-08-24,19450,19450,18850,19150,33636,272118.0,14209804.0
2018-08-27,19300,19300,18900,19300,11602,274249.0,14209804.0
2018-08-28,19450,19450,18950,19100,11147,271407.0,14209804.0
2018-08-29,19250,19350,18950,19150,15478,272118.0,14209804.0
2018-08-30,19200,19350,18900,19300,27339,274249.0,14209804.0
2018-08-31,19300,19400,19050,19350,11570,274960.0,14209804.0
2018-09-03,19400,19400,18850,18950,19797,269276.0,14209804.0
2018-09-04,19150,19150,18750,19050,12192,270697.0,14209804.0
2018-09-05,19050,19050,18550,18800,29854,267144.0,14209804.0
2018-09-06,18600,18800,18150,18300,39754,260039.0,14209804.0
2018-09-07,18350,18500,18000,18500,21998,262881.0,14209804.0
2018-09-10,18500,18700,18050,18700,7627,265723.0,14209804.0
2018-09-11,18700,18700,17500,17650,88976,250803.0,14209804.0
2018-09-12,17650,17900,17450,17650,19956,250803.0,14209804.0
2018-09-13,17650,17800,17500,17650,13744,250803.0,14209804.0
2018-09-14,17600,17900,17600,17800,8541,252935.0,14209804.0
2018-09-17,17800,18100,17500,18000,14628,255776.0,14209804.0
2018-09-18,17900,18150,17850,18150,13798,257908.0,14209804.0
2018-09-19,18200,18200,17650,17950,19938,255066.0,14209804.0
2018-09-20,17950,18100,17500,18100,15420,257197.0,14209804.0
2018-09-21,18200,18250,17600,18200,10054,258618.0,14209804.0
2018-09-27,18250,18250,17850,18200,5474,258618.0,14209804.0
2018-09-28,18250,18250,17950,18100,4232,257197.0,14209804.0
2018-10-01,18200,18200,17600,17950,9743,255066.0,14209804.0
2018-10-02,18000,18050,17500,17550,16069,249382.0,14209804.0
2018-10-04,17500,17600,16850,17000,26830,241567.0,14209804.0
2018-10-05,16900,17500,16850,17400,9974,247251.0,14209804.0
2018-10-08,17300,17400,17200,17350,1998,246540.0,14209804.0
2018-10-10,17250,17400,16800,17000,12075,241567.0,14209804.0
2018-10-11,16700,17000,16400,16750,26587,238014.0,14209804.0
2018-10-12,16650,17050,16550,17050,10338,242277.0,14209804.0
2018-10-15,16950,17100,16550,17000,14828,241567.0,14209804.0
2018-10-16,17100,17100,16450,16600,30073,235883.0,14209804.0
2018-10-17,16600,16700,15850,16100,53929,228778.0,14209804.0
2018-10-18,16150,16150,15750,16000,20799,227357.0,14209804.0
2018-10-19,15800,16000,15550,16000,23629,227357.0,14209804.0
2018-10-22,16000,16000,15750,16000,10437,227357.0,14209804.0
2018-10-23,16100,16150,15600,15950,21121,226646.0,14209804.0
2018-10-24,15950,16000,15700,16000,21560,227357.0,14209804.0
2018-10-25,15700,16000,15550,15700,19775,223094.0,14209804.0
2018-10-26,15500,15950,15350,15900,18902,225936.0,14209804.0
2018-10-29,15800,15900,15550,15650,15509,222383.0,14209804.0
2018-10-30,14850,15850,14850,15850,20799,225225.0,14209804.0
2018-10-31,15850,16000,15600,16000,10698,227357.0,14209804.0
2018-11-01,15900,16050,15650,15850,17094,225225.0,14209804.0
2018-11-02,15850,15950,15650,15750,27771,223804.0,14209804.0
2018-11-05,15750,16000,15450,16000,25598,227357.0,14209804.0
2018-11-06,15950,16350,15950,16100,11255,228778.0,14209804.0
2018-11-07,16250,16300,15800,15800,18466,224515.0,14209804.0
2018-11-08,15850,16100,15850,16000,10760,227357.0,14209804.0
2018-11-09,16000,16200,15800,16100,12610,228778.0,14209804.0
2018-11-12,15900,16100,15800,15850,8286,225225.0,14209804.0
2018-11-13,15850,16050,15400,15450,18584,219541.0,14209804.0
2018-11-14,15550,15550,15100,15300,24849,217410.0,14209804.0
2018-11-15,15250,15300,15100,15250,6778,216700.0,14209804.0
2018-11-16,15500,15850,15200,15750,34174,223804.0,14209804.0
2018-11-19,15900,15900,15550,15750,20617,223804.0,14209804.0
2018-11-20,15700,15800,15350,15500,14201,220252.0,14209804.0
2018-11-21,15600,16550,15600,16300,98903,231620.0,14209804.0
2018-11-22,16250,16300,15900,16000,20573,227357.0,14209804.0
2018-11-23,16000,16200,15550,15650,17176,222383.0,14209804.0
2018-11-26,15700,16100,15550,15900,22616,225936.0,14209804.0
2018-11-27,15900,16150,15850,16000,15990,227357.0,14209804.0
2018-11-28,16750,17700,16650,17150,333671,243698.0,14209804.0
2018-11-29,17650,17650,16750,16850,76460,239435.0,14209804.0
2018-11-30,16600,17000,16300,16850,69786,239435.0,14209804.0
2018-12-03,16850,17100,16450,16850,30159,239435.0,14209804.0
2018-12-04,16850,17250,16800,17000,34787,241567.0,14209804.0
2018-12-05,16950,17350,16850,17150,30653,243698.0,14209804.0
2018-12-06,17350,17350,16900,16950,20559,240856.0,14209804.0
2018-12-07,17250,17450,16800,16900,23371,240146.0,14209804.0
2018-12-10,16500,17100,16350,16800,22393,238725.0,14209804.0
2018-12-11,17050,17100,16550,16550,10605,235172.0,14209804.0
2018-12-12,16550,17100,16400,17050,28122,242277.0,14209804.0
2018-12-13,17250,17850,17050,17750,51006,252224.0,14209804.0
2018-12-14,17900,17900,17350,17800,36322,252935.0,14209804.0
2018-12-17,17600,17950,16900,17200,52758,244409.0,14209804.0
2018-12-18,17150,17600,16950,17350,54332,246540.0,14209804.0
2018-12-19,17500,18200,17200,17350,57294,246540.0,14209804.0
2018-12-20,17100,17550,17050,17350,36138,246540.0,14209804.0
2018-12-21,17250,17550,17200,17350,27757,246540.0,14209804.0
2018-12-24,17300,17600,17100,17450,10404,247961.0,14209804.0
2018-12-26,17250,17250,16800,16950,49485,240856.0,14209804.0
2018-12-27,17000,17350,16850,17000,14304,241567.0,14209804.0
2018-12-28,17100,17300,16600,16800,23234,238725.0,14209804.0
2019-01-02,17150,17950,16900,17950,110064,255066.0,14209804.0
2019-01-03,18500,19150,18300,18300,297437,260039.0,14209804.0
2019-01-04,18400,18850,18250,18800,89213,267144.0,14209804.0
2019-01-07,19250,19250,18250,18650,92575,265013.0,14209804.0
2019-01-08,18900,19000,18400,18650,35283,265013.0,14209804.0
2019-01-09,18500,18850,18250,18250,35340,259329.0,14209804.0
2019-01-10,18450,18450,17900,18250,22721,259329.0,14209804.0
2019-01-11,18250,18450,17900,18050,33085,256487.0,14209804.0
2019-01-14,18300,18700,18000,18600,33752,264302.0,14209804.0
2019-01-15,18600,18650,18100,18500,26197,262881.0,14209804.0
2019-01-16,18450,18450,17200,17700,125609,251514.0,14209804.0
2019-01-17,17700,17700,17250,17350,50907,246540.0,14209804.0
2019-01-18,17400,17850,17100,17800,38972,252935.0,14209804.0
2019-01-21,17500,17800,16800,17300,121174,245830.0,14209804.0
2019-01-22,17300,17550,17100,17550,42356,249382.0,14209804.0
2019-01-23,17500,17750,17250,17650,32799,250803.0,14209804.0
2019-01-24,17750,17750,17250,17750,53009,252224.0,14209804.0
2019-01-25,17800,18000,17650,17950,45964,255066.0,14209804.0
2019-01-28,18100,18100,17250,17400,42534,247251.0,14209804.0
2019-01-29,17400,17500,16950,17450,22123,247961.0,14209804.0
2019-01-30,17350,17700,17250,17500,31781,248672.0,14209804.0
2019-01-31,17600,17650,17250,17650,23157,250803.0,14209804.0
2019-02-01,17650,18050,17500,18050,44348,256487.0,14209804.0
2019-02-07,18200,18750,17900,18200,78482,258618.0,14209804.0
2019-02-08,18850,19700,18550,18750,209429,266434.0,14209804.0
2019-02-11,19200,19200,18600,18950,69853,269276.0,14209804.0
2019-02-12,19100,19800,18750,19800,117625,281354.0,14209804.0
2019-02-13,19600,20000,19200,19950,68082,283486.0,14209804.0
2019-02-14,19950,20150,19450,19900,57396,282775.0,14209804.0
2019-02-15,20000,20000,19400,19700,35715,279933.0,14209804.0
2019-02-18,19450,19850,19300,19350,29772,274960.0,14209804.0
2019-02-19,19450,19550,19250,19400,25058,275670.0,14209804.0
2019-02-20,19400,19400,18900,19200,42614,272828.0,14209804.0
2019-02-21,19350,19400,18750,19150,22240,272118.0,14209804.0
2019-02-22,19100,19150,18750,19000,15820,269986.0,14209804.0
2019-02-25,19100,19450,18800,19300,21450,274249.0,14209804.0
2019-02-26,19300,19300,18650,18800,39845,267144.0,14209804.0
2019-02-27,18850,19000,18600,19000,23417,269986.0,14209804.0
2019-02-28,19000,19000,18400,18400,35136,261460.0,14209804.0
2019-03-04,18500,18850,18500,18550,21292,263592.0,14209804.0
2019-03-05,18600,18700,18450,18650,12823,265013.0,14209804.0
2019-03-06,18850,18900,18500,18850,10926,267855.0,14209804.0
2019-03-07,18750,18850,18500,18700,13633,265723.0,14209804.0
2019-03-08,18700,18750,18250,18600,21832,264302.0,14209804.0
2019-03-11,18650,18700,18300,18650,13917,265013.0,14209804.0
2019-03-12,18850,19000,18550,18900,37075,268565.0,14209804.0
2019-03-13,18900,19150,18800,19100,21011,271407.0,14209804.0
2019-03-14,18650,18850,18150,18800,108325,267144.0,14209804.0
2019-03-15,18700,18700,18050,18150,66500,257908.0,14209804.0
2019-03-18,18100,18100,17600,17700,39285,251514.0,14209804.0
2019-03-19,17900,17950,17650,17750,24104,252224.0,14209804.0
2019-03-20,17750,17850,17250,17500,33835,248672.0,14209804.0
2019-03-21,17400,17700,17250,17250,30760,245119.0,14209804.0
2019-03-22,17250,17300,17100,17200,28958,244409.0,14209804.0
2019-03-25,17000,17150,16950,17000,22382,241567.0,14209804.0
2019-03-26,17000,17050,16750,17000,24609,241567.0,14209804.0
2019-03-27,16950,17200,16850,17000,16308,241567.0,14209804.0
2019-03-28,17050,17050,16750,17000,18807,241567.0,14209804.0
2019-03-29,17100,17150,16800,17000,18329,241567.0,14209804.0
2019-04-01,17000,17250,16900,17100,19876,242988.0,14209804.0
2019-04-02,17200,17250,17000,17150,16909,243698.0,14209804.0
2019-04-03,17250,17550,17150,17550,20479,249382.0,14209804.0
2019-04-04,17600,17600,17350,17550,10818,249382.0,14209804.0
2019-04-05,17550,17600,17350,17600,9983,250093.0,14209804.0
2019-04-08,17400,17650,17300,17500,9550,248672.0,14209804.0
2019-04-09,17600,17650,17150,17500,16693,248672.0,14209804.0
2019-04-10,17500,18000,17300,18000,21898,255776.0,14209804.0
2019-04-11,17900,18000,17700,18000,14702,255776.0,14209804.0
2019-04-12,18000,18150,17700,18100,32051,257197.0,14209804.0
2019-04-15,18100,18150,17850,18000,24562,255776.0,14209804.0
2019-04-16,18000,18050,17700,17950,19427,255066.0,14209804.0
2019-04-17,17850,17950,17650,17800,23828,252935.0,14209804.0
2019-04-18,17750,18200,17650,17850,48243,253645.0,14209804.0
2019-04-19,17950,18000,17800,17900,9074,254355.0,14209804.0
2019-04-22,18000,18000,17750,17850,13783,253645.0,14209804.0
2019-04-23,18000,18000,17700,17800,6745,252935.0,14209804.0
2019-04-24,17900,17950,17650,17850,11866,253645.0,14209804.0
2019-04-25,17850,17850,17600,17750,10120,252224.0,14209804.0
2019-04-26,17750,17750,17450,17650,8114,250803.0,14209804.0
2019-04-29,17750,17850,17600,17750,5886,252224.0,14209804.0
2019-04-30,17800,17800,17550,17700,9316,251514.0,14209804.0
2019-05-02,17700,17700,17500,17600,12240,250093.0,14209804.0
2019-05-03,17700,18050,17650,17850,18839,253645.0,14209804.0
2019-05-07,17800,17900,17550,17550,17719,249382.0,14209804.0
2019-05-08,17500,17650,17350,17600,14042,250093.0,14209804.0
2019-05-09,17650,17650,17400,17550,30466,249382.0,14209804.0
2019-05-10,17550,17550,17100,17500,20135,248672.0,14209804.0
2019-05-13,17550,17550,17200,17300,16263,245830.0,14209804.0
2019-05-14,17300,17450,17000,17400,17523,247251.0,14209804.0
2019-05-15,17400,17400,17050,17250,25075,245119.0,14209804.0
2019-05-16,17250,17350,16850,17150,25108,243698.0,14209804.0
2019-05-17,17250,17250,17000,17050,6046,242277.0,14209804.0
2019-05-20,17300,17550,17100,17400,26841,247251.0,14209804.0
2019-05-21,17300,17700,17250,17550,22181,249382.0,14209804.0
2019-05-22,17700,17700,17400,17650,9613,250803.0,14209804.0
2019-05-23,17650,17650,17250,17600,8718,250093.0,14209804.0
2019-05-24,17550,17550,17150,17450,10783,247961.0,14209804.0
2019-05-27,17200,17650,17200,17450,16629,247961.0,14209804.0
2019-05-28,17500,17650,17300,17550,18018,249382.0,14209804.0
2019-05-29,17350,17500,17150,17200,23758,244409.0,14209804.0
2019-05-30,17200,17650,17050,17500,14320,248672.0,14209804.0
2019-05-31,17500,17550,17350,17400,9100,247251.0,14209804.0
2019-06-03,17400,17700,17350,17550,29442,249382.0,14209804.0
2019-06-04,17600,17650,17250,17400,21954,247251.0,14209804.0
2019-06-05,17400,17400,17150,17250,30210,245119.0,14209804.0
2019-06-07,17350,17400,17150,17300,16772,245830.0,14209804.0
2019-06-10,17200,17400,17100,17400,23911,247251.0,14209804.0
2019-06-11,17400,17800,17300,17800,69819,252935.0,14209804.0
2019-06-12,17800,18000,17750,17850,40061,253645.0,14209804.0
2019-06-13,17950,17950,17700,17900,23141,254355.0,14209804.0
2019-06-14,17950,18050,17650,17850,15706,253645.0,14209804.0
2019-06-17,17900,17900,17500,17600,22194,250093.0,14209804.0
2019-06-18,17700,17850,17400,17550,33612,249382.0,14209804.0
2019-06-19,17650,17800,17500,17650,47297,250803.0,14209804.0
2019-06-20,17700,17900,17500,17850,36159,253645.0,14209804.0
2019-06-21,17850,17950,17600,17950,21419,255066.0,14209804.0
2019-06-24,17950,17950,17550,17550,23084,249382.0,14209804.0
2019-06-25,17650,17650,17350,17550,39238,249382.0,14209804.0
2019-06-26,17600,17600,17400,17550,29601,249382.0,14209804.0
2019-06-27,17600,17600,17300,17400,29660,247251.0,14209804.0
2019-06-28,17350,17500,17300,17350,20166,246540.0,14209804.0
2019-07-01,17400,17600,17350,17550,7311,249382.0,14209804.0
2019-07-02,17500,17550,17400,17550,10368,249382.0,14209804.0
2019-07-03,17550,17550,17250,17450,21024,247961.0,14209804.0
2019-07-04,17500,17500,17300,17450,11624,247961.0,14209804.0
2019-07-05,17500,18650,17350,18550,237001,263592.0,14209804.0
2019-07-08,18500,18800,18450,18500,136108,262881.0,14209804.0
2019-07-09,18550,19100,18050,18400,69093,261460.0,14209804.0
2019-07-10,18550,18700,18300,18700,66084,265723.0,14209804.0
2019-07-11,18800,18900,18550,18700,67869,265723.0,14209804.0
2019-07-12,18900,18900,18000,18450,53837,262171.0,14209804.0
2019-07-15,18300,19000,18050,18850,107194,267855.0,14209804.0
2019-07-16,18850,18950,18500,18850,29469,267855.0,14209804.0
2019-07-17,18850,18850,18400,18600,29548,264302.0,14209804.0
2019-07-18,18600,18600,18250,18450,12089,262171.0,14209804.0
2019-07-19,18450,18500,18150,18500,29317,262881.0,14209804.0
2019-07-22,18550,18550,17750,17800,75660,252935.0,14209804.0
2019-07-23,17850,17900,17500,17550,39242,249382.0,14209804.0
2019-07-24,17550,17800,17400,17400,35551,247251.0,14209804.0
2019-07-25,17300,17500,16850,17000,35097,241567.0,14209804.0
2019-07-26,17000,17000,16650,16700,20604,237304.0,14209804.0
2019-07-29,16600,16700,16100,16200,25619,230199.0,14209804.0
2019-07-30,16050,16650,16050,16250,26317,230909.0,14209804.0
2019-07-31,16400,16500,15900,16300,13694,231620.0,14209804.0
2019-08-01,16400,17500,15900,16900,55691,240146.0,14209804.0
2019-08-02,16900,17000,16700,16850,14847,239435.0,14209804.0
2019-08-05,17000,17000,16150,16300,40300,231620.0,14209804.0
2019-08-06,16250,16250,15500,15800,35598,224515.0,14209804.0
2019-08-07,15800,17000,15800,16850,84128,239435.0,14209804.0
2019-08-08,16750,17000,16650,16950,12411,240856.0,14209804.0
2019-08-09,17000,17150,16600,16750,7299,238014.0,14209804.0
2019-08-12,16850,17050,16750,16950,5607,240856.0,14209804.0
2019-08-13,17200,17350,16500,17000,20824,241567.0,14209804.0
2019-08-14,17000,17050,16700,16850,9883,239435.0,14209804.0
2019-08-16,16600,16950,16300,16950,12697,240856.0,14209804.0
2019-08-19,17050,17050,16500,16750,7774,238014.0,14209804.0
