사조대림(003960),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-26,129418,134040,126116,132058,27180,29260.0,1462990.0
1999-04-27,132719,135360,128757,132058,19710,29260.0,1462990.0
1999-04-28,134040,145265,134040,145264,69060,32186.0,1462990.0
1999-04-29,146585,152528,138662,138661,62770,30723.0,1462990.0
1999-04-30,138662,143944,137341,137341,18900,30430.0,1462990.0
1999-05-03,137341,148566,137341,145264,30070,32186.0,1462990.0
1999-05-04,146585,154509,146255,152528,27220,33795.0,1462990.0
1999-05-06,157810,157810,145265,154178,26710,34161.0,1462990.0
1999-05-07,154179,154179,147246,149226,15790,33064.0,1462990.0
1999-05-10,138662,149227,138662,141963,32720,31454.0,1462990.0
1999-05-11,138662,149227,138662,144604,57450,32039.0,1462990.0
1999-05-12,142624,145925,139982,141963,30710,31454.0,1462990.0
1999-05-13,141963,141963,133710,134039,27840,29699.0,1462990.0
1999-05-14,119513,134040,114231,132058,32060,29260.0,1462990.0
1999-05-17,132059,138662,128757,132058,31750,29260.0,1462990.0
1999-05-18,130738,133379,128757,129417,17500,28675.0,1462990.0
1999-05-19,132059,142624,130738,141963,62010,31454.0,1462990.0
1999-05-20,141963,155169,138662,145264,78210,32186.0,1462990.0
1999-05-21,145265,158471,145265,157810,73520,34965.0,1462990.0
1999-05-24,159791,168375,151207,154508,73850,34234.0,1462990.0
1999-05-25,158471,163093,157810,160451,88800,35551.0,1462990.0
1999-05-26,161112,175638,161112,172336,93260,38184.0,1462990.0
1999-05-27,175638,181581,169696,174317,60670,38623.0,1462990.0
1999-05-28,174318,174978,166064,167054,48390,37014.0,1462990.0
1999-05-31,167055,171677,161772,163092,49060,36136.0,1462990.0
1999-06-01,158471,169035,158471,165073,23730,36575.0,1462990.0
1999-06-02,165074,168375,163753,165733,33340,36721.0,1462990.0
1999-06-03,165074,178940,165074,171676,46620,38038.0,1462990.0
1999-06-04,171677,178280,171677,174978,21780,38769.0,1462990.0
1999-06-07,176959,181581,170356,171016,17070,37891.0,1462990.0
1999-06-08,171016,174978,165734,170355,21180,37745.0,1462990.0
1999-06-09,165734,171677,163753,163753,12230,36282.0,1462990.0
1999-06-10,145925,166394,145925,161111,14540,35697.0,1462990.0
1999-06-11,162432,172997,162432,172997,26980,38330.0,1462990.0
1999-06-14,171677,178280,169035,175308,29350,38842.0,1462990.0
1999-06-15,175308,175308,167055,167054,13690,37014.0,1462990.0
1999-06-16,167715,174318,166064,167054,15000,37014.0,1462990.0
1999-06-17,158471,169696,158471,165073,22090,36575.0,1462990.0
1999-06-18,165404,171677,163093,168375,24040,37306.0,1462990.0
1999-06-21,168375,168375,151868,151867,38180,33649.0,1462990.0
1999-06-22,151868,161112,151868,157150,25140,34819.0,1462990.0
1999-06-23,180260,180260,157150,157150,14140,34819.0,1462990.0
1999-06-24,157150,164413,155169,161772,13270,35843.0,1462990.0
1999-06-25,156490,161772,155169,156489,20970,34673.0,1462990.0
1999-06-28,151207,161112,148566,154508,23030,34234.0,1462990.0
1999-06-29,153518,157810,148566,154508,16640,34234.0,1462990.0
1999-06-30,154509,158471,152528,152528,11740,33795.0,1462990.0
1999-07-01,157810,165074,151207,161772,25270,35843.0,1462990.0
1999-07-02,165074,167715,162763,165733,19730,36721.0,1462990.0
1999-07-05,172337,174978,167055,173657,23410,38477.0,1462990.0
1999-07-06,170356,178280,169696,178279,18870,39501.0,1462990.0
1999-07-07,178280,178280,170356,171676,28650,38038.0,1462990.0
1999-07-08,171016,171016,155169,167714,30940,37160.0,1462990.0
1999-07-09,168375,168375,161772,167714,26780,37160.0,1462990.0
1999-07-12,161772,168375,161112,168375,24620,37306.0,1462990.0
1999-07-13,168375,174978,165074,170686,34890,37818.0,1462990.0
1999-07-14,169035,169696,164083,168375,16710,37306.0,1462990.0
1999-07-15,167715,169696,161772,167054,10690,37014.0,1462990.0
1999-07-16,164413,164743,158471,161772,23050,35843.0,1462990.0
1999-07-19,158471,161772,155169,159791,19670,35404.0,1462990.0
1999-07-20,161772,178280,158801,171676,59770,40118.0,1542990.0
1999-07-21,169035,171677,160121,165073,17200,38575.0,1542990.0
1999-07-22,165074,165074,158471,164743,24470,38498.0,1542990.0
1999-07-23,158471,165074,151868,157810,23120,36877.0,1542990.0
1999-07-26,151868,155169,138662,138661,6020,32403.0,1542990.0
1999-07-27,139982,149887,137341,143944,22710,33637.0,1542990.0
1999-07-28,145265,145265,132059,141303,33330,33020.0,1542990.0
1999-07-29,132719,145265,132719,138661,21530,32403.0,1542990.0
1999-07-30,141303,147906,132059,135360,27920,31631.0,1542990.0
1999-08-02,138662,138662,122154,123475,31680,28854.0,1542990.0
1999-08-03,112910,131399,112910,123475,49320,28854.0,1542990.0
1999-08-04,125456,128427,120174,120173,23030,28082.0,1542990.0
1999-08-05,123475,125456,114231,120173,21210,28082.0,1542990.0
1999-08-06,120174,121494,114231,117532,13720,27465.0,1542990.0
1999-08-09,114891,120174,113571,117202,10910,27388.0,1542990.0
1999-08-10,117863,118853,114891,116211,7770,27157.0,1542990.0
1999-08-11,120174,130738,115552,123475,32380,28854.0,1542990.0
1999-08-12,129418,129418,122815,125125,13050,29240.0,1542990.0
1999-08-13,125126,126777,107628,113240,20190,26462.0,1542990.0
1999-08-16,113571,122154,109279,115221,26260,26925.0,1542990.0
1999-08-17,112250,118193,105647,105647,8840,24688.0,1542990.0
1999-08-18,106968,112250,89800,111919,28730,26154.0,1542990.0
1999-08-19,114231,114231,103996,111589,19850,26077.0,1542990.0
1999-08-20,111590,113571,107628,110269,14500,25768.0,1542990.0
1999-08-23,108949,113901,108949,109278,44630,25536.0,1542990.0
1999-08-24,110929,118853,110269,114230,72600,26694.0,1542990.0
1999-08-25,118523,118523,113571,114561,50900,26771.0,1542990.0
1999-08-26,115221,116212,109279,113570,21590,26539.0,1542990.0
1999-08-27,108949,113901,108949,110929,23720,25922.0,1542990.0
1999-08-30,104327,110929,94422,104986,79530,24534.0,1542990.0
1999-08-31,104987,111920,104987,107628,51010,25151.0,1542990.0
1999-09-01,110929,123475,108949,123475,154250,28854.0,1542990.0
1999-09-02,125456,136681,116872,116872,171770,27311.0,1542990.0
1999-09-03,121494,124135,112910,122154,88750,28545.0,1542990.0
1999-09-06,135360,135360,125786,129417,108480,30243.0,1542990.0
1999-09-07,129418,135030,122154,123475,76290,28854.0,1542990.0
1999-09-08,119843,128757,118853,118853,45140,27774.0,1542990.0
1999-09-09,116872,121164,116872,118853,40550,27774.0,1542990.0
1999-09-10,118853,123805,118853,122154,40450,28545.0,1542990.0
1999-09-13,122815,127437,117202,117532,37840,27465.0,1542990.0
1999-09-14,118853,120174,115552,117862,26870,27542.0,1542990.0
1999-09-15,117532,122815,115552,121164,50450,28314.0,1542990.0
1999-09-16,121494,126777,121494,126116,90500,29471.0,1542990.0
1999-09-17,126777,131399,122815,125455,71770,29317.0,1542990.0
1999-09-20,126777,140643,126777,137671,130900,32171.0,1542990.0
1999-09-21,132389,140643,132389,135690,77710,31708.0,1542990.0
1999-09-22,135691,139322,132719,134039,54270,31323.0,1542990.0
1999-09-27,134040,136021,132059,134039,43320,31323.0,1542990.0
1999-09-28,135360,144604,135030,143283,89980,33483.0,1542990.0
1999-09-29,143284,147906,138002,138001,52380,32248.0,1542990.0
1999-09-30,117532,136021,117532,129417,38360,30243.0,1542990.0
1999-10-01,125786,128757,111260,112250,28150,26231.0,1542990.0
1999-10-04,112250,117532,112250,112910,29230,26385.0,1542990.0
1999-10-05,109939,114891,101025,112910,46090,26385.0,1542990.0
1999-10-06,106638,116212,106638,116211,33280,27157.0,1542990.0
1999-10-07,112580,128757,112250,127436,60330,29780.0,1542990.0
1999-10-08,125456,132719,124135,129417,68240,30243.0,1542990.0
1999-10-11,129418,129418,124135,124135,19310,29008.0,1542990.0
1999-10-12,122815,127437,122815,124795,38530,29163.0,1542990.0
1999-10-13,126116,131399,125456,131398,42220,30706.0,1542990.0
1999-10-14,133379,143944,129418,141963,141160,33174.0,1542990.0
1999-10-15,141303,147246,138662,145264,125760,33946.0,1542990.0
1999-10-18,141963,146585,140643,142623,72970,33329.0,1542990.0
1999-10-19,142624,145925,139322,142623,71730,33329.0,1542990.0
1999-10-20,145925,158471,143944,151867,217650,35489.0,1542990.0
1999-10-21,151538,151538,142624,143944,82610,33637.0,1542990.0
1999-10-22,141303,141303,132059,132058,105480,30860.0,1542990.0
1999-10-25,131399,132059,120174,122154,65820,28545.0,1542990.0
1999-10-26,118853,120834,112910,118853,66430,27774.0,1542990.0
1999-10-27,115552,123805,109609,109608,56440,25614.0,1542990.0
1999-10-28,112910,121494,110929,118853,72480,27774.0,1542990.0
1999-10-29,120174,122815,115552,117862,81620,27542.0,1542990.0
1999-11-01,117532,120834,116542,116872,61460,27311.0,1542990.0
1999-11-02,117532,122154,117202,118853,62690,27774.0,1542990.0
1999-11-03,122154,122154,115552,116211,46010,27157.0,1542990.0
1999-11-04,118853,119513,114231,116211,54770,27157.0,1542990.0
1999-11-05,118193,118193,114231,115221,55740,26925.0,1542990.0
1999-11-08,118193,118193,110929,113570,71240,26539.0,1542990.0
1999-11-09,110929,119513,110929,117202,81900,27388.0,1542990.0
1999-11-10,117532,122154,115552,117202,101540,27388.0,1542990.0
1999-11-11,117863,118853,111260,112250,84320,26231.0,1542990.0
1999-11-12,112250,114231,105647,106307,70960,24842.0,1542990.0
1999-11-15,104327,110269,99704,104326,63560,24379.0,1542990.0
1999-11-16,104657,106307,102346,103005,33170,24071.0,1542990.0
1999-11-17,101025,102346,95082,95082,41670,22219.0,1542990.0
1999-11-18,95082,102346,92441,99374,42650,23222.0,1542990.0
1999-11-19,99704,103666,99704,100364,27940,23453.0,1542990.0
1999-11-22,96733,102346,93102,93101,31850,21756.0,1542990.0
1999-11-23,98714,98714,93762,94091,28400,21988.0,1542990.0
1999-11-24,92441,93102,85838,89139,45630,20830.0,1542990.0
1999-11-25,87159,89140,77915,79235,44940,18516.0,1542990.0
1999-11-26,81877,81877,69331,73292,35140,17127.0,1542990.0
1999-11-29,69331,77915,69331,74613,33060,17436.0,1542990.0
1999-11-30,73953,76594,70652,74613,28090,17436.0,1542990.0
1999-12-01,74613,75604,68010,68010,28430,15893.0,1542990.0
1999-12-02,68671,77915,68671,77914,69220,18207.0,1542990.0
1999-12-03,79896,81216,72632,72632,34080,16973.0,1542990.0
1999-12-06,73293,73293,67680,69330,23560,16201.0,1542990.0
1999-12-07,71642,71972,63388,64048,28610,14967.0,1542990.0
1999-12-08,61738,64049,56455,61077,46380,14273.0,1542990.0
1999-12-09,59493,65303,59427,62727,38270,14658.0,1542990.0
1999-12-10,62728,69331,58172,65963,49070,15414.0,1542990.0
1999-12-13,65963,75604,64049,75603,67360,17667.0,1542990.0
1999-12-14,76264,76924,69331,73952,53270,17281.0,1542990.0
1999-12-15,74613,77585,68671,71311,28220,16664.0,1542990.0
1999-12-16,71972,75934,69331,71972,47970,16819.0,1542990.0
1999-12-17,69991,72632,66690,67680,19270,15816.0,1542990.0
1999-12-20,69331,69331,63058,63058,24980,14736.0,1542990.0
1999-12-21,59625,61407,55465,56125,28080,13115.0,1542990.0
1999-12-22,53616,54804,51503,52163,23710,12190.0,1542990.0
1999-12-23,51635,58106,50843,54804,27830,12807.0,1542990.0
1999-12-24,50050,56125,50050,52163,15860,12190.0,1542990.0
1999-12-27,52890,54804,51503,52163,20710,12190.0,1542990.0
1999-12-28,52824,52824,49522,50842,14230,11881.0,1542990.0
2000-01-04,48069,53484,48069,53483,8790,12498.0,1542990.0
2000-01-05,54804,61473,53484,61473,43610,14365.0,1542990.0
2000-01-06,67020,70652,64115,70651,15860,16510.0,1542990.0
2000-01-07,77915,81216,68010,76594,142550,17899.0,1542990.0
2000-01-10,79235,83197,75934,79235,67670,18516.0,1542990.0
2000-01-11,79235,87819,75274,84517,98890,19750.0,1542990.0
2000-01-12,79896,87159,79896,81216,46700,18979.0,1542990.0
2000-01-13,81216,91121,76594,85177,61490,19905.0,1542990.0
2000-01-14,81877,88479,81877,85177,42530,19905.0,1542990.0
2000-01-17,86168,88479,79896,83197,48270,19442.0,1542990.0
2000-01-18,80226,82207,78575,80555,31590,18824.0,1542990.0
2000-01-19,78575,79235,69991,77914,24550,18207.0,1542990.0
2000-01-20,69991,77915,69991,77914,19740,18207.0,1542990.0
2000-01-21,77915,82537,74613,78575,18630,18362.0,1542990.0
2000-01-24,80556,89800,78245,84517,90230,19750.0,1542990.0
2000-01-25,82537,88479,78575,83857,48670,19596.0,1542990.0
2000-01-26,87819,92441,83857,91450,118900,21370.0,1542990.0
2000-01-27,97063,97063,87159,91780,80570,21448.0,1542990.0
2000-01-28,88479,92441,87159,91120,45250,21293.0,1542990.0
2000-01-31,87819,91121,84518,88479,39320,20676.0,1542990.0
2000-02-01,87159,90460,85178,90460,26340,21139.0,1542990.0
2000-02-02,87159,94422,87159,92441,45000,21602.0,1542990.0
2000-02-03,92441,94422,90130,94422,42780,22065.0,1542990.0
2000-02-07,93762,94092,91121,92441,29790,21602.0,1542990.0
2000-02-08,89140,90790,87159,90790,24970,21216.0,1542990.0
2000-02-09,89140,89140,84518,85177,33080,19905.0,1542990.0
2000-02-10,83197,97724,77915,97723,109350,22836.0,1542990.0
2000-02-11,97063,97063,83527,84517,34280,19750.0,1542990.0
2000-02-14,85178,87489,73293,73292,31290,17127.0,1542990.0
2000-02-15,70982,74613,66029,68010,24440,15893.0,1542990.0
2000-02-16,71642,72632,68010,69330,16330,16201.0,1542990.0
2000-02-17,69331,75604,69331,72632,11110,16973.0,1542990.0
2000-02-18,68671,81877,68671,73952,15690,17281.0,1542990.0
2000-02-21,80556,80556,68671,68670,17290,16047.0,1542990.0
2000-02-22,69331,73293,68010,70321,7870,16433.0,1542990.0
2000-02-23,67350,78905,67350,71311,16670,16664.0,1542990.0
2000-02-24,71642,72632,68671,69991,7820,16356.0,1542990.0
2000-02-25,66029,69991,66029,68010,12760,15893.0,1542990.0
2000-02-28,69001,74613,67350,72632,22370,16973.0,1542990.0
2000-02-29,79235,79235,68010,71311,15210,16664.0,1542990.0
2000-03-02,69331,72963,67680,69661,12640,16279.0,1542990.0
2000-03-03,69661,76594,68010,71972,22600,16819.0,1542990.0
2000-03-06,73623,79235,69661,74613,50160,17436.0,1542990.0
2000-03-07,77254,84518,75604,76594,53560,17899.0,1542990.0
2000-03-08,76594,81877,74283,79895,73380,18670.0,1542990.0
2000-03-09,85838,91781,83197,91780,117280,21448.0,1542990.0
2000-03-10,91781,94422,84518,85838,94580,20059.0,1542990.0
2000-03-13,86168,98714,84518,91120,129670,21293.0,1542990.0
2000-03-14,92111,93762,79896,80555,57280,18824.0,1542990.0
2000-03-15,81546,85508,77915,82206,30160,19210.0,1542990.0
2000-03-16,82207,86499,77254,77254,24570,18053.0,1542990.0
2000-03-17,79235,82537,72632,77584,38900,18130.0,1542990.0
2000-03-20,77915,77915,73953,75603,13130,17667.0,1542990.0
2000-03-21,76264,77915,73623,73952,13120,17281.0,1542990.0
2000-03-22,74613,79235,72632,73292,21250,17127.0,1542990.0
2000-03-23,76924,78245,73953,77254,20880,18053.0,1542990.0
2000-03-24,74613,82207,74613,79235,29430,18516.0,1542990.0
2000-03-27,82537,84518,80556,83527,23730,19519.0,1542990.0
2000-03-28,82867,82867,79235,79895,26940,18670.0,1542990.0
2000-03-29,81546,82537,75934,78244,24800,18284.0,1542990.0
2000-03-30,78245,78245,72307,72655,20790,16047.0,1542990.0
2000-03-31,75450,75450,71957,71957,25020,15893.0,1542990.0
2000-04-03,80341,80341,71259,71957,11880,15893.0,1542990.0
2000-04-04,72656,72656,63993,66368,8330,14658.0,1542990.0
2000-04-06,66368,66368,59382,61478,7730,13578.0,1542990.0
2000-04-07,61478,65740,61478,63573,12330,14041.0,1542990.0
2000-04-10,62875,66368,62875,66158,11930,14612.0,1542990.0
2000-04-11,65670,65670,63574,64202,6610,14180.0,1542990.0
2000-04-12,62875,64622,61478,62176,10370,13733.0,1542990.0
2000-04-14,63574,63574,59382,61408,6780,13563.0,1542990.0
2000-04-17,55889,58684,53444,53933,9980,11912.0,1542990.0
2000-04-18,55889,57985,55889,56937,7440,12575.0,1542990.0
2000-04-19,60430,65460,57636,65460,33950,14458.0,1542990.0
2000-04-20,65251,68394,60430,61478,25580,13578.0,1542990.0
2000-04-21,64203,65600,61478,62665,8270,13841.0,1542990.0
2000-04-24,62666,63923,59732,61478,5840,13578.0,1542990.0
2000-04-25,60849,62666,60640,61478,13460,13578.0,1542990.0
2000-04-26,62526,65670,60430,61338,23090,13547.0,1542990.0
2000-04-27,60011,61478,57426,61478,10500,13578.0,1542990.0
2000-04-28,58754,61478,58754,59382,4580,13115.0,1542990.0
2000-05-02,59382,60081,58195,59731,4140,13193.0,1542990.0
2000-05-03,59732,60780,57636,59382,7120,13115.0,1542990.0
2000-05-04,57636,67766,57636,60849,17430,13439.0,1542990.0
2000-05-08,61548,62596,61478,61478,5100,13578.0,1542990.0
2000-05-09,60081,64273,60081,61827,5410,13655.0,1542990.0
2000-05-10,60081,63225,59452,61827,5790,13655.0,1542990.0
2000-05-12,62875,62875,58404,60430,4510,13347.0,1542990.0
2000-05-15,62806,62806,57286,59382,4420,13115.0,1542990.0
2000-05-16,55889,57845,55191,55889,8460,12344.0,1542990.0
2000-05-17,55191,57496,49462,53444,6730,11804.0,1542990.0
2000-05-18,47017,50999,46178,48903,6380,10801.0,1542990.0
2000-05-19,46318,46807,43314,46108,6480,10184.0,1542990.0
2000-05-22,44083,44642,41917,41916,4270,9258.0,1542990.0
2000-05-23,42616,42616,38424,41218,5220,9104.0,1542990.0
2000-05-24,39821,43314,39122,43314,4260,9567.0,1542990.0
2000-05-25,42616,49602,42616,46807,12270,10338.0,1542990.0
2000-05-26,46807,46807,41218,41637,7420,9196.0,1542990.0
2000-05-29,39821,43244,39821,42825,3060,9459.0,1542990.0
2000-05-30,45061,47157,44013,45409,9740,10029.0,1542990.0
2000-05-31,44711,50300,44013,48833,12170,10786.0,1542990.0
2000-06-01,48204,48204,45410,45619,7020,10076.0,1542990.0
2000-06-02,47506,48903,45410,47366,18990,10461.0,1542990.0
2000-06-05,51698,51698,48903,50929,12100,11248.0,1542990.0
2000-06-07,52396,58544,51069,58543,35900,12930.0,1542990.0
2000-06-08,60011,62107,53165,56587,12410,12498.0,1542990.0
2000-06-09,57636,57636,52396,52396,10930,11572.0,1542990.0
2000-06-12,50300,53793,50300,52885,5000,11680.0,1542990.0
2000-06-13,51767,55191,50300,50300,4700,11110.0,1542990.0
2000-06-14,55889,55889,44851,50230,2980,11094.0,1542990.0
2000-06-15,53095,53095,46109,48833,3040,10786.0,1542990.0
2000-06-16,46877,48204,43035,46807,3090,10338.0,1542990.0
2000-06-19,48903,48903,44921,46108,9700,10184.0,1542990.0
2000-06-20,47506,48833,46178,47156,5850,10415.0,1542990.0
2000-06-21,48903,54213,48903,54212,25210,11974.0,1542990.0
2000-06-22,53095,55540,50999,54142,13260,11958.0,1542990.0
2000-06-23,53793,54841,51348,51767,4470,11434.0,1542990.0
2000-06-26,53234,59522,53234,57286,20740,12653.0,1542990.0
2000-06-27,58754,58754,54562,55749,12240,12313.0,1542990.0
2000-06-28,57286,62526,57286,60430,24610,13347.0,1542990.0
2000-06-29,62107,62107,56588,56587,12750,12498.0,1542990.0
2000-06-30,57007,58614,54492,57985,10770,12807.0,1542990.0
2000-07-03,59382,65879,55889,57985,29290,12807.0,1542990.0
2000-07-04,64273,64273,58334,58334,12800,12884.0,1542990.0
2000-07-05,56448,58963,54702,56587,10680,12498.0,1542990.0
2000-07-06,54841,57915,54841,55889,4220,12344.0,1542990.0
2000-07-07,57985,57985,55191,56587,11070,12498.0,1542990.0
2000-07-10,56937,59941,56937,57076,16550,12606.0,1542990.0
2000-07-11,57985,58684,55889,55889,19420,12344.0,1542990.0
2000-07-12,55889,57217,54492,54491,5700,12035.0,1542990.0
2000-07-13,56937,57217,54213,54212,7190,11974.0,1542990.0
2000-07-14,54492,55191,52396,52675,6070,11634.0,1542990.0
2000-07-18,52536,56588,50719,52046,14820,12193.0,1636590.0
2000-07-19,52047,53025,48903,49601,5850,11620.0,1636590.0
2000-07-20,46248,48624,45620,47505,12800,11129.0,1636590.0
2000-07-21,47646,48833,46667,47855,3480,11211.0,1636590.0
2000-07-24,46667,47785,45410,45409,5270,10638.0,1636590.0
2000-07-25,44083,46458,44083,45340,1880,10621.0,1636590.0
2000-07-26,44362,46598,44362,46108,6230,10801.0,1636590.0
2000-07-27,46318,46318,44502,45968,3280,10769.0,1636590.0
2000-07-28,45689,45689,44013,44222,5440,10360.0,1636590.0
2000-07-31,44083,45061,44083,44431,3740,10409.0,1636590.0
2000-08-01,46667,47506,44642,47366,5440,11096.0,1636590.0
2000-08-02,47366,50999,45620,46388,3700,10867.0,1636590.0
2000-08-03,47785,48554,45410,46807,5160,10965.0,1636590.0
2000-08-04,46807,47157,45620,47016,3360,11014.0,1636590.0
2000-08-07,45480,46178,44572,44571,3420,10441.0,1636590.0
2000-08-08,45340,46737,43314,43314,5980,10147.0,1636590.0
2000-08-09,43384,45270,43384,45060,2130,10556.0,1636590.0
2000-08-10,43733,46318,43733,46108,3980,10801.0,1636590.0
2000-08-11,45410,47855,45410,46807,4140,10965.0,1636590.0
2000-08-14,48833,50999,47576,49322,17520,11554.0,1636590.0
2000-08-16,49602,54073,49392,49392,9760,11571.0,1636590.0
2000-08-17,50370,50370,47506,48204,6040,11292.0,1636590.0
2000-08-18,48204,49252,46598,47925,2970,11227.0,1636590.0
2000-08-21,45899,48204,45410,45759,8200,10720.0,1636590.0
2000-08-22,44152,46807,44152,45409,7210,10638.0,1636590.0
2000-08-23,44362,47296,44362,45899,2080,10752.0,1636590.0
2000-08-24,44711,46598,44711,46038,2830,10785.0,1636590.0
2000-08-25,45759,46807,44642,46807,6860,10965.0,1636590.0
2000-08-28,48204,48833,46248,48833,15200,11440.0,1636590.0
2000-08-29,48903,53444,48903,50300,60590,11783.0,1636590.0
2000-08-30,50300,50300,47925,47925,13680,11227.0,1636590.0
2000-08-31,46947,48554,45829,46807,10640,10965.0,1636590.0
2000-09-01,46877,52047,45969,51278,31210,12013.0,1636590.0
2000-09-04,56588,58963,52745,58963,154650,13813.0,1636590.0
2000-09-05,59312,59382,53863,55120,73270,12913.0,1636590.0
2000-09-06,54981,59382,53095,55400,42380,12978.0,1636590.0
2000-09-07,54143,60780,51698,57216,75190,13404.0,1636590.0
2000-09-08,57985,57985,51698,51767,24550,12127.0,1636590.0
2000-09-14,52396,52396,48344,48903,7140,11456.0,1636590.0
2000-09-15,49043,53793,49043,49671,31360,11636.0,1636590.0
2000-09-18,57077,57077,43314,48204,70160,11292.0,1636590.0
