풍산(103140),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-02-12,11050,11150,10500,10700,150693,299860.0,28024278.0
2009-02-13,10850,12300,10750,12300,621632,344699.0,28024278.0
2009-02-16,12400,12850,12200,12650,416148,354507.0,28024278.0
2009-02-17,12550,12550,11600,11700,305477,327884.0,28024278.0
2009-02-18,11300,12050,11050,12000,248895,336291.0,28024278.0
2009-02-19,12300,12500,11550,11850,256951,332088.0,28024278.0
2009-02-20,11500,11850,10350,10750,333155,301261.0,28024278.0
2009-02-23,10550,11400,10550,11400,352483,319477.0,28024278.0
2009-02-24,10950,11850,10750,11300,292949,316674.0,28024278.0
2009-02-25,11650,11650,10300,10300,563377,288650.0,28024278.0
2009-02-26,10500,11000,10350,10600,485237,297057.0,28024278.0
2009-02-27,10600,11100,10400,10900,280120,305465.0,28024278.0
2009-03-02,10750,10850,9880,9880,307784,276880.0,28024278.0
2009-03-03,9400,9800,9330,9500,339255,266231.0,28024278.0
2009-03-04,9600,10150,9500,10100,305977,283045.0,28024278.0
2009-03-05,10400,10600,10200,10500,346783,294255.0,28024278.0
2009-03-06,10200,11050,10150,10650,299724,298459.0,28024278.0
2009-03-09,10850,10950,10350,10650,314624,298459.0,28024278.0
2009-03-10,10550,10700,10350,10700,251233,299860.0,28024278.0
2009-03-11,10850,12300,10800,11850,907529,332088.0,28024278.0
2009-03-12,12000,12300,11800,12200,422858,341896.0,28024278.0
2009-03-13,12400,12400,11700,12200,361910,341896.0,28024278.0
2009-03-16,12050,12550,12000,12200,284989,341896.0,28024278.0
2009-03-17,12250,12350,11500,12000,366750,336291.0,28024278.0
2009-03-18,12100,12150,11650,12000,219269,336291.0,28024278.0
2009-03-19,12200,12850,11800,12700,507253,355908.0,28024278.0
2009-03-20,12950,13650,12600,13100,879245,367118.0,28024278.0
2009-03-23,13250,13950,12900,13650,388956,382531.0,28024278.0
2009-03-24,14000,14250,13500,13700,470625,383933.0,28024278.0
2009-03-25,13550,13850,13200,13750,263531,385334.0,28024278.0
2009-03-26,13750,13750,13150,13750,268754,385334.0,28024278.0
2009-03-27,14000,14000,13100,13100,263804,367118.0,28024278.0
2009-03-30,13100,13200,12300,12550,234965,351705.0,28024278.0
2009-03-31,12600,13450,12550,13000,245710,364316.0,28024278.0
2009-04-01,13300,14250,13100,14000,347442,392340.0,28024278.0
2009-04-02,14350,14400,13700,14400,412981,403550.0,28024278.0
2009-04-03,14500,14700,14150,14400,279274,403550.0,28024278.0
2009-04-06,14250,14500,14000,14150,411847,396544.0,28024278.0
2009-04-07,13900,14450,13600,14300,350647,400747.0,28024278.0
2009-04-08,13950,14850,13950,14750,410351,413358.0,28024278.0
2009-04-09,14950,15400,14550,15250,394873,427370.0,28024278.0
2009-04-10,15300,15400,14700,15000,360542,420364.0,28024278.0
2009-04-13,15000,15450,14750,14800,349804,414759.0,28024278.0
2009-04-14,15150,16800,14700,16800,730261,470808.0,28024278.0
2009-04-15,16250,17100,15800,16300,409367,456796.0,28024278.0
2009-04-16,16750,17350,16550,16700,402364,468005.0,28024278.0
2009-04-17,16950,17150,15950,16450,247939,460999.0,28024278.0
2009-04-20,16300,16600,15950,16100,212165,451191.0,28024278.0
2009-04-21,15550,16350,15450,16300,316679,456796.0,28024278.0
2009-04-22,16400,16800,15900,16500,256466,462401.0,28024278.0
2009-04-23,16650,16650,16000,16250,201952,455395.0,28024278.0
2009-04-24,16000,16250,15350,16250,275984,455395.0,28024278.0
2009-04-27,15750,16150,15650,15650,240547,438580.0,28024278.0
2009-04-28,15650,15650,14250,14450,389765,404951.0,28024278.0
2009-04-29,14450,14950,14000,14950,231747,418963.0,28024278.0
2009-04-30,15350,15850,14950,15700,273728,439981.0,28024278.0
2009-05-04,15800,16350,15550,16000,198372,448388.0,28024278.0
2009-05-06,16300,16950,16250,16650,335554,466604.0,28024278.0
2009-05-07,17000,17250,16350,17000,361213,476413.0,28024278.0
2009-05-08,17150,17200,16600,17100,185406,479215.0,28024278.0
2009-05-11,17400,18000,17150,18000,332437,504437.0,28024278.0
2009-05-12,17700,19000,17600,18600,379110,521252.0,28024278.0
2009-05-13,19050,21300,18900,21050,923015,589911.0,28024278.0
2009-05-14,20450,20600,19550,19700,630280,552078.0,28024278.0
2009-05-15,20200,20300,19100,19500,351758,546473.0,28024278.0
2009-05-18,19450,19450,18350,19200,325915,538066.0,28024278.0
2009-05-19,19500,20700,19050,20550,604328,575899.0,28024278.0
2009-05-20,20600,20850,20250,20800,310882,582905.0,28024278.0
2009-05-21,21200,21250,20250,21050,332960,589911.0,28024278.0
2009-05-22,20800,21250,20400,20900,296840,585707.0,28024278.0
2009-05-25,20250,20700,18000,19950,581884,559084.0,28024278.0
2009-05-26,19950,19950,18050,19000,684842,532461.0,28024278.0
2009-05-27,19100,19300,18300,19000,564912,532461.0,28024278.0
2009-05-28,18700,18800,17600,18800,455735,526856.0,28024278.0
2009-05-29,18700,19100,18150,18650,366603,522653.0,28024278.0
2009-06-01,19000,20850,18900,20750,1186642,581504.0,28024278.0
2009-06-02,21400,22300,20400,21650,1382695,606726.0,28024278.0
2009-06-03,21950,22650,21300,22350,792188,626343.0,28024278.0
2009-06-04,21900,22050,20750,20750,522743,581504.0,28024278.0
2009-06-05,21300,21500,20350,21500,402679,602522.0,28024278.0
2009-06-08,21500,21700,20600,21100,371978,591312.0,28024278.0
2009-06-09,20900,21050,19400,19400,390714,543671.0,28024278.0
2009-06-10,19900,20300,19350,20150,361379,564689.0,28024278.0
2009-06-11,20150,20400,19150,19400,542292,543671.0,28024278.0
2009-06-12,19800,21000,19650,21000,663349,588510.0,28024278.0
2009-06-15,21000,21550,20600,21200,469573,594115.0,28024278.0
2009-06-16,20600,20850,20000,20550,560560,575899.0,28024278.0
2009-06-17,20250,20400,19700,20200,394326,566090.0,28024278.0
2009-06-18,20400,20600,19750,19750,181234,553479.0,28024278.0
2009-06-19,19950,20050,19050,19200,254597,538066.0,28024278.0
2009-06-22,19150,20000,18800,19800,262407,554881.0,28024278.0
2009-06-23,19000,19150,18250,18450,438025,517048.0,28024278.0
2009-06-24,18650,18850,18100,18500,223757,518449.0,28024278.0
2009-06-25,18800,19450,18500,19300,291896,540869.0,28024278.0
2009-06-26,19700,20800,19500,20800,711757,582905.0,28024278.0
2009-06-29,20650,20650,19950,20050,191517,561887.0,28024278.0
2009-06-30,20200,20800,19500,20250,245012,567492.0,28024278.0
2009-07-01,20000,20050,19050,19050,275152,533862.0,28024278.0
2009-07-02,19150,19400,18500,18700,284562,524054.0,28024278.0
2009-07-03,18200,18550,17550,18000,615383,504437.0,28024278.0
2009-07-06,18000,18300,17600,17800,364536,498832.0,28024278.0
2009-07-07,18000,18150,16950,17250,743608,483419.0,28024278.0
2009-07-08,17150,17750,17150,17650,371425,494629.0,28024278.0
2009-07-09,17800,17850,17350,17350,284271,486221.0,28024278.0
2009-07-10,17400,18000,17250,17900,322492,501635.0,28024278.0
2009-07-13,18000,18100,16500,17000,351819,476413.0,28024278.0
2009-07-14,17100,17250,16550,16800,240570,470808.0,28024278.0
2009-07-15,16900,17250,16900,16950,121933,475012.0,28024278.0
2009-07-16,17500,18200,17400,17950,438490,503036.0,28024278.0
2009-07-17,18300,18650,17800,18400,345607,515647.0,28024278.0
2009-07-20,18400,19300,18300,19050,340531,533862.0,28024278.0
2009-07-21,19400,19450,18450,19050,426132,533862.0,28024278.0
2009-07-22,19200,19850,19100,19700,474378,552078.0,28024278.0
2009-07-23,19850,20150,19100,19900,382386,557683.0,28024278.0
2009-07-24,20250,21050,19900,20800,568782,582905.0,28024278.0
2009-07-27,20550,21000,20200,20700,288241,580103.0,28024278.0
2009-07-28,20800,20950,20400,20950,122978,587109.0,28024278.0
2009-07-29,20950,20950,19600,19600,411433,549276.0,28024278.0
2009-07-30,19400,20500,19100,20500,261138,574498.0,28024278.0
2009-07-31,20500,21250,20000,20950,352763,587109.0,28024278.0
2009-08-03,21000,21900,20950,21750,305869,609528.0,28024278.0
2009-08-04,22300,22600,21750,22150,388275,620738.0,28024278.0
2009-08-05,22100,22100,21350,21450,141953,601121.0,28024278.0
2009-08-06,21300,21600,20200,21600,422871,605324.0,28024278.0
2009-08-07,21500,22100,21200,22000,272998,616534.0,28024278.0
2009-08-10,21850,22200,21250,21750,272376,609528.0,28024278.0
2009-08-11,22000,22800,21850,22200,516776,622139.0,28024278.0
2009-08-12,22000,22550,21600,22550,281169,631947.0,28024278.0
2009-08-13,22600,22800,22300,22600,316009,633349.0,28024278.0
2009-08-14,22900,23000,22200,22800,301500,638954.0,28024278.0
2009-08-17,22450,22700,20900,20900,445085,585707.0,28024278.0
2009-08-18,20350,20900,19400,20000,547726,560486.0,28024278.0
2009-08-19,20250,20700,19350,19350,360715,542270.0,28024278.0
2009-08-20,19650,20250,19300,19800,303991,554881.0,28024278.0
2009-08-21,19950,20450,19700,20000,267146,560486.0,28024278.0
2009-08-24,20600,20600,19550,20000,375972,560486.0,28024278.0
2009-08-25,20000,20650,19600,20550,300898,575899.0,28024278.0
2009-08-26,20800,20850,20200,20600,199023,577300.0,28024278.0
2009-08-27,20700,21150,20350,20650,311124,578701.0,28024278.0
2009-08-28,20800,20850,20200,20850,197760,584306.0,28024278.0
2009-08-31,20900,20900,19700,19700,324277,552078.0,28024278.0
2009-09-01,19400,19800,19000,19100,460614,535264.0,28024278.0
2009-09-02,18700,19300,18700,18700,307876,524054.0,28024278.0
2009-09-03,18800,19250,18700,19100,229046,535264.0,28024278.0
2009-09-04,19600,19850,19350,19750,294159,553479.0,28024278.0
2009-09-07,19900,19950,19500,19550,118163,547875.0,28024278.0
2009-09-08,19600,21650,19500,21200,917640,594115.0,28024278.0
2009-09-09,22150,22750,21500,22050,1277803,617935.0,28024278.0
2009-09-10,22300,23100,21500,23000,1023607,644558.0,28024278.0
2009-09-11,23400,24000,22350,23950,808736,671181.0,28024278.0
2009-09-14,24100,24500,23300,24150,553213,676786.0,28024278.0
2009-09-15,23800,23800,22850,23300,458252,652966.0,28024278.0
2009-09-16,23500,24000,22650,23500,560805,658571.0,28024278.0
2009-09-17,23900,24000,23200,23550,282675,659972.0,28024278.0
2009-09-18,23600,24750,23350,24400,648974,683792.0,28024278.0
2009-09-21,24850,25050,24200,24200,182784,678188.0,28024278.0
2009-09-22,24100,24700,23750,24600,284822,689397.0,28024278.0
2009-09-23,24850,26000,24750,25700,672505,720224.0,28024278.0
2009-09-24,25200,26050,24800,25700,391266,720224.0,28024278.0
2009-09-25,25450,25600,24700,25400,202251,711817.0,28024278.0
2009-09-28,25200,25400,23500,23900,337808,669780.0,28024278.0
2009-09-29,24250,25050,23700,24250,235783,679589.0,28024278.0
2009-09-30,24250,24550,23750,24000,114229,672583.0,28024278.0
2009-10-01,24400,25000,23800,24150,258034,676786.0,28024278.0
2009-10-05,23850,23850,22700,22950,268256,643157.0,28024278.0
2009-10-06,23400,23450,21350,21750,426522,609528.0,28024278.0
2009-10-07,22650,24050,22550,23950,539383,671181.0,28024278.0
2009-10-08,24350,24400,23300,24400,368473,683792.0,28024278.0
2009-10-09,24700,25300,24300,24850,347383,696403.0,28024278.0
2009-10-12,24650,24700,24150,24550,165107,687996.0,28024278.0
2009-10-13,24550,24900,23350,24300,290604,680990.0,28024278.0
2009-10-14,24500,24550,23900,24350,193388,682391.0,28024278.0
2009-10-15,24700,24800,23300,24150,425776,676786.0,28024278.0
2009-10-16,24150,24150,23300,23650,236800,662774.0,28024278.0
2009-10-19,23400,23700,23100,23400,170020,655768.0,28024278.0
2009-10-20,24050,24850,23800,24350,480510,682391.0,28024278.0
2009-10-21,24400,24400,23600,24050,217907,673984.0,28024278.0
2009-10-22,24000,24800,23850,24100,432636,675385.0,28024278.0
2009-10-23,24200,24300,23600,24050,273379,673984.0,28024278.0
2009-10-26,23800,24700,23700,24650,382777,690798.0,28024278.0
2009-10-27,24400,25800,24350,25750,837265,721625.0,28024278.0
2009-10-28,25750,25800,24900,25000,437744,700607.0,28024278.0
2009-10-29,24600,24650,23300,24200,629224,678188.0,28024278.0
2009-10-30,24600,25100,24350,25050,342412,702008.0,28024278.0
2009-11-02,24000,24650,23800,24650,277948,690798.0,28024278.0
2009-11-03,24800,24850,23950,24000,227384,672583.0,28024278.0
2009-11-04,24200,24700,24050,24050,418278,673984.0,28024278.0
2009-11-05,24150,24550,23100,23450,354124,657169.0,28024278.0
2009-11-06,24000,24000,23200,23250,289199,651564.0,28024278.0
2009-11-09,23250,23800,23250,23450,143775,657169.0,28024278.0
2009-11-10,23950,24200,23650,24100,221203,675385.0,28024278.0
2009-11-11,24350,24350,23800,24000,163247,672583.0,28024278.0
2009-11-12,24100,24200,23700,23700,114061,664175.0,28024278.0
2009-11-13,23700,23900,22750,23700,251566,664175.0,28024278.0
2009-11-16,23500,23850,23250,23800,180132,666978.0,28024278.0
2009-11-17,24200,24750,24000,24000,359549,672583.0,28024278.0
2009-11-18,24300,24450,23600,24300,229299,680990.0,28024278.0
2009-11-19,24300,24500,23900,24050,213620,673984.0,28024278.0
2009-11-20,23800,23950,23450,23500,357075,658571.0,28024278.0
2009-11-23,23500,23750,23200,23350,277663,654367.0,28024278.0
2009-11-24,23500,23600,22700,22850,314852,640355.0,28024278.0
2009-11-25,22850,23050,22500,22550,195077,631947.0,28024278.0
2009-11-26,22550,23250,22550,22900,222193,641756.0,28024278.0
2009-11-27,22400,22500,21550,21900,254616,613732.0,28024278.0
2009-11-30,22150,23400,21750,23400,304466,655768.0,28024278.0
2009-12-01,22900,22950,22300,22550,179253,631947.0,28024278.0
2009-12-02,22750,23050,22550,22650,156988,634750.0,28024278.0
2009-12-03,22900,22900,21800,22200,345535,622139.0,28024278.0
2009-12-04,22100,22350,21350,21800,638478,610929.0,28024278.0
2009-12-07,21950,21950,20850,21300,724139,596917.0,28024278.0
2009-12-08,21250,21300,20800,21000,416972,588510.0,28024278.0
2009-12-09,20800,21600,20800,21600,380087,605324.0,28024278.0
2009-12-10,21850,21850,21250,21450,268142,601121.0,28024278.0
2009-12-11,21650,22100,21450,22100,455354,619337.0,28024278.0
2009-12-14,22250,22300,21600,22150,270901,620738.0,28024278.0
2009-12-15,22100,22400,21650,21900,344013,613732.0,28024278.0
2009-12-16,21900,21950,21450,21600,192422,605324.0,28024278.0
2009-12-17,21700,22350,21500,22300,456200,624941.0,28024278.0
2009-12-18,22100,22300,21650,21700,385746,608127.0,28024278.0
2009-12-21,21650,21650,21100,21150,339181,592713.0,28024278.0
2009-12-22,21150,21400,21100,21100,222815,591312.0,28024278.0
2009-12-23,21150,21400,20900,21050,145291,589911.0,28024278.0
2009-12-24,21200,21350,21050,21250,217096,595516.0,28024278.0
2009-12-28,21450,21450,20900,20900,279174,585707.0,28024278.0
2009-12-29,20850,21250,20850,21100,149180,591312.0,28024278.0
2009-12-30,21300,22000,21300,21600,451806,605324.0,28024278.0
2010-01-04,21600,21700,21200,21300,288663,596917.0,28024278.0
2010-01-05,21550,22350,21500,22300,707676,624941.0,28024278.0
2010-01-06,22450,22700,21850,22100,525850,619337.0,28024278.0
2010-01-07,22500,23150,22200,22300,687386,624941.0,28024278.0
2010-01-08,22500,22600,22050,22400,329829,627744.0,28024278.0
2010-01-11,22850,22900,22550,22700,409324,636151.0,28024278.0
2010-01-12,22950,22950,22150,22500,345144,630546.0,28024278.0
2010-01-13,22100,22150,21000,21050,617430,589911.0,28024278.0
2010-01-14,21200,21600,21000,21100,509279,591312.0,28024278.0
2010-01-15,21250,21400,20950,21100,303711,591312.0,28024278.0
2010-01-18,21000,21050,20500,20850,356317,584306.0,28024278.0
2010-01-19,21050,21350,20850,20900,276587,585707.0,28024278.0
2010-01-20,21000,21200,20000,20050,508477,561887.0,28024278.0
2010-01-21,19750,20350,19650,20050,336710,561887.0,28024278.0
2010-01-22,19800,20650,19800,20050,485344,561887.0,28024278.0
2010-01-25,20100,20600,20050,20350,514977,570294.0,28024278.0
2010-01-26,20500,20800,20000,20600,429408,577300.0,28024278.0
2010-01-27,20600,20750,20000,20050,375875,561887.0,28024278.0
2010-01-28,20150,20700,20100,20600,238440,577300.0,28024278.0
2010-01-29,20250,20400,19800,19850,317850,556282.0,28024278.0
2010-02-01,19900,19950,18850,19200,630450,538066.0,28024278.0
2010-02-02,19450,19550,18950,18950,248348,531060.0,28024278.0
2010-02-03,19300,20000,19200,20000,248864,560486.0,28024278.0
2010-02-04,19850,20600,19850,20600,253137,577300.0,28024278.0
2010-02-05,19450,19900,19200,19450,385645,545072.0,28024278.0
2010-02-08,19750,19950,18800,18800,320937,526856.0,28024278.0
2010-02-09,18750,19100,18450,19000,237173,532461.0,28024278.0
2010-02-10,19400,19400,18850,19000,104677,532461.0,28024278.0
2010-02-11,19000,19450,18950,19350,251433,542270.0,28024278.0
2010-02-12,19400,19400,18850,18850,271014,528258.0,28024278.0
2010-02-16,18950,19200,18800,19000,173728,532461.0,28024278.0
2010-02-17,19350,19500,19100,19250,347409,539467.0,28024278.0
2010-02-18,19400,19400,19100,19250,204897,539467.0,28024278.0
2010-02-19,19200,19400,18900,19200,180513,538066.0,28024278.0
2010-02-22,19400,20000,19400,20000,394524,560486.0,28024278.0
2010-02-23,19900,20100,19700,19850,238881,556282.0,28024278.0
2010-02-24,19700,19750,19500,19750,190434,553479.0,28024278.0
2010-02-25,19800,20000,19000,19050,297429,533862.0,28024278.0
2010-02-26,19150,19300,18950,19200,127857,538066.0,28024278.0
2010-03-02,20500,20700,19700,19750,1411978,553479.0,28024278.0
2010-03-03,19800,19800,19400,19550,294390,547875.0,28024278.0
2010-03-04,19500,19650,19050,19150,339705,536665.0,28024278.0
2010-03-05,19250,19350,19050,19150,239175,536665.0,28024278.0
2010-03-08,19400,19750,19350,19750,377378,553479.0,28024278.0
2010-03-09,19850,20000,19450,19750,416206,553479.0,28024278.0
2010-03-10,19700,19700,19300,19350,260471,542270.0,28024278.0
2010-03-11,19500,19850,19400,19750,274306,553479.0,28024278.0
2010-03-12,20000,20000,19700,19950,231783,559084.0,28024278.0
2010-03-15,19900,20150,19700,19900,288567,557683.0,28024278.0
2010-03-16,20000,20350,19600,20250,341628,567492.0,28024278.0
2010-03-17,20400,21650,20350,21450,1438520,601121.0,28024278.0
2010-03-18,21600,22100,21550,22000,1065982,616534.0,28024278.0
2010-03-19,21800,22500,21650,22450,752028,629145.0,28024278.0
2010-03-22,22100,22850,21950,22850,316948,640355.0,28024278.0
2010-03-23,22950,23000,22350,22650,414229,634750.0,28024278.0
2010-03-24,22900,23050,22400,22800,280532,638954.0,28024278.0
2010-03-25,22750,22750,22150,22350,267122,626343.0,28024278.0
2010-03-26,22350,22950,22350,22900,280002,641756.0,28024278.0
2010-03-29,23300,23650,23000,23100,479877,647361.0,28024278.0
2010-03-30,23600,24050,23300,23950,614680,671181.0,28024278.0
2010-03-31,24000,24450,23400,24000,658826,672583.0,28024278.0
2010-04-01,24000,24400,23350,23550,476795,659972.0,28024278.0
