LG하우시스(108670),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-08-14,124000,124500,120500,122500,152886,1098540.0,8967670.0
2009-08-17,121000,122500,115000,117000,105519,1049217.0,8967670.0
2009-08-18,115000,118500,112500,115000,88686,1031282.0,8967670.0
2009-08-19,116000,117000,110000,112000,83334,1004379.0,8967670.0
2009-08-20,112000,116500,110500,115500,105846,1035766.0,8967670.0
2009-08-21,117000,123500,114000,122500,265391,1098540.0,8967670.0
2009-08-24,125500,129000,123500,123500,291481,1107507.0,8967670.0
2009-08-25,124000,131500,124000,131500,268797,1179249.0,8967670.0
2009-08-26,131500,136500,128000,134000,182857,1201668.0,8967670.0
2009-08-27,132500,133000,127000,128000,175676,1147862.0,8967670.0
2009-08-28,129500,134000,128000,132500,101115,1188216.0,8967670.0
2009-08-31,133500,137000,130000,134000,114190,1201668.0,8967670.0
2009-09-01,133500,135500,131000,132000,68612,1183732.0,8967670.0
2009-09-02,129500,132500,126500,129500,147474,1161313.0,8967670.0
2009-09-03,129000,133000,126000,126500,57423,1134410.0,8967670.0
2009-09-04,128000,130500,123500,125500,100080,1125443.0,8967670.0
2009-09-07,127000,130500,124000,130000,105812,1165797.0,8967670.0
2009-09-08,130000,131000,126000,128000,104204,1147862.0,8967670.0
2009-09-09,129000,129000,124500,125000,67107,1120959.0,8967670.0
2009-09-10,126000,135500,125000,135000,196503,1210635.0,8967670.0
2009-09-11,134000,135000,129500,132000,90731,1183732.0,8967670.0
2009-09-14,133000,133000,127000,128500,50757,1152346.0,8967670.0
2009-09-15,130500,133000,128000,130000,100952,1165797.0,8967670.0
2009-09-16,131000,140000,131000,137000,247858,1228571.0,8967670.0
2009-09-17,140000,140000,131000,134000,146418,1201668.0,8967670.0
2009-09-18,134000,135000,130500,131500,122492,1179249.0,8967670.0
2009-09-21,133500,136000,132000,134500,113607,1206152.0,8967670.0
2009-09-22,135000,137000,133500,136000,90537,1219603.0,8967670.0
2009-09-23,136000,140000,133500,136000,128138,1219603.0,8967670.0
2009-09-24,136000,140000,134500,136500,103515,1224087.0,8967670.0
2009-09-25,137500,139000,133000,135000,84423,1210635.0,8967670.0
2009-09-28,135000,137000,132000,134000,73413,1201668.0,8967670.0
2009-09-29,136000,136000,127000,131000,227500,1174765.0,8967670.0
2009-09-30,130000,131000,125500,127000,112205,1138894.0,8967670.0
2009-10-01,127500,128500,120500,125500,103341,1125443.0,8967670.0
2009-10-05,122500,126000,121500,125000,53434,1120959.0,8967670.0
2009-10-06,125000,126000,120500,121500,76159,1089572.0,8967670.0
2009-10-07,123000,125000,118500,124000,97217,1111991.0,8967670.0
2009-10-08,124000,125500,122500,124500,52496,1116475.0,8967670.0
2009-10-09,124500,127500,123500,125500,68805,1125443.0,8967670.0
2009-10-12,125000,127000,123500,126500,52666,1134410.0,8967670.0
2009-10-13,126500,136000,124500,131000,209034,1174765.0,8967670.0
2009-10-14,133000,134500,130000,132500,84220,1188216.0,8967670.0
2009-10-15,132500,134500,130000,133500,65680,1197184.0,8967670.0
2009-10-16,132500,134500,129000,131500,66723,1179249.0,8967670.0
2009-10-19,133000,133000,128000,128000,90369,1147862.0,8967670.0
2009-10-20,129000,129500,124500,125000,93097,1120959.0,8967670.0
2009-10-21,125000,127500,124000,127000,39306,1138894.0,8967670.0
2009-10-22,125000,126000,121000,125000,73553,1120959.0,8967670.0
2009-10-23,124000,125500,122500,124500,50520,1116475.0,8967670.0
2009-10-26,124500,125500,122500,124500,32962,1116475.0,8967670.0
2009-10-27,123000,124500,120000,120000,74040,1076120.0,8967670.0
2009-10-28,120000,120500,115500,118500,94910,1062669.0,8967670.0
2009-10-29,115500,117500,114000,117500,30431,1053701.0,8967670.0
2009-10-30,119000,120500,115500,120500,62435,1080604.0,8967670.0
2009-11-02,117000,118000,112500,114000,53766,1022314.0,8967670.0
2009-11-03,114000,115000,111000,112000,39475,1004379.0,8967670.0
2009-11-04,112000,117000,112000,117000,65849,1049217.0,8967670.0
2009-11-05,117500,117500,111000,112000,67649,1004379.0,8967670.0
2009-11-06,114500,117000,113500,117000,56283,1049217.0,8967670.0
2009-11-09,116500,117500,115500,116500,32304,1044734.0,8967670.0
2009-11-10,118500,119000,114000,115000,49592,1031282.0,8967670.0
2009-11-11,117000,118000,114500,115500,58414,1035766.0,8967670.0
2009-11-12,116000,117000,113500,117000,44616,1049217.0,8967670.0
2009-11-13,116000,116000,113000,116000,35563,1040250.0,8967670.0
2009-11-16,116000,116500,113500,115500,43798,1035766.0,8967670.0
2009-11-17,115000,115500,112000,113500,55910,1017831.0,8967670.0
2009-11-18,113000,114500,109000,112000,123218,1004379.0,8967670.0
2009-11-19,111500,112500,110000,111000,131771,995411.0,8967670.0
2009-11-20,110500,114000,110000,113500,112237,1017831.0,8967670.0
2009-11-23,114000,114000,111500,112000,44746,1004379.0,8967670.0
2009-11-24,114000,116500,113500,116000,211260,1040250.0,8967670.0
2009-11-25,117000,119500,116500,118000,157345,1058185.0,8967670.0
2009-11-26,119000,120000,116500,117000,108066,1049217.0,8967670.0
2009-11-27,116000,118000,113500,115000,153697,1031282.0,8967670.0
2009-11-30,117000,118500,115000,118500,124854,1062669.0,8967670.0
2009-12-01,118500,123000,118500,121500,157834,1089572.0,8967670.0
2009-12-02,122000,123000,119500,121000,100199,1085088.0,8967670.0
2009-12-03,121500,122500,121000,122000,72565,1094056.0,8967670.0
2009-12-04,122500,126500,121500,124500,144463,1116475.0,8967670.0
2009-12-07,125500,125500,120000,120000,80421,1076120.0,8967670.0
2009-12-08,120500,120500,117500,120000,85632,1076120.0,8967670.0
2009-12-09,119000,120000,117000,120000,104167,1076120.0,8967670.0
2009-12-10,119500,120500,117000,117000,100157,1049217.0,8967670.0
2009-12-11,118000,120500,118000,120000,72975,1076120.0,8967670.0
2009-12-14,121000,122000,119000,120500,69473,1080604.0,8967670.0
2009-12-15,120500,121000,118500,118500,41621,1062669.0,8967670.0
2009-12-16,118500,118500,114000,116500,148584,1044734.0,8967670.0
2009-12-17,116000,117000,115000,115000,37539,1031282.0,8967670.0
2009-12-18,114000,116500,113500,116000,37248,1040250.0,8967670.0
2009-12-21,116500,118500,115000,118500,62416,1062669.0,8967670.0
2009-12-22,118000,119000,116500,117500,42169,1053701.0,8967670.0
2009-12-23,118000,118000,114000,114500,82069,1026798.0,8967670.0
2009-12-24,113500,118500,113500,116500,106523,1044734.0,8967670.0
2009-12-28,117000,117500,115000,115500,36584,1035766.0,8967670.0
2009-12-29,114500,118000,114500,117500,56317,1053701.0,8967670.0
2009-12-30,118000,120000,117000,120000,72602,1076120.0,8967670.0
2010-01-04,119500,120500,117500,119500,55263,1071637.0,8967670.0
2010-01-05,119500,119500,116500,118000,66039,1058185.0,8967670.0
2010-01-06,117500,119000,115500,116000,109656,1040250.0,8967670.0
2010-01-07,116500,116500,114500,115500,57225,1035766.0,8967670.0
2010-01-08,115500,118500,115000,115500,122058,1035766.0,8967670.0
2010-01-11,116000,122000,115500,122000,267847,1094056.0,8967670.0
2010-01-12,122000,125000,121000,124000,208620,1111991.0,8967670.0
2010-01-13,123500,126000,122000,124000,122829,1111991.0,8967670.0
2010-01-14,125500,128000,123000,124000,241683,1111991.0,8967670.0
2010-01-15,124500,127000,122000,122000,77490,1094056.0,8967670.0
2010-01-18,122000,126000,120500,126000,98174,1129926.0,8967670.0
2010-01-19,127000,127500,122500,124000,72405,1111991.0,8967670.0
2010-01-20,124000,125000,119000,121500,139498,1089572.0,8967670.0
2010-01-21,120000,121000,117500,120000,110763,1076120.0,8967670.0
2010-01-22,118000,118000,114500,116500,136333,1044734.0,8967670.0
2010-01-25,114000,118000,114000,117000,66746,1049217.0,8967670.0
2010-01-26,117000,118000,112500,115000,95946,1031282.0,8967670.0
2010-01-27,112500,114500,109500,113500,158588,1017831.0,8967670.0
2010-01-28,114000,114000,109500,112500,128018,1008863.0,8967670.0
2010-01-29,110000,111000,106000,106000,106181,950573.0,8967670.0
2010-02-01,108000,108500,106000,107500,69483,964025.0,8967670.0
2010-02-02,108500,112500,108000,111000,59146,995411.0,8967670.0
2010-02-03,111000,112000,110000,111500,33411,999895.0,8967670.0
2010-02-04,111500,111500,108500,110500,41364,990928.0,8967670.0
2010-02-05,104000,107500,103000,105000,67534,941605.0,8967670.0
2010-02-08,106000,106000,102000,103500,60795,928154.0,8967670.0
2010-02-09,102000,105500,101500,104500,49914,937122.0,8967670.0
2010-02-10,105000,107000,104000,106000,37996,950573.0,8967670.0
2010-02-11,105500,108500,105500,108500,37170,972992.0,8967670.0
2010-02-12,107500,108000,106500,108000,26061,968508.0,8967670.0
2010-02-16,107000,108500,106500,107000,18023,959541.0,8967670.0
2010-02-17,108000,108500,106500,107500,40279,964025.0,8967670.0
2010-02-18,108000,108500,106500,106500,29386,955057.0,8967670.0
2010-02-19,105500,108500,105000,105000,28831,941605.0,8967670.0
2010-02-22,106000,109000,105500,109000,30626,977476.0,8967670.0
2010-02-23,108500,111000,107500,109500,42436,981960.0,8967670.0
2010-02-24,109000,115000,108000,114000,110055,1022314.0,8967670.0
2010-02-25,114000,115500,112000,112500,48303,1008863.0,8967670.0
2010-02-26,113000,116500,112000,115000,59662,1031282.0,8967670.0
2010-03-02,116500,117500,113000,113500,30070,1017831.0,8967670.0
2010-03-03,113000,114500,113000,114000,24598,1022314.0,8967670.0
2010-03-04,113000,115000,111500,112000,42969,1004379.0,8967670.0
2010-03-05,112000,113000,111000,112000,20862,1004379.0,8967670.0
2010-03-08,112500,113500,110500,113500,60514,1017831.0,8967670.0
2010-03-09,112500,114000,112000,113000,32766,1013347.0,8967670.0
2010-03-10,112500,115000,112000,115000,38163,1031282.0,8967670.0
2010-03-11,115000,115500,113500,115000,34517,1031282.0,8967670.0
2010-03-12,115000,116000,113000,115000,23032,1031282.0,8967670.0
2010-03-15,115500,115500,111500,112000,31725,1004379.0,8967670.0
2010-03-16,111500,112000,109000,109000,39080,977476.0,8967670.0
2010-03-17,110000,111500,109500,111000,34760,995411.0,8967670.0
2010-03-18,110500,114500,110000,114500,68635,1026798.0,8967670.0
2010-03-19,114500,115500,113500,115000,32458,1031282.0,8967670.0
2010-03-22,115000,115000,112000,113000,32764,1013347.0,8967670.0
2010-03-23,113000,114500,112000,114500,33206,1026798.0,8967670.0
2010-03-24,115000,115500,112000,113500,40113,1017831.0,8967670.0
2010-03-25,112500,113500,111500,113500,30390,1017831.0,8967670.0
2010-03-26,113500,113500,111000,111500,56728,999895.0,8967670.0
2010-03-29,110500,111500,108500,109000,63150,977476.0,8967670.0
2010-03-30,109500,110500,109000,110000,34291,986444.0,8967670.0
2010-03-31,111000,112000,108000,112000,45440,1004379.0,8967670.0
2010-04-01,111000,112000,109500,110500,64723,990928.0,8967670.0
2010-04-02,111500,111500,107000,108500,93525,972992.0,8967670.0
2010-04-05,108000,108500,105500,106000,357271,950573.0,8967670.0
2010-04-06,106000,107000,103000,104000,147691,932638.0,8967670.0
2010-04-07,104500,107500,104000,105000,176462,941605.0,8967670.0
2010-04-08,104500,106500,104000,106000,79362,950573.0,8967670.0
2010-04-09,106000,106500,104000,106500,90534,955057.0,8967670.0
2010-04-12,107000,107000,104500,106500,56635,955057.0,8967670.0
2010-04-13,106000,106500,104500,105000,50985,941605.0,8967670.0
2010-04-14,105000,106000,104500,105500,41569,946089.0,8967670.0
2010-04-15,106000,106000,103000,104000,107965,932638.0,8967670.0
2010-04-16,104000,104500,101000,103000,71947,923670.0,8967670.0
2010-04-19,101000,102500,100000,101500,66371,910219.0,8967670.0
2010-04-20,101500,102000,99400,101500,122330,910219.0,8967670.0
2010-04-21,101000,104500,101000,104500,118223,937122.0,8967670.0
2010-04-22,104000,104500,98500,99200,287406,889593.0,8967670.0
2010-04-23,99500,99600,95700,96500,290185,865380.0,8967670.0
2010-04-26,96400,98200,95900,97000,259444,869864.0,8967670.0
2010-04-27,97000,98300,96700,97700,174124,876141.0,8967670.0
2010-04-28,96000,96800,95100,95100,136200,852825.0,8967670.0
2010-04-29,96200,96300,94900,95900,109045,860000.0,8967670.0
2010-04-30,96300,96500,93300,93700,156065,840271.0,8967670.0
2010-05-03,93000,93800,90000,93000,190265,833993.0,8967670.0
2010-05-04,92700,93100,88000,90500,357209,811574.0,8967670.0
2010-05-06,88000,94900,88000,93400,198476,837580.0,8967670.0
2010-05-07,90800,97500,90600,95600,238561,857309.0,8967670.0
2010-05-10,97900,99000,94900,97500,150376,874348.0,8967670.0
2010-05-11,98100,98200,94500,95400,129100,855516.0,8967670.0
2010-05-12,95400,95500,91500,93700,151297,840271.0,8967670.0
2010-05-13,93500,94000,92000,93500,85057,838477.0,8967670.0
2010-05-14,92600,93100,90000,92000,170398,825026.0,8967670.0
2010-05-17,90400,91000,87700,88400,127250,792742.0,8967670.0
2010-05-18,89200,92200,87700,92100,142444,825922.0,8967670.0
2010-05-19,91700,93600,89300,89500,98667,802606.0,8967670.0
2010-05-20,88800,91200,87900,89300,77870,800813.0,8967670.0
2010-05-24,88800,90700,88500,88900,36614,797226.0,8967670.0
2010-05-25,88700,89500,86000,88200,92722,790948.0,8967670.0
2010-05-26,88200,88800,86100,88100,47985,790052.0,8967670.0
2010-05-27,88500,90300,88400,88400,62687,792742.0,8967670.0
2010-05-28,89300,90500,88400,89500,63224,802606.0,8967670.0
2010-05-31,90000,94900,89500,94100,126426,843858.0,8967670.0
2010-06-01,94100,95700,93000,95500,87105,856412.0,8967670.0
2010-06-03,96400,96400,94400,95000,43828,851929.0,8967670.0
2010-06-04,95000,95100,92100,93300,45855,836684.0,8967670.0
2010-06-07,90700,92400,89600,92000,75015,825026.0,8967670.0
2010-06-08,91800,95000,91000,95000,71331,851929.0,8967670.0
2010-06-09,96000,96100,91600,94200,72242,844755.0,8967670.0
2010-06-10,94900,94900,91900,91900,130963,824129.0,8967670.0
2010-06-11,92700,93900,90900,91000,114515,816058.0,8967670.0
2010-06-14,91300,94800,91300,94800,84241,850135.0,8967670.0
2010-06-15,94900,95400,94000,95100,51105,852825.0,8967670.0
2010-06-16,95200,95400,92800,93300,99478,836684.0,8967670.0
2010-06-17,92600,93400,91100,91100,100918,816955.0,8967670.0
2010-06-18,91300,91800,89900,89900,104172,806194.0,8967670.0
2010-06-21,90200,91500,89600,89700,156759,804400.0,8967670.0
2010-06-22,89800,90500,89700,89800,62380,805297.0,8967670.0
2010-06-23,90000,92200,89900,91700,91797,822335.0,8967670.0
2010-06-24,92400,95800,92400,95700,237416,858206.0,8967670.0
2010-06-25,95400,97000,94800,96400,154882,864483.0,8967670.0
2010-06-28,97000,97000,94300,95600,144961,857309.0,8967670.0
2010-06-29,95100,95900,92000,92000,150435,825026.0,8967670.0
2010-06-30,90000,92500,89800,92500,91745,829509.0,8967670.0
2010-07-01,91100,92900,90400,91600,58495,821439.0,8967670.0
2010-07-02,91600,92700,90500,90800,68936,814264.0,8967670.0
2010-07-05,91000,91500,90000,91000,27812,816058.0,8967670.0
2010-07-06,90800,91400,89700,91400,55048,819645.0,8967670.0
2010-07-07,91700,91700,90200,90400,50331,810677.0,8967670.0
2010-07-08,91000,91500,90500,91500,39897,820542.0,8967670.0
2010-07-09,91700,91900,90600,91200,79803,817852.0,8967670.0
2010-07-12,91900,91900,90600,91000,117268,816058.0,8967670.0
2010-07-13,90800,94600,90800,94600,184648,848342.0,8967670.0
2010-07-14,95100,96900,94200,96700,216399,867174.0,8967670.0
2010-07-15,96300,97700,95300,97200,168419,871658.0,8967670.0
2010-07-16,97200,99200,96300,98900,203226,886903.0,8967670.0
2010-07-19,97500,99400,96600,99200,116611,889593.0,8967670.0
2010-07-20,99200,99300,98200,99100,103478,888696.0,8967670.0
2010-07-21,99000,99000,96800,98500,117623,883315.0,8967670.0
2010-07-22,98000,98400,96000,96100,111541,861793.0,8967670.0
2010-07-23,96500,98100,95300,97900,89413,877935.0,8967670.0
2010-07-26,97700,102000,97100,102000,162974,914702.0,8967670.0
2010-07-27,100000,100500,97600,97600,195265,875245.0,8967670.0
2010-07-28,97900,98500,95500,96600,105962,866277.0,8967670.0
2010-07-29,96600,97700,95600,96100,95423,861793.0,8967670.0
2010-07-30,96100,96800,93800,93800,78214,841167.0,8967670.0
2010-08-02,94000,95100,94000,94600,34250,848342.0,8967670.0
2010-08-03,95000,97200,94800,96600,69862,866277.0,8967670.0
2010-08-04,96600,96900,94800,95600,50170,857309.0,8967670.0
2010-08-05,96000,96600,91700,92000,128704,825026.0,8967670.0
2010-08-06,92200,94000,91700,93000,43745,833993.0,8967670.0
2010-08-09,93500,93800,92700,92700,46255,831303.0,8967670.0
2010-08-10,92500,93700,92000,92100,51250,825922.0,8967670.0
2010-08-11,92400,92400,89700,90100,114913,807987.0,8967670.0
2010-08-12,88400,89500,88400,88900,47791,797226.0,8967670.0
2010-08-13,89000,90000,89000,89300,41662,800813.0,8967670.0
2010-08-16,89300,91000,88900,90000,44062,807090.0,8967670.0
2010-08-17,89500,90400,89000,90100,37931,807987.0,8967670.0
2010-08-18,90300,90600,89800,90000,38222,807090.0,8967670.0
2010-08-19,90300,92600,90100,92300,78897,827716.0,8967670.0
2010-08-20,92000,92200,90900,91200,34158,817852.0,8967670.0
2010-08-23,91600,92600,91200,91200,66454,817852.0,8967670.0
2010-08-24,91600,91700,90200,90600,44650,812471.0,8967670.0
2010-08-25,90100,90500,89300,90000,43421,807090.0,8967670.0
2010-08-26,90300,90500,89500,90300,29101,809781.0,8967670.0
2010-08-27,89500,90300,89200,89400,30544,801710.0,8967670.0
2010-08-30,90500,93600,90200,93600,99206,839374.0,8967670.0
2010-08-31,93000,94100,92600,93100,58761,834890.0,8967670.0
2010-09-01,93100,96500,91800,96500,132599,865380.0,8967670.0
2010-09-02,96500,97800,95500,97800,116902,877038.0,8967670.0
2010-09-03,97700,98200,96900,97900,88985,877935.0,8967670.0
2010-09-06,97300,99800,97300,99400,125152,891386.0,8967670.0
2010-09-07,99600,99600,96800,97400,109747,873451.0,8967670.0
2010-09-08,96200,99000,96200,99000,82216,887799.0,8967670.0
2010-09-09,99500,99600,98300,99000,86003,887799.0,8967670.0
2010-09-10,99300,102000,99000,99200,203119,889593.0,8967670.0
2010-09-13,101000,101000,98900,99600,106337,893180.0,8967670.0
2010-09-14,99500,99900,96000,96500,121968,865380.0,8967670.0
2010-09-15,96200,97500,96000,96600,80323,866277.0,8967670.0
2010-09-16,96600,98800,96600,97500,92425,874348.0,8967670.0
2010-09-17,98000,100500,97500,99700,115628,894077.0,8967670.0
2010-09-20,101000,102500,99800,100000,80279,896767.0,8967670.0
2010-09-24,100000,100000,98900,99000,35415,887799.0,8967670.0
2010-09-27,99600,100500,96000,96300,109204,863587.0,8967670.0
2010-09-28,96400,97600,96200,96500,83391,865380.0,8967670.0
2010-09-29,97300,99200,96700,98500,65974,883315.0,8967670.0
2010-09-30,98500,98900,97000,98000,48954,878832.0,8967670.0
2010-10-01,97800,98000,96100,96100,83259,861793.0,8967670.0
2010-10-04,96900,97800,96100,96600,59721,866277.0,8967670.0
2010-10-05,96700,99700,96200,99400,109864,891386.0,8967670.0
2010-10-06,100000,101000,99000,101000,122463,905735.0,8967670.0
2010-10-07,101500,102500,99600,102500,138894,919186.0,8967670.0
2010-10-08,103500,105000,101000,101000,142025,905735.0,8967670.0
2010-10-11,101000,101500,98900,99500,104049,892283.0,8967670.0
2010-10-12,99400,99600,96600,97000,66769,869864.0,8967670.0
2010-10-13,97300,99700,97300,99000,53109,887799.0,8967670.0
2010-10-14,99100,103500,99100,103000,146348,923670.0,8967670.0
2010-10-15,103000,105000,101500,105000,106764,941605.0,8967670.0
2010-10-18,104500,105000,101500,102000,67463,914702.0,8967670.0
2010-10-19,102000,102000,99800,101000,73017,905735.0,8967670.0
2010-10-20,99800,102500,99600,102000,44518,914702.0,8967670.0
2010-10-21,98300,98300,94700,94700,281985,849238.0,8967670.0
2010-10-22,95100,95200,93500,93800,107876,841167.0,8967670.0
2010-10-25,94500,95100,90600,91300,185952,818748.0,8967670.0
2010-10-26,91600,92900,91400,91500,123731,820542.0,8967670.0
2010-10-27,92000,93000,91500,91800,98914,823232.0,8967670.0
2010-10-28,92300,92300,91300,91700,42717,822335.0,8967670.0
2010-10-29,92300,92300,89700,89800,100961,805297.0,8967670.0
2010-11-01,90300,90500,88900,89300,76337,800813.0,8967670.0
2010-11-02,89200,89300,86000,86000,247771,771220.0,8967670.0
2010-11-03,86500,87300,85000,85600,212377,767633.0,8967670.0
2010-11-04,85600,87800,85400,87500,104188,784671.0,8967670.0
2010-11-05,88200,88300,86200,86900,112536,779291.0,8967670.0
2010-11-08,87100,87600,86400,86700,49391,777497.0,8967670.0
2010-11-09,86700,87200,85800,86300,78328,773910.0,8967670.0
2010-11-10,86400,87500,86300,86800,67717,778394.0,8967670.0
2010-11-11,86900,89000,86300,86500,160404,775703.0,8967670.0
2010-11-12,87200,87900,85100,85300,89844,764942.0,8967670.0
2010-11-15,85500,86100,85100,85500,37763,766736.0,8967670.0
2010-11-16,85500,86000,83000,83600,87894,749697.0,8967670.0
2010-11-17,83200,83200,82000,82300,64182,738039.0,8967670.0
2010-11-18,82700,84900,82300,84400,58970,756871.0,8967670.0
2010-11-19,84400,84800,83200,83500,52965,748800.0,8967670.0
2010-11-22,84200,85500,83700,85100,57207,763149.0,8967670.0
2010-11-23,84900,85700,84400,85400,50529,765839.0,8967670.0
2010-11-24,82600,85200,82500,84700,65951,759562.0,8967670.0
2010-11-25,85100,86600,84500,86600,63930,776600.0,8967670.0
2010-11-26,86700,86700,83600,84000,78520,753284.0,8967670.0
2010-11-29,83500,84500,83500,83700,29057,750594.0,8967670.0
2010-11-30,83900,85200,83500,85000,40277,762252.0,8967670.0
2010-12-01,85100,85200,84200,84600,31914,758665.0,8967670.0
2010-12-02,85300,87300,85200,86600,97793,776600.0,8967670.0
2010-12-03,87300,87300,86000,86600,69997,776600.0,8967670.0
2010-12-06,87300,88300,86700,87400,78796,783774.0,8967670.0
2010-12-07,87800,87800,85900,86400,51100,774807.0,8967670.0
2010-12-08,87000,87100,86000,86800,33473,778394.0,8967670.0
2010-12-09,87000,87100,86100,87000,44341,780187.0,8967670.0
