현대엘리베이터(017800),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-04,19789,20059,19573,20007,69160,148056.0,4001507.0
1999-03-05,19761,20059,19680,19952,14850,147656.0,4001507.0
1999-03-08,19951,20357,19789,20061,71910,148456.0,4001507.0
1999-03-09,20222,20277,19681,19844,31210,146855.0,4001507.0
1999-03-10,20006,20006,19303,19304,20570,142854.0,4001507.0
1999-03-11,19057,19735,18923,19466,26320,144054.0,4001507.0
1999-03-12,19628,20817,19491,20547,74710,152057.0,4001507.0
1999-03-15,21249,21303,20546,20547,60560,152057.0,4001507.0
1999-03-16,20762,20762,20168,20223,57230,149656.0,4001507.0
1999-03-17,20546,20546,19950,19952,49840,147656.0,4001507.0
1999-03-18,19463,20113,19194,19195,35470,142053.0,4001507.0
1999-03-19,19087,19655,18978,19655,52620,145455.0,4001507.0
1999-03-22,19463,19843,19140,19682,84840,145655.0,4001507.0
1999-03-23,19735,20384,19357,20007,107900,148056.0,4001507.0
1999-03-24,20168,21086,19735,20872,255920,154458.0,4001507.0
1999-03-25,20924,21356,20653,21033,120170,155659.0,4001507.0
1999-03-26,20977,21194,20436,20601,82000,152457.0,4001507.0
1999-03-29,20546,20600,20168,20385,50540,150857.0,4001507.0
1999-03-30,20601,20709,20303,20709,67560,153258.0,4001507.0
1999-03-31,20601,20978,20437,20764,73490,153658.0,4001507.0
1999-04-01,20653,21627,20546,21358,209650,158060.0,4001507.0
1999-04-02,21681,23467,21681,23196,344500,171665.0,4001507.0
1999-04-06,24061,24061,22708,23522,173620,174066.0,4001507.0
1999-04-07,23682,23682,23034,23196,143120,171665.0,4001507.0
1999-04-08,22708,22978,22221,22709,106970,168063.0,4001507.0
1999-04-09,22871,22979,21844,22169,79750,164062.0,4001507.0
1999-04-12,22493,22600,21654,21736,81320,160861.0,4001507.0
1999-04-13,21627,22438,21465,22115,99930,163662.0,4001507.0
1999-04-14,22383,22600,22006,22142,82310,163862.0,4001507.0
1999-04-15,22276,22548,21682,22548,108610,166863.0,4001507.0
1999-04-16,22168,22438,21627,21629,102160,160060.0,4001507.0
1999-04-19,21681,23519,21681,22981,185640,170064.0,4001507.0
1999-04-20,23249,24061,23196,23522,195440,174066.0,4001507.0
1999-04-21,23790,23790,22438,22548,101530,166863.0,4001507.0
1999-04-22,22817,23357,22493,22981,102390,170064.0,4001507.0
1999-04-23,23467,24115,21951,22169,197380,164062.0,4001507.0
1999-04-26,21951,21951,20546,21088,147800,156059.0,4001507.0
1999-04-27,21357,22574,20762,21629,142860,160060.0,4001507.0
1999-04-28,22168,22168,21357,21466,90080,158860.0,4001507.0
1999-04-29,21627,22978,21330,22493,144880,166463.0,4001507.0
1999-04-30,22979,23034,22168,22467,102560,166263.0,4001507.0
1999-05-03,22737,23357,22493,22819,105610,168864.0,4001507.0
1999-05-04,22978,23195,22465,22656,89120,167663.0,4001507.0
1999-05-06,22708,23142,22331,22332,110200,165262.0,4001507.0
1999-05-07,22655,25305,22601,24873,359810,184069.0,4001507.0
1999-05-10,25141,26980,25033,26819,330780,198475.0,4001507.0
1999-05-11,26818,26818,25682,25684,151840,190072.0,4001507.0
1999-05-12,25682,25682,23519,23629,147270,174866.0,4001507.0
1999-05-13,23682,24060,21627,21791,193650,161261.0,4001507.0
1999-05-14,22257,22783,20739,21032,90700,144054.0,4001507.0
1999-05-17,21031,22140,20622,21207,115310,145255.0,4001507.0
1999-05-18,21205,21848,21205,21382,53570,146455.0,4001507.0
1999-05-19,21614,21788,21030,21119,55850,144654.0,4001507.0
1999-05-20,20738,21088,19862,19920,75690,136451.0,4001507.0
1999-05-21,19978,20973,19978,20243,30060,138652.0,4001507.0
1999-05-24,20153,20153,19628,19658,27600,134651.0,4001507.0
1999-05-25,19570,20270,19453,19571,42170,134050.0,4001507.0
1999-05-26,19744,20446,19744,20447,34350,140053.0,4001507.0
1999-05-27,20446,21322,20036,20564,93600,140853.0,4001507.0
1999-05-28,20269,20738,20036,20214,42500,138452.0,4001507.0
1999-05-31,20505,20622,19804,19804,67440,135651.0,4001507.0
1999-06-01,19629,19978,19570,19746,44780,135251.0,4001507.0
1999-06-02,20328,20328,19570,19746,62920,135251.0,4001507.0
1999-06-03,19745,20037,19512,19689,77520,134851.0,4001507.0
1999-06-04,19686,19862,19277,19307,110030,132250.0,4001507.0
1999-06-07,19570,20328,19570,20155,88770,138052.0,4001507.0
1999-06-08,20446,20621,19686,20038,84320,137252.0,4001507.0
1999-06-09,20036,21555,20036,20155,119290,138052.0,4001507.0
1999-06-10,20738,20738,19686,20623,68090,141253.0,4001507.0
1999-06-11,20621,20621,20211,20447,77390,140053.0,4001507.0
1999-06-14,21031,21556,20739,21265,100470,145655.0,4001507.0
1999-06-15,21263,21322,19686,20331,69090,139252.0,4001507.0
1999-06-16,20328,20651,20211,20447,45270,140053.0,4001507.0
1999-06-17,20738,20738,20211,20214,47860,138452.0,4001507.0
1999-06-18,20154,20768,19920,20739,65930,142053.0,4001507.0
1999-06-21,20796,21030,19977,20331,34540,139252.0,4001507.0
1999-06-22,20446,20738,19977,20155,60780,138052.0,4001507.0
1999-06-23,20621,21146,20504,21002,109340,143854.0,4001507.0
1999-06-24,21088,21322,20446,20681,63420,141653.0,4001507.0
1999-06-25,20679,20913,20211,20331,44550,139252.0,4001507.0
1999-06-28,20446,20738,20328,20331,58320,139252.0,4001507.0
1999-06-29,20328,20416,20007,20096,34590,137652.0,4001507.0
1999-06-30,20036,20299,19452,19600,54190,134251.0,4001507.0
1999-07-01,19599,20153,19394,19920,51180,136451.0,4001507.0
1999-07-02,19862,21615,19628,21149,169700,144855.0,4001507.0
1999-07-05,21907,23249,21672,22492,238730,154058.0,4001507.0
1999-07-06,22199,22783,21615,22317,116420,152858.0,4001507.0
1999-07-07,23309,23309,22373,22784,104980,156059.0,4001507.0
1999-07-08,22783,23076,22199,22668,101430,155258.0,4001507.0
1999-07-09,22666,24419,22608,23953,225060,164062.0,4001507.0
1999-07-12,24244,24537,22899,23076,148210,158060.0,4001507.0
1999-07-13,22549,22958,21555,21615,175480,203556.0,5501507.0
1999-07-14,21615,22725,21322,22433,192840,211258.0,5501507.0
1999-07-15,22462,22608,21907,22492,83580,211808.0,5501507.0
1999-07-16,22549,24360,22549,24245,315330,228313.0,5501507.0
1999-07-19,25120,26231,24478,25705,521640,242066.0,5501507.0
1999-07-20,25529,25646,24243,24245,171120,228313.0,5501507.0
1999-07-21,24243,24243,23075,23660,154510,222811.0,5501507.0
1999-07-22,23366,23600,22256,23426,130390,220610.0,5501507.0
1999-07-23,23717,25089,21614,21732,228220,204656.0,5501507.0
1999-07-26,21907,22433,19804,21032,142420,198054.0,5501507.0
1999-07-27,20446,21672,20446,21615,117910,203556.0,5501507.0
1999-07-28,21439,22492,21031,21324,135280,200805.0,5501507.0
1999-07-29,21380,22492,21322,22492,148770,211808.0,5501507.0
1999-07-30,22199,22199,21322,21819,117490,205481.0,5501507.0
1999-08-02,21965,22492,21031,21265,85190,200255.0,5501507.0
1999-08-03,20680,21322,20680,21149,65850,199155.0,5501507.0
1999-08-04,21146,22022,21146,21556,96540,203006.0,5501507.0
1999-08-05,21322,21380,20621,20623,65610,194203.0,5501507.0
1999-08-06,20738,21117,20211,20564,61400,193653.0,5501507.0
1999-08-09,20621,21263,20446,20681,82830,194753.0,5501507.0
1999-08-10,20679,20972,20241,20447,56810,192553.0,5501507.0
1999-08-11,20446,20972,20153,20214,65800,190352.0,5501507.0
1999-08-12,20212,20446,20095,20185,39180,190077.0,5501507.0
1999-08-13,20270,20270,19570,19863,71290,187051.0,5501507.0
1999-08-16,19570,20125,19570,19689,47220,185401.0,5501507.0
1999-08-17,19920,20094,18693,19249,84050,181275.0,5501507.0
1999-08-18,18810,18986,17583,18229,74060,171647.0,5501507.0
1999-08-19,18109,18985,17934,18402,78720,173297.0,5501507.0
1999-08-20,18693,19511,18459,18811,100450,177149.0,5501507.0
1999-08-23,18986,19219,18869,19162,72430,180449.0,5501507.0
1999-08-24,19161,19745,18928,19162,77370,180449.0,5501507.0
1999-08-25,19160,19511,19043,19044,62610,179349.0,5501507.0
1999-08-26,19102,19862,18869,19162,74790,180449.0,5501507.0
1999-08-27,19277,19570,18576,18927,65290,178249.0,5501507.0
1999-08-30,18810,18810,18226,18229,64180,171647.0,5501507.0
1999-08-31,18226,18459,17904,18111,54760,170547.0,5501507.0
1999-09-01,18285,18401,17467,17701,80840,166696.0,5501507.0
1999-09-02,16941,17233,16123,16358,84980,154042.0,5501507.0
1999-09-03,16415,16474,15481,15949,76640,150191.0,5501507.0
1999-09-06,16094,16649,16065,16241,52860,152942.0,5501507.0
1999-09-07,16239,17407,16239,17175,82420,161744.0,5501507.0
1999-09-08,17349,17934,16941,16999,73030,160094.0,5501507.0
1999-09-09,17115,17817,17115,17409,64710,163945.0,5501507.0
1999-09-10,17467,17759,17116,17146,39930,161469.0,5501507.0
1999-09-13,17116,17525,16181,16358,107610,154042.0,5501507.0
1999-09-14,16358,16707,16181,16417,103310,154592.0,5501507.0
1999-09-15,16415,16591,16007,16006,52150,150741.0,5501507.0
1999-09-16,16035,16298,15654,15773,57780,148541.0,5501507.0
1999-09-17,16006,16064,15421,15832,42290,149091.0,5501507.0
1999-09-20,15830,16591,15830,16592,71840,156243.0,5501507.0
1999-09-21,16531,17115,16531,16825,69440,158443.0,5501507.0
1999-09-22,16473,17291,16239,17234,83480,162294.0,5501507.0
1999-09-27,17817,17817,17056,17409,85400,163945.0,5501507.0
1999-09-28,17525,17525,16999,17146,56520,161469.0,5501507.0
1999-09-29,16941,17173,16414,16446,50770,154867.0,5501507.0
1999-09-30,15246,16531,15246,15481,45360,145790.0,5501507.0
1999-10-01,15538,15773,14604,15131,69150,142489.0,5501507.0
1999-10-04,15713,15713,14897,14897,45050,140288.0,5501507.0
1999-10-05,14662,15276,13437,13436,60500,126535.0,5501507.0
1999-10-06,12967,14312,12967,14312,44660,134787.0,5501507.0
1999-10-07,14546,14662,14078,14547,62180,136988.0,5501507.0
1999-10-08,15187,16357,14896,15481,117070,145790.0,5501507.0
1999-10-11,15772,15947,15071,15599,88820,146890.0,5501507.0
1999-10-12,15217,15772,15217,15773,74120,148541.0,5501507.0
1999-10-13,15480,15743,15304,15657,45940,147440.0,5501507.0
1999-10-14,15480,15772,15275,15540,50300,146340.0,5501507.0
1999-10-15,15481,16941,15131,16066,178630,151291.0,5501507.0
1999-10-18,15188,16007,15188,15453,79720,145515.0,5501507.0
1999-10-19,15481,15773,14720,14839,38160,139738.0,5501507.0
1999-10-20,15187,15480,14954,14985,49030,141114.0,5501507.0
1999-10-21,15188,15510,14897,14956,45010,140839.0,5501507.0
1999-10-22,14896,15187,14661,15043,31850,141664.0,5501507.0
1999-10-25,15188,15188,14370,14488,49120,136437.0,5501507.0
1999-10-26,14021,14487,14021,14167,27750,133412.0,5501507.0
1999-10-27,14254,14546,13523,13641,43730,128460.0,5501507.0
1999-10-28,13378,14370,13290,14225,61140,133962.0,5501507.0
1999-10-29,13609,14661,13609,14342,78490,135062.0,5501507.0
1999-11-01,14341,14780,14078,14606,56470,137538.0,5501507.0
1999-11-02,14603,14837,14369,14517,58870,136712.0,5501507.0
1999-11-03,14457,14691,14225,14606,46560,137538.0,5501507.0
1999-11-04,15187,15654,14720,15481,113980,145790.0,5501507.0
1999-11-05,15713,16064,15510,15657,96940,147440.0,5501507.0
1999-11-08,15654,16064,15187,15423,82380,145240.0,5501507.0
1999-11-09,15363,16385,15363,16211,113890,152667.0,5501507.0
1999-11-10,16531,16706,15480,15599,95250,146890.0,5501507.0
1999-11-11,15421,16035,15100,15481,94960,145790.0,5501507.0
1999-11-12,15510,15713,14604,14664,114780,138088.0,5501507.0
1999-11-15,14662,15101,14136,15014,138750,141389.0,5501507.0
1999-11-16,15072,15948,15072,15862,158380,149366.0,5501507.0
1999-11-17,15773,15773,14720,14723,93790,138638.0,5501507.0
1999-11-18,14313,15072,14313,14780,63450,139188.0,5501507.0
1999-11-19,14779,15130,14312,14810,61880,139463.0,5501507.0
1999-11-22,14720,16648,14720,15715,198480,147991.0,5501507.0
1999-11-23,15889,16122,15595,15890,116170,149641.0,5501507.0
1999-11-24,15830,17233,15773,16417,294730,154592.0,5501507.0
1999-11-25,16414,16853,15772,15890,109640,149641.0,5501507.0
1999-11-26,15977,15977,14780,14839,86130,139738.0,5501507.0
1999-11-29,14720,15100,14135,14312,41790,134787.0,5501507.0
1999-11-30,14369,15071,14077,14080,76390,132586.0,5501507.0
1999-12-01,14312,15772,14166,15189,139200,143039.0,5501507.0
1999-12-02,15188,17233,15188,16358,190340,154042.0,5501507.0
1999-12-03,16357,17407,15772,17059,193740,160644.0,5501507.0
1999-12-06,17173,17817,16765,16767,286530,157893.0,5501507.0
1999-12-07,16531,16765,15713,15773,178040,148541.0,5501507.0
1999-12-08,15246,16591,15072,16066,170060,151291.0,5501507.0
1999-12-09,15772,18459,15654,18460,380610,173848.0,5501507.0
1999-12-10,18868,20328,18459,18636,381250,175498.0,5501507.0
1999-12-13,19278,20095,17935,19746,240310,185951.0,5501507.0
1999-12-14,19804,20622,19278,19279,207860,181550.0,5501507.0
1999-12-15,18810,19160,17232,17555,179380,165320.0,5501507.0
1999-12-16,16941,18226,16358,16709,141190,157343.0,5501507.0
1999-12-17,16941,17056,15654,15832,142110,149091.0,5501507.0
1999-12-20,15831,16298,15014,15014,106330,141389.0,5501507.0
1999-12-21,15071,15480,13961,13962,121560,131486.0,5501507.0
1999-12-22,14136,14313,12852,13145,164760,123784.0,5501507.0
1999-12-23,13143,13785,12762,13670,129000,128735.0,5501507.0
1999-12-24,13437,13903,13173,13203,71920,124334.0,5501507.0
1999-12-27,12852,13728,12852,13145,72930,123784.0,5501507.0
1999-12-28,13143,13289,11828,12443,88300,117182.0,5501507.0
2000-01-04,11966,13396,11907,13218,56090,122133.0,5501507.0
2000-01-05,13216,13931,12799,13456,73620,124334.0,5501507.0
2000-01-06,13396,13396,12234,12681,49020,117182.0,5501507.0
2000-01-07,12741,12741,12234,12265,42320,113331.0,5501507.0
2000-01-10,12710,13275,12561,12711,46750,117457.0,5501507.0
2000-01-11,12502,13395,12502,13396,70320,123784.0,5501507.0
2000-01-12,12590,13097,12382,12740,41160,117732.0,5501507.0
2000-01-13,12443,12800,12324,12503,47790,115532.0,5501507.0
2000-01-14,12532,12681,11966,12265,84590,113331.0,5501507.0
2000-01-17,12144,12561,11907,12086,87480,111681.0,5501507.0
2000-01-18,11907,12204,10894,10896,195840,100678.0,5501507.0
2000-01-19,11251,11401,10655,10658,130610,98477.0,5501507.0
2000-01-20,10181,10597,9465,10598,107470,97927.0,5501507.0
2000-01-21,9822,10893,9703,10121,72210,93526.0,5501507.0
2000-01-24,9823,10419,9823,10092,102700,93251.0,5501507.0
2000-01-25,9881,10001,9584,9616,72150,88849.0,5501507.0
2000-01-26,9644,9882,9465,9646,85290,89124.0,5501507.0
2000-01-27,9882,10775,9764,10598,173740,97927.0,5501507.0
2000-01-28,10716,10775,10240,10479,66360,96827.0,5501507.0
2000-01-31,10181,11014,10181,10598,79760,97927.0,5501507.0
2000-02-01,10953,10953,10507,10598,61030,97927.0,5501507.0
2000-02-02,10597,11489,10597,11372,111400,105079.0,5501507.0
2000-02-03,11818,12621,11609,11849,296480,109480.0,5501507.0
2000-02-07,11966,12353,11490,12086,175500,111681.0,5501507.0
2000-02-08,12085,12085,11430,11491,79330,106179.0,5501507.0
2000-02-09,11192,11609,10716,10718,103470,99027.0,5501507.0
2000-02-10,10715,12203,10239,11908,247650,110030.0,5501507.0
2000-02-11,11965,12978,11965,12621,223210,116632.0,5501507.0
2000-02-14,12024,12799,11608,12324,159940,113881.0,5501507.0
2000-02-15,12204,12264,11727,11818,75150,109205.0,5501507.0
2000-02-16,11608,12323,11608,12324,105100,113881.0,5501507.0
2000-02-17,12085,12859,12085,12860,109580,118833.0,5501507.0
2000-02-18,13216,13366,12919,12920,375120,119383.0,5501507.0
2000-02-21,12621,12621,11461,12086,73830,111681.0,5501507.0
2000-02-22,11608,12323,11369,11908,312170,110030.0,5501507.0
2000-02-23,11639,12621,11639,11849,83950,109480.0,5501507.0
2000-02-24,11431,11907,11014,11163,45030,103153.0,5501507.0
2000-02-25,11191,11430,10953,11075,69310,102328.0,5501507.0
2000-02-28,10715,10715,10180,10300,54360,95176.0,5501507.0
2000-02-29,10448,10834,10418,10658,44520,98477.0,5501507.0
2000-03-02,10775,10893,10448,10806,80060,99852.0,5501507.0
2000-03-03,10864,11072,10507,10836,76710,100127.0,5501507.0
2000-03-06,10834,11519,10834,11372,208100,105079.0,5501507.0
2000-03-07,11608,11608,11072,11252,154500,103978.0,5501507.0
2000-03-08,11310,11310,11013,11075,96470,102328.0,5501507.0
2000-03-09,11251,11310,9434,9437,82270,87199.0,5501507.0
2000-03-10,10834,10834,10597,10836,56540,100127.0,5501507.0
2000-03-13,11431,11431,10894,10896,217590,100678.0,5501507.0
2000-03-14,10716,11133,10419,10718,166280,99027.0,5501507.0
2000-03-15,10537,10655,10298,10658,68420,98477.0,5501507.0
2000-03-16,10715,10834,10239,10538,69390,97377.0,5501507.0
2000-03-17,10597,10894,10478,10479,114290,96827.0,5501507.0
2000-03-20,10537,10953,10478,10776,142810,99577.0,5501507.0
2000-03-21,10716,10716,10240,10359,49970,95726.0,5501507.0
2000-03-22,10418,10507,10359,10419,105840,96276.0,5501507.0
2000-03-23,10478,10478,10120,10121,94780,93526.0,5501507.0
2000-03-24,10359,10359,10062,10062,100620,92975.0,5501507.0
2000-03-27,10121,10299,9823,10092,96290,93251.0,5501507.0
2000-03-28,10149,10239,9911,10002,54790,92425.0,5501507.0
2000-03-29,9793,10001,9464,9616,152200,88849.0,5501507.0
2000-03-30,9673,9822,9346,9437,181600,87199.0,5501507.0
2000-03-31,9495,9644,9287,9526,69440,88024.0,5501507.0
2000-04-03,9316,9943,9228,9348,132430,86374.0,5501507.0
2000-04-04,9526,9793,8453,8693,124630,80322.0,5501507.0
2000-04-06,8691,8750,8244,8336,42580,77021.0,5501507.0
2000-04-07,8333,8571,8244,8336,49700,77021.0,5501507.0
2000-04-10,8512,9227,8423,8900,86820,82248.0,5501507.0
2000-04-11,8871,8871,8364,8395,28340,77571.0,5501507.0
2000-04-12,8513,8603,8215,8574,38320,79222.0,5501507.0
2000-04-14,8363,8452,8244,8336,22840,77021.0,5501507.0
2000-04-17,7739,7739,7084,7086,46900,65468.0,5501507.0
2000-04-18,7441,7559,7143,7264,48780,68458.0,5611271.0
2000-04-19,7442,7888,7262,7503,123830,70702.0,5611271.0
2000-04-20,7500,7530,7262,7353,69080,69299.0,5611271.0
2000-04-21,7351,7619,7203,7532,195690,70983.0,5611271.0
2000-04-24,8156,8156,7442,7443,246030,70141.0,5611271.0
2000-04-25,7442,7500,6935,6936,137070,65371.0,5611271.0
2000-04-26,7112,7291,6011,6163,238390,58077.0,5611271.0
2000-04-27,6190,6251,5721,5954,160700,56113.0,5611271.0
2000-04-28,6011,6398,5953,6013,117670,56674.0,5611271.0
2000-05-02,5744,6072,5744,5954,87940,56113.0,5611271.0
2000-05-03,6012,6251,5953,6073,87770,57235.0,5611271.0
2000-05-04,6101,6338,6101,6163,92180,58077.0,5611271.0
2000-05-08,6250,6250,6131,6163,99060,58077.0,5611271.0
2000-05-09,6131,6250,6011,6013,67040,56674.0,5611271.0
2000-05-10,6131,6726,6040,6192,229080,58357.0,5611271.0
2000-05-12,6371,6371,6072,6073,100860,57235.0,5611271.0
2000-05-15,5981,6071,5715,5775,62210,54429.0,5611271.0
2000-05-16,5553,5892,5536,5596,48270,52746.0,5611271.0
2000-05-17,5540,5756,4756,4792,88070,45171.0,5611271.0
2000-05-18,4494,4643,4345,4466,45410,42085.0,5611271.0
2000-05-19,4225,4583,4225,4400,49530,41467.0,5611271.0
2000-05-22,4239,4644,4167,4204,89470,39616.0,5611271.0
2000-05-23,4197,4340,3988,4000,82550,37708.0,5611271.0
2000-05-24,3987,4464,3701,4405,106270,41523.0,5611271.0
2000-05-25,4643,5065,4583,5067,127410,47752.0,5611271.0
2000-05-26,5072,5417,4310,4311,225420,40626.0,5611271.0
2000-05-29,3708,4524,3667,4168,203140,39279.0,5611271.0
2000-05-30,4465,4792,4167,4764,274510,44890.0,5611271.0
2000-05-31,4969,5476,4851,5477,340760,51624.0,5611271.0
2000-06-01,6279,6279,6279,6281,101880,59199.0,5611271.0
2000-06-02,7203,7203,7203,7204,36980,67896.0,5611271.0
2000-06-05,8275,8275,8275,8277,15210,77997.0,5611271.0
2000-06-07,9495,9495,8632,9497,880210,89500.0,5611271.0
2000-06-08,9465,10001,8275,8425,604860,79399.0,5611271.0
2000-06-09,8631,9108,7858,7919,391250,74630.0,5611271.0
2000-06-12,8484,9079,7798,9080,452140,85572.0,5611271.0
2000-06-13,9048,9227,8185,8216,255970,77436.0,5611271.0
2000-06-14,7858,8750,7797,8336,226670,78558.0,5611271.0
2000-06-15,8691,8721,7143,7264,153730,68458.0,5611271.0
2000-06-16,6845,7559,6607,7144,200820,67335.0,5611271.0
2000-06-19,6875,7322,6875,6936,115960,65371.0,5611271.0
2000-06-20,7024,7947,7024,7948,103450,74910.0,5611271.0
2000-06-21,8602,9108,8215,8216,325430,77436.0,5611271.0
2000-06-22,8155,8661,8036,8216,199730,77436.0,5611271.0
2000-06-23,8333,8333,7947,8336,98280,78558.0,5611271.0
2000-06-26,8453,9584,8245,9109,586890,85852.0,5611271.0
2000-06-27,9257,9406,8751,8990,253810,84730.0,5611271.0
2000-06-28,9139,9168,8632,8693,197100,81925.0,5611271.0
2000-06-29,8334,8781,8096,8158,226720,76874.0,5611271.0
2000-06-30,7917,8811,7917,8277,162520,77997.0,5611271.0
2000-07-03,8333,8571,8244,8365,102880,78838.0,5611271.0
2000-07-04,8513,8692,8126,8158,182990,76874.0,5611271.0
2000-07-05,7977,8275,7442,8038,109710,75752.0,5611271.0
2000-07-06,7797,8155,7738,8067,110440,76033.0,5611271.0
2000-07-07,8037,8603,7948,8158,148050,76874.0,5611271.0
2000-07-10,9375,9375,9375,9378,158270,88378.0,5611271.0
2000-07-11,9822,10329,8274,8336,667170,78558.0,5611271.0
2000-07-12,8452,8750,8096,8633,313720,81363.0,5611271.0
2000-07-13,8631,8631,8274,8365,133470,78838.0,5611271.0
2000-07-14,8185,9227,8185,8514,414660,80241.0,5611271.0
2000-07-18,8364,8692,8096,8277,132400,77997.0,5611271.0
2000-07-19,7828,8155,7678,7680,139980,72385.0,5611271.0
2000-07-20,7499,7678,7173,7561,109300,71263.0,5611271.0
2000-07-21,7739,8155,7679,7741,180830,72947.0,5611271.0
2000-07-24,7499,7559,6845,6847,116870,64530.0,5611271.0
2000-07-25,6637,7143,6309,7144,126850,67335.0,5611271.0
2000-07-26,7083,7441,6845,7144,101020,67335.0,5611271.0
2000-07-27,7024,7977,6906,7621,298900,71824.0,5611271.0
2000-07-28,7619,7858,7261,7561,138320,71263.0,5611271.0
2000-07-31,7529,7858,7351,7799,100000,73508.0,5611271.0
2000-08-01,7858,7976,7738,7828,107500,73788.0,5611271.0
2000-08-02,7976,8274,7649,8067,141600,76033.0,5611271.0
2000-08-03,8334,8334,7917,8158,122110,76874.0,5611271.0
2000-08-04,8155,8155,7768,7978,69370,75191.0,5611271.0
2000-08-07,7442,7710,7322,7353,80780,69299.0,5611271.0
2000-08-08,7233,7560,7084,7086,45080,66774.0,5611271.0
2000-08-09,7322,7679,7143,7503,81300,70702.0,5611271.0
2000-08-10,7442,7859,7322,7859,117960,74069.0,5611271.0
2000-08-11,7738,7976,7619,7680,58190,72385.0,5611271.0
2000-08-14,8334,8334,7798,7859,93700,74069.0,5611271.0
2000-08-16,7441,8036,7441,7650,56850,72105.0,5611271.0
2000-08-17,7678,7887,7559,7680,63550,72385.0,5611271.0
2000-08-18,7769,8632,7769,8158,337490,76874.0,5611271.0
2000-08-21,8453,8871,8275,8306,388160,78277.0,5611271.0
2000-08-22,8215,8453,8037,8306,114900,78277.0,5611271.0
2000-08-23,8453,8692,8155,8158,154620,76874.0,5611271.0
2000-08-24,8067,8393,8036,8216,77750,77436.0,5611271.0
2000-08-25,8215,8275,7917,8158,77910,76874.0,5611271.0
2000-08-28,8155,8632,8067,8455,138350,79680.0,5611271.0
2000-08-29,8452,8483,8185,8245,72420,77716.0,5611271.0
2000-08-30,8185,8274,7947,7978,96850,75191.0,5611271.0
2000-08-31,7859,7977,7352,7443,107860,70141.0,5611271.0
2000-09-01,7441,7678,7351,7561,64790,71263.0,5611271.0
2000-09-04,7442,7560,7203,7204,70130,67896.0,5611271.0
2000-09-05,7203,7411,7143,7383,53980,69580.0,5611271.0
2000-09-06,7143,7412,7143,7353,35290,69299.0,5611271.0
2000-09-07,7143,7143,7053,7115,46490,67055.0,5611271.0
2000-09-08,7112,7351,7024,7144,64660,67335.0,5611271.0
2000-09-14,7024,7112,6696,7025,42350,66213.0,5611271.0
2000-09-15,6965,7351,6906,6966,64130,65652.0,5611271.0
2000-09-18,6667,6845,5922,6013,87890,56674.0,5611271.0
