만도(204320),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-11-26,36600,37600,36100,37000,66135,1737413.0,9391424.0
2014-11-27,37000,38500,37000,38100,81890,1789066.0,9391424.0
2014-11-28,38100,38400,37400,38000,28067,1784371.0,9391424.0
2014-12-01,38400,38400,36600,37000,47678,1737413.0,9391424.0
2014-12-02,36600,37900,36600,37800,25127,1774979.0,9391424.0
2014-12-03,38700,38700,37900,38300,51284,1798458.0,9391424.0
2014-12-04,38600,39400,37700,39400,97409,1850111.0,9391424.0
2014-12-05,39500,39500,38600,39100,43268,1836023.0,9391424.0
2014-12-08,39300,39300,38100,38900,60448,1826632.0,9391424.0
2014-12-09,38600,38700,37900,38700,73835,1817241.0,9391424.0
2014-12-10,38600,38600,37500,38200,61749,1793762.0,9391424.0
2014-12-11,37600,38200,37100,38200,63862,1793762.0,9391424.0
2014-12-12,38000,38100,36700,37600,100563,1765588.0,9391424.0
2014-12-15,37300,37900,36800,37900,91688,1779675.0,9391424.0
2014-12-16,37900,38200,37400,37700,42060,1770283.0,9391424.0
2014-12-17,37700,38100,37400,37400,30510,1756196.0,9391424.0
2014-12-18,37400,37800,36600,37400,37592,1756196.0,9391424.0
2014-12-19,38000,38100,37100,37200,45248,1746805.0,9391424.0
2014-12-22,37200,37300,36700,37000,38109,1737413.0,9391424.0
2014-12-23,37200,37200,36400,36600,40406,1718631.0,9391424.0
2014-12-24,36500,36800,36400,36700,29024,1723326.0,9391424.0
2014-12-26,36800,37600,36700,37600,37730,1765588.0,9391424.0
2014-12-29,37300,37800,36300,36600,44641,1718631.0,9391424.0
2014-12-30,36600,36700,35800,36700,46127,1723326.0,9391424.0
2015-01-02,36300,36500,36000,36500,27121,1713935.0,9391424.0
2015-01-05,36100,36400,35800,36400,32363,1709239.0,9391424.0
2015-01-06,36000,36200,35500,35800,32766,1681065.0,9391424.0
2015-01-07,35900,35900,35000,35500,40208,1666978.0,9391424.0
2015-01-08,35500,36300,35500,36200,42543,1699848.0,9391424.0
2015-01-09,36400,36700,35200,35200,86460,1652891.0,9391424.0
2015-01-12,34800,35300,34600,34900,58692,1638803.0,9391424.0
2015-01-13,34900,34900,33800,34000,98436,1596542.0,9391424.0
2015-01-14,33300,34500,33300,34200,62174,1605934.0,9391424.0
2015-01-15,34200,34400,33500,33700,53257,1582455.0,9391424.0
2015-01-16,33600,33700,32500,32800,91991,1540194.0,9391424.0
2015-01-19,33100,33200,32599,32900,53848,1544889.0,9391424.0
2015-01-20,33000,33600,32900,33000,33378,1549585.0,9391424.0
2015-01-21,33200,33200,31800,32300,96833,1516715.0,9391424.0
2015-01-22,32300,32600,31700,32100,67926,1507324.0,9391424.0
2015-01-23,32400,32400,31400,31700,83024,1488541.0,9391424.0
2015-01-26,31200,32399,31200,31900,53481,1497932.0,9391424.0
2015-01-27,31899,33300,31700,32700,69408,1535498.0,9391424.0
2015-01-28,32900,33300,32599,33000,40241,1549585.0,9391424.0
2015-01-29,33200,34100,33000,33200,69339,1558976.0,9391424.0
2015-01-30,33400,33700,32600,33100,44817,1554281.0,9391424.0
2015-02-02,33300,33300,32600,33100,28104,1554281.0,9391424.0
2015-02-03,33100,33200,31599,32100,101247,1507324.0,9391424.0
2015-02-04,32199,32500,32100,32100,41296,1507324.0,9391424.0
2015-02-05,32199,32400,30099,30200,172783,1418105.0,9391424.0
2015-02-06,30399,30500,29100,29500,188099,1385235.0,9391424.0
2015-02-09,29499,29800,28900,29200,79439,1371148.0,9391424.0
2015-02-10,29200,30300,28300,29700,135360,1394626.0,9391424.0
2015-02-11,30000,30000,29100,29400,117510,1380539.0,9391424.0
2015-02-12,29500,29500,28600,28900,73093,1357061.0,9391424.0
2015-02-13,29000,29600,28600,29200,70811,1371148.0,9391424.0
2015-02-16,29400,29799,28700,29400,51134,1380539.0,9391424.0
2015-02-17,29400,30800,29100,30100,64370,1413409.0,9391424.0
2015-02-23,30599,30599,29900,30200,46011,1418105.0,9391424.0
2015-02-24,30300,30900,30199,30600,45835,1436888.0,9391424.0
2015-02-25,31000,32800,30499,32200,136891,1512019.0,9391424.0
2015-02-26,32000,32200,31200,31900,79855,1497932.0,9391424.0
2015-02-27,32000,32000,30400,31200,74619,1465062.0,9391424.0
2015-03-02,31199,31399,30000,31000,87692,1455671.0,9391424.0
2015-03-03,30899,32800,30899,32300,87404,1516715.0,9391424.0
2015-03-04,32300,33200,32200,32900,87563,1544889.0,9391424.0
2015-03-05,32900,33400,32599,33000,56330,1549585.0,9391424.0
2015-03-06,32700,33100,32500,32700,43789,1535498.0,9391424.0
2015-03-09,32300,33500,32300,32900,39263,1544889.0,9391424.0
2015-03-10,33000,33400,32599,33000,42668,1549585.0,9391424.0
2015-03-11,32800,33900,32700,33600,63897,1577759.0,9391424.0
2015-03-12,33700,34300,33600,33800,80253,1587151.0,9391424.0
2015-03-13,33800,34000,33100,33500,33462,1573064.0,9391424.0
2015-03-16,33500,33700,33000,33400,21802,1568368.0,9391424.0
2015-03-17,33500,33600,32500,32900,59935,1544889.0,9391424.0
2015-03-18,32700,33100,32500,33000,44821,1549585.0,9391424.0
2015-03-19,32900,33100,32300,32800,47150,1540194.0,9391424.0
2015-03-20,32800,32900,31900,32200,64727,1512019.0,9391424.0
2015-03-23,32200,32399,31900,31900,40481,1497932.0,9391424.0
2015-03-24,32000,32500,31800,32300,50916,1516715.0,9391424.0
2015-03-25,32600,33000,32000,32300,60636,1516715.0,9391424.0
2015-03-26,32300,32500,31400,32000,45664,1502628.0,9391424.0
2015-03-27,32200,32200,31400,31700,42950,1488541.0,9391424.0
2015-03-30,31600,32100,31400,31800,24089,1493236.0,9391424.0
2015-03-31,32000,32200,31800,32000,15418,1502628.0,9391424.0
2015-04-01,31800,32000,31200,31700,27862,1488541.0,9391424.0
2015-04-02,31700,31800,30700,31100,56325,1460366.0,9391424.0
2015-04-03,31200,31399,30900,31100,31583,1460366.0,9391424.0
2015-04-06,31300,31300,30900,31000,25940,1455671.0,9391424.0
2015-04-07,31000,31399,30699,31000,31131,1455671.0,9391424.0
2015-04-08,31000,31100,30400,30900,53745,1450975.0,9391424.0
2015-04-09,30699,30900,30400,30800,39631,1446279.0,9391424.0
2015-04-10,30900,31700,30599,31300,35470,1469758.0,9391424.0
2015-04-13,31600,31600,30500,30800,67742,1446279.0,9391424.0
2015-04-14,30800,31400,30400,31200,69092,1465062.0,9391424.0
2015-04-15,31500,31900,31100,31200,45439,1465062.0,9391424.0
2015-04-16,31500,32500,31200,32400,75613,1521411.0,9391424.0
2015-04-17,32100,32600,31799,32500,53952,1526106.0,9391424.0
2015-04-20,31800,32500,31800,32400,31590,1521411.0,9391424.0
2015-04-21,32600,32600,31700,31800,51079,1493236.0,9391424.0
2015-04-22,31800,31900,30400,30800,93983,1446279.0,9391424.0
2015-04-23,30900,31100,30400,31000,103711,1455671.0,9391424.0
2015-04-24,31099,32000,30999,31400,103833,1474454.0,9391424.0
2015-04-27,31500,32299,30699,31000,120486,1455671.0,9391424.0
2015-04-28,31000,31000,30400,30600,78096,1436888.0,9391424.0
2015-04-29,30599,30599,29600,30200,98523,1418105.0,9391424.0
2015-04-30,29900,30200,29399,29800,52185,1399322.0,9391424.0
2015-05-04,29800,30000,29300,29800,30294,1399322.0,9391424.0
2015-05-06,29700,30099,29599,29800,29322,1399322.0,9391424.0
2015-05-07,29799,29799,29200,29600,29407,1389931.0,9391424.0
2015-05-08,29500,29699,29199,29500,53816,1385235.0,9391424.0
2015-05-11,29699,30100,29000,29400,50254,1380539.0,9391424.0
2015-05-12,29200,29500,29100,29400,41193,1380539.0,9391424.0
2015-05-13,29200,29600,28900,29200,65908,1371148.0,9391424.0
2015-05-14,29000,29400,28900,29300,68442,1375844.0,9391424.0
2015-05-15,29300,29499,29100,29200,31624,1371148.0,9391424.0
2015-05-18,29000,29300,28400,29300,53945,1375844.0,9391424.0
2015-05-19,29199,29600,28800,29500,59243,1385235.0,9391424.0
2015-05-20,29700,29700,28900,29200,52164,1371148.0,9391424.0
2015-05-21,29400,29400,28400,28600,57390,1342974.0,9391424.0
2015-05-22,28400,29499,28400,29200,53527,1371148.0,9391424.0
2015-05-26,29200,29500,28800,29100,18179,1366452.0,9391424.0
2015-05-27,28800,28800,28500,28800,26496,1352365.0,9391424.0
2015-05-28,28600,28900,28200,28500,37644,1338278.0,9391424.0
2015-05-29,28300,28700,28100,28200,52173,1324191.0,9391424.0
2015-06-01,28300,28500,27700,28400,43177,1333582.0,9391424.0
2015-06-02,28100,28200,26800,27900,104467,1310104.0,9391424.0
2015-06-03,27400,28000,27300,27700,53974,1300712.0,9391424.0
2015-06-04,27500,27900,27000,27700,87331,1300712.0,9391424.0
2015-06-05,27300,27500,26600,27000,75115,1267842.0,9391424.0
2015-06-08,27000,27000,26000,26100,55323,1225581.0,9391424.0
2015-06-09,26200,26500,25900,26300,22536,1234972.0,9391424.0
2015-06-10,26500,26500,25800,26200,54799,1230277.0,9391424.0
2015-06-11,26300,27400,26200,26500,60933,1244364.0,9391424.0
2015-06-12,26600,26700,25800,26200,39917,1230277.0,9391424.0
2015-06-15,25800,26400,25400,26300,42693,1234972.0,9391424.0
2015-06-16,26100,26100,25200,25700,67976,1206798.0,9391424.0
2015-06-17,25200,26000,25100,26000,56557,1220885.0,9391424.0
2015-06-18,26000,26000,24800,25200,65674,1183319.0,9391424.0
2015-06-19,25100,25100,24300,24500,78340,1150449.0,9391424.0
2015-06-22,24200,25100,24100,24900,56279,1169232.0,9391424.0
2015-06-23,25199,25199,24100,24600,63258,1155145.0,9391424.0
2015-06-24,24599,25399,24200,25200,71443,1183319.0,9391424.0
2015-06-25,25200,25200,24600,24800,29639,1164537.0,9391424.0
2015-06-26,24600,25000,24299,24800,40460,1164537.0,9391424.0
2015-06-29,24100,24700,23800,24700,55280,1159841.0,9391424.0
2015-06-30,24300,24900,24300,24900,43320,1169232.0,9391424.0
2015-07-01,24800,24900,24100,24100,67921,1131667.0,9391424.0
2015-07-02,23900,24100,22700,23400,154356,1098797.0,9391424.0
2015-07-03,23000,23200,22300,22600,122041,1061231.0,9391424.0
2015-07-06,22000,22400,21500,22000,126635,1033057.0,9391424.0
2015-07-07,21900,22400,21500,22400,84198,1051839.0,9391424.0
2015-07-08,22400,22400,21700,22300,47774,1047144.0,9391424.0
2015-07-09,22000,22100,21000,21100,82816,990795.0,9391424.0
2015-07-10,20900,22300,20800,21500,130715,1009578.0,9391424.0
2015-07-13,21500,21900,20900,21700,73316,1018970.0,9391424.0
2015-07-14,22200,22400,21700,21800,55757,1023665.0,9391424.0
2015-07-15,21900,22900,21700,22200,83263,1042448.0,9391424.0
2015-07-16,22300,22700,22000,22000,44502,1033057.0,9391424.0
2015-07-17,21999,22100,21100,21400,62995,1004882.0,9391424.0
2015-07-20,21400,21500,20600,21000,74632,986100.0,9391424.0
2015-07-21,20900,23200,20900,22700,229909,1065927.0,9391424.0
2015-07-22,22400,23000,22200,22500,68136,1056535.0,9391424.0
2015-07-23,22500,23100,22200,23000,95172,1080014.0,9391424.0
2015-07-24,22900,23500,22100,22800,97459,1070622.0,9391424.0
2015-07-27,22700,24000,22400,23600,140261,1108188.0,9391424.0
2015-07-28,23600,23699,22800,23200,86172,1089405.0,9391424.0
2015-07-29,23400,23500,22200,22600,71086,1061231.0,9391424.0
2015-07-30,22300,23200,22300,22600,63832,1061231.0,9391424.0
2015-07-31,22800,22900,21500,22400,92820,1051839.0,9391424.0
2015-08-03,22200,22200,20700,21100,121195,990795.0,9391424.0
2015-08-04,21000,21100,20700,21000,59414,986100.0,9391424.0
2015-08-05,21199,22100,21199,21800,101350,1023665.0,9391424.0
2015-08-06,21599,21900,21000,21100,68586,990795.0,9391424.0
2015-08-07,21000,21100,20700,21000,55090,986100.0,9391424.0
2015-08-10,20900,20900,20100,20800,72522,976708.0,9391424.0
2015-08-11,20700,20800,20400,20400,62989,957925.0,9391424.0
2015-08-12,20300,21600,20300,20900,97246,981404.0,9391424.0
2015-08-13,21100,21500,20900,21200,52952,995491.0,9391424.0
2015-08-17,21300,21300,20500,20600,28322,967317.0,9391424.0
2015-08-18,20800,23300,20500,23000,225171,1080014.0,9391424.0
2015-08-19,23000,25100,22800,23900,411281,1122275.0,9391424.0
2015-08-20,24500,24500,22700,23000,137730,1080014.0,9391424.0
2015-08-21,22200,23000,21799,22800,130180,1070622.0,9391424.0
2015-08-24,22800,23000,21300,21700,115308,1018970.0,9391424.0
2015-08-25,21900,22900,21399,22000,245394,1033057.0,9391424.0
2015-08-26,22200,22799,21600,22600,111571,1061231.0,9391424.0
2015-08-27,22900,23000,22300,22400,65459,1051839.0,9391424.0
2015-08-28,22900,22900,22300,22600,47418,1061231.0,9391424.0
2015-08-31,22500,23600,22400,23400,79395,1098797.0,9391424.0
2015-09-01,23500,24000,23000,23400,96570,1098797.0,9391424.0
2015-09-02,23000,24500,22900,24000,145232,1126971.0,9391424.0
2015-09-03,24600,24600,23700,23900,64645,1122275.0,9391424.0
2015-09-04,24000,24000,23000,23300,53575,1094101.0,9391424.0
2015-09-07,23100,24400,23100,24100,75205,1131667.0,9391424.0
2015-09-08,24300,24700,24000,24600,107814,1155145.0,9391424.0
2015-09-09,24900,25200,24600,25000,115896,1173928.0,9391424.0
2015-09-10,24700,25200,24600,25000,64357,1173928.0,9391424.0
2015-09-11,24900,25000,24600,24700,41433,1159841.0,9391424.0
2015-09-14,24900,24900,24000,24600,38442,1155145.0,9391424.0
2015-09-15,24800,25500,24599,25200,88301,1183319.0,9391424.0
2015-09-16,25200,26600,25100,26100,128408,1225581.0,9391424.0
2015-09-17,26400,27000,25700,26500,96585,1244364.0,9391424.0
2015-09-18,26500,26900,26200,26800,70818,1258451.0,9391424.0
2015-09-21,26400,27000,26100,26800,43131,1258451.0,9391424.0
2015-09-22,26800,27800,26700,27300,71323,1281929.0,9391424.0
2015-09-23,26900,27200,26100,26600,66716,1249059.0,9391424.0
2015-09-24,26600,26900,26000,26200,51649,1230277.0,9391424.0
2015-09-25,26200,26399,25500,26100,65682,1225581.0,9391424.0
2015-09-30,25800,27600,25600,27400,114889,1286625.0,9391424.0
2015-10-01,27600,28600,27400,28200,128144,1324191.0,9391424.0
2015-10-02,28300,28800,27900,28100,83330,1319495.0,9391424.0
2015-10-05,28100,28500,27400,27500,89283,1291321.0,9391424.0
2015-10-06,27300,27700,25700,26900,191417,1263147.0,9391424.0
2015-10-07,26700,27900,26400,27600,67420,1296017.0,9391424.0
2015-10-08,27800,28200,27400,27900,38374,1310104.0,9391424.0
2015-10-12,27900,28400,27300,27700,49421,1300712.0,9391424.0
2015-10-13,27800,28200,27500,28000,44652,1314799.0,9391424.0
2015-10-14,27800,28100,27700,27700,42595,1300712.0,9391424.0
2015-10-15,27800,28300,27500,28300,68265,1328886.0,9391424.0
2015-10-16,28300,28300,27200,27800,78588,1305408.0,9391424.0
2015-10-19,27800,27800,27000,27300,56467,1281929.0,9391424.0
2015-10-20,27500,27900,27400,27600,48225,1296017.0,9391424.0
2015-10-21,27700,27800,27100,27200,38573,1277234.0,9391424.0
2015-10-22,27100,27400,26400,26800,69058,1258451.0,9391424.0
2015-10-23,27300,27300,26700,26800,36267,1258451.0,9391424.0
2015-10-26,27700,30099,27700,29800,366598,1399322.0,9391424.0
2015-10-27,29600,29900,29100,29600,81775,1389931.0,9391424.0
2015-10-28,29399,30100,29100,29900,69519,1404018.0,9391424.0
2015-10-29,29900,29900,29300,29700,36386,1394626.0,9391424.0
2015-10-30,29499,29800,28800,29700,38568,1394626.0,9391424.0
2015-11-02,29300,29700,28900,29300,29772,1375844.0,9391424.0
2015-11-03,29600,30500,29600,30000,86193,1408714.0,9391424.0
2015-11-04,30200,30400,29800,30000,24571,1408714.0,9391424.0
2015-11-05,30200,30900,30000,30700,74750,1441584.0,9391424.0
2015-11-06,30700,30700,29400,29600,60030,1389931.0,9391424.0
2015-11-09,29700,30600,29499,30400,44218,1427496.0,9391424.0
2015-11-10,30000,30000,29100,29700,41742,1394626.0,9391424.0
2015-11-11,29800,30100,29200,29700,25339,1394626.0,9391424.0
2015-11-12,29900,30100,29300,29500,33203,1385235.0,9391424.0
2015-11-13,29200,29500,28800,29300,23958,1375844.0,9391424.0
2015-11-16,29200,29500,28700,29300,39789,1375844.0,9391424.0
2015-11-17,29500,30200,29000,29800,47773,1399322.0,9391424.0
2015-11-18,30100,31400,30000,30800,149645,1446279.0,9391424.0
2015-11-19,31200,31400,30900,31200,58424,1465062.0,9391424.0
2015-11-20,31299,31900,31100,31600,57987,1483845.0,9391424.0
2015-11-23,31700,31700,30899,31400,33573,1474454.0,9391424.0
2015-11-24,31600,32000,31300,32000,48634,1502628.0,9391424.0
2015-11-25,31500,32600,31500,32400,92589,1521411.0,9391424.0
2015-11-26,32400,32400,31700,31700,53451,1488541.0,9391424.0
2015-11-27,31700,32300,31500,31800,29288,1493236.0,9391424.0
2015-11-30,31800,32000,31100,31600,39068,1483845.0,9391424.0
2015-12-01,31600,32800,31600,32400,77454,1521411.0,9391424.0
2015-12-02,32800,33200,32500,33100,57828,1554281.0,9391424.0
2015-12-03,33300,33600,33100,33400,90486,1568368.0,9391424.0
2015-12-04,33400,33400,32600,33400,33238,1568368.0,9391424.0
2015-12-07,33700,34700,33400,34200,94734,1605934.0,9391424.0
2015-12-08,34200,34800,33900,34200,57307,1605934.0,9391424.0
2015-12-09,34200,35000,34000,34600,82594,1624716.0,9391424.0
2015-12-10,34900,35400,34700,35200,62708,1652891.0,9391424.0
2015-12-11,35500,36400,34800,35000,120352,1643499.0,9391424.0
2015-12-14,34400,35200,34100,34800,45677,1634108.0,9391424.0
2015-12-15,35200,35200,33000,33200,120302,1558976.0,9391424.0
2015-12-16,33500,34100,33300,34000,105572,1596542.0,9391424.0
2015-12-17,34400,34900,33700,34300,46613,1610629.0,9391424.0
2015-12-18,33700,34600,33500,34000,56122,1596542.0,9391424.0
2015-12-21,33900,34500,33400,34300,38914,1610629.0,9391424.0
2015-12-22,34300,35000,33800,34500,39245,1620021.0,9391424.0
2015-12-23,34900,35000,34300,34600,27240,1624716.0,9391424.0
2015-12-24,34700,34900,33500,33900,41046,1591846.0,9391424.0
2015-12-28,33700,33900,32900,33600,42217,1577759.0,9391424.0
2015-12-29,32900,33600,32700,33300,42332,1563672.0,9391424.0
2015-12-30,33300,34000,33000,33100,50659,1554281.0,9391424.0
2016-01-04,33100,33100,31800,32400,67376,1521411.0,9391424.0
2016-01-05,32000,33700,31800,33000,90570,1549585.0,9391424.0
2016-01-06,33200,33900,32900,33900,84568,1591846.0,9391424.0
2016-01-07,33900,34000,33300,33700,41043,1582455.0,9391424.0
2016-01-08,33100,33600,32700,33500,67118,1573064.0,9391424.0
2016-01-11,33500,33500,32300,32900,43110,1544889.0,9391424.0
2016-01-12,32900,33600,32900,33200,37293,1558976.0,9391424.0
2016-01-13,33300,33700,32800,32900,18359,1544889.0,9391424.0
2016-01-14,32700,33200,32400,32800,39721,1540194.0,9391424.0
2016-01-15,32900,33700,32900,33300,62251,1563672.0,9391424.0
2016-01-18,32900,33100,32099,32200,42091,1512019.0,9391424.0
2016-01-19,32300,32300,30800,31300,96106,1469758.0,9391424.0
2016-01-20,31400,32200,31200,32000,68065,1502628.0,9391424.0
2016-01-21,31900,32700,31400,32000,41124,1502628.0,9391424.0
2016-01-22,32600,33000,32200,32500,39468,1526106.0,9391424.0
2016-01-25,32500,33000,32300,32800,24115,1540194.0,9391424.0
2016-01-26,32500,32800,31700,32100,24691,1507324.0,9391424.0
2016-01-27,32100,32800,31900,32000,39713,1502628.0,9391424.0
2016-01-28,32299,34700,32200,34100,111212,1601238.0,9391424.0
2016-01-29,34400,34700,33500,34000,48096,1596542.0,9391424.0
2016-02-01,34100,34100,31600,31900,115467,1497932.0,9391424.0
2016-02-02,31900,32000,30500,30900,62868,1450975.0,9391424.0
2016-02-03,30300,30899,29499,30900,89864,1450975.0,9391424.0
2016-02-04,31399,31399,30300,30900,44429,1450975.0,9391424.0
2016-02-05,31300,31300,29900,30100,75003,1413409.0,9391424.0
2016-02-11,29200,29500,28000,29100,102825,1366452.0,9391424.0
2016-02-12,28800,30400,28200,28600,128383,1342974.0,9391424.0
2016-02-15,29200,29900,28500,29200,75842,1371148.0,9391424.0
2016-02-16,29400,29600,28700,29200,89588,1371148.0,9391424.0
2016-02-17,29000,30400,29000,29800,97251,1399322.0,9391424.0
2016-02-18,30200,30799,29700,29900,49321,1404018.0,9391424.0
2016-02-19,29800,30800,29800,30500,33536,1432192.0,9391424.0
2016-02-22,30699,31000,30499,31000,62739,1455671.0,9391424.0
2016-02-23,30900,31199,30499,31000,24852,1455671.0,9391424.0
2016-02-24,30900,31000,29799,30100,47872,1413409.0,9391424.0
2016-02-25,29900,30699,29900,30600,48238,1436888.0,9391424.0
2016-02-26,30899,31000,30200,30900,27505,1450975.0,9391424.0
2016-02-29,30800,31100,29400,30000,92392,1408714.0,9391424.0
2016-03-02,30299,30800,29800,30400,79936,1427496.0,9391424.0
2016-03-03,30300,30500,29500,30100,42792,1413409.0,9391424.0
2016-03-04,30100,30100,28800,29400,104102,1380539.0,9391424.0
2016-03-07,29100,29400,28200,28400,186657,1333582.0,9391424.0
2016-03-08,28100,29600,27500,29300,186884,1375844.0,9391424.0
2016-03-09,30100,30100,29200,29900,69214,1404018.0,9391424.0
2016-03-10,30000,30800,29699,30600,73529,1436888.0,9391424.0
2016-03-11,30600,30800,30100,30500,42447,1432192.0,9391424.0
2016-03-14,30500,30599,29700,30200,46240,1418105.0,9391424.0
2016-03-15,30199,30300,29600,30100,43610,1413409.0,9391424.0
2016-03-16,29800,30000,29599,29800,48177,1399322.0,9391424.0
2016-03-17,29799,30300,29500,30100,54742,1413409.0,9391424.0
2016-03-18,30200,30700,29900,30700,47516,1441584.0,9391424.0
2016-03-21,30700,32600,30299,31700,133095,1488541.0,9391424.0
2016-03-22,31900,32900,31499,32600,87672,1530802.0,9391424.0
2016-03-23,32900,33200,32600,32800,71042,1540194.0,9391424.0
2016-03-24,32700,33100,32300,32800,46087,1540194.0,9391424.0
2016-03-25,32900,33300,32300,32800,54873,1540194.0,9391424.0
2016-03-28,32800,32800,31600,32200,89204,1512019.0,9391424.0
2016-03-29,32200,32200,31400,31900,53551,1497932.0,9391424.0
2016-03-30,31900,32000,31400,31900,60245,1497932.0,9391424.0
2016-03-31,31900,31900,30900,31300,66036,1469758.0,9391424.0
2016-04-01,31400,31400,30900,31300,43936,1469758.0,9391424.0
2016-04-04,31500,31500,30900,31100,30714,1460366.0,9391424.0
2016-04-05,31100,32000,31000,31700,49355,1488541.0,9391424.0
2016-04-06,31800,32900,31700,32700,72502,1535498.0,9391424.0
2016-04-07,32800,32900,32200,32600,51400,1530802.0,9391424.0
2016-04-08,32499,33500,32200,33200,80608,1558976.0,9391424.0
2016-04-11,33400,34400,33300,33900,131800,1591846.0,9391424.0
2016-04-12,33900,34100,33500,33800,46601,1587151.0,9391424.0
2016-04-14,34000,34900,33600,34800,88771,1634108.0,9391424.0
2016-04-15,34900,35000,33900,34200,61183,1605934.0,9391424.0
2016-04-18,34200,34900,34100,34600,48085,1624716.0,9391424.0
2016-04-19,34900,35500,34800,35400,69844,1662282.0,9391424.0
2016-04-20,35500,35800,35000,35300,60938,1657586.0,9391424.0
2016-04-21,34700,35400,34500,34900,73471,1638803.0,9391424.0
2016-04-22,34600,35800,34500,35600,51567,1671673.0,9391424.0
2016-04-25,35500,35700,35000,35600,54496,1671673.0,9391424.0
2016-04-26,35600,35900,35200,35700,49811,1676369.0,9391424.0
2016-04-27,35700,35900,34900,35700,57648,1676369.0,9391424.0
2016-04-28,35500,36400,35200,36400,75199,1709239.0,9391424.0
2016-04-29,36400,37700,35800,37700,104965,1770283.0,9391424.0
2016-05-02,37800,38200,37100,38000,81792,1784371.0,9391424.0
2016-05-03,38000,38400,36700,38000,84795,1784371.0,9391424.0
2016-05-04,37900,38000,36400,36900,61096,1732718.0,9391424.0
2016-05-09,37000,38400,37000,37700,97650,1770283.0,9391424.0
2016-05-10,37400,38300,37400,38300,53202,1798458.0,9391424.0
2016-05-11,38400,38800,37700,38600,47253,1812545.0,9391424.0
2016-05-12,38600,39300,38300,38400,54458,1803153.0,9391424.0
2016-05-13,38900,39400,38400,39400,59583,1850111.0,9391424.0
2016-05-16,39500,39600,38200,38400,65196,1803153.0,9391424.0
2016-05-17,38400,39500,38400,38400,52201,1803153.0,9391424.0
2016-05-18,38900,39700,38400,39300,59656,1845415.0,9391424.0
2016-05-19,38900,39800,38600,39700,48437,1864198.0,9391424.0
2016-05-20,39200,40000,39100,39400,44189,1850111.0,9391424.0
2016-05-23,41000,42800,40500,40700,176531,1911155.0,9391424.0
2016-05-24,41100,43600,40700,42800,148553,2009765.0,9391424.0
2016-05-25,43599,44700,40900,42400,176508,1990982.0,9391424.0
2016-05-26,43400,45600,43100,44600,170876,2094288.0,9391424.0
2016-05-27,45000,45400,43900,45200,88614,2122462.0,9391424.0
2016-05-30,44400,44600,43000,44100,115519,2070809.0,9391424.0
2016-05-31,43600,44800,43500,44400,71918,2084896.0,9391424.0
2016-06-01,44500,45000,43700,44800,36780,2103679.0,9391424.0
