코스맥스(192820),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-07-16,104336,104336,98973,102873,94717,949448.0,8999509.0
2014-07-17,100435,102873,98973,100436,80293,926949.0,8999509.0
2014-07-18,98485,102385,98485,99461,56218,917950.0,8999509.0
2014-07-21,99460,101898,96242,97413,92441,899051.0,8999509.0
2014-07-22,97022,97997,94780,96145,100138,887352.0,8999509.0
2014-07-23,96827,97997,93707,94975,90582,876552.0,8999509.0
2014-07-24,94975,94975,89807,90100,177286,831555.0,8999509.0
2014-07-25,90099,92537,90099,91952,90932,848654.0,8999509.0
2014-07-28,92439,92439,87271,91172,123751,841454.0,8999509.0
2014-07-29,90684,90684,87271,88637,124937,818055.0,8999509.0
2014-07-30,87759,92147,85711,91952,122434,848654.0,8999509.0
2014-07-31,92147,92244,87856,91660,107282,845954.0,8999509.0
2014-08-01,90197,96437,89417,94975,126020,876552.0,8999509.0
2014-08-04,95072,96632,93122,94585,61045,872952.0,8999509.0
2014-08-05,94780,96047,92927,94293,42421,870253.0,8999509.0
2014-08-06,92927,96340,90782,94390,80723,871152.0,8999509.0
2014-08-07,93902,94292,89709,90100,107882,831555.0,8999509.0
2014-08-08,90002,92342,89709,91172,52495,841454.0,8999509.0
2014-08-11,91659,94000,90587,90880,59749,838754.0,8999509.0
2014-08-12,90879,93122,90879,92342,53426,852254.0,8999509.0
2014-08-13,92634,97022,92634,96048,107533,886452.0,8999509.0
2014-08-14,96925,98485,94195,94683,81660,873852.0,8999509.0
2014-08-18,95657,96242,91562,92732,143496,855853.0,8999509.0
2014-08-19,93024,94000,91952,92635,92275,854953.0,8999509.0
2014-08-20,92537,94487,90099,94195,127052,869353.0,8999509.0
2014-08-21,94585,94585,92439,92830,70796,856753.0,8999509.0
2014-08-22,93609,101898,93609,100923,233833,931449.0,8999509.0
2014-08-25,103848,116037,103360,107261,415147,989946.0,8999509.0
2014-08-26,109211,109699,104823,107261,208302,989946.0,8999509.0
2014-08-27,108236,111161,104336,111162,149237,1025944.0,8999509.0
2014-08-28,109211,111649,101410,101898,160638,940449.0,8999509.0
2014-08-29,102873,105311,101410,103361,65530,953948.0,8999509.0
2014-09-01,104336,107748,101898,106286,81415,980946.0,8999509.0
2014-09-02,105798,113599,105311,112137,155687,1034944.0,8999509.0
2014-09-03,111649,114087,110186,113112,90996,1043943.0,8999509.0
2014-09-04,113112,115549,106773,106774,92951,985446.0,8999509.0
2014-09-05,104336,111161,103848,111162,53932,1025944.0,8999509.0
2014-09-11,113112,115549,107748,109699,86212,1012445.0,8999509.0
2014-09-12,109699,110674,103360,104824,71543,967447.0,8999509.0
2014-09-15,104823,109211,103360,105311,60986,971947.0,8999509.0
2014-09-16,106286,111161,105798,111162,52346,1025944.0,8999509.0
2014-09-17,112136,117012,111161,115062,126361,1061942.0,8999509.0
2014-09-18,114574,116524,113599,114087,42953,1052943.0,8999509.0
2014-09-19,114087,116037,113112,114087,34351,1052943.0,8999509.0
2014-09-22,115549,117987,113112,116525,44927,1075441.0,8999509.0
2014-09-23,116524,120425,115549,115550,71093,1066442.0,8999509.0
2014-09-24,115549,117987,113112,117012,45976,1079941.0,8999509.0
2014-09-25,117987,118962,115549,117012,34417,1079941.0,8999509.0
2014-09-26,115549,121887,115549,120425,63795,1111439.0,8999509.0
2014-09-29,121887,127738,121400,126276,96757,1165436.0,8999509.0
2014-09-30,126275,130176,124325,126763,74257,1169936.0,8999509.0
2014-10-01,127251,127251,119450,122376,100350,1129438.0,8999509.0
2014-10-02,120425,127738,120425,126763,67630,1169936.0,8999509.0
2014-10-06,129688,131151,124325,127739,103905,1178936.0,8999509.0
2014-10-07,129688,129688,121400,122863,82168,1133938.0,8999509.0
2014-10-08,120912,125788,119937,125788,54535,1160937.0,8999509.0
2014-10-10,127251,128226,123838,124813,64798,1151937.0,8999509.0
2014-10-13,121887,124325,106773,111649,230273,1030444.0,8999509.0
2014-10-14,110186,114574,108236,111162,92772,1025944.0,8999509.0
2014-10-15,112624,118475,112136,115550,114596,1066442.0,8999509.0
2014-10-16,114087,117987,112136,115062,114490,1061942.0,8999509.0
2014-10-17,115062,119937,112136,115062,111410,1061942.0,8999509.0
2014-10-20,116037,119450,114087,115062,49737,1061942.0,8999509.0
2014-10-21,116037,119450,114574,117012,68566,1079941.0,8999509.0
2014-10-22,118962,127251,118475,125788,156501,1160937.0,8999509.0
2014-10-23,126763,132614,125788,129689,144180,1196935.0,8999509.0
2014-10-24,127738,130663,123838,126763,102690,1169936.0,8999509.0
2014-10-27,125300,128226,120425,121400,112313,1120439.0,8999509.0
2014-10-28,121400,123350,117012,119450,129556,1102440.0,8999509.0
2014-10-29,118962,119937,112136,113600,126881,1048443.0,8999509.0
2014-10-30,112624,114574,107261,113600,167220,1048443.0,8999509.0
2014-10-31,112136,113599,103360,105311,223737,971947.0,8999509.0
2014-11-03,104336,109211,104336,109212,161927,1007945.0,8999509.0
2014-11-04,108724,109699,105798,108724,90518,1003445.0,8999509.0
2014-11-05,107261,110674,106286,109699,91016,1012445.0,8999509.0
2014-11-06,108724,109211,98485,101411,131367,935949.0,8999509.0
2014-11-07,101898,105311,98973,101898,99994,940449.0,8999509.0
2014-11-10,103361,104336,93317,95950,189803,885552.0,8999509.0
2014-11-11,95755,102873,95072,100436,128392,926949.0,8999509.0
2014-11-12,101898,102385,95072,95073,123703,877452.0,8999509.0
2014-11-13,97217,97217,91757,93610,126922,863953.0,8999509.0
2014-11-14,94390,95755,92829,93610,65860,863953.0,8999509.0
2014-11-17,93707,94292,83468,83469,315063,770358.0,8999509.0
2014-11-18,83468,95950,83468,95560,279508,881952.0,8999509.0
2014-11-19,95950,99460,93219,96048,134685,886452.0,8999509.0
2014-11-20,95560,96340,93512,94000,69966,867553.0,8999509.0
2014-11-21,96242,97120,93707,93902,59084,866653.0,8999509.0
2014-11-24,94877,95950,90002,92342,96848,852254.0,8999509.0
2014-11-25,93024,98485,91269,96535,134618,890951.0,8999509.0
2014-11-26,96437,97315,95267,96925,82725,894551.0,8999509.0
2014-11-27,97315,98973,95755,96243,45953,888252.0,8999509.0
2014-11-28,97217,100435,96145,99461,110431,917950.0,8999509.0
2014-12-01,100435,101410,97510,99461,54370,917950.0,8999509.0
2014-12-02,98485,99948,95560,98973,48435,913450.0,8999509.0
2014-12-03,99948,100435,96535,97998,53813,904451.0,8999509.0
2014-12-04,99460,99948,97997,98973,47357,913450.0,8999509.0
2014-12-05,98973,99460,97997,98973,25682,913450.0,8999509.0
2014-12-08,99948,99948,97315,97510,66107,899951.0,8999509.0
2014-12-09,97997,105311,96925,103361,116597,953948.0,8999509.0
2014-12-10,103848,104336,99948,99948,42177,922450.0,8999509.0
2014-12-11,99948,104336,99460,100923,59444,931449.0,8999509.0
2014-12-12,102385,103848,100923,101898,50601,940449.0,8999509.0
2014-12-15,102385,104823,101898,104824,43177,967447.0,8999509.0
2014-12-16,104336,108236,102385,105799,73110,976447.0,8999509.0
2014-12-17,107261,112136,106286,111649,102829,1030444.0,8999509.0
2014-12-18,112136,112624,106286,107261,62686,989946.0,8999509.0
2014-12-19,107261,111161,107261,109699,42505,1012445.0,8999509.0
2014-12-22,110674,110674,103360,103361,62933,953948.0,8999509.0
2014-12-23,104336,104336,100435,101898,46201,940449.0,8999509.0
2014-12-24,101898,103848,100435,101411,39544,935949.0,8999509.0
2014-12-26,100923,101410,95852,96438,110792,890051.0,8999509.0
2014-12-29,96437,98973,96437,97023,52872,895451.0,8999509.0
2014-12-30,97510,98485,97022,97218,32499,897251.0,8999509.0
2015-01-02,96730,99460,95657,98485,39554,908950.0,8999509.0
2015-01-05,97997,97997,96242,97218,52659,897251.0,8999509.0
2015-01-06,96437,99460,96047,97315,49019,898151.0,8999509.0
2015-01-07,96730,99948,94097,96828,91381,893651.0,8999509.0
2015-01-08,97510,97510,96340,97315,30393,898151.0,8999509.0
2015-01-09,97510,97510,96437,96925,41718,894551.0,8999509.0
2015-01-12,97412,101898,97412,101898,74697,940449.0,8999509.0
2015-01-13,101898,103361,100435,100923,47298,931449.0,8999509.0
2015-01-14,102385,104823,100923,101898,51926,940449.0,8999509.0
2015-01-15,102873,107261,102385,107261,76339,989946.0,8999509.0
2015-01-16,107261,111649,106286,111649,127086,1030444.0,8999509.0
2015-01-19,110186,111649,108236,111649,46709,1030444.0,8999509.0
2015-01-20,111649,112136,107261,107749,71689,994446.0,8999509.0
2015-01-21,107748,110186,105311,105311,53864,971947.0,8999509.0
2015-01-22,105311,106773,97510,98485,150239,908950.0,8999509.0
2015-01-23,99460,99948,97315,98973,134273,913450.0,8999509.0
2015-01-26,98973,105311,98485,103849,99150,958448.0,8999509.0
2015-01-27,104336,105798,98973,98973,80775,913450.0,8999509.0
2015-01-28,99460,106286,98485,105311,97458,971947.0,8999509.0
2015-01-29,104336,106286,101898,105311,67307,971947.0,8999509.0
2015-01-30,106286,109699,103360,106286,110638,980946.0,8999509.0
2015-02-02,106286,109211,103848,109212,74155,1007945.0,8999509.0
2015-02-03,109699,111649,106773,111649,103004,1030444.0,8999509.0
2015-02-04,111649,119937,110186,115550,149872,1066442.0,8999509.0
2015-02-05,116524,118962,114087,116037,106248,1070942.0,8999509.0
2015-02-06,116037,119937,114574,114575,101680,1057442.0,8999509.0
2015-02-09,116037,117012,111649,112137,119185,1034944.0,8999509.0
2015-02-10,111649,114574,107748,109699,131115,1012445.0,8999509.0
2015-02-11,109699,115062,108236,114575,128162,1057442.0,8999509.0
2015-02-12,114574,116037,113112,115062,75351,1061942.0,8999509.0
2015-02-13,115062,115549,111161,113112,56548,1043943.0,8999509.0
2015-02-16,112624,113599,109699,110187,73124,1016945.0,8999509.0
2015-02-17,110674,116037,110186,115062,182117,1061942.0,8999509.0
2015-02-23,116037,128713,115062,126276,267674,1165436.0,8999509.0
2015-02-24,126763,129688,124813,126763,143286,1169936.0,8999509.0
2015-02-25,127251,130176,125788,126763,88955,1169936.0,8999509.0
2015-02-26,128226,128713,121887,123351,125435,1138438.0,8999509.0
2015-02-27,122863,126763,121887,126276,75885,1165436.0,8999509.0
2015-03-02,124813,126763,119937,123838,103939,1142938.0,8999509.0
2015-03-03,124813,124813,122863,124813,34660,1151937.0,8999509.0
2015-03-04,123838,127251,120425,125301,85348,1156437.0,8999509.0
2015-03-05,124325,127738,121887,123351,50641,1138438.0,8999509.0
2015-03-06,123838,125788,121887,125788,33992,1160937.0,8999509.0
2015-03-09,123350,124813,119450,121400,51739,1120439.0,8999509.0
2015-03-10,121400,123350,120912,122376,45481,1129438.0,8999509.0
2015-03-11,120425,121887,118475,120425,37106,1111439.0,8999509.0
2015-03-12,120425,121887,118962,120913,19599,1115939.0,8999509.0
2015-03-13,120912,124813,118962,122863,36980,1133938.0,8999509.0
2015-03-16,122863,132126,122863,132127,170313,1219433.0,8999509.0
2015-03-17,132126,136026,125788,128226,129941,1183435.0,8999509.0
2015-03-18,128226,129201,125788,126276,58233,1165436.0,8999509.0
2015-03-19,127738,130663,124325,130176,68322,1201434.0,8999509.0
2015-03-20,129688,130663,127251,127251,53541,1174436.0,8999509.0
2015-03-23,127251,129201,124813,126763,34740,1169936.0,8999509.0
2015-03-24,126275,128226,123838,126276,39693,1165436.0,8999509.0
2015-03-25,126763,131639,126275,130176,68318,1201434.0,8999509.0
2015-03-26,129688,131639,127738,130664,80544,1205934.0,8999509.0
2015-03-27,129688,130663,125788,125788,66218,1160937.0,8999509.0
2015-03-30,126763,129688,126275,129201,39077,1192435.0,8999509.0
2015-03-31,130663,133101,129201,133102,54137,1228433.0,8999509.0
2015-04-01,132614,145778,131639,139927,177584,1291430.0,8999509.0
2015-04-02,141877,144315,133101,135539,98319,1250932.0,8999509.0
2015-04-03,135539,138464,135051,136027,35842,1255432.0,8999509.0
2015-04-06,138464,138952,132126,133589,42864,1232933.0,8999509.0
2015-04-07,134564,135051,131639,132127,57417,1219433.0,8999509.0
2015-04-08,132614,136514,131639,136515,68980,1259931.0,8999509.0
2015-04-09,134564,136514,131151,131639,98233,1214934.0,8999509.0
2015-04-10,132126,134076,127738,133102,164670,1228433.0,8999509.0
2015-04-13,135051,138464,131151,132127,106801,1219433.0,8999509.0
2015-04-14,134564,135539,124325,127739,152061,1178936.0,8999509.0
2015-04-15,126275,131639,125788,126763,83441,1169936.0,8999509.0
2015-04-16,129201,133589,127251,133589,100383,1232933.0,8999509.0
2015-04-17,133589,146265,133589,145290,266655,1340927.0,8999509.0
2015-04-20,143827,154553,141877,148216,154092,1367925.0,8999509.0
2015-04-21,148215,148215,145290,146753,50671,1354426.0,8999509.0
2015-04-22,151141,162842,142365,153579,305582,1417423.0,8999509.0
2015-04-23,154066,158941,149678,156992,154229,1448921.0,8999509.0
2015-04-24,157966,158454,146265,147728,144365,1363426.0,8999509.0
2015-04-27,150165,152603,146753,148216,98543,1367925.0,8999509.0
2015-04-28,149678,154553,149190,154554,72933,1426422.0,8999509.0
2015-04-29,152116,155529,146753,151141,98462,1394924.0,8999509.0
2015-04-30,149190,151628,138952,141390,197426,1304929.0,8999509.0
2015-05-04,137977,141877,127738,140902,190538,1300429.0,8999509.0
2015-05-06,141390,146265,140414,145778,105101,1345427.0,8999509.0
2015-05-07,144315,146265,136514,143828,105586,1327428.0,8999509.0
2015-05-08,146265,147240,141390,142365,63009,1313928.0,8999509.0
2015-05-11,142852,151141,142852,150166,93326,1385924.0,8999509.0
2015-05-12,150653,152116,144802,144803,60424,1336427.0,8999509.0
2015-05-13,145290,152116,143827,150654,64071,1390424.0,8999509.0
2015-05-14,153578,156504,152116,152116,70349,1403923.0,8999509.0
2015-05-15,156016,168692,154066,164305,302207,1516417.0,8999509.0
2015-05-18,165767,174056,161379,171131,151344,1579414.0,8999509.0
2015-05-19,173080,177956,164792,166743,133117,1538916.0,8999509.0
2015-05-20,169668,175518,166742,169181,140931,1561415.0,8999509.0
2015-05-21,172593,172593,167230,169181,81654,1561415.0,8999509.0
2015-05-22,168205,169180,162354,163330,106520,1507418.0,8999509.0
2015-05-26,173568,187707,169668,187707,231575,1732405.0,8999509.0
2015-05-27,184294,187219,174543,184295,226805,1700907.0,8999509.0
2015-05-28,188195,193558,183319,188195,169226,1736905.0,8999509.0
2015-05-29,195508,199408,186244,188195,142809,1736905.0,8999509.0
2015-06-01,184294,190632,178443,190633,128048,1759404.0,8999509.0
2015-06-02,187707,191120,172105,177469,215510,1637911.0,8999509.0
2015-06-03,171130,194045,170643,186245,243496,1718906.0,8999509.0
2015-06-04,187219,214035,187219,199409,265926,1840400.0,8999509.0
2015-06-05,195020,213060,193070,200384,182395,1849399.0,8999509.0
2015-06-08,205746,218910,199896,218911,148372,2020390.0,8999509.0
2015-06-09,213547,222811,208184,220861,197953,2038389.0,8999509.0
2015-06-10,225248,225736,208672,214523,149631,1979892.0,8999509.0
2015-06-11,216473,223786,208184,221836,363065,2047388.0,8999509.0
2015-06-12,222811,230612,216473,221836,165602,2047388.0,8999509.0
2015-06-15,215497,236950,215497,223299,168941,2060888.0,8999509.0
2015-06-16,221348,232074,219885,220861,103924,2038389.0,8999509.0
2015-06-17,223786,224273,214035,214523,81430,1979892.0,8999509.0
2015-06-18,215010,215497,201358,204284,293128,1885397.0,8999509.0
2015-06-19,204284,211109,201358,210135,157168,1939394.0,8999509.0
2015-06-22,209159,210134,195508,197946,196379,1826900.0,8999509.0
2015-06-23,198921,205259,195995,204772,101310,1889897.0,8999509.0
2015-06-24,205259,207697,201358,204772,97677,1889897.0,8999509.0
2015-06-25,203796,204284,199408,201359,93562,1858399.0,8999509.0
2015-06-26,200871,209647,200871,201359,156264,1858399.0,8999509.0
2015-06-29,195995,207209,195995,202334,125680,1867398.0,8999509.0
2015-06-30,199896,203309,190632,196483,127634,1813401.0,8999509.0
2015-07-01,196970,203309,194045,202334,110583,1867398.0,8999509.0
2015-07-02,204771,226224,202821,225249,277721,2078887.0,8999509.0
2015-07-03,227199,227199,214035,215010,132642,1984392.0,8999509.0
2015-07-06,208672,218423,204771,206234,86773,1903396.0,8999509.0
2015-07-07,211597,211597,184782,193558,170135,1786403.0,8999509.0
2015-07-08,195995,195995,177468,181857,305991,1678408.0,8999509.0
2015-07-09,177468,189657,164792,185757,375469,1714406.0,8999509.0
2015-07-10,188682,190632,174543,179419,175553,1655910.0,8999509.0
2015-07-13,179419,198433,179419,197946,194155,1826900.0,8999509.0
2015-07-14,197946,204284,192582,201846,96937,1862898.0,8999509.0
2015-07-15,199896,207209,199896,203797,64444,1880897.0,8999509.0
2015-07-16,203796,204771,197458,203309,72168,1876398.0,8999509.0
2015-07-17,203796,206722,195995,197946,104229,1826900.0,8999509.0
2015-07-20,198921,213060,197946,206234,129865,1903396.0,8999509.0
2015-07-21,209647,211109,201846,208672,74676,1925895.0,8999509.0
2015-07-22,205746,210134,204284,207210,74890,1912396.0,8999509.0
2015-07-23,209159,220373,206234,218911,127186,2020390.0,8999509.0
2015-07-24,220861,225248,210134,211598,103381,1952893.0,8999509.0
2015-07-27,214522,222811,207209,209160,141319,1930395.0,8999509.0
2015-07-28,205259,208672,193070,206234,165472,1903396.0,8999509.0
2015-07-29,204284,209647,203309,203797,70819,1880897.0,8999509.0
2015-07-30,199896,205746,196970,199896,67718,1844899.0,8999509.0
2015-07-31,200383,202334,187219,198434,117524,1831400.0,8999509.0
2015-08-03,195995,201846,193558,196971,52628,1817901.0,8999509.0
2015-08-04,198921,203796,194533,202334,46300,1867398.0,8999509.0
2015-08-05,203796,211597,201846,208672,75328,1925895.0,8999509.0
2015-08-06,212572,212572,202821,206722,55428,1907896.0,8999509.0
2015-08-07,203309,214035,202821,212573,54479,1961893.0,8999509.0
2015-08-10,214035,215497,208184,209647,61148,1934894.0,8999509.0
2015-08-11,212572,215010,197946,199896,74909,1844899.0,8999509.0
2015-08-12,195995,197946,167717,178444,361670,1646910.0,8999509.0
2015-08-13,192582,208184,192095,207210,301732,1912396.0,8999509.0
2015-08-17,206721,214522,201358,213060,132771,1966393.0,8999509.0
2015-08-18,214522,214522,198433,202822,99432,1871898.0,8999509.0
2015-08-19,198921,199408,183807,194533,170056,1795402.0,8999509.0
2015-08-20,192095,201846,189657,195508,97176,1804402.0,8999509.0
2015-08-21,189170,195995,183319,192583,80271,1777403.0,8999509.0
2015-08-24,195508,196970,182831,189658,53318,1750405.0,8999509.0
2015-08-25,192095,192095,183319,188195,72273,1736905.0,8999509.0
2015-08-26,189170,206721,188682,204772,143334,1889897.0,8999509.0
2015-08-27,211597,214522,205259,207697,97974,1916895.0,8999509.0
2015-08-28,211109,212572,206721,211110,58385,1948394.0,8999509.0
2015-08-31,211109,213060,204771,211110,48561,1948394.0,8999509.0
2015-09-01,209159,221836,206721,206722,121774,1907896.0,8999509.0
2015-09-02,204771,212085,202334,208672,97824,1925895.0,8999509.0
2015-09-03,216473,219398,202821,204284,115039,1885397.0,8999509.0
2015-09-04,204284,206721,191120,192583,116002,1777403.0,8999509.0
2015-09-07,190145,197946,188195,191120,77206,1763904.0,8999509.0
2015-09-08,192582,194533,184782,185270,60874,1709907.0,8999509.0
2015-09-09,191120,202334,191120,197459,138706,1822401.0,8999509.0
2015-09-10,195020,199896,192095,198921,74003,1835900.0,8999509.0
2015-09-11,195508,196970,192095,194046,66142,1790902.0,8999509.0
2015-09-14,194533,196970,188195,192095,47871,1772903.0,8999509.0
2015-09-15,189657,193070,188195,192095,27042,1772903.0,8999509.0
2015-09-16,195995,204771,192582,202334,122292,1867398.0,8999509.0
2015-09-17,206234,206234,195508,198921,67434,1835900.0,8999509.0
2015-09-18,200871,207209,197946,207210,137496,1912396.0,8999509.0
2015-09-21,203309,206234,202334,204772,48799,1889897.0,8999509.0
2015-09-22,207209,208184,203309,205259,36585,1894397.0,8999509.0
2015-09-23,201358,208184,200871,200871,54795,1853899.0,8999509.0
2015-09-24,203796,211597,201846,211110,119398,1948394.0,8999509.0
2015-09-25,211109,211109,201846,207210,66414,1912396.0,8999509.0
2015-09-30,202821,210622,202334,207697,72473,1916895.0,8999509.0
2015-10-01,209647,210622,202334,204772,50226,1889897.0,8999509.0
2015-10-02,206234,209159,199896,200384,88404,1849399.0,8999509.0
2015-10-05,203309,209159,200871,201846,101354,1862898.0,8999509.0
2015-10-06,203796,204771,195508,196971,95020,1817901.0,8999509.0
2015-10-07,196970,198921,184294,187220,109041,1727906.0,8999509.0
2015-10-08,189657,191120,182831,186245,92921,1718906.0,8999509.0
2015-10-12,186244,189170,183319,185270,52402,1709907.0,8999509.0
2015-10-13,185269,188682,176006,181369,151918,1673909.0,8999509.0
2015-10-14,183319,186244,179906,185757,70181,1714406.0,8999509.0
2015-10-15,186732,187707,182344,183807,51112,1696407.0,8999509.0
2015-10-16,187219,192582,186244,191120,70154,1763904.0,8999509.0
2015-10-19,192582,192582,185269,187707,42233,1732405.0,8999509.0
2015-10-20,187707,187707,181856,185270,43931,1709907.0,8999509.0
2015-10-21,185757,188195,180881,181857,55525,1678408.0,8999509.0
2015-10-22,182344,183807,178931,181369,51437,1673909.0,8999509.0
2015-10-23,182344,186732,178931,179907,58749,1660409.0,8999509.0
2015-10-26,179906,183319,178443,181857,44969,1678408.0,8999509.0
2015-10-27,180881,181856,177956,178444,42344,1646910.0,8999509.0
2015-10-28,179906,191120,179419,188195,96976,1736905.0,8999509.0
2015-10-29,190632,192583,187707,191608,59480,1768404.0,8999509.0
2015-10-30,190145,191120,183807,187707,62209,1732405.0,8999509.0
2015-11-02,188682,188682,170155,177956,230184,1642410.0,8999509.0
2015-11-03,181856,181856,176493,177469,76069,1637911.0,8999509.0
2015-11-04,178931,187707,178444,185757,86313,1714406.0,8999509.0
2015-11-05,185757,186244,180881,185757,48078,1714406.0,8999509.0
2015-11-06,182831,189170,182344,185270,40209,1709907.0,8999509.0
2015-11-09,186732,186732,177468,178444,52230,1646910.0,8999509.0
2015-11-10,176006,176981,168205,170156,108500,1570414.0,8999509.0
2015-11-11,168692,174543,168692,172106,42487,1588413.0,8999509.0
2015-11-12,172593,173568,170643,173081,30241,1597413.0,8999509.0
2015-11-13,170155,175518,170155,175031,49362,1615412.0,8999509.0
2015-11-16,171618,176981,170155,175519,59060,1619912.0,8999509.0
2015-11-17,177956,179906,175031,176981,38045,1633411.0,8999509.0
2015-11-18,176493,176981,171618,175031,44696,1615412.0,8999509.0
2015-11-19,175031,176006,171130,172593,40982,1592913.0,8999509.0
2015-11-20,173568,173568,171130,171618,20506,1583914.0,8999509.0
2015-11-23,171130,178931,171130,177469,56754,1637911.0,8999509.0
2015-11-24,179419,180394,175518,179907,35427,1660409.0,8999509.0
2015-11-25,179906,184294,178931,180394,44989,1664909.0,8999509.0
2015-11-26,181369,184294,178443,181369,43168,1673909.0,8999509.0
2015-11-27,181856,183319,178443,183320,31454,1691908.0,8999509.0
2015-11-30,181856,181856,177468,178444,31744,1646910.0,8999509.0
2015-12-01,181369,186244,181369,184295,50458,1700907.0,8999509.0
2015-12-02,186244,189170,182344,186732,49084,1723406.0,8999509.0
2015-12-03,186244,187707,184294,187220,43537,1727906.0,8999509.0
2015-12-04,186732,186732,183807,185270,26824,1709907.0,8999509.0
2015-12-07,186244,186244,179419,180882,42519,1669409.0,8999509.0
2015-12-08,181856,182344,175518,176981,36331,1633411.0,8999509.0
