크라운해태홀딩스(005740),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-08-30,16226,16359,15798,15879,139906,437637.0,14735240.0
2016-08-31,15798,16092,15424,15611,141061,430269.0,14735240.0
2016-09-01,15531,16119,15531,16066,87822,442794.0,14735240.0
2016-09-02,15958,16172,15771,16093,63252,443531.0,14735240.0
2016-09-05,16012,16386,16012,16306,45128,449425.0,14735240.0
2016-09-06,16172,16466,16172,16360,51440,450898.0,14735240.0
2016-09-07,16359,16466,16092,16119,38891,444267.0,14735240.0
2016-09-08,16146,16333,15771,15772,63262,434690.0,14735240.0
2016-09-09,15718,15878,15424,15505,88456,427322.0,14735240.0
2016-09-12,15290,15638,15290,15505,44387,427322.0,14735240.0
2016-09-13,15557,15691,15344,15424,46007,425112.0,14735240.0
2016-09-19,15370,15638,15023,15611,70042,430269.0,14735240.0
2016-09-20,15504,16279,15424,16280,111539,448688.0,14735240.0
2016-09-21,16172,16333,15852,16280,69985,448688.0,14735240.0
2016-09-22,16413,16653,16279,16387,65798,451635.0,14735240.0
2016-09-23,16386,16520,16172,16333,60345,450162.0,14735240.0
2016-09-26,16172,16680,16172,16574,85243,456792.0,14735240.0
2016-09-27,16653,16653,16306,16494,45831,454582.0,14735240.0
2016-09-28,16466,16760,16306,16306,56090,449425.0,14735240.0
2016-09-29,16199,16413,16065,16280,49640,448688.0,14735240.0
2016-09-30,16199,16279,15638,15718,103718,433216.0,14735240.0
2016-10-04,15718,16065,15718,16012,68464,441320.0,14735240.0
2016-10-05,15825,16867,15825,16627,152730,458266.0,14735240.0
2016-10-06,16814,17750,16627,17590,291453,484789.0,14735240.0
2016-10-07,17616,17803,17028,17108,134976,471528.0,14735240.0
2016-10-10,17108,17830,17081,17670,101142,487000.0,14735240.0
2016-10-11,17803,17830,17268,17402,94015,479632.0,14735240.0
2016-10-12,17375,17750,17215,17723,76407,488473.0,14735240.0
2016-10-13,17830,17856,17081,17162,87133,473001.0,14735240.0
2016-10-14,17161,17509,16814,16975,73928,467844.0,14735240.0
2016-10-17,16974,17054,16466,16601,85787,457529.0,14735240.0
2016-10-18,16466,16547,16039,16119,97156,444267.0,14735240.0
2016-10-19,16199,16359,15905,16039,33284,442057.0,14735240.0
2016-10-20,16012,16493,15905,16066,54166,442794.0,14735240.0
2016-10-21,16146,16199,15825,15852,49556,436900.0,14735240.0
2016-10-24,16787,18070,16466,17215,1392466,474475.0,14735240.0
2016-10-25,17509,18391,17402,18392,518824,506892.0,14735240.0
2016-10-26,18658,18685,17963,18151,184687,500261.0,14735240.0
2016-10-27,18177,18445,17749,17910,110741,493631.0,14735240.0
2016-10-28,17910,18044,17215,17215,120000,474475.0,14735240.0
2016-10-31,17429,17723,16440,16707,114286,460476.0,14735240.0
2016-11-01,16413,16814,16306,16601,74613,457529.0,14735240.0
2016-11-02,16413,16573,15825,15852,122161,436900.0,14735240.0
2016-11-03,15557,16707,15557,16494,107799,454582.0,14735240.0
2016-11-04,16279,16600,15905,16173,61427,445741.0,14735240.0
2016-11-07,16386,16440,15905,16253,77403,447951.0,14735240.0
2016-11-08,16359,16359,16039,16200,35741,446478.0,14735240.0
2016-11-09,16279,16279,14702,15210,222110,419218.0,14735240.0
2016-11-10,15477,15852,15424,15745,127071,433953.0,14735240.0
2016-11-11,15771,15852,15344,15505,76745,427322.0,14735240.0
2016-11-14,15397,15664,15317,15585,55422,429532.0,14735240.0
2016-11-15,15584,16199,15584,15825,110021,436163.0,14735240.0
2016-11-16,16012,16146,15905,16039,68208,442057.0,14735240.0
2016-11-17,16199,16547,15985,16333,91833,450162.0,14735240.0
2016-11-18,16493,16573,15958,16119,55811,444267.0,14735240.0
2016-11-21,16279,16279,15718,15772,50483,434690.0,14735240.0
2016-11-22,15771,15932,15397,15611,85448,430269.0,14735240.0
2016-11-23,15664,16012,15370,15398,124480,424375.0,14735240.0
2016-11-24,15290,15798,15023,15104,127820,416271.0,14735240.0
2016-11-25,14862,15157,14862,14997,61422,413323.0,14735240.0
2016-11-28,14862,15370,14836,15237,59635,419954.0,14735240.0
2016-11-29,15130,15932,15130,15745,79902,433953.0,14735240.0
2016-11-30,15932,16146,15745,15905,77379,438373.0,14735240.0
2016-12-01,16092,16092,15531,15585,56347,429532.0,14735240.0
2016-12-02,15584,15771,15504,15558,31474,428795.0,14735240.0
2016-12-05,15611,15611,15076,15157,53018,417744.0,14735240.0
2016-12-06,15183,15638,15183,15558,42576,428795.0,14735240.0
2016-12-07,15745,15745,15290,15611,38277,430269.0,14735240.0
2016-12-08,15798,15905,15557,15745,44968,433953.0,14735240.0
2016-12-09,15718,15958,15424,15531,53086,428059.0,14735240.0
2016-12-12,15691,16253,15557,16173,123090,445741.0,14735240.0
2016-12-13,16172,16948,16172,16948,141304,467107.0,14735240.0
2016-12-14,16894,17081,16600,16814,62438,463423.0,14735240.0
2016-12-15,16680,16734,16386,16520,63624,455319.0,14735240.0
2016-12-16,16520,16600,16172,16280,55000,448688.0,14735240.0
2016-12-19,16333,16386,16039,16066,33460,442794.0,14735240.0
2016-12-20,16092,16199,15932,15986,46105,440584.0,14735240.0
2016-12-21,16146,16172,15905,16119,27811,444267.0,14735240.0
2016-12-22,16119,16119,15638,15718,73982,433216.0,14735240.0
2016-12-23,15718,15932,15557,15638,49349,431006.0,14735240.0
2016-12-26,15611,15638,15317,15398,63972,424375.0,14735240.0
2016-12-27,15317,15691,15263,15611,43417,430269.0,14735240.0
2016-12-28,15451,15611,15344,15424,43586,425112.0,14735240.0
2016-12-29,15424,15424,14943,15023,104415,414060.0,14735240.0
2017-01-02,15157,15237,15023,15023,35956,414060.0,14735240.0
2017-01-03,14996,15130,14889,15023,52746,414060.0,14735240.0
2017-01-04,15050,15076,14889,14997,61257,413323.0,14735240.0
2017-01-05,15023,15557,14969,15505,90034,427322.0,14735240.0
2017-01-06,15397,15557,15370,15451,34931,425848.0,14735240.0
2017-01-09,15504,15557,15157,15184,54807,418481.0,14735240.0
2017-01-10,15130,15210,14969,15050,40651,414797.0,14735240.0
2017-01-11,15050,15130,14889,14997,46780,413323.0,14735240.0
2017-01-12,15050,15397,15023,15237,55272,419954.0,14735240.0
2017-01-13,15183,16199,15183,15986,171158,440584.0,14735240.0
2017-01-16,16092,16359,15905,16146,82621,445004.0,14735240.0
2017-01-17,16146,16306,15932,16173,58679,445741.0,14735240.0
2017-01-18,16172,16841,16065,16574,135451,456792.0,14735240.0
2017-01-19,16466,17001,16413,16440,78038,453109.0,14735240.0
2017-01-20,16440,16974,16440,16841,74297,464160.0,14735240.0
2017-01-23,16921,17562,16894,17162,164888,473001.0,14735240.0
2017-01-24,17322,17402,16680,17082,83616,470791.0,14735240.0
2017-01-25,17242,17322,16787,16814,69920,463423.0,14735240.0
2017-01-26,16921,17054,16520,16841,73002,464160.0,14735240.0
2017-01-31,16948,17963,16921,17884,204877,492894.0,14735240.0
2017-02-01,17856,18044,17536,17964,92217,495104.0,14735240.0
2017-02-02,17963,18070,17589,17616,71778,485526.0,14735240.0
2017-02-03,17616,17910,17268,17296,125698,476685.0,14735240.0
2017-02-06,17402,18471,17402,18285,186849,503945.0,14735240.0
2017-02-07,18338,18498,18044,18098,86724,498788.0,14735240.0
2017-02-08,18044,18124,17723,18098,53323,498788.0,14735240.0
2017-02-09,18124,18418,17937,18231,56189,502472.0,14735240.0
2017-02-10,18257,18445,17910,18204,75068,501735.0,14735240.0
2017-02-13,18204,18418,18070,18285,40624,503945.0,14735240.0
2017-02-14,18418,18445,17830,17937,71516,494367.0,14735240.0
2017-02-15,17963,18070,17669,18071,35940,498051.0,14735240.0
2017-02-16,18124,18124,17643,17643,62556,486263.0,14735240.0
2017-02-17,17482,17803,17482,17616,35037,485526.0,14735240.0
2017-02-20,17589,17723,17135,17135,76021,472264.0,14735240.0
2017-02-21,17161,17830,16974,17750,79649,489210.0,14735240.0
2017-02-22,17803,17803,17349,17456,55616,481106.0,14735240.0
2017-02-23,17616,17669,16894,17055,115821,470054.0,14735240.0
2017-02-24,16867,17803,16841,17750,288928,489210.0,14735240.0
2017-02-27,0,0,0,17750,0,489210.0,14735240.0
2017-02-28,0,0,0,17750,0,,
2017-03-02,0,0,0,17750,0,,
2017-03-03,0,0,0,17750,0,,
2017-03-06,0,0,0,17750,0,,
2017-03-07,0,0,0,17750,0,,
2017-03-08,0,0,0,17750,0,,
2017-03-09,0,0,0,17750,0,,
2017-03-10,0,0,0,17750,0,,
2017-03-13,0,0,0,17750,0,,
2017-03-14,0,0,0,17750,0,,
2017-03-15,0,0,0,17750,0,,
2017-03-16,0,0,0,17750,0,,
2017-03-17,0,0,0,17750,0,,
2017-03-20,0,0,0,17750,0,,
2017-03-21,0,0,0,17750,0,,
2017-03-22,0,0,0,17750,0,,
2017-03-23,0,0,0,17750,0,,
2017-03-24,0,0,0,17750,0,,
2017-03-27,0,0,0,17750,0,,
2017-03-28,0,0,0,17750,0,,
2017-03-29,0,0,0,17750,0,,
2017-03-30,0,0,0,17750,0,,
2017-03-31,0,0,0,17750,0,,
2017-04-03,0,0,0,17750,0,,
2017-04-04,0,0,0,17750,0,,
2017-04-05,0,0,0,17750,0,,
2017-04-06,0,0,0,17750,0,,
2017-04-07,0,0,0,17750,0,,
2017-04-10,0,0,0,17750,0,,
2017-04-11,17750,23050,16349,23050,1304466,224177.0,9725700.0
2017-04-12,27250,29950,25550,29950,4267308,291285.0,9725700.0
2017-04-13,31500,38900,31000,38900,4500071,378330.0,9725700.0
2017-04-14,44050,49500,40100,40100,4910696,390001.0,9725700.0
2017-04-17,39450,41000,33300,34950,3797035,339913.0,9725700.0
2017-04-18,34950,36800,32100,33700,3062923,327756.0,9725700.0
2017-04-19,33400,34500,31300,32300,2289113,314140.0,9725700.0
2017-04-20,33500,33750,31150,33100,2127448,321921.0,9725700.0
2017-04-21,32800,33400,32100,32800,1318747,319003.0,9725700.0
2017-04-24,32100,32150,30000,30100,1033307,292744.0,9725700.0
2017-04-25,30100,30700,29800,30600,605246,297606.0,9725700.0
2017-04-26,30600,30950,28950,28950,937769,281559.0,9725700.0
2017-04-27,29200,36950,28800,35450,8195153,344776.0,9725700.0
2017-04-28,35350,39500,31050,31750,4816745,308791.0,9725700.0
2017-05-02,31850,32750,30200,30850,907928,300038.0,9725700.0
2017-05-04,31250,31750,30450,30500,545080,296634.0,9725700.0
2017-05-08,31350,32750,31000,31350,752228,304901.0,9725700.0
2017-05-10,32000,32800,31550,32150,509257,312681.0,9725700.0
2017-05-11,31750,31850,30800,31000,392670,301497.0,9725700.0
2017-05-12,30550,31500,30200,30300,397589,294689.0,9725700.0
2017-05-15,30700,30800,29800,30250,171579,294202.0,9725700.0
2017-05-16,30750,30750,29500,29600,243121,287881.0,9725700.0
2017-05-17,29500,29850,28750,29650,279352,288367.0,9725700.0
2017-05-18,28850,29250,28400,28800,309670,280100.0,9725700.0
2017-05-19,29150,31450,28750,28950,1168087,281559.0,9725700.0
2017-05-22,29200,29200,28650,28750,214292,279614.0,9725700.0
2017-05-23,28950,29250,28500,28600,306179,278155.0,9725700.0
2017-05-24,28700,29650,28700,29200,324190,283990.0,9725700.0
2017-05-25,29350,30850,29050,29700,768467,288853.0,9725700.0
2017-05-26,29950,30650,29650,29750,211730,289340.0,9725700.0
2017-05-29,30000,30450,28750,28950,258936,281559.0,9725700.0
2017-05-30,29300,29350,28800,29350,145064,285449.0,9725700.0
2017-05-31,29350,29650,28900,28900,149258,281073.0,9725700.0
2017-06-01,28950,29350,28450,28500,233162,277182.0,9725700.0
2017-06-02,28550,28700,28050,28400,195819,276210.0,9725700.0
2017-06-05,28500,28500,28050,28150,110972,273778.0,9725700.0
2017-06-07,28150,28450,28000,28050,103609,272806.0,9725700.0
2017-06-08,28100,28650,27800,28400,291238,276210.0,9725700.0
2017-06-09,28550,28550,27950,28000,119408,272320.0,9725700.0
2017-06-12,27750,28050,27550,27550,104250,267943.0,9725700.0
2017-06-13,27600,28300,27550,27800,95699,270374.0,9725700.0
2017-06-14,27900,28300,27650,27700,87584,269402.0,9725700.0
2017-06-15,27500,27700,27150,27200,104971,264539.0,9725700.0
2017-06-16,27250,27500,27150,27350,62504,265998.0,9725700.0
2017-06-19,27250,27450,26400,26550,147030,258217.0,9725700.0
2017-06-20,26550,26600,25900,25950,132608,252382.0,9725700.0
2017-06-21,25650,27700,25350,26250,313559,255300.0,9725700.0
2017-06-22,26100,26250,25400,25500,101291,248005.0,9725700.0
2017-06-23,25350,25800,25250,25300,89560,246060.0,9725700.0
2017-06-26,25300,25700,25200,25350,70393,246546.0,9725700.0
2017-06-27,25500,25750,25000,25050,82409,243629.0,9725700.0
2017-06-28,25150,25700,25050,25200,101167,245088.0,9725700.0
2017-06-29,25550,25550,24800,24800,77903,241197.0,9725700.0
2017-06-30,24600,24800,24050,24250,119883,235848.0,9725700.0
2017-07-03,24050,24500,24000,24200,57604,235362.0,9725700.0
2017-07-04,24200,24700,23750,23850,93845,231958.0,9725700.0
2017-07-05,23800,24100,23650,24000,63972,233417.0,9725700.0
2017-07-06,24000,24200,23750,23850,56637,231958.0,9725700.0
2017-07-07,23600,23950,23350,23450,62015,228068.0,9725700.0
2017-07-10,23450,23700,23250,23400,59885,227581.0,9725700.0
2017-07-11,23200,25500,23200,23650,356943,230013.0,9725700.0
2017-07-12,23800,24150,23400,23400,69795,227581.0,9725700.0
2017-07-13,23600,23650,23250,23250,65013,226123.0,9725700.0
2017-07-14,23150,23300,22650,22650,96055,220287.0,9725700.0
2017-07-17,22650,23150,22500,22850,63182,222232.0,9725700.0
2017-07-18,22850,23200,22800,23050,35454,224177.0,9725700.0
2017-07-19,22950,24250,22950,24150,118552,234876.0,9725700.0
2017-07-20,24150,24300,23700,23950,72284,232931.0,9725700.0
2017-07-21,23950,24450,23850,23900,58278,232444.0,9725700.0
2017-07-24,23650,23850,23350,23650,56728,230013.0,9725700.0
2017-07-25,23450,23850,23400,23400,46675,227581.0,9725700.0
2017-07-26,23500,24250,23500,24250,66364,235848.0,9725700.0
2017-07-27,24250,24800,23600,23950,86898,232931.0,9725700.0
2017-07-28,24100,24350,23600,23750,44741,230985.0,9725700.0
2017-07-31,23300,23750,23100,23350,52949,227095.0,9725700.0
2017-08-01,23150,23500,23100,23350,35577,227095.0,9725700.0
2017-08-02,23350,24250,23300,24150,73470,234876.0,9725700.0
2017-08-03,24200,24200,22950,22950,86546,223205.0,9725700.0
2017-08-04,23000,23650,23000,23150,53165,225150.0,9725700.0
2017-08-07,23250,23300,22900,22950,39727,223205.0,9725700.0
2017-08-08,22950,23050,22800,22950,23532,223205.0,9725700.0
2017-08-09,22850,23150,22700,22900,33491,222719.0,9725700.0
2017-08-10,22600,23050,22450,22550,48790,219315.0,9725700.0
2017-08-11,22300,22450,21450,21550,88700,209589.0,9725700.0
2017-08-14,21350,23500,21350,22300,144972,216883.0,9725700.0
2017-08-16,21900,22300,21500,21950,82715,213479.0,9725700.0
2017-08-17,22350,24200,22300,22900,710493,222719.0,9725700.0
2017-08-18,22550,22600,21900,21950,150186,213479.0,9725700.0
2017-08-21,21650,21950,21350,21500,109518,209103.0,9725700.0
2017-08-22,21400,21550,21200,21350,64674,207644.0,9725700.0
2017-08-23,21400,21750,21250,21250,35946,206671.0,9725700.0
2017-08-24,21150,21600,21150,21350,42390,207644.0,9725700.0
2017-08-25,21250,21450,21150,21150,37464,205699.0,9725700.0
2017-08-28,21150,21400,21050,21100,30372,205212.0,9725700.0
2017-08-29,21100,21200,20600,20850,47621,202781.0,9725700.0
2017-08-30,20750,21050,20750,20800,28307,202295.0,9725700.0
2017-08-31,20950,20950,20600,20600,30536,200349.0,9725700.0
2017-09-01,20750,20800,20500,20600,21908,200349.0,9725700.0
2017-09-04,20000,20400,20000,20050,55820,195000.0,9725700.0
2017-09-05,20050,20250,19900,19900,38502,193541.0,9725700.0
2017-09-06,19850,20000,19500,19600,44432,190624.0,9725700.0
2017-09-07,19450,20100,19450,19800,28488,192569.0,9725700.0
2017-09-08,19750,20000,19400,19850,41825,193055.0,9725700.0
2017-09-11,19850,20000,19600,19700,19389,191596.0,9725700.0
2017-09-12,19450,19800,19450,19700,23601,191596.0,9725700.0
2017-09-13,19700,19800,19300,19400,28428,188679.0,9725700.0
2017-09-14,19300,19450,19100,19300,29120,187706.0,9725700.0
2017-09-15,19150,19300,18850,19050,75822,185275.0,9725700.0
2017-09-18,19050,19050,18600,18600,52330,180898.0,9725700.0
2017-09-19,18500,18700,18450,18700,63136,181871.0,9725700.0
2017-09-20,18800,19100,18500,18550,46442,180412.0,9725700.0
2017-09-21,18350,18350,17600,17600,86569,171172.0,9725700.0
2017-09-22,17500,17600,16900,16900,69793,164364.0,9725700.0
2017-09-25,16750,16950,16050,16300,68564,158529.0,9725700.0
2017-09-26,16000,16550,16000,16450,71710,159988.0,9725700.0
2017-09-27,16450,16800,16300,16500,74463,160474.0,9725700.0
2017-09-28,16650,17000,16500,16650,48815,161933.0,9725700.0
2017-09-29,16650,17450,16600,17200,77841,167282.0,9725700.0
2017-10-10,17050,17100,16600,16900,43393,164364.0,9725700.0
2017-10-11,16900,16950,16600,16950,45841,164851.0,9725700.0
2017-10-12,17200,17600,17000,17600,54196,171172.0,9725700.0
2017-10-13,17400,17550,17000,17300,51841,168255.0,9725700.0
2017-10-16,17350,17350,16800,17000,50719,165337.0,9725700.0
2017-10-17,17150,17150,16850,16900,38243,164364.0,9725700.0
2017-10-18,16800,16950,16650,16750,31632,162905.0,9725700.0
2017-10-19,16650,21750,16650,19400,2715264,188679.0,9725700.0
2017-10-20,19050,19450,17850,17850,522609,173604.0,9725700.0
2017-10-23,17800,17950,17350,17800,190211,173117.0,9725700.0
2017-10-24,17700,18200,17500,17700,182238,172145.0,9725700.0
2017-10-25,17750,18250,17750,18050,129072,175549.0,9725700.0
2017-10-26,18300,18300,17700,17850,163789,173604.0,9725700.0
2017-10-27,17800,18250,17800,17850,59279,173604.0,9725700.0
2017-10-30,18050,18250,17850,18100,86878,176035.0,9725700.0
2017-10-31,18100,18200,17750,17850,96043,173604.0,9725700.0
2017-11-01,17850,18300,17800,18250,83872,177494.0,9725700.0
2017-11-02,18250,18300,17650,17750,81671,263540.0,14847347.0
2017-11-03,17750,18600,17700,18200,136194,270222.0,14847347.0
2017-11-06,18250,18500,18000,18200,77530,270222.0,14847347.0
2017-11-07,18400,18750,18050,18500,77737,274676.0,14847347.0
2017-11-08,18600,18900,18350,18650,76255,276903.0,14847347.0
2017-11-09,18750,19250,18550,18600,105185,276161.0,14847347.0
2017-11-10,18600,18850,18500,18650,34032,276903.0,14847347.0
2017-11-13,18800,19100,18250,18400,50697,273191.0,14847347.0
2017-11-14,18350,18800,18200,18600,57565,276161.0,14847347.0
2017-11-15,18600,18600,17600,17650,108988,262056.0,14847347.0
2017-11-16,17450,17800,17450,17550,40663,260571.0,14847347.0
2017-11-17,17600,17800,17550,17750,27290,263540.0,14847347.0
2017-11-20,17950,18550,17850,18000,93648,267252.0,14847347.0
2017-11-21,17950,18000,17500,17550,73898,260571.0,14847347.0
2017-11-22,17550,17650,17050,17150,63109,254632.0,14847347.0
2017-11-23,17250,17400,16950,17200,43799,255374.0,14847347.0
2017-11-24,17100,17450,16950,17300,27736,256859.0,14847347.0
2017-11-27,17250,17550,17100,17250,24702,256117.0,14847347.0
2017-11-28,17200,17350,16900,17000,51527,252405.0,14847347.0
2017-11-29,16900,17150,16500,16500,132422,244981.0,14847347.0
2017-11-30,16450,16800,16350,16500,89990,244981.0,14847347.0
2017-12-01,16500,16800,16350,16500,39759,244981.0,14847347.0
2017-12-04,16400,16950,16400,16700,47187,247951.0,14847347.0
2017-12-05,16700,17250,16650,17050,70624,253147.0,14847347.0
2017-12-06,17250,17300,16850,17000,40714,252405.0,14847347.0
2017-12-07,16950,16950,16400,16700,42282,247951.0,14847347.0
2017-12-08,16700,16750,16100,16250,48352,241269.0,14847347.0
2017-12-11,16100,16200,15750,15850,62944,235330.0,14847347.0
2017-12-12,15750,16150,15750,15850,23455,235330.0,14847347.0
2017-12-13,15800,16150,15800,16000,26075,237558.0,14847347.0
2017-12-14,16150,16350,15900,16200,41128,240527.0,14847347.0
2017-12-15,16050,16250,15900,15900,36277,236073.0,14847347.0
2017-12-18,15900,16100,15850,15850,25520,235330.0,14847347.0
2017-12-19,15900,15950,15100,15400,97681,228649.0,14847347.0
2017-12-20,15250,15500,15100,15350,38515,227907.0,14847347.0
2017-12-21,15150,15400,14850,14900,62586,221225.0,14847347.0
2017-12-22,14850,15250,14850,15000,29789,222710.0,14847347.0
2017-12-26,14950,15250,14950,15050,26514,223453.0,14847347.0
2017-12-27,15200,15200,14550,14600,63483,216771.0,14847347.0
2017-12-28,14700,15100,14650,15100,41412,224195.0,14847347.0
2018-01-02,15100,15250,14950,15200,19588,225680.0,14847347.0
2018-01-03,15550,15550,15000,15300,41328,227164.0,14847347.0
2018-01-04,15250,15250,15000,15100,26168,224195.0,14847347.0
2018-01-05,15100,15150,14900,15050,39419,223453.0,14847347.0
2018-01-08,15050,15100,14650,15050,40792,223453.0,14847347.0
2018-01-09,14950,15000,14850,14850,28570,220483.0,14847347.0
2018-01-10,15000,15000,14600,14700,56398,218256.0,14847347.0
2018-01-11,14950,17400,14950,15600,918372,231619.0,14847347.0
2018-01-12,15500,15550,14850,14900,177831,221225.0,14847347.0
2018-01-15,14850,15050,14600,14650,138483,217514.0,14847347.0
2018-01-16,14650,14850,14550,14700,118211,218256.0,14847347.0
2018-01-17,14750,14800,14400,14400,125000,213802.0,14847347.0
2018-01-18,14400,14950,14400,14800,126678,219741.0,14847347.0
2018-01-19,14900,15100,14700,15050,102188,223453.0,14847347.0
2018-01-22,15200,15450,14900,15350,125259,227907.0,14847347.0
2018-01-23,15300,15800,14950,15350,122594,227907.0,14847347.0
2018-01-24,15450,15850,15300,15650,95310,232361.0,14847347.0
2018-01-25,15900,15900,15600,15700,86726,233103.0,14847347.0
2018-01-26,15700,16200,15700,16050,93627,238300.0,14847347.0
2018-01-29,16150,16450,16000,16200,102434,240527.0,14847347.0
2018-01-30,16050,16350,15950,16300,64708,242012.0,14847347.0
2018-01-31,16150,16300,15700,15850,63931,235330.0,14847347.0
2018-02-01,15800,16750,15800,16500,116627,244981.0,14847347.0
2018-02-02,16400,16850,16250,16300,80937,242012.0,14847347.0
2018-02-05,16000,16300,15700,15700,61130,233103.0,14847347.0
2018-02-06,15150,15400,14750,15350,131207,227907.0,14847347.0
2018-02-07,15600,15650,14700,14800,98051,219741.0,14847347.0
2018-02-08,14850,15000,14750,14900,30556,221225.0,14847347.0
2018-02-09,14650,15000,14650,14750,46486,218998.0,14847347.0
2018-02-12,14800,15100,14750,14800,29240,219741.0,14847347.0
2018-02-13,14900,14900,14600,14600,38103,216771.0,14847347.0
2018-02-14,14750,14750,14450,14750,37789,218998.0,14847347.0
2018-02-19,14750,15250,14750,15200,58830,225680.0,14847347.0
2018-02-20,15200,15350,15000,15100,24821,224195.0,14847347.0
2018-02-21,15050,15400,15000,15100,27694,224195.0,14847347.0
2018-02-22,15200,15200,14950,15150,22414,224937.0,14847347.0
2018-02-23,15100,15150,14950,15050,24177,223453.0,14847347.0
2018-02-26,15200,15500,14950,14950,43531,221968.0,14847347.0
2018-02-27,14900,15150,14850,15150,21285,224937.0,14847347.0
2018-02-28,15050,15100,14600,14600,37607,216771.0,14847347.0
2018-03-02,14600,14650,14500,14650,41821,217514.0,14847347.0
2018-03-05,14600,14650,14250,14300,48440,212317.0,14847347.0
2018-03-06,14350,14500,14150,14150,32171,210090.0,14847347.0
2018-03-07,14200,14300,14000,14250,35745,211575.0,14847347.0
2018-03-08,14150,14300,14000,14100,37233,209348.0,14847347.0
2018-03-09,14300,14500,14100,14300,30046,212317.0,14847347.0
2018-03-12,14400,14600,14300,14600,32230,216771.0,14847347.0
2018-03-13,14600,14600,14350,14450,19051,214544.0,14847347.0
2018-03-14,14500,14500,14150,14350,21194,213059.0,14847347.0
2018-03-15,14350,14400,14050,14250,41000,211575.0,14847347.0
2018-03-16,14850,16300,14350,14350,844230,213059.0,14847347.0
2018-03-19,14400,14550,14150,14150,84575,210090.0,14847347.0
2018-03-20,14150,14300,14100,14150,39963,210090.0,14847347.0
2018-03-21,14250,14300,14100,14200,35005,210832.0,14847347.0
2018-03-22,14150,14400,14100,14150,57326,210090.0,14847347.0
2018-03-23,14100,14100,13550,13550,115014,201182.0,14847347.0
2018-03-26,13250,13550,13100,13350,63526,198212.0,14847347.0
2018-03-27,13350,13700,13250,13450,39521,199697.0,14847347.0
2018-03-28,13400,13500,13250,13300,34229,197470.0,14847347.0
2018-03-29,13250,13350,13150,13300,35684,197470.0,14847347.0
2018-03-30,13350,14050,13300,13550,90282,201182.0,14847347.0
2018-04-02,13650,14900,13650,14250,138273,211575.0,14847347.0
2018-04-03,14300,14700,14100,14300,83262,212317.0,14847347.0
2018-04-04,14300,14850,14100,14300,55050,212317.0,14847347.0
2018-04-05,14450,15100,14400,14650,76979,217514.0,14847347.0
2018-04-06,14750,14800,14500,14600,21875,216771.0,14847347.0
2018-04-09,14600,14700,14050,14300,48054,212317.0,14847347.0
2018-04-10,14300,14400,14000,14050,41260,208605.0,14847347.0
2018-04-11,14100,14250,13950,14050,31596,208605.0,14847347.0
2018-04-12,14100,14550,14100,14500,37127,215287.0,14847347.0
2018-04-13,14500,14650,14350,14550,38219,216029.0,14847347.0
2018-04-16,14550,14750,14450,14500,41836,215287.0,14847347.0
2018-04-17,14550,15050,14450,15000,99612,222710.0,14847347.0
2018-04-18,15200,15200,14700,14700,55097,218256.0,14847347.0
2018-04-19,14700,15100,14700,15050,59764,223453.0,14847347.0
2018-04-20,15100,15250,14900,15100,60296,224195.0,14847347.0
2018-04-23,15050,15100,14750,14900,47754,221225.0,14847347.0
2018-04-24,14850,15450,14850,15400,73015,228649.0,14847347.0
2018-04-25,15350,15550,14900,14900,69231,221225.0,14847347.0
2018-04-26,14900,15100,14700,15000,34680,222710.0,14847347.0
2018-04-27,15150,16700,15100,15300,971228,227164.0,14847347.0
2018-04-30,15600,16650,15450,16650,492813,247208.0,14847347.0
2018-05-02,17200,18200,16800,17600,748830,261313.0,14847347.0
2018-05-03,18000,20750,17500,19750,2039489,293235.0,14847347.0
2018-05-04,19850,20450,19150,20200,486906,299916.0,14847347.0
2018-05-08,19400,20000,18450,18450,457936,273934.0,14847347.0
2018-05-09,18400,19100,17300,17700,391045,262798.0,14847347.0
2018-05-10,18050,18250,17150,18000,248381,267252.0,14847347.0
2018-05-11,17800,18450,17700,18100,188634,268737.0,14847347.0
2018-05-14,18500,19050,18100,18850,239505,279872.0,14847347.0
2018-05-15,18950,19200,18150,18550,201532,275418.0,14847347.0
2018-05-16,17200,17750,16300,16900,397222,250920.0,14847347.0
2018-05-17,16900,17250,16600,16650,153998,247208.0,14847347.0
2018-05-18,16700,17700,16300,17050,221648,253147.0,14847347.0
2018-05-21,17000,19300,16950,18700,1043262,277645.0,14847347.0
2018-05-23,18800,18900,17650,17700,291698,262798.0,14847347.0
2018-05-24,17800,18100,16900,17100,163634,253890.0,14847347.0
2018-05-25,15700,16450,15700,16100,241613,239042.0,14847347.0
2018-05-28,17000,17750,16800,17400,267431,258344.0,14847347.0
2018-05-29,17450,17500,16500,16600,135433,246466.0,14847347.0
2018-05-30,16600,16700,15950,16250,117198,241269.0,14847347.0
2018-05-31,16300,17350,16150,17100,200612,253890.0,14847347.0
2018-06-01,16900,17050,16400,16450,79015,244239.0,14847347.0
2018-06-04,16700,16850,16000,16250,72079,241269.0,14847347.0
2018-06-05,16250,17150,16050,16900,115563,250920.0,14847347.0
2018-06-07,17300,18500,16900,18050,405866,267995.0,14847347.0
