포스코강판(058430),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-10-10,15600,15800,15250,15300,45271,91800.0,6000000.0
2002-10-11,15550,15900,15400,15600,36520,93600.0,6000000.0
2002-10-14,15850,17150,15850,16650,137799,99900.0,6000000.0
2002-10-15,16950,17700,16550,17150,198610,102900.0,6000000.0
2002-10-16,17600,18900,17300,17550,310672,105300.0,6000000.0
2002-10-17,17900,18150,17300,17600,224416,105600.0,6000000.0
2002-10-18,17950,18800,17500,18800,243508,112800.0,6000000.0
2002-10-21,18900,19350,18300,18300,171410,109800.0,6000000.0
2002-10-22,18500,18700,17200,17400,140712,104400.0,6000000.0
2002-10-23,17300,18100,17200,18100,80192,108600.0,6000000.0
2002-10-24,17850,18900,17800,18300,133268,109800.0,6000000.0
2002-10-25,18300,19300,18000,19200,189371,115200.0,6000000.0
2002-10-28,19800,20200,19350,19450,233881,116700.0,6000000.0
2002-10-29,19100,19800,19100,19300,63088,115800.0,6000000.0
2002-10-30,19100,19500,18500,19500,120748,117000.0,6000000.0
2002-10-31,19700,20050,19400,19500,99441,117000.0,6000000.0
2002-11-01,19300,19500,18700,18700,70761,112200.0,6000000.0
2002-11-04,18750,18900,18450,18550,81820,111300.0,6000000.0
2002-11-05,18400,19150,18350,19150,88887,114900.0,6000000.0
2002-11-06,19250,20000,19050,20000,128980,120000.0,6000000.0
2002-11-07,20000,20000,19550,19800,79855,118800.0,6000000.0
2002-11-08,19500,20000,19350,19950,77785,119700.0,6000000.0
2002-11-11,19950,20600,19700,19750,91820,118500.0,6000000.0
2002-11-12,19300,19900,19300,19900,51597,119400.0,6000000.0
2002-11-13,20050,20150,19450,19450,75258,116700.0,6000000.0
2002-11-14,19500,19800,19400,19650,60933,117900.0,6000000.0
2002-11-15,20000,20900,19900,20900,277128,125400.0,6000000.0
2002-11-18,20700,21150,20600,20800,114644,124800.0,6000000.0
2002-11-19,20700,20850,20350,20750,149632,124500.0,6000000.0
2002-11-20,20600,21200,20500,21150,156968,126900.0,6000000.0
2002-11-21,21400,21450,20600,20600,104724,123600.0,6000000.0
2002-11-22,20600,20900,20500,20500,120888,123000.0,6000000.0
2002-11-25,20200,20650,20200,20450,129798,122700.0,6000000.0
2002-11-26,20500,20600,20150,20250,131614,121500.0,6000000.0
2002-11-27,20250,20350,19700,19950,135466,119700.0,6000000.0
2002-11-28,20100,20950,20000,20850,184258,125100.0,6000000.0
2002-11-29,20750,20900,20400,20800,71957,124800.0,6000000.0
2002-12-02,20900,21200,20500,21000,87430,126000.0,6000000.0
2002-12-03,21200,21500,20750,20850,82440,125100.0,6000000.0
2002-12-04,20500,20800,20000,20000,78826,120000.0,6000000.0
2002-12-05,19800,20350,19800,20100,37241,120600.0,6000000.0
2002-12-06,20000,20300,19750,19900,44820,119400.0,6000000.0
2002-12-09,19900,19950,19400,19400,58178,116400.0,6000000.0
2002-12-10,19050,19450,19000,19100,48320,114600.0,6000000.0
2002-12-11,19300,19600,19300,19400,71050,116400.0,6000000.0
2002-12-12,19400,19750,19400,19750,27300,118500.0,6000000.0
2002-12-13,19750,19800,19500,19800,23200,118800.0,6000000.0
2002-12-16,19800,19800,19150,19600,17010,117600.0,6000000.0
2002-12-17,19800,19800,19400,19600,15830,117600.0,6000000.0
2002-12-18,19600,19650,19400,19650,15400,117900.0,6000000.0
2002-12-20,19650,19650,19350,19600,9510,117600.0,6000000.0
2002-12-23,19350,19700,18850,19400,34870,116400.0,6000000.0
2002-12-24,19050,19400,18800,19100,26840,114600.0,6000000.0
2002-12-26,19100,19400,18800,19000,88382,114000.0,6000000.0
2002-12-27,18050,18600,18000,18500,64170,111000.0,6000000.0
2002-12-30,17900,19250,17000,19250,58590,115500.0,6000000.0
2003-01-02,18600,18700,18150,18700,34300,112200.0,6000000.0
2003-01-03,18700,19100,18600,18700,36441,112200.0,6000000.0
2003-01-06,18700,18700,18100,18300,17550,109800.0,6000000.0
2003-01-07,18650,18650,17800,17800,55010,106800.0,6000000.0
2003-01-08,17600,18250,17600,17800,13640,106800.0,6000000.0
2003-01-09,17250,17700,17200,17700,16700,106200.0,6000000.0
2003-01-10,17750,18600,17500,17700,39310,106200.0,6000000.0
2003-01-13,17350,18600,17350,18600,29869,111600.0,6000000.0
2003-01-14,18500,18600,18150,18500,7390,111000.0,6000000.0
2003-01-15,18500,18800,18300,18500,7822,111000.0,6000000.0
2003-01-16,18250,18350,18150,18250,4340,109500.0,6000000.0
2003-01-17,18200,18400,17950,18400,15832,110400.0,6000000.0
2003-01-20,18000,18100,17750,17800,6019,106800.0,6000000.0
2003-01-21,17750,17800,17400,17700,10430,106200.0,6000000.0
2003-01-22,17800,17800,17250,17800,11120,106800.0,6000000.0
2003-01-23,17250,18300,17250,18300,22850,109800.0,6000000.0
2003-01-24,18300,18700,18000,18350,37467,110100.0,6000000.0
2003-01-27,18000,18000,17500,17800,5360,106800.0,6000000.0
2003-01-28,17350,17800,17350,17800,16612,106800.0,6000000.0
2003-01-29,17550,17550,17050,17150,15360,102900.0,6000000.0
2003-01-30,17450,17450,16900,17150,13580,102900.0,6000000.0
2003-02-03,16850,17400,16850,17400,15880,104400.0,6000000.0
2003-02-04,17400,17800,17250,17800,13640,106800.0,6000000.0
2003-02-05,17500,17850,17500,17850,10210,107100.0,6000000.0
2003-02-06,17900,17900,17150,17200,11550,103200.0,6000000.0
2003-02-07,17150,17200,16200,16700,38980,100200.0,6000000.0
2003-02-10,16650,16650,16200,16200,50545,97200.0,6000000.0
2003-02-11,16200,16600,16000,16250,42690,97500.0,6000000.0
2003-02-12,16100,16450,16100,16400,19390,98400.0,6000000.0
2003-02-13,16300,16400,16100,16300,4570,97800.0,6000000.0
2003-02-14,16150,16450,16150,16400,6730,98400.0,6000000.0
2003-02-17,16600,16950,16550,16650,17030,99900.0,6000000.0
2003-02-18,16700,17000,16500,16550,10202,99300.0,6000000.0
2003-02-19,16950,16950,16400,16450,11000,98700.0,6000000.0
2003-02-20,16250,16600,16250,16600,11250,99600.0,6000000.0
2003-02-21,16500,16500,16200,16300,4760,97800.0,6000000.0
2003-02-24,16150,16600,16150,16450,8800,98700.0,6000000.0
2003-02-25,16200,16350,16150,16150,14110,96900.0,6000000.0
2003-02-26,16000,16400,16000,16400,6800,98400.0,6000000.0
2003-02-27,16300,16550,16100,16500,15490,99000.0,6000000.0
2003-02-28,16500,16600,16400,16500,11540,99000.0,6000000.0
2003-03-03,16500,16500,16000,16100,18841,96600.0,6000000.0
2003-03-04,16000,16100,15900,16100,16220,96600.0,6000000.0
2003-03-05,15800,16200,15700,16200,22460,97200.0,6000000.0
2003-03-06,15850,16200,15850,16000,25270,96000.0,6000000.0
2003-03-07,15700,16000,15700,15900,7470,95400.0,6000000.0
2003-03-10,15800,15800,15100,15350,28140,92100.0,6000000.0
2003-03-11,15050,15450,15000,15450,10000,92700.0,6000000.0
2003-03-12,15200,15400,15000,15150,34280,90900.0,6000000.0
2003-03-13,15200,15200,14900,14950,17565,89700.0,6000000.0
2003-03-14,15400,15500,15150,15150,11610,90900.0,6000000.0
2003-03-17,15150,15200,14650,14900,21680,89400.0,6000000.0
2003-03-18,15050,15250,14950,15100,7820,90600.0,6000000.0
2003-03-19,15150,15300,15100,15150,3561,90900.0,6000000.0
2003-03-20,15200,16000,15200,15800,9880,94800.0,6000000.0
2003-03-21,15800,15850,15500,15600,6750,93600.0,6000000.0
2003-03-24,16000,17800,15800,17500,189500,105000.0,6000000.0
2003-03-25,16800,17700,16800,17500,56515,105000.0,6000000.0
2003-03-26,17700,18300,17300,17900,59720,107400.0,6000000.0
2003-03-27,17550,18000,17500,17900,22400,107400.0,6000000.0
2003-03-28,17800,18800,17800,18700,44656,112200.0,6000000.0
2003-03-31,18500,19300,18000,19300,38800,115800.0,6000000.0
2003-04-01,18400,19100,18400,19100,26250,114600.0,6000000.0
2003-04-02,19100,19200,18600,18700,9920,112200.0,6000000.0
2003-04-03,18900,19200,18400,18500,31320,111000.0,6000000.0
2003-04-04,18150,18450,18150,18250,6460,109500.0,6000000.0
2003-04-07,18250,18750,18100,18700,25000,112200.0,6000000.0
2003-04-08,18550,18800,18400,18500,3771,111000.0,6000000.0
2003-04-09,18250,18400,17900,18400,13980,110400.0,6000000.0
2003-04-10,18100,19000,18000,18850,11482,113100.0,6000000.0
2003-04-11,18900,19200,18500,19200,13323,115200.0,6000000.0
2003-04-14,19200,19500,19000,19400,25749,116400.0,6000000.0
2003-04-15,19600,19600,19050,19150,14951,114900.0,6000000.0
2003-04-16,19400,19400,19100,19200,19719,115200.0,6000000.0
2003-04-17,19350,19350,18900,19000,11210,114000.0,6000000.0
2003-04-18,19200,19300,18950,19300,11610,115800.0,6000000.0
2003-04-21,19300,19300,19000,19100,7832,114600.0,6000000.0
2003-04-22,18850,19000,18850,18950,9025,113700.0,6000000.0
2003-04-23,18750,19200,18600,18950,21850,113700.0,6000000.0
2003-04-24,18750,18800,18400,18400,7449,110400.0,6000000.0
2003-04-25,18100,18400,17900,18400,20760,110400.0,6000000.0
2003-04-28,18000,18200,18000,18050,4860,108300.0,6000000.0
2003-04-29,18200,18600,18100,18600,4700,111600.0,6000000.0
2003-04-30,18650,18950,18400,18950,6010,113700.0,6000000.0
2003-05-02,19100,19150,18300,18700,21060,112200.0,6000000.0
2003-05-06,19000,19000,18500,18550,12420,111300.0,6000000.0
2003-05-07,18500,18900,18500,18900,38080,113400.0,6000000.0
2003-05-09,18850,18850,18400,18850,22264,113100.0,6000000.0
2003-05-12,18900,19350,18850,19000,19090,114000.0,6000000.0
2003-05-13,19050,19200,18850,18850,10720,113100.0,6000000.0
2003-05-14,18900,19350,18800,19000,21930,114000.0,6000000.0
2003-05-15,19350,20000,19250,19750,74790,118500.0,6000000.0
2003-05-16,20150,20350,19800,20250,70884,121500.0,6000000.0
2003-05-19,20200,20700,20000,20450,28016,122700.0,6000000.0
2003-05-20,20050,20500,20050,20500,19598,123000.0,6000000.0
2003-05-21,20500,20500,20200,20450,9810,122700.0,6000000.0
2003-05-22,20500,20500,19850,20200,91746,121200.0,6000000.0
2003-05-23,20200,20900,20200,20900,41488,125400.0,6000000.0
2003-05-26,20950,21200,20700,20850,26664,125100.0,6000000.0
2003-05-27,20800,20800,19950,20150,27516,120900.0,6000000.0
2003-05-28,20200,20750,20200,20700,18380,124200.0,6000000.0
2003-05-29,20300,21000,20300,20500,14482,123000.0,6000000.0
2003-05-30,20400,20650,20150,20600,18326,123600.0,6000000.0
2003-06-02,20600,21600,20600,21450,82540,128700.0,6000000.0
2003-06-03,21550,22600,21500,21900,91900,131400.0,6000000.0
2003-06-04,22300,22500,21800,22500,31500,135000.0,6000000.0
2003-06-05,22500,23650,22450,23200,79260,139200.0,6000000.0
2003-06-09,23000,23700,22550,23700,58630,142200.0,6000000.0
2003-06-10,22850,23400,22850,23000,9400,138000.0,6000000.0
2003-06-11,22750,23300,22750,23300,21070,139800.0,6000000.0
2003-06-12,22900,23300,22500,22700,95507,136200.0,6000000.0
2003-06-13,22600,23000,22500,22700,58450,136200.0,6000000.0
2003-06-16,22500,23500,22500,22750,18170,136500.0,6000000.0
2003-06-17,22900,22900,22000,22650,34230,135900.0,6000000.0
2003-06-18,22650,22650,21950,22300,58830,133800.0,6000000.0
2003-06-19,22350,22350,21800,21900,10389,131400.0,6000000.0
2003-06-20,21550,22000,21100,21900,34673,131400.0,6000000.0
2003-06-23,21900,22350,21900,22300,18688,133800.0,6000000.0
2003-06-24,22300,22400,21850,21850,13970,131100.0,6000000.0
2003-06-25,21850,22300,21500,22200,13710,133200.0,6000000.0
2003-06-26,22550,22650,21700,22100,18170,132600.0,6000000.0
2003-06-27,22200,22200,21800,21800,11959,130800.0,6000000.0
2003-06-30,21600,22200,21200,22200,11270,133200.0,6000000.0
2003-07-01,21900,22650,21900,22450,7990,134700.0,6000000.0
2003-07-02,22500,22500,22100,22400,3570,134400.0,6000000.0
2003-07-03,22550,22550,21950,21950,6426,131700.0,6000000.0
2003-07-04,21800,22000,21600,22000,14320,132000.0,6000000.0
2003-07-07,22300,22300,21850,22100,62810,132600.0,6000000.0
2003-07-08,22150,22200,21650,21800,6960,130800.0,6000000.0
2003-07-09,21700,22000,21650,22000,9820,132000.0,6000000.0
2003-07-10,21900,22300,21650,22100,7650,132600.0,6000000.0
2003-07-11,22100,22100,21750,22050,12750,132300.0,6000000.0
2003-07-14,21750,21850,21650,21700,9980,130200.0,6000000.0
2003-07-15,21700,21950,21300,21300,3970,127800.0,6000000.0
2003-07-16,21300,21300,20500,20700,23540,124200.0,6000000.0
2003-07-18,20350,20700,20050,20200,7100,121200.0,6000000.0
2003-07-21,19850,20350,19850,20000,1710,120000.0,6000000.0
2003-07-22,19600,20500,19600,20500,11470,123000.0,6000000.0
2003-07-23,20500,21100,20450,20650,8139,123900.0,6000000.0
2003-07-24,20650,21000,20650,20850,5042,125100.0,6000000.0
2003-07-25,20500,21250,20500,21050,2660,126300.0,6000000.0
2003-07-28,20750,22200,20750,21650,9980,129900.0,6000000.0
2003-07-29,21550,22200,21550,22050,13730,132300.0,6000000.0
2003-07-30,21550,22000,21100,21400,4970,128400.0,6000000.0
2003-07-31,21400,21750,21150,21700,8120,130200.0,6000000.0
2003-08-01,21400,21750,21300,21750,2630,130500.0,6000000.0
2003-08-04,21500,21900,21350,21350,1440,128100.0,6000000.0
2003-08-05,21200,21500,21150,21250,4410,127500.0,6000000.0
2003-08-06,21200,21600,20700,20800,5400,124800.0,6000000.0
2003-08-07,20700,20850,20700,20850,743,125100.0,6000000.0
2003-08-08,21200,21200,20600,20850,5040,125100.0,6000000.0
2003-08-11,20800,20900,20450,20650,2150,123900.0,6000000.0
2003-08-12,20500,20700,20350,20400,7930,122400.0,6000000.0
2003-08-13,20900,20900,20400,20700,2060,124200.0,6000000.0
2003-08-14,20600,20950,20550,20700,3290,124200.0,6000000.0
2003-08-18,20700,20950,20500,20600,14440,123600.0,6000000.0
2003-08-19,20600,20700,20200,20500,19611,123000.0,6000000.0
2003-08-20,20450,20550,20250,20250,20660,121500.0,6000000.0
2003-08-21,20550,20550,20100,20250,14622,121500.0,6000000.0
2003-08-22,20300,20500,20000,20050,41810,120300.0,6000000.0
2003-08-25,20050,20400,20050,20200,90698,121200.0,6000000.0
2003-08-26,20200,20250,20000,20000,25310,120000.0,6000000.0
2003-08-27,20150,20150,19800,20050,6910,120300.0,6000000.0
2003-08-28,20100,20100,19700,19900,4440,119400.0,6000000.0
2003-08-29,19900,20500,19700,20500,15330,123000.0,6000000.0
2003-09-01,20550,20550,20050,20100,4174,120600.0,6000000.0
2003-09-02,20100,20300,20000,20300,18846,121800.0,6000000.0
2003-09-03,20300,20500,20200,20300,32660,121800.0,6000000.0
2003-09-04,20750,20750,20200,20250,20030,121500.0,6000000.0
2003-09-05,20250,20250,20000,20200,15620,121200.0,6000000.0
2003-09-08,20200,20400,20200,20200,6130,121200.0,6000000.0
2003-09-09,20100,20300,19900,20000,19120,120000.0,6000000.0
2003-09-15,19750,19900,19500,19500,6860,117000.0,6000000.0
2003-09-16,19800,19800,19200,19400,15580,116400.0,6000000.0
2003-09-17,19600,19900,19450,19900,36630,119400.0,6000000.0
2003-09-18,19550,19850,19550,19700,4740,118200.0,6000000.0
2003-09-19,19600,20000,19500,19500,10410,117000.0,6000000.0
2003-09-22,19500,19800,19300,19500,9850,117000.0,6000000.0
2003-09-23,19150,19350,19050,19200,1440,115200.0,6000000.0
2003-09-24,19400,19700,19250,19300,12650,115800.0,6000000.0
2003-09-25,19200,19300,19050,19250,4930,115500.0,6000000.0
2003-09-26,19300,19500,19100,19150,2570,114900.0,6000000.0
2003-09-29,19550,19550,19000,19200,2600,115200.0,6000000.0
2003-09-30,19100,19250,18900,19250,7690,115500.0,6000000.0
2003-10-01,19000,19200,18850,19200,10240,115200.0,6000000.0
2003-10-02,19100,19200,19000,19050,8470,114300.0,6000000.0
2003-10-06,19300,19400,19200,19200,17560,115200.0,6000000.0
2003-10-07,19250,19350,19100,19100,18470,114600.0,6000000.0
2003-10-08,19200,19200,18900,19000,16490,114000.0,6000000.0
2003-10-09,19100,19100,18700,18800,14550,112800.0,6000000.0
2003-10-10,18800,18900,18500,18600,13220,111600.0,6000000.0
2003-10-13,18600,18600,18100,18450,12210,110700.0,6000000.0
2003-10-14,18250,18600,18250,18250,28280,109500.0,6000000.0
2003-10-15,19000,19000,18450,18650,10472,111900.0,6000000.0
2003-10-16,18550,19000,18550,18900,11500,113400.0,6000000.0
2003-10-17,19000,19000,18600,18650,13700,111900.0,6000000.0
2003-10-20,18600,18850,18600,18650,16590,111900.0,6000000.0
2003-10-21,18650,18700,18550,18550,25630,111300.0,6000000.0
2003-10-22,18400,18500,18350,18500,8520,111000.0,6000000.0
2003-10-23,18050,18350,18050,18200,6180,109200.0,6000000.0
2003-10-24,18200,18400,18050,18050,11300,108300.0,6000000.0
2003-10-27,18000,18450,18000,18450,2540,110700.0,6000000.0
2003-10-28,18300,18500,18300,18400,850,110400.0,6000000.0
2003-10-29,18300,18550,18200,18400,3410,110400.0,6000000.0
2003-10-30,18350,18450,18300,18300,2230,109800.0,6000000.0
2003-10-31,18250,18400,18250,18250,4570,109500.0,6000000.0
2003-11-03,18150,18500,18150,18200,7355,109200.0,6000000.0
2003-11-04,18300,18900,18300,18800,10475,112800.0,6000000.0
2003-11-05,19000,19000,18550,18850,14020,113100.0,6000000.0
2003-11-06,19000,19250,18700,19000,20610,114000.0,6000000.0
2003-11-07,19100,19350,18950,19000,24020,114000.0,6000000.0
2003-11-10,19050,19300,19000,19200,7720,115200.0,6000000.0
2003-11-11,19050,19250,19050,19100,5400,114600.0,6000000.0
2003-11-12,19100,19700,19100,19600,8202,117600.0,6000000.0
2003-11-13,20050,20050,19500,19700,9030,118200.0,6000000.0
2003-11-14,19350,19700,19250,19250,6810,115500.0,6000000.0
2003-11-17,19100,19250,18950,18950,15690,113700.0,6000000.0
2003-11-18,18850,19300,18600,18800,8085,112800.0,6000000.0
2003-11-19,18600,18700,18400,18500,10110,111000.0,6000000.0
2003-11-20,18500,18850,18300,18350,16832,110100.0,6000000.0
2003-11-21,18250,18750,18250,18450,3940,110700.0,6000000.0
2003-11-24,18350,18650,18350,18550,7210,111300.0,6000000.0
2003-11-25,18550,18550,18400,18450,740,110700.0,6000000.0
2003-11-26,18450,18600,18400,18500,3207,111000.0,6000000.0
2003-11-27,18500,18900,18500,18900,6397,113400.0,6000000.0
2003-11-28,18900,19000,18700,18850,3470,113100.0,6000000.0
2003-12-01,18850,19000,18850,18900,9783,113400.0,6000000.0
2003-12-02,19000,19200,19000,19050,12990,114300.0,6000000.0
2003-12-03,18900,19100,18800,18800,24200,112800.0,6000000.0
2003-12-04,18800,18800,18600,18800,6290,112800.0,6000000.0
2003-12-05,18950,18950,18500,18550,5940,111300.0,6000000.0
2003-12-08,18350,18800,18350,18400,6244,110400.0,6000000.0
2003-12-09,18650,18650,18250,18400,7100,110400.0,6000000.0
2003-12-10,18550,18550,18300,18450,2290,110700.0,6000000.0
2003-12-11,18450,18750,18400,18750,9030,112500.0,6000000.0
2003-12-12,18800,18800,18600,18650,19050,111900.0,6000000.0
2003-12-15,18950,18950,18600,18600,10600,111600.0,6000000.0
2003-12-16,18600,18750,17950,18400,38690,110400.0,6000000.0
2003-12-17,18450,19200,18450,18800,44680,112800.0,6000000.0
2003-12-18,18700,19100,18600,19100,16400,114600.0,6000000.0
2003-12-19,19150,19200,18850,19100,22290,114600.0,6000000.0
2003-12-22,18900,19100,18850,18900,10910,113400.0,6000000.0
2003-12-23,19000,19250,18800,18950,41380,113700.0,6000000.0
2003-12-24,19200,19200,18850,19000,21350,114000.0,6000000.0
2003-12-26,18900,19150,18900,19150,24868,114900.0,6000000.0
2003-12-29,18500,18800,18250,18650,18682,111900.0,6000000.0
2003-12-30,18700,19000,18500,18700,36730,112200.0,6000000.0
2004-01-02,18550,19050,18550,18750,21910,112500.0,6000000.0
2004-01-05,18800,18950,18700,18800,11480,112800.0,6000000.0
2004-01-06,18800,19000,18550,18700,7800,112200.0,6000000.0
2004-01-07,18600,18600,18400,18500,11290,111000.0,6000000.0
2004-01-08,18500,18500,18350,18400,5530,110400.0,6000000.0
2004-01-09,18300,18600,17850,18000,19270,108000.0,6000000.0
2004-01-12,17850,18150,17850,18000,7946,108000.0,6000000.0
2004-01-13,17900,18500,17750,18500,17050,111000.0,6000000.0
2004-01-14,18150,18450,18000,18350,6050,110100.0,6000000.0
2004-01-15,18050,18200,18000,18200,5960,109200.0,6000000.0
2004-01-16,18000,18200,17950,18000,5170,108000.0,6000000.0
2004-01-19,18050,18400,18000,18000,22801,108000.0,6000000.0
2004-01-20,17950,18100,17700,17750,12910,106500.0,6000000.0
2004-01-26,17600,17750,17400,17600,9870,105600.0,6000000.0
2004-01-27,17500,17900,17200,17350,8126,104100.0,6000000.0
2004-01-28,17150,17250,17000,17000,13200,102000.0,6000000.0
2004-01-29,16800,17250,16800,16950,2110,101700.0,6000000.0
2004-01-30,17200,17200,16800,17000,10290,102000.0,6000000.0
2004-02-02,16800,17000,16700,17000,6510,102000.0,6000000.0
2004-02-03,17000,17100,16800,16950,3440,101700.0,6000000.0
2004-02-04,17000,17000,16750,16750,10190,100500.0,6000000.0
2004-02-05,16500,17000,16500,17000,5580,102000.0,6000000.0
2004-02-06,17050,17200,17000,17000,1680,102000.0,6000000.0
2004-02-09,16900,17350,16900,17150,9556,102900.0,6000000.0
2004-02-10,17200,17250,16800,16850,9970,101100.0,6000000.0
2004-02-11,16950,17000,16650,16650,11760,99900.0,6000000.0
2004-02-12,16700,16800,16450,16700,13990,100200.0,6000000.0
2004-02-13,16600,16650,16400,16500,16920,99000.0,6000000.0
2004-02-16,16500,16700,16100,16200,8241,97200.0,6000000.0
2004-02-17,16300,16500,15900,16050,30640,96300.0,6000000.0
2004-02-18,16000,16150,15900,15900,10091,95400.0,6000000.0
2004-02-19,16000,16500,15700,15900,14923,95400.0,6000000.0
2004-02-20,15900,15900,15700,15750,8010,94500.0,6000000.0
2004-02-23,15800,15800,15500,15750,13340,94500.0,6000000.0
2004-02-24,15650,15850,15600,15650,20803,93900.0,6000000.0
2004-02-25,15700,15700,15400,15550,17690,93300.0,6000000.0
2004-02-26,15650,15700,15500,15550,4180,93300.0,6000000.0
2004-02-27,15600,15950,15550,15800,8986,94800.0,6000000.0
2004-03-02,15700,16050,15700,15950,7070,95700.0,6000000.0
2004-03-03,16000,16100,15800,15950,23280,95700.0,6000000.0
2004-03-04,15950,16100,15900,16050,9160,96300.0,6000000.0
2004-03-05,16000,16050,15800,16050,27110,96300.0,6000000.0
2004-03-08,16150,16350,16050,16350,14360,98100.0,6000000.0
2004-03-09,16300,16400,16100,16250,40570,97500.0,6000000.0
2004-03-10,16200,16450,16200,16450,7780,98700.0,6000000.0
2004-03-11,16300,16450,16300,16400,4970,98400.0,6000000.0
2004-03-12,16400,16500,15500,16300,49570,97800.0,6000000.0
2004-03-15,16300,16350,16000,16300,25920,97800.0,6000000.0
2004-03-16,16000,16150,15900,16000,10510,96000.0,6000000.0
2004-03-17,15900,16150,15900,16000,40780,96000.0,6000000.0
2004-03-18,15950,16050,15900,16050,25082,96300.0,6000000.0
2004-03-19,16050,16050,15900,15900,10280,95400.0,6000000.0
2004-03-22,15950,15950,15750,15850,2730,95100.0,6000000.0
2004-03-23,15700,16000,15700,15900,6530,95400.0,6000000.0
2004-03-24,15850,15950,15800,15850,3130,95100.0,6000000.0
2004-03-25,16000,16000,15800,15950,4180,95700.0,6000000.0
2004-03-26,16000,16200,15950,16000,5550,96000.0,6000000.0
2004-03-29,16100,16400,16100,16300,19950,97800.0,6000000.0
2004-03-30,16400,16700,16400,16500,9283,99000.0,6000000.0
2004-03-31,16600,16950,16600,16900,7610,101400.0,6000000.0
2004-04-01,17050,17050,16800,16850,6340,101100.0,6000000.0
2004-04-02,16950,17050,16750,16850,4160,101100.0,6000000.0
2004-04-06,16800,16900,16300,16350,21922,98100.0,6000000.0
2004-04-07,16300,16600,16300,16600,3870,99600.0,6000000.0
2004-04-08,16400,16700,16350,16500,4490,99000.0,6000000.0
2004-04-09,16450,16700,16400,16600,7177,99600.0,6000000.0
2004-04-12,16600,16750,16550,16600,5490,99600.0,6000000.0
2004-04-13,16600,16600,16350,16350,3870,98100.0,6000000.0
2004-04-14,16300,16500,16300,16300,1880,97800.0,6000000.0
2004-04-16,16450,16450,16200,16300,1600,97800.0,6000000.0
2004-04-19,16300,16500,16050,16500,4397,99000.0,6000000.0
2004-04-20,16600,16800,16200,16700,11670,100200.0,6000000.0
2004-04-21,16400,16700,16400,16400,4660,98400.0,6000000.0
2004-04-22,16400,16500,16100,16200,5890,97200.0,6000000.0
2004-04-23,16200,16300,16150,16250,2390,97500.0,6000000.0
2004-04-26,16200,16300,16200,16200,11126,97200.0,6000000.0
2004-04-27,16200,16450,16150,16400,5950,98400.0,6000000.0
2004-04-28,16250,16350,16000,16100,4320,96600.0,6000000.0
2004-04-29,15900,16250,15450,15600,17857,93600.0,6000000.0
2004-04-30,15500,15800,15500,15800,3830,94800.0,6000000.0
2004-05-03,15500,15950,15500,15850,3720,95100.0,6000000.0
