황금에스티(032560),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-20,263,263,263,263,1000,2009.0,394000.0
1999-04-21,263,263,263,263,1170,2009.0,394000.0
1999-04-22,261,263,261,263,1000,2009.0,394000.0
1999-04-23,258,263,258,263,2000,2009.0,394000.0
1999-04-26,283,283,283,283,4570,2167.0,394000.0
1999-04-27,283,283,283,283,400,2167.0,394000.0
1999-04-28,283,283,283,283,0,2167.0,394000.0
1999-04-29,283,283,283,283,0,,
1999-04-30,283,283,283,283,0,,
1999-05-03,283,283,283,283,0,,
1999-05-04,248,248,248,250,110,1907.0,394000.0
1999-05-06,279,279,279,279,0,2135.0,394000.0
1999-05-07,290,290,290,289,0,2206.0,394000.0
1999-05-10,323,323,323,324,0,2470.0,394000.0
1999-05-11,362,362,285,309,620,2364.0,394000.0
1999-05-12,310,310,310,309,0,2364.0,394000.0
1999-05-13,310,310,310,309,0,,
1999-05-14,345,345,345,346,100,2640.0,394000.0
1999-05-17,341,341,341,340,850,2600.0,394000.0
1999-05-18,360,381,298,382,830,2912.0,394000.0
1999-05-19,424,424,424,426,690,3258.0,394000.0
1999-05-20,477,477,477,477,2000,3648.0,394000.0
1999-05-21,532,532,532,534,3800,4078.0,394000.0
1999-05-24,595,595,595,596,1800,4551.0,394000.0
1999-05-25,665,665,665,666,2620,5083.0,394000.0
1999-05-26,742,742,742,742,2250,5674.0,394000.0
1999-05-27,830,830,830,831,250,6343.0,394000.0
1999-05-28,928,928,928,928,1060,7092.0,394000.0
1999-05-31,1039,1039,1039,1040,11230,7939.0,394000.0
1999-06-01,1164,1164,1164,1163,3380,8885.0,394000.0
1999-06-02,1300,1300,1300,1302,10220,9948.0,394000.0
1999-06-03,1458,1458,1290,1457,35080,11130.0,394000.0
1999-06-04,1456,1456,1283,1285,9050,9811.0,394000.0
1999-06-07,1132,1437,1132,1341,51690,10244.0,394000.0
1999-06-08,1341,1368,1243,1341,10410,10244.0,394000.0
1999-06-09,1341,1341,1182,1341,4510,10244.0,394000.0
1999-06-10,1341,1500,1341,1500,19620,11465.0,394000.0
1999-06-11,1677,1677,1677,1679,24060,12825.0,394000.0
1999-06-14,1881,1881,1881,1880,50940,14361.0,394000.0
1999-06-15,2061,2102,1654,2104,89830,16075.0,394000.0
1999-06-16,1960,2354,1960,2354,73660,17986.0,394000.0
1999-06-17,2526,2635,2072,2636,61200,20133.0,394000.0
1999-06-18,2734,2734,2528,2728,29360,20843.0,394000.0
1999-06-21,2784,2836,2654,2656,12320,20291.0,394000.0
1999-06-22,2577,2577,2340,2342,8920,17888.0,394000.0
1999-06-23,2064,2064,2064,2063,4900,15760.0,394000.0
1999-06-24,1816,2141,1816,2012,67750,15366.0,394000.0
1999-06-25,2250,2250,1858,2166,41220,16548.0,394000.0
1999-06-28,2321,2321,1908,1908,23390,14578.0,394000.0
1999-06-29,1701,1701,1681,1682,34530,12844.0,394000.0
1999-06-30,1832,1884,1713,1883,17910,14381.0,394000.0
1999-07-01,1959,2104,1856,2031,34300,15504.0,394000.0
1999-07-02,2011,2156,1856,1959,19800,14972.0,394000.0
1999-07-05,2012,2012,1806,1903,25510,14539.0,394000.0
1999-07-06,1805,1959,1805,1959,23080,14972.0,394000.0
1999-07-07,1986,1986,1858,1934,13510,14775.0,394000.0
1999-07-08,1857,1939,1857,1908,17000,14578.0,394000.0
1999-07-09,1856,1923,1856,1862,13580,14223.0,394000.0
1999-07-12,1811,1883,1806,1872,10180,14302.0,394000.0
1999-07-13,1806,1857,1734,1857,14970,14184.0,394000.0
1999-07-14,1852,1857,1754,1831,29900,13987.0,394000.0
1999-07-15,1805,1857,1779,1805,20190,13790.0,394000.0
1999-07-16,1666,1857,1666,1846,19240,14105.0,394000.0
1999-07-19,1858,2067,1858,2066,6890,15780.0,394000.0
1999-07-20,2313,2313,2313,2314,2110,17671.0,394000.0
1999-07-21,2589,2589,2322,2589,93850,19779.0,394000.0
1999-07-22,2692,2692,2284,2477,58630,18912.0,394000.0
1999-07-23,2503,2503,2224,2223,11910,16981.0,394000.0
1999-07-26,2116,2116,1959,1958,14440,14952.0,394000.0
1999-07-27,1724,2064,1724,2058,11520,15721.0,394000.0
1999-07-28,2167,2167,1863,2012,4020,15366.0,394000.0
1999-07-29,1834,1948,1818,1950,6310,14893.0,394000.0
1999-07-30,1909,1909,1755,1880,10030,14361.0,394000.0
1999-08-02,1857,1857,1766,1805,6110,13790.0,394000.0
1999-08-03,1669,1769,1669,1769,21460,13514.0,394000.0
1999-08-04,1754,1908,1754,1908,7970,14578.0,394000.0
1999-08-05,1900,1900,1760,1829,8520,13967.0,394000.0
1999-08-06,1832,1832,1729,1826,3190,13948.0,394000.0
1999-08-09,1807,2044,1807,2043,20230,15602.0,394000.0
1999-08-10,2286,2286,2085,2244,15970,17139.0,394000.0
1999-08-11,2244,2290,1976,2037,3920,15563.0,394000.0
1999-08-12,2013,2013,1858,2012,1220,15366.0,394000.0
1999-08-13,1960,1960,1805,1908,8360,14578.0,394000.0
1999-08-16,1935,2116,1910,2115,6120,16154.0,394000.0
1999-08-17,1861,2316,1861,1940,10510,14814.0,394000.0
1999-08-18,1753,1804,1707,1708,6110,13041.0,394000.0
1999-08-19,1511,1911,1511,1911,8800,14598.0,394000.0
1999-08-20,1880,2061,1857,1988,1230,15189.0,394000.0
1999-08-23,2011,2011,1883,1908,2210,14578.0,394000.0
1999-08-24,1806,1894,1806,1883,4500,14381.0,394000.0
1999-08-25,1883,2012,1883,1934,5780,14775.0,394000.0
1999-08-26,1986,1986,1909,1934,2750,14775.0,394000.0
1999-08-27,1909,1977,1909,1934,23810,14775.0,394000.0
1999-08-30,1935,2064,1935,2063,42880,15760.0,394000.0
1999-08-31,2165,2310,2165,2311,34040,17651.0,394000.0
1999-09-01,2307,2307,2064,2115,9250,16154.0,394000.0
1999-09-02,1971,2114,1965,2037,8540,15563.0,394000.0
1999-09-03,2217,2217,2088,2191,5020,16745.0,394000.0
1999-09-06,2190,2371,2123,2373,18980,18124.0,394000.0
1999-09-07,2268,2295,2088,2296,10330,17533.0,394000.0
1999-09-08,2373,2373,2166,2217,6660,16942.0,394000.0
1999-09-09,2138,2268,2138,2270,4980,17336.0,394000.0
1999-09-10,2213,2217,2171,2217,7340,16942.0,394000.0
1999-09-13,2167,2245,2095,2244,1650,17139.0,394000.0
1999-09-14,2191,2217,2166,2191,2710,16745.0,394000.0
1999-09-15,2165,2289,2118,2290,10380,17494.0,394000.0
1999-09-16,2171,2244,2166,2217,3420,16942.0,394000.0
1999-09-17,2167,2167,2115,2166,3500,16548.0,394000.0
1999-09-20,1909,2425,1909,2166,14820,16548.0,394000.0
1999-09-21,2266,2266,2141,2166,6670,16548.0,394000.0
1999-09-22,2141,2141,2064,2063,1440,15760.0,394000.0
1999-09-27,2064,2064,2059,2058,420,15721.0,394000.0
1999-09-28,2012,2064,2012,2063,840,15760.0,394000.0
1999-09-29,1866,2010,1814,1816,3270,13869.0,394000.0
1999-09-30,1600,2012,1600,1934,1790,14775.0,394000.0
1999-10-01,1858,2013,1703,2012,11060,15366.0,394000.0
1999-10-04,1909,1909,1806,1903,4480,14539.0,394000.0
1999-10-05,1896,1896,1726,1887,6690,14420.0,394000.0
1999-10-06,2007,2007,1701,1702,4490,13002.0,394000.0
1999-10-07,1701,1701,1701,1702,0,13002.0,394000.0
1999-10-08,1701,1701,1701,1702,0,,
1999-10-11,1904,1904,1904,1903,6596,14539.0,3940000.0
1999-10-12,2130,2130,2130,2131,1058,16272.0,3940000.0
1999-10-13,2384,2384,2219,2383,44025,18203.0,3940000.0
1999-10-14,2527,2630,2217,2399,17381,18321.0,3940000.0
1999-10-15,2373,2631,2373,2517,12079,19227.0,3940000.0
1999-10-18,2628,2628,2242,2321,11102,17730.0,3940000.0
1999-10-19,2093,2367,2093,2317,3987,17691.0,3940000.0
1999-10-20,2322,2425,2275,2362,5139,18045.0,3940000.0
1999-10-21,2272,2468,2242,2321,5587,17730.0,3940000.0
1999-10-22,2319,2391,2164,2321,3161,17730.0,3940000.0
1999-10-25,2320,2511,2320,2471,17301,18873.0,3940000.0
1999-10-26,2469,2578,2387,2579,21125,19700.0,3940000.0
1999-10-27,2636,2888,2476,2728,49957,20843.0,3940000.0
1999-10-28,2733,2836,2579,2836,14954,21670.0,3940000.0
1999-10-29,2836,2939,2579,2836,13051,21670.0,3940000.0
1999-11-01,2579,3177,2579,3177,37513,24270.0,3940000.0
1999-11-02,3456,3553,3353,3553,34845,27147.0,3940000.0
1999-11-03,3978,3978,3663,3977,73457,30377.0,3940000.0
1999-11-04,3967,4436,3508,3982,96197,30417.0,3940000.0
1999-11-05,3972,3972,3560,3920,45914,29944.0,3940000.0
1999-11-08,4127,4230,3776,3945,70831,30141.0,3940000.0
1999-11-09,3663,3869,3478,3477,41218,26556.0,3940000.0
1999-11-10,3456,3713,3068,3610,39583,27580.0,3940000.0
1999-11-11,3615,4043,3609,4044,96274,30890.0,3940000.0
1999-11-12,4127,4333,3560,3868,69775,29550.0,3940000.0
1999-11-15,3867,3961,3403,3962,31619,30259.0,3940000.0
1999-11-16,3962,4024,3617,3868,27213,29550.0,3940000.0
1999-11-17,3971,3971,3403,3616,35460,27619.0,3940000.0
1999-11-18,3795,3795,3197,3353,18198,25610.0,3940000.0
1999-11-19,3609,3609,3351,3533,13969,26989.0,3940000.0
1999-11-22,3145,3635,3145,3559,10822,27186.0,3940000.0
1999-11-23,3714,3982,3714,3982,62749,30417.0,3940000.0
1999-11-24,3983,3983,3611,3811,38113,29117.0,3940000.0
1999-11-25,3841,3965,3634,3864,36153,29511.0,3940000.0
1999-11-26,3766,3854,3405,3497,17977,26713.0,3940000.0
1999-11-29,3544,3544,3260,3414,11120,26083.0,3940000.0
1999-11-30,3765,3822,3662,3822,35923,29195.0,3940000.0
1999-12-01,4255,4275,3867,4276,97053,32663.0,3940000.0
1999-12-02,4204,4204,3765,3770,31315,28801.0,3940000.0
1999-12-03,3771,3869,3483,3817,20814,29156.0,3940000.0
1999-12-06,3663,3895,3622,3739,37364,28565.0,3940000.0
1999-12-07,3713,3713,3455,3544,50276,27068.0,3940000.0
1999-12-08,3351,3764,3325,3559,32771,27186.0,3940000.0
1999-12-09,3505,3763,3454,3698,21634,28250.0,3940000.0
1999-12-10,3352,4141,3352,4101,67945,31323.0,3940000.0
1999-12-13,3867,4383,3867,4204,44495,32111.0,3940000.0
1999-12-14,4229,4332,3970,4204,37351,32111.0,3940000.0
1999-12-15,4205,4205,3714,3971,20924,30338.0,3940000.0
1999-12-16,3867,4197,3867,4127,29917,31520.0,3940000.0
1999-12-17,3972,4117,3926,4116,16247,31441.0,3940000.0
1999-12-20,4202,4604,4176,4606,102559,35184.0,3940000.0
1999-12-21,5158,5158,4899,5159,173919,45900.0,4590000.0
1999-12-22,5158,5776,4539,5467,439270,48654.0,4590000.0
1999-12-23,5262,5416,4823,4900,238249,43605.0,4590000.0
1999-12-24,4642,4797,4488,4642,101539,41310.0,4590000.0
1999-12-27,4228,4641,4099,4256,70639,37868.0,4590000.0
1999-12-28,4382,4537,3763,4075,136846,36261.0,4590000.0
2000-01-04,4282,4282,3637,3868,46110,34425.0,4590000.0
2000-01-05,3862,4332,3687,4333,78304,38556.0,4590000.0
2000-01-06,4822,4848,4384,4590,198967,40851.0,4590000.0
2000-01-07,4128,4586,4076,4116,105578,36628.0,4590000.0
2000-01-10,3635,4229,3627,3812,100797,23593.0,4590000.0
2000-01-11,3857,4265,3716,4264,98830,26392.0,4590000.0
2000-01-12,4263,4671,3781,4228,115073,26163.0,4590000.0
2000-01-13,4338,4338,3892,4154,69722,25704.0,4590000.0
2000-01-14,4077,4299,3684,3968,57068,24556.0,4590000.0
2000-01-17,3969,3969,3509,3634,83808,22491.0,4590000.0
2000-01-18,3337,3568,3204,3211,129239,19875.0,4590000.0
2000-01-19,3263,3374,2878,2966,91813,18360.0,4590000.0
2000-01-20,2809,2890,2609,2611,64636,16157.0,4590000.0
2000-01-21,2677,2707,2410,2677,58070,16570.0,4590000.0
2000-01-24,2619,2812,2560,2670,51331,16524.0,4590000.0
2000-01-25,2616,2779,2372,2692,80700,16662.0,4590000.0
2000-01-26,2744,3011,2728,3012,96908,18635.0,4590000.0
2000-01-27,3227,3368,3227,3367,98318,20839.0,4590000.0
2000-01-28,3316,3524,2967,3078,125110,19048.0,4590000.0
2000-01-31,3187,3298,3002,3041,52693,18819.0,4590000.0
2000-02-01,2966,3130,2818,3018,207154,26862.0,6600000.0
2000-02-02,3187,3372,3113,3374,191204,30030.0,6600000.0
2000-02-03,3537,3774,3469,3775,250982,33594.0,6600000.0
2000-02-07,4079,4228,3997,4212,197458,37488.0,6600000.0
2000-02-08,4079,4079,3709,3708,194521,33000.0,6600000.0
2000-02-09,3709,3932,3523,3708,178758,33000.0,6600000.0
2000-02-10,3382,3634,3300,3307,117935,29436.0,6600000.0
2000-02-11,3410,3670,3410,3486,105968,31020.0,6600000.0
2000-02-14,3122,3634,3122,3574,131728,31812.0,6600000.0
2000-02-15,3573,3633,3158,3227,105773,28710.0,6600000.0
2000-02-16,3225,3336,3062,3227,104886,28710.0,6600000.0
2000-02-17,3610,3610,3610,3612,35955,32142.0,6600000.0
2000-02-18,4040,4040,4040,4042,32330,35970.0,6600000.0
2000-02-21,4522,4522,4299,4524,617299,40260.0,6600000.0
2000-02-22,5065,5065,4050,4449,526951,39600.0,6600000.0
2000-02-23,4486,4672,3916,3930,223132,34980.0,6600000.0
2000-02-24,4004,4397,4004,4397,89731,39138.0,6600000.0
2000-02-25,4924,4924,4753,4925,440958,43824.0,6600000.0
2000-02-28,5482,5511,5192,5510,302052,49038.0,6600000.0
2000-02-29,6065,6169,5011,6171,943396,54912.0,6600000.0
2000-03-02,6889,6904,6607,6905,130502,61446.0,6600000.0
2000-03-03,7046,7417,6229,6600,593816,58740.0,6600000.0
2000-03-06,6673,6969,5820,5933,505453,52800.0,6600000.0
2000-03-07,5665,5709,5219,5377,259131,47850.0,6600000.0
2000-03-08,4819,5636,4731,5318,382829,47322.0,6600000.0
2000-03-09,5561,5954,5412,5956,332800,52998.0,6600000.0
2000-03-10,6532,6591,5931,5933,341494,52800.0,6600000.0
2000-03-13,5710,6378,5599,5749,357618,51150.0,6600000.0
2000-03-14,5709,6436,5575,6438,495708,57288.0,6600000.0
2000-03-15,6725,7207,5664,7209,1323989,64152.0,6600000.0
2000-03-16,7356,7971,6347,6490,977481,57750.0,6600000.0
2000-03-17,6311,6415,5710,5711,275085,50820.0,6600000.0
2000-03-20,5525,5672,5028,5029,297846,44748.0,6600000.0
2000-03-21,4455,4745,4425,4435,312871,39468.0,6600000.0
2000-03-22,4562,4963,4562,4962,286359,44154.0,6600000.0
2000-03-23,5109,5428,4597,5103,392158,45408.0,6600000.0
2000-03-24,5101,5330,4818,4969,179714,44220.0,6600000.0
2000-03-27,4678,5561,4678,5563,449430,49500.0,6600000.0
2000-03-28,5934,6231,5823,6230,373026,55440.0,6600000.0
2000-03-29,6157,6898,5497,5496,544690,48906.0,6600000.0
2000-03-30,5856,6146,5226,6148,330190,54714.0,6600000.0
2000-03-31,6146,6880,6020,6882,561038,61248.0,6600000.0
2000-04-03,7637,7675,7126,7676,1329531,68310.0,6600000.0
2000-04-04,7277,8048,6787,6786,923772,60390.0,6600000.0
2000-04-06,6310,7045,6088,6305,631146,56100.0,6600000.0
2000-04-07,6415,7008,6415,6600,611151,58740.0,6600000.0
2000-04-10,6822,7081,6540,6801,727360,60522.0,6600000.0
2000-04-11,6532,6532,5983,5985,257207,53262.0,6600000.0
2000-04-12,5563,6187,5563,5963,303222,53064.0,6600000.0
2000-04-14,5561,6674,5561,6675,607414,59400.0,6600000.0
2000-04-17,5949,7047,5875,6000,953136,53394.0,6600000.0
2000-04-18,6710,6710,6080,6490,523543,57750.0,6600000.0
2000-04-19,6861,7269,6676,7268,610126,64680.0,6600000.0
2000-04-20,7492,8122,7380,8121,267594,72270.0,6600000.0
2000-04-21,9083,9083,9083,9085,30779,80850.0,6600000.0
2000-04-24,10161,10161,10161,10160,19671,90420.0,6600000.0
2000-04-25,11347,11347,11347,11348,13778,100980.0,6600000.0
2000-04-26,12683,12683,11941,12682,421315,112860.0,6600000.0
2000-04-27,13422,14200,11160,11162,2304103,99330.0,6600000.0
2000-04-28,10013,12237,9827,10383,2891468,92400.0,6600000.0
2000-05-02,10752,11605,10381,11607,1420596,103290.0,6600000.0
2000-05-03,11755,12572,10754,10939,1685565,97350.0,6600000.0
2000-05-04,10976,11792,10530,10866,1354905,96690.0,6600000.0
2000-05-08,11122,11345,10158,10494,1035581,93390.0,6600000.0
2000-05-09,10084,10344,9380,9938,774601,88440.0,6600000.0
2000-05-10,10383,11124,10235,11124,281320,99000.0,6600000.0
2000-05-12,12457,12457,11864,12459,1122595,110880.0,6600000.0
2000-05-15,12605,13644,10974,10976,1556447,97680.0,6600000.0
2000-05-16,10382,10753,9677,9865,680632,87780.0,6600000.0
2000-05-17,9938,10680,9271,10086,688964,89760.0,6600000.0
2000-05-18,9639,10234,8897,8899,526373,79200.0,6600000.0
2000-05-19,8157,8715,7861,7862,498235,69960.0,6600000.0
2000-05-22,7861,8788,7416,7862,1318934,69960.0,6600000.0
2000-05-23,8007,8304,7006,7528,906578,66990.0,6600000.0
2000-05-24,7120,7268,6638,6652,434627,59202.0,6600000.0
2000-05-25,6969,7414,6873,7416,574780,66000.0,6600000.0
2000-05-26,7417,8009,6526,6600,686021,58740.0,6600000.0
2000-05-29,6675,7008,6452,6793,444826,60456.0,6600000.0
2000-05-30,7053,7343,6861,7238,359533,64416.0,6600000.0
2000-05-31,7638,7972,7564,7862,392528,69960.0,6600000.0
2000-06-01,7492,7677,7129,7194,357946,64020.0,6600000.0
2000-06-02,7418,7788,6750,7194,455341,64020.0,6600000.0
2000-06-05,7712,8045,7637,8047,123123,71610.0,6600000.0
2000-06-07,9009,9009,8675,9011,661790,80190.0,6600000.0
2000-06-08,9120,9342,7933,8084,655510,71940.0,6600000.0
2000-06-09,7825,7825,7121,7750,322225,68970.0,6600000.0
2000-06-12,7825,8678,7825,8677,771494,77220.0,6600000.0
2000-06-13,8308,8456,7640,7639,448312,67980.0,6600000.0
2000-06-14,7045,8157,7045,7788,282863,69300.0,6600000.0
2000-06-15,7273,7711,6858,6860,196550,61050.0,6600000.0
2000-06-16,6342,7121,6268,6824,316967,60720.0,6600000.0
2000-06-19,6897,7491,6823,6897,314305,61380.0,6600000.0
2000-06-20,7230,7341,6821,7046,155465,62700.0,6600000.0
2000-06-21,7193,7749,7008,7120,332814,63360.0,6600000.0
2000-06-22,7128,7298,6816,6949,172594,61842.0,6600000.0
2000-06-23,6787,6972,6601,6838,101480,60852.0,6600000.0
2000-06-26,6697,7045,6697,6956,125330,61908.0,6600000.0
2000-06-27,6977,7674,6710,7201,256779,64086.0,6600000.0
2000-06-28,7052,7194,6897,7008,111259,62370.0,6600000.0
2000-06-29,6649,7120,6649,6860,119257,60654.0,6600000.0
2000-06-30,6849,7051,6789,6829,93700,60390.0,6600000.0
2000-07-03,6866,7165,6755,6904,155468,61050.0,6600000.0
2000-07-04,6902,6946,6640,6650,94695,58806.0,6600000.0
2000-07-05,6491,6641,5857,6038,168693,53394.0,6600000.0
2000-07-06,5963,5971,5366,5537,154506,48972.0,6600000.0
2000-07-07,5598,5889,5224,5575,145393,49302.0,6600000.0
2000-07-10,5523,6083,5463,5806,186113,51348.0,6600000.0
2000-07-11,5815,5823,5375,5389,117971,47652.0,6600000.0
2000-07-12,5449,5598,5233,5545,116246,49038.0,6600000.0
2000-07-13,5486,5486,5307,5411,62818,47850.0,6600000.0
2000-07-14,5376,5517,5003,5225,136897,46200.0,6600000.0
2000-07-18,5223,5851,5223,5852,164948,51744.0,6600000.0
2000-07-19,6554,6554,6196,6553,870252,57948.0,6600000.0
2000-07-20,6337,6756,5770,5777,515786,51084.0,6600000.0
2000-07-21,5895,6463,5857,6464,416335,57156.0,6600000.0
2000-07-24,6480,7234,6480,7210,627371,63756.0,6600000.0
2000-07-25,7082,7082,6350,6561,410471,58014.0,6600000.0
2000-07-26,6605,7291,6575,6739,385202,59598.0,6600000.0
2000-07-27,6342,7313,6342,6725,381585,59466.0,6600000.0
2000-07-28,6941,7045,6358,6569,229983,58080.0,6600000.0
2000-07-31,6203,6569,5867,6180,200122,54648.0,6600000.0
2000-08-01,6194,6559,6156,6322,178687,55902.0,6600000.0
2000-08-02,6350,6529,6081,6382,145732,56430.0,6600000.0
2000-08-03,6717,6866,6493,6635,244847,58674.0,6600000.0
2000-08-04,6651,6762,6367,6471,117269,57222.0,6600000.0
2000-08-07,6427,7248,6427,7247,478453,64086.0,6600000.0
2000-08-08,7464,8098,7464,8098,823160,71610.0,6600000.0
2000-08-09,8209,8881,7313,8136,791485,71940.0,6600000.0
2000-08-10,8323,9107,7913,9106,311356,80520.0,6600000.0
2000-08-11,10187,10187,8583,8696,1085409,76890.0,6600000.0
2000-08-14,8994,9330,8397,8919,458419,78870.0,6600000.0
2000-08-16,9179,9963,9179,9964,551010,88110.0,6600000.0
2000-08-17,10298,10896,9552,9964,847729,88110.0,6600000.0
2000-08-18,9927,10338,9367,9740,346355,86130.0,6600000.0
2000-08-21,9553,9852,8583,8658,423200,76560.0,6600000.0
2000-08-22,8768,9104,8582,8882,288445,78540.0,6600000.0
2000-08-23,8884,9182,7987,8360,207046,73920.0,6600000.0
2000-08-24,8432,9328,8245,9330,489284,82500.0,6600000.0
2000-08-25,9554,10264,9069,9628,749079,85140.0,6600000.0
2000-08-28,9779,10040,9480,9666,481461,85470.0,6600000.0
2000-08-29,9628,9628,8733,8919,250056,78870.0,6600000.0
2000-08-30,8957,9517,8771,9180,307792,81180.0,6600000.0
2000-08-31,8992,9329,8694,9218,179373,81510.0,6600000.0
2000-09-01,9218,10300,9069,10300,1076639,91080.0,6600000.0
2000-09-04,10447,10708,9551,9777,792885,86460.0,6600000.0
2000-09-05,10115,10936,9928,10935,772887,96690.0,6600000.0
2000-09-06,11272,11794,10674,10822,1186864,95700.0,6600000.0
2000-09-07,10672,12016,10076,10077,1389368,89100.0,6600000.0
2000-09-08,10226,10674,9629,10001,497269,88440.0,6600000.0
2000-09-14,10373,10672,9926,10450,409558,92400.0,6600000.0
2000-09-15,10075,10933,10075,10412,327742,92070.0,6600000.0
2000-09-18,10599,10674,9181,9180,432622,81180.0,6600000.0
2000-09-19,9182,9480,8248,8360,401110,73920.0,6600000.0
2000-09-20,8584,9330,8434,8919,310751,78870.0,6600000.0
2000-09-21,8360,8883,7875,7874,306472,69630.0,6600000.0
2000-09-22,7134,7463,6941,6942,90042,61380.0,6600000.0
2000-09-25,6112,7239,6112,6569,741547,58080.0,6600000.0
2000-09-26,6457,7256,6420,7001,390053,61908.0,6600000.0
2000-09-27,7052,7836,7015,7837,508976,69300.0,6600000.0
2000-09-28,8137,8659,7688,7874,436596,69630.0,6600000.0
2000-09-29,8025,8361,7435,7539,417622,66660.0,6600000.0
2000-10-02,7465,7465,6943,7374,327039,65208.0,6600000.0
2000-10-04,7016,8023,7016,7612,347047,67320.0,6600000.0
2000-10-05,7613,8098,7613,7725,359424,68310.0,6600000.0
2000-10-06,7761,8059,7611,7763,237776,68640.0,6600000.0
2000-10-09,7950,8547,7800,8285,514258,73260.0,6600000.0
2000-10-10,8134,8656,7910,8136,334204,71940.0,6600000.0
2000-10-11,8062,9107,8025,9106,1167383,80520.0,6600000.0
2000-10-12,9178,9776,8880,9069,1100587,80190.0,6600000.0
2000-10-13,8768,8881,7984,8136,483239,71940.0,6600000.0
2000-10-16,8659,8995,8622,8733,290814,77220.0,6600000.0
2000-10-17,8357,8843,7686,7688,299989,67980.0,6600000.0
2000-10-18,7152,8099,6867,7539,272877,66660.0,6600000.0
2000-10-19,7688,8435,7614,7912,752352,69960.0,6600000.0
2000-10-20,8211,8285,7651,7799,307889,68970.0,6600000.0
2000-10-23,7426,7762,7329,7390,190021,65340.0,6600000.0
2000-10-24,7314,7762,7254,7412,266589,65538.0,6600000.0
