신세계I&C(035510),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2001-02-27,20400,20400,18900,19000,54620,32680.0,1720000.0
2001-02-28,18400,19000,17600,18800,49371,32336.0,1720000.0
2001-03-02,18700,18700,16700,17400,42975,29928.0,1720000.0
2001-03-05,16700,18000,16500,18000,60566,30960.0,1720000.0
2001-03-06,18000,18450,17500,17900,39120,30788.0,1720000.0
2001-03-07,17900,18300,17700,18200,31860,31304.0,1720000.0
2001-03-08,18500,19900,18200,19900,81839,34228.0,1720000.0
2001-03-09,19550,19550,18500,18900,62703,32508.0,1720000.0
2001-03-12,18550,18800,17300,17400,35436,29928.0,1720000.0
2001-03-13,16800,16850,15600,16650,50162,28638.0,1720000.0
2001-03-14,17100,17800,17100,17600,54486,30272.0,1720000.0
2001-03-15,16400,17100,16300,16950,38007,29154.0,1720000.0
2001-03-16,16900,17400,16600,16950,24424,29154.0,1720000.0
2001-03-19,16600,17250,16550,16900,25371,29068.0,1720000.0
2001-03-20,17350,18000,17200,17300,88716,29756.0,1720000.0
2001-03-21,16700,18200,16700,18000,149010,30960.0,1720000.0
2001-03-22,18600,18600,17350,17650,51583,30358.0,1720000.0
2001-03-23,17800,18200,17750,17750,40868,30530.0,1720000.0
2001-03-26,17800,18800,17700,18400,77115,31648.0,1720000.0
2001-03-27,18550,19300,18050,19000,87150,32680.0,1720000.0
2001-03-28,19000,19500,17950,18000,73437,30960.0,1720000.0
2001-03-29,18400,18400,17250,17400,38706,29928.0,1720000.0
2001-03-30,17400,17750,16600,17100,24733,29412.0,1720000.0
2001-04-02,16800,17500,16800,17100,18229,29412.0,1720000.0
2001-04-03,16800,17000,16300,16600,15360,28552.0,1720000.0
2001-04-04,16150,17400,15800,16000,100559,27520.0,1720000.0
2001-04-06,16500,16800,16150,16200,26716,27864.0,1720000.0
2001-04-09,15900,16450,15500,15500,16999,26660.0,1720000.0
2001-04-10,15100,15750,14800,14950,25332,25714.0,1720000.0
2001-04-11,15400,15400,14900,15100,28890,25972.0,1720000.0
2001-04-12,15400,16000,15300,15600,22653,26832.0,1720000.0
2001-04-13,15700,15900,15400,15600,16817,26832.0,1720000.0
2001-04-16,15800,15800,15300,15300,9690,26316.0,1720000.0
2001-04-17,15500,16150,15500,16050,41512,27606.0,1720000.0
2001-04-18,16000,17400,15900,16800,75411,28896.0,1720000.0
2001-04-19,17600,18000,16800,16900,76602,29068.0,1720000.0
2001-04-20,17000,17200,16350,16650,28847,28638.0,1720000.0
2001-04-23,16700,17250,16600,17000,53706,29240.0,1720000.0
2001-04-24,16500,16850,16100,16300,26790,28036.0,1720000.0
2001-04-25,16150,17000,16150,17000,25085,29240.0,1720000.0
2001-04-26,17300,17350,16600,16650,14367,28638.0,1720000.0
2001-04-27,16300,16700,15900,16100,21396,27692.0,1720000.0
2001-04-30,16500,16800,16250,16700,42325,28724.0,1720000.0
2001-05-02,17100,18700,16800,18000,220407,30960.0,1720000.0
2001-05-03,17900,18000,17100,17500,50911,30100.0,1720000.0
2001-05-04,17200,17600,17100,17400,37966,29928.0,1720000.0
2001-05-07,17850,19100,17500,18700,141943,32164.0,1720000.0
2001-05-08,19000,19400,18300,18500,93110,31820.0,1720000.0
2001-05-09,18500,18700,17600,17700,54189,30444.0,1720000.0
2001-05-10,17500,17900,17400,17450,28909,30014.0,1720000.0
2001-05-11,17500,17700,17250,17500,30642,30100.0,1720000.0
2001-05-14,17650,17900,17350,17900,46315,30788.0,1720000.0
2001-05-15,18400,18550,17500,17500,47073,30100.0,1720000.0
2001-05-16,17500,17700,16900,16900,40116,29068.0,1720000.0
2001-05-17,17100,17500,16950,17100,40442,29412.0,1720000.0
2001-05-18,16000,17100,16000,16700,32995,28724.0,1720000.0
2001-05-21,16800,17200,16550,16700,30882,28724.0,1720000.0
2001-05-22,17000,17100,16700,16800,28951,28896.0,1720000.0
2001-05-23,16900,18250,16900,17800,138906,30616.0,1720000.0
2001-05-24,17800,18250,17300,17850,54808,30702.0,1720000.0
2001-05-25,18050,19950,17800,19950,260302,34314.0,1720000.0
2001-05-28,20900,21100,19200,19550,164844,33626.0,1720000.0
2001-05-29,19700,21850,19300,21500,530709,36980.0,1720000.0
2001-05-30,21500,23000,21000,21100,208047,36292.0,1720000.0
2001-05-31,20300,20500,18600,19000,122537,32680.0,1720000.0
2001-06-01,19500,19600,18150,18600,77455,31992.0,1720000.0
2001-06-04,18300,19000,18250,18400,61230,31648.0,1720000.0
2001-06-05,18600,18800,17600,17700,54260,30444.0,1720000.0
2001-06-07,17900,19200,17900,18150,86403,31218.0,1720000.0
2001-06-08,18500,19150,18500,18950,84375,32594.0,1720000.0
2001-06-11,18600,18750,18050,18300,34110,31476.0,1720000.0
2001-06-12,18200,18650,18000,18350,49300,31562.0,1720000.0
2001-06-13,18550,19800,18300,19600,60824,33712.0,1720000.0
2001-06-14,19500,19850,18900,19200,78112,33024.0,1720000.0
2001-06-15,19000,20250,18850,20000,140881,34400.0,1720000.0
2001-06-18,22000,22400,21200,22400,537689,38528.0,1720000.0
2001-06-19,22000,22500,20800,21200,198486,36464.0,1720000.0
2001-06-20,21500,23400,21050,21200,469501,36464.0,1720000.0
2001-06-21,21200,21450,19950,20100,124576,34572.0,1720000.0
2001-06-22,20200,21300,20200,20550,115469,35346.0,1720000.0
2001-06-25,20650,21100,19900,20400,77657,35088.0,1720000.0
2001-06-26,20000,20400,18400,18600,95199,31992.0,1720000.0
2001-06-27,18200,19000,18050,18900,50124,32508.0,1720000.0
2001-06-28,18900,19050,18400,18650,39637,32078.0,1720000.0
2001-06-29,18900,19300,18750,19100,35219,32852.0,1720000.0
2001-07-02,19100,20400,18700,20300,115573,34916.0,1720000.0
2001-07-03,20600,20800,20100,20700,74821,35604.0,1720000.0
2001-07-04,20650,20850,19800,20850,53018,35862.0,1720000.0
2001-07-05,20750,20750,20100,20150,42599,34658.0,1720000.0
2001-07-06,19700,19700,18850,19000,46971,32680.0,1720000.0
2001-07-09,17500,18250,16900,17150,53981,29498.0,1720000.0
2001-07-10,17600,17650,17050,17150,37217,29498.0,1720000.0
2001-07-11,16500,17000,16000,16500,40094,28380.0,1720000.0
2001-07-12,17000,17800,16750,17750,52658,30530.0,1720000.0
2001-07-13,18500,18500,16500,16700,52242,28724.0,1720000.0
2001-07-16,16800,17250,16500,16800,13894,28896.0,1720000.0
2001-07-18,16500,16900,15800,15800,28288,27176.0,1720000.0
2001-07-19,15300,16100,15300,15800,27775,27176.0,1720000.0
2001-07-20,15400,16000,15300,15400,20770,26488.0,1720000.0
2001-07-23,15600,15600,13600,14000,38766,24080.0,1720000.0
2001-07-24,13800,14600,13100,14500,59803,24940.0,1720000.0
2001-07-25,13800,14700,13800,14600,30409,25112.0,1720000.0
2001-07-26,15000,15300,14500,14700,64106,25284.0,1720000.0
2001-07-27,15300,15550,14950,15400,39420,26488.0,1720000.0
2001-07-30,15600,15600,14800,14800,16510,25456.0,1720000.0
2001-07-31,14300,15200,14300,15200,24849,26144.0,1720000.0
2001-08-01,15350,16200,14950,15700,97786,27004.0,1720000.0
2001-08-02,15800,15800,15200,15300,34598,26316.0,1720000.0
2001-08-03,15700,15900,15300,15500,15467,26660.0,1720000.0
2001-08-06,15200,15750,15200,15600,21963,26832.0,1720000.0
2001-08-07,15200,15550,15200,15400,14069,26488.0,1720000.0
2001-08-08,15250,16900,15250,16250,91621,27950.0,1720000.0
2001-08-09,15950,16700,15800,15900,54413,27348.0,1720000.0
2001-08-10,16200,16500,15900,16200,34334,27864.0,1720000.0
2001-08-13,16200,16500,15500,15850,25484,27262.0,1720000.0
2001-08-14,16250,16250,15500,15750,24495,27090.0,1720000.0
2001-08-16,15550,15600,15150,15350,21553,26402.0,1720000.0
2001-08-17,15350,15550,15200,15400,14876,26488.0,1720000.0
2001-08-20,15200,15200,14800,14900,14412,25628.0,1720000.0
2001-08-21,14700,15200,14700,15050,10321,25886.0,1720000.0
2001-08-22,14600,15100,14600,15000,12996,25800.0,1720000.0
2001-08-23,15000,15350,14800,14800,12626,25456.0,1720000.0
2001-08-24,14700,15000,14400,14750,12726,25370.0,1720000.0
2001-08-27,15000,15150,14700,14750,15518,25370.0,1720000.0
2001-08-28,14500,14900,14500,14550,9335,25026.0,1720000.0
2001-08-29,14500,14700,13700,13750,21598,23650.0,1720000.0
2001-08-30,13600,13950,13200,13950,14356,23994.0,1720000.0
2001-08-31,13500,13800,12800,13000,15811,22360.0,1720000.0
2001-09-03,12800,13200,12600,12600,9794,21672.0,1720000.0
2001-09-04,12350,13500,12350,13150,15063,22618.0,1720000.0
2001-09-05,13150,13500,13000,13500,9217,23220.0,1720000.0
2001-09-06,13500,13800,13200,13550,20059,23306.0,1720000.0
2001-09-07,13550,13950,13000,13700,22798,23564.0,1720000.0
2001-09-10,13300,15300,13300,14500,78045,24940.0,1720000.0
2001-09-11,14650,14800,14000,14250,26754,24510.0,1720000.0
2001-09-12,12550,12900,12550,12550,55272,21586.0,1720000.0
2001-09-13,12550,13400,12400,12900,46200,22188.0,1720000.0
2001-09-14,12750,13200,11450,11900,38880,20468.0,1720000.0
2001-09-17,11950,11950,10500,10950,62386,18834.0,1720000.0
2001-09-18,11050,12200,11050,12200,36396,20984.0,1720000.0
2001-09-19,12400,12700,11900,12200,132545,20984.0,1720000.0
2001-09-20,11900,12300,11400,11500,21840,19780.0,1720000.0
2001-09-21,11550,11800,10800,11300,25513,19436.0,1720000.0
2001-09-24,11000,11900,11000,11600,29184,19952.0,1720000.0
2001-09-25,12000,12200,11450,11500,26880,19780.0,1720000.0
2001-09-26,11950,11950,11450,11700,9043,20124.0,1720000.0
2001-09-27,11700,12150,11400,12150,11532,20898.0,1720000.0
2001-09-28,12300,12550,12050,12500,11601,21500.0,1720000.0
2001-10-04,13200,13300,12750,13250,23540,22790.0,1720000.0
2001-10-05,13200,13200,12800,13100,17935,22532.0,1720000.0
2001-10-08,12700,13300,12550,12850,19066,22102.0,1720000.0
2001-10-09,13100,13700,13100,13250,28902,22790.0,1720000.0
2001-10-10,13350,13850,13100,13350,47786,22962.0,1720000.0
2001-10-11,14700,14900,14300,14600,76850,25112.0,1720000.0
2001-10-12,15000,15000,14100,14450,34321,24854.0,1720000.0
2001-10-15,14100,14700,14000,14450,105095,24854.0,1720000.0
2001-10-16,14250,14650,14150,14600,65903,25112.0,1720000.0
2001-10-17,14850,15300,14600,15050,72327,25886.0,1720000.0
2001-10-18,14500,14850,14250,14600,48827,25112.0,1720000.0
2001-10-19,14700,14800,14200,14600,28461,25112.0,1720000.0
2001-10-22,15100,15950,14850,15400,184456,26488.0,1720000.0
2001-10-23,15600,15800,15000,15050,42350,25886.0,1720000.0
2001-10-24,14800,15300,14700,14750,41160,25370.0,1720000.0
2001-10-25,15100,15400,14700,15000,78292,25800.0,1720000.0
2001-10-26,15200,15200,14550,14750,33094,25370.0,1720000.0
2001-10-29,14750,14900,14500,14550,21228,25026.0,1720000.0
2001-10-30,14000,14400,13800,14000,26032,24080.0,1720000.0
2001-10-31,13500,14350,13500,14100,16156,24252.0,1720000.0
2001-11-01,13900,14750,13900,14650,26528,25198.0,1720000.0
2001-11-02,14900,14900,14500,14550,21211,25026.0,1720000.0
2001-11-05,14800,14800,14500,14650,10862,25198.0,1720000.0
2001-11-06,15050,15100,14600,14750,14440,25370.0,1720000.0
2001-11-07,14850,14850,14500,14500,17017,24940.0,1720000.0
2001-11-08,14500,14700,14350,14500,15512,24940.0,1720000.0
2001-11-09,14400,14700,14400,14550,16438,25026.0,1720000.0
2001-11-12,14650,14850,14400,14800,26457,25456.0,1720000.0
2001-11-13,14600,14700,14300,14550,15503,25026.0,1720000.0
2001-11-14,14600,15100,14600,15000,52092,25800.0,1720000.0
2001-11-15,15200,15200,14550,14800,22161,25456.0,1720000.0
2001-11-16,15000,15200,14650,15000,30344,25800.0,1720000.0
2001-11-19,15200,15350,14800,15000,64622,25800.0,1720000.0
2001-11-20,15150,15200,14550,14700,40781,25284.0,1720000.0
2001-11-21,14700,15500,14700,15250,86877,26230.0,1720000.0
2001-11-22,15100,16300,14800,16100,110354,27692.0,1720000.0
2001-11-23,16350,16600,15800,16000,80537,27520.0,1720000.0
2001-11-26,15850,16650,15850,16300,61418,28036.0,1720000.0
2001-11-27,16500,17000,15900,16150,59947,27778.0,1720000.0
2001-11-28,16150,16500,15150,15200,43893,26144.0,1720000.0
2001-11-29,15000,15550,15000,15350,23957,26402.0,1720000.0
2001-11-30,15450,15800,15350,15600,28292,26832.0,1720000.0
2001-12-03,16200,16750,16200,16700,107147,28724.0,1720000.0
2001-12-04,16950,16950,16300,16600,56222,28552.0,1720000.0
2001-12-05,17000,17800,17000,17300,96118,29756.0,1720000.0
2001-12-06,17350,17500,16750,17100,56732,29412.0,1720000.0
2001-12-07,17100,17300,16550,16800,35328,28896.0,1720000.0
2001-12-10,16600,17000,16000,16450,29537,28294.0,1720000.0
2001-12-11,16200,16700,16100,16200,14761,27864.0,1720000.0
2001-12-12,16300,16950,16200,16850,33820,28982.0,1720000.0
2001-12-13,16950,16950,16350,16700,16139,28724.0,1720000.0
2001-12-14,16450,17100,16300,16700,22297,28724.0,1720000.0
2001-12-17,16700,16900,16150,16200,16548,27864.0,1720000.0
2001-12-18,16150,16750,15800,15900,44216,27348.0,1720000.0
2001-12-19,15700,16300,15000,15600,31167,26832.0,1720000.0
2001-12-20,15600,15800,15300,15800,10430,27176.0,1720000.0
2001-12-21,16200,16200,15300,16100,29563,27692.0,1720000.0
2001-12-24,16100,16100,15650,16050,13457,27606.0,1720000.0
2001-12-26,15800,16850,15800,16600,34824,28552.0,1720000.0
2001-12-27,16600,16800,16200,16750,13505,28810.0,1720000.0
2001-12-28,16900,17400,16600,17100,43111,29412.0,1720000.0
2002-01-02,17000,18200,16850,17800,66754,30616.0,1720000.0
2002-01-03,18000,18200,17500,18000,30635,30960.0,1720000.0
2002-01-04,18500,18500,17800,18050,19427,31046.0,1720000.0
2002-01-07,18100,18100,17350,17550,45442,30186.0,1720000.0
2002-01-08,17100,17500,17100,17200,16346,29584.0,1720000.0
2002-01-09,17300,17350,16900,17200,19191,29584.0,1720000.0
2002-01-10,17300,17600,16800,17300,15473,29756.0,1720000.0
2002-01-11,17500,17900,17200,17200,19316,29584.0,1720000.0
2002-01-14,17550,17650,17100,17500,20612,30100.0,1720000.0
2002-01-15,17550,17550,17000,17100,13358,29412.0,1720000.0
2002-01-16,17100,17300,16850,16850,9579,28982.0,1720000.0
2002-01-17,16550,16950,16300,16950,17903,29154.0,1720000.0
2002-01-18,17100,17200,16700,16700,8256,28724.0,1720000.0
2002-01-21,16700,17600,16650,17000,36961,29240.0,1720000.0
2002-01-22,17300,17300,16900,17000,14675,29240.0,1720000.0
2002-01-23,17200,17200,16800,17200,25522,29584.0,1720000.0
2002-01-24,17500,17800,17050,17800,34815,30616.0,1720000.0
2002-01-25,17900,18300,17700,18200,59521,31304.0,1720000.0
2002-01-28,18500,20350,17900,20350,107849,35002.0,1720000.0
2002-01-29,20400,21900,20100,21000,94421,36120.0,1720000.0
2002-01-30,20400,21500,19800,20600,24308,35432.0,1720000.0
2002-01-31,21000,22000,20300,22000,31068,37840.0,1720000.0
2002-02-01,22100,22100,20500,21000,35782,36120.0,1720000.0
2002-02-04,21000,21600,20400,20700,58077,35604.0,1720000.0
2002-02-05,19900,20600,19500,20050,42745,34486.0,1720000.0
2002-02-06,19550,20150,19100,19100,13427,32852.0,1720000.0
2002-02-07,19100,19550,18800,18800,10795,32336.0,1720000.0
2002-02-08,19300,19300,17800,18800,18084,32336.0,1720000.0
2002-02-14,19500,19600,18800,19250,41873,33110.0,1720000.0
2002-02-15,19700,20500,19500,19800,31807,34056.0,1720000.0
2002-02-18,20300,21850,20300,21400,41984,36808.0,1720000.0
2002-02-19,21550,21550,20450,20450,33353,35174.0,1720000.0
2002-02-20,20000,20200,19650,20200,18553,34744.0,1720000.0
2002-02-21,20500,21500,20300,20500,30207,35260.0,1720000.0
2002-02-22,20500,21500,20500,21400,33682,36808.0,1720000.0
2002-02-25,21900,22200,21200,21800,62511,37496.0,1720000.0
2002-02-26,22000,24000,22000,23500,94853,40420.0,1720000.0
2002-02-27,23600,24700,22850,24000,63089,41280.0,1720000.0
2002-02-28,23800,25100,23400,24500,48946,42140.0,1720000.0
2002-03-04,26000,27400,25600,27400,55499,47128.0,1720000.0
2002-03-05,29400,30500,28150,28500,85864,49020.0,1720000.0
2002-03-06,28900,28900,27500,28800,46416,49536.0,1720000.0
2002-03-07,29000,29700,28700,28700,39097,49364.0,1720000.0
2002-03-08,28700,29700,28050,28100,36071,48332.0,1720000.0
2002-03-11,28000,28800,27300,28800,33094,49536.0,1720000.0
2002-03-12,29700,32250,29600,30750,61364,52890.0,1720000.0
2002-03-13,30000,31200,30000,31000,31903,53320.0,1720000.0
2002-03-14,30500,31000,30100,30450,29080,52374.0,1720000.0
2002-03-15,31000,32800,31000,32800,69535,56416.0,1720000.0
2002-03-18,33500,34700,33000,34300,55234,58996.0,1720000.0
2002-03-19,34300,34950,33200,34900,39779,60028.0,1720000.0
2002-03-20,34600,35000,33250,33700,32469,57964.0,1720000.0
2002-03-21,31700,33200,31500,31950,34140,54954.0,1720000.0
2002-03-22,32200,33100,31950,32200,24500,55384.0,1720000.0
2002-03-25,32000,32000,30600,31450,38718,54094.0,1720000.0
2002-03-26,30700,31000,29300,29400,44869,50568.0,1720000.0
2002-03-27,30500,31400,29400,30100,35222,51772.0,1720000.0
2002-03-28,30300,31000,30000,30550,26858,52546.0,1720000.0
2002-03-29,30700,30800,29450,29500,36567,50740.0,1720000.0
2002-04-01,27650,29500,27650,29000,45357,49880.0,1720000.0
2002-04-02,29500,30600,28900,29500,33013,50740.0,1720000.0
2002-04-03,30000,30700,29700,30100,23435,51772.0,1720000.0
2002-04-04,30000,30000,29000,29300,18628,50396.0,1720000.0
2002-04-08,30100,31400,29500,30000,23238,51600.0,1720000.0
2002-04-09,30200,30200,28500,29750,16654,51170.0,1720000.0
2002-04-10,29000,30700,28700,30100,60405,51772.0,1720000.0
2002-04-11,30850,30850,29100,30200,28624,51944.0,1720000.0
2002-04-12,30200,30400,29100,29150,35251,50138.0,1720000.0
2002-04-15,29000,29500,28500,29200,35441,50224.0,1720000.0
2002-04-16,30000,30000,29200,29200,19910,50224.0,1720000.0
2002-04-17,29500,32300,29200,31600,99868,54352.0,1720000.0
2002-04-18,31000,31700,30650,31500,43863,54180.0,1720000.0
2002-04-19,31300,31300,30750,31000,22730,53320.0,1720000.0
2002-04-22,30900,31400,29500,29900,27927,51428.0,1720000.0
2002-04-23,29500,29700,28000,29000,31027,49880.0,1720000.0
2002-04-24,28500,29500,28350,28800,25986,49536.0,1720000.0
2002-04-25,30000,31000,28000,28000,49254,48160.0,1720000.0
2002-04-26,28050,29400,27800,29150,35338,50138.0,1720000.0
2002-04-29,28500,29600,28200,28400,21704,48848.0,1720000.0
2002-04-30,28000,29000,28000,28100,19427,48332.0,1720000.0
2002-05-02,28500,29350,28450,29000,25060,49880.0,1720000.0
2002-05-03,28550,29500,28550,29300,11511,50396.0,1720000.0
2002-05-06,29300,30500,28850,29600,21071,50912.0,1720000.0
2002-05-07,28600,29200,28600,28900,20096,49708.0,1720000.0
2002-05-08,29100,30800,29100,30000,40358,51600.0,1720000.0
2002-05-09,31000,31500,29900,30650,38750,52718.0,1720000.0
2002-05-10,30500,30500,29550,30400,20961,52288.0,1720000.0
2002-05-13,30400,30500,29700,30300,13196,52116.0,1720000.0
2002-05-14,30150,31100,30150,30700,18257,52804.0,1720000.0
2002-05-15,31100,31500,30650,31000,43300,53320.0,1720000.0
2002-05-16,31000,31600,30500,30950,20068,53234.0,1720000.0
2002-05-17,30800,33700,30250,33400,80121,57448.0,1720000.0
2002-05-20,33400,33400,32000,32500,25514,55900.0,1720000.0
2002-05-21,32000,32100,30050,30600,24928,52632.0,1720000.0
2002-05-22,30600,31200,30000,31200,21003,53664.0,1720000.0
2002-05-23,30500,32800,30500,32150,61057,55298.0,1720000.0
2002-05-24,32500,33250,32000,32950,25629,56674.0,1720000.0
2002-05-27,33200,33750,32850,33100,26720,56932.0,1720000.0
2002-05-28,33300,33500,31900,32650,13141,56158.0,1720000.0
2002-05-29,31750,31750,30850,30900,9839,53148.0,1720000.0
2002-05-30,29900,31350,29000,29000,15165,49880.0,1720000.0
2002-05-31,28500,30000,28500,30000,11361,51600.0,1720000.0
2002-06-03,29050,30350,27100,29500,18029,50740.0,1720000.0
2002-06-04,28900,29900,27500,28600,31259,49192.0,1720000.0
2002-06-05,29000,29400,28600,28600,10023,49192.0,1720000.0
2002-06-07,28600,29250,28000,28900,5538,49708.0,1720000.0
2002-06-10,28900,29450,28900,29050,7457,49966.0,1720000.0
2002-06-11,29500,29800,29050,29200,16851,50224.0,1720000.0
2002-06-12,29300,29350,28850,29300,7424,50396.0,1720000.0
2002-06-14,29500,29900,29050,29700,13554,51084.0,1720000.0
2002-06-17,29500,29600,28800,28800,11698,49536.0,1720000.0
2002-06-18,29250,29250,28000,28500,20993,49020.0,1720000.0
2002-06-19,28700,28700,25100,27000,12248,46440.0,1720000.0
2002-06-20,27000,27000,25300,26000,7965,44720.0,1720000.0
2002-06-21,25200,25400,24950,25100,15088,43172.0,1720000.0
2002-06-24,24500,24800,22100,23500,47228,40420.0,1720000.0
2002-06-25,23250,24000,21500,22100,33623,38012.0,1720000.0
2002-06-26,20750,20750,19450,20150,37495,34658.0,1720000.0
2002-06-27,19700,20850,19700,20100,18641,34572.0,1720000.0
2002-06-28,20600,22450,20600,21900,11392,37668.0,1720000.0
2002-07-02,21900,23400,21100,22800,15349,39216.0,1720000.0
2002-07-03,22600,23500,22050,23000,11835,39560.0,1720000.0
2002-07-04,23450,23900,23000,23400,7778,40248.0,1720000.0
2002-07-05,23500,24200,23500,24000,8680,41280.0,1720000.0
2002-07-08,24700,25000,24100,24300,38462,41796.0,1720000.0
2002-07-09,24000,24300,23700,24300,5459,41796.0,1720000.0
2002-07-10,24000,24800,23900,24400,9760,41968.0,1720000.0
2002-07-11,23800,24750,23400,24400,16966,41968.0,1720000.0
2002-07-12,24400,24800,23750,23750,11201,40850.0,1720000.0
2002-07-15,23900,23900,23100,23400,7516,40248.0,1720000.0
2002-07-16,22900,24250,22850,23200,18310,39904.0,1720000.0
2002-07-18,24900,25950,24600,25950,28738,44634.0,1720000.0
2002-07-19,25500,25750,24500,25450,19646,43774.0,1720000.0
2002-07-22,24600,24600,22800,24000,14442,41280.0,1720000.0
2002-07-23,23500,24200,23000,24000,20211,41280.0,1720000.0
2002-07-24,23000,23400,22650,22950,12498,39474.0,1720000.0
2002-07-25,23700,24300,23350,23350,16104,40162.0,1720000.0
2002-07-26,22200,23300,22050,23000,9720,39560.0,1720000.0
2002-07-29,23400,23500,22600,23000,7777,39560.0,1720000.0
2002-07-30,23500,23800,23150,23500,5602,40420.0,1720000.0
2002-07-31,23500,24100,23500,23700,3251,40764.0,1720000.0
2002-08-01,23750,23950,23150,23650,4313,40678.0,1720000.0
2002-08-02,22800,23450,22800,23450,2202,40334.0,1720000.0
2002-08-05,22700,23300,22500,22700,7013,39044.0,1720000.0
2002-08-06,22700,22950,21750,22950,6071,39474.0,1720000.0
2002-08-07,23000,23450,22700,22700,1861,39044.0,1720000.0
2002-08-08,23200,23200,22550,23000,2447,39560.0,1720000.0
