웅진코웨이(021240),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-02-23,499.0,499.0,499.0,498.0,0.0,9469.0,1316900.0
1999-02-24,458.0,506.0,458.0,457.0,45.0,8692.0,1316900.0
1999-02-25,430.0,506.0,430.0,430.0,112.0,8165.0,1316900.0
1999-02-26,472.0,479.0,472.0,478.0,123.0,9087.0,1316900.0
1999-03-02,486.0,486.0,486.0,485.0,492.0,9218.0,1316900.0
1999-03-03,506.0,506.0,506.0,506.0,8.0,9613.0,1316900.0
1999-03-04,506.0,520.0,506.0,520.0,805.0,9877.0,1316900.0
1999-03-05,520.0,520.0,520.0,520.0,0.0,9877.0,1316900.0
1999-03-08,486.0,506.0,476.0,506.0,133.0,9613.0,1316900.0
1999-03-09,506.0,506.0,506.0,506.0,0.0,9613.0,1316900.0
1999-03-10,520.0,520.0,486.0,485.0,689.0,9218.0,1316900.0
1999-03-11,534.0,534.0,479.0,486.0,938.0,9231.0,1316900.0
1999-03-12,492.0,519.0,492.0,519.0,630.0,9864.0,1316900.0
1999-03-15,565.0,565.0,486.0,530.0,537.0,10074.0,1316900.0
1999-03-16,517.0,527.0,517.0,527.0,281.0,10008.0,1316900.0
1999-03-17,527.0,527.0,527.0,527.0,838.0,10008.0,1316900.0
1999-03-18,486.0,526.0,486.0,525.0,623.0,9969.0,1316900.0
1999-03-19,506.0,506.0,506.0,506.0,371.0,9613.0,1316900.0
1999-03-22,493.0,506.0,493.0,506.0,401.0,9613.0,1316900.0
1999-03-23,506.0,506.0,506.0,506.0,0.0,,
1999-03-24,492.0,506.0,487.0,506.0,2805.0,9613.0,1316900.0
1999-03-25,492.0,506.0,492.0,506.0,1328.0,9613.0,1316900.0
1999-03-26,519.0,534.0,519.0,534.0,1390.0,10140.0,1316900.0
1999-03-29,504.0,504.0,504.0,503.0,10.0,9561.0,1316900.0
1999-03-30,520.0,520.0,520.0,520.0,910.0,9877.0,1316900.0
1999-03-31,520.0,520.0,520.0,520.0,728.0,9877.0,1316900.0
1999-04-01,520.0,541.0,502.0,540.0,6330.0,10272.0,1316900.0
1999-04-02,531.0,541.0,527.0,540.0,550.0,10272.0,1316900.0
1999-04-06,520.0,555.0,493.0,554.0,723.0,10535.0,1316900.0
1999-04-07,488.0,541.0,488.0,540.0,3003.0,10272.0,1316900.0
1999-04-08,562.0,605.0,541.0,540.0,1349.0,10272.0,1316900.0
1999-04-09,562.0,603.0,562.0,602.0,891.0,11444.0,1316900.0
1999-04-12,624.0,675.0,590.0,674.0,5508.0,12813.0,1316900.0
1999-04-13,694.0,753.0,694.0,735.0,8424.0,13959.0,1316900.0
1999-04-14,728.0,735.0,667.0,735.0,1902.0,13959.0,1316900.0
1999-04-15,694.0,763.0,694.0,742.0,3517.0,14091.0,1316900.0
1999-04-16,763.0,763.0,721.0,742.0,2834.0,14091.0,1316900.0
1999-04-19,742.0,742.0,707.0,728.0,5486.0,13827.0,1316900.0
1999-04-20,749.0,805.0,728.0,804.0,4191.0,15276.0,1316900.0
1999-04-21,763.0,825.0,763.0,797.0,9498.0,15144.0,1316900.0
1999-04-22,811.0,811.0,742.0,742.0,12969.0,14091.0,1316900.0
1999-04-23,728.0,735.0,673.0,700.0,3608.0,13301.0,1316900.0
1999-04-26,671.0,763.0,671.0,762.0,901.0,14486.0,1316900.0
1999-04-27,701.0,701.0,701.0,700.0,2073.0,13301.0,1316900.0
1999-04-28,680.0,694.0,673.0,686.0,2540.0,13037.0,1316900.0
1999-04-29,690.0,763.0,687.0,762.0,2086.0,14486.0,1316900.0
1999-04-30,749.0,763.0,694.0,735.0,3737.0,13959.0,1316900.0
1999-05-03,735.0,822.0,735.0,821.0,11889.0,15605.0,1316900.0
1999-05-04,919.0,919.0,919.0,918.0,6379.0,17449.0,1316900.0
1999-05-06,1027.0,1027.0,971.0,1026.0,8885.0,19490.0,1316900.0
1999-05-07,1131.0,1131.0,1075.0,1109.0,7845.0,21070.0,1316900.0
1999-05-10,1040.0,1040.0,1006.0,1012.0,4960.0,19227.0,1316900.0
1999-05-11,1013.0,1040.0,943.0,1026.0,4387.0,19490.0,1316900.0
1999-05-12,1006.0,1006.0,950.0,971.0,3930.0,18437.0,1316900.0
1999-05-13,964.0,1040.0,936.0,1033.0,15296.0,19622.0,1316900.0
1999-05-14,1068.0,1103.0,1040.0,1061.0,10073.0,20149.0,1316900.0
1999-05-17,1040.0,1061.0,1027.0,1036.0,1380.0,19688.0,1316900.0
1999-05-18,1006.0,1006.0,936.0,984.0,5260.0,18700.0,1316900.0
1999-05-19,957.0,985.0,943.0,984.0,7845.0,18700.0,1316900.0
1999-05-20,992.0,992.0,943.0,984.0,2603.0,18700.0,1316900.0
1999-05-21,985.0,985.0,943.0,950.0,1943.0,18042.0,1316900.0
1999-05-24,971.0,1013.0,909.0,998.0,5917.0,18963.0,1316900.0
1999-05-25,1033.0,1040.0,1013.0,1033.0,7256.0,19622.0,1316900.0
1999-05-26,1075.0,1110.0,1033.0,1068.0,16370.0,20280.0,1316900.0
1999-05-27,1089.0,1193.0,1082.0,1130.0,16453.0,21465.0,1316900.0
1999-05-28,1266.0,1266.0,1266.0,1265.0,6209.0,24033.0,1316900.0
1999-05-31,1415.0,1415.0,1415.0,1414.0,4598.0,26865.0,1316900.0
1999-06-01,1581.0,1581.0,1581.0,1581.0,11512.0,30025.0,1316900.0
1999-06-02,1581.0,1658.0,1394.0,1463.0,14715.0,27787.0,1316900.0
1999-06-03,1401.0,1463.0,1352.0,1352.0,5530.0,25680.0,1316900.0
1999-06-04,1318.0,1352.0,1297.0,1324.0,5503.0,25153.0,1316900.0
1999-06-07,1443.0,1481.0,1429.0,1480.0,13495.0,28116.0,1316900.0
1999-06-08,1651.0,1651.0,1443.0,1522.0,12702.0,28906.0,1316900.0
1999-06-09,1526.0,1526.0,1366.0,1387.0,8199.0,26338.0,1316900.0
1999-06-10,1339.0,1554.0,1339.0,1553.0,13470.0,29499.0,1316900.0
1999-06-11,1720.0,1737.0,1595.0,1737.0,33701.0,32988.0,1316900.0
1999-06-14,1946.0,1946.0,1946.0,1945.0,25912.0,36939.0,1316900.0
1999-06-15,2178.0,2178.0,1734.0,2150.0,61281.0,40824.0,1316900.0
1999-06-16,2213.0,2407.0,2185.0,2406.0,60423.0,45696.0,1316900.0
1999-06-17,2545.0,2695.0,2476.0,2694.0,22579.0,51162.0,1316900.0
1999-06-18,2913.0,3017.0,2844.0,3017.0,61310.0,57285.0,1316900.0
1999-06-21,3024.0,3378.0,3024.0,3363.0,53317.0,63870.0,1316900.0
1999-06-22,3503.0,3551.0,3190.0,3329.0,38545.0,63211.0,1316900.0
1999-06-23,3163.0,3190.0,2930.0,3114.0,66174.0,59129.0,1316900.0
1999-06-24,3190.0,3468.0,2774.0,3467.0,45149.0,65845.0,1316900.0
1999-06-25,3468.0,3468.0,3052.0,3051.0,44680.0,57944.0,1316900.0
1999-06-28,2712.0,2969.0,2688.0,2687.0,41216.0,51030.0,1316900.0
1999-06-29,2532.0,2559.0,2365.0,2365.0,26816.0,44906.0,1316900.0
1999-06-30,2428.0,2646.0,2428.0,2646.0,44614.0,50240.0,1316900.0
1999-07-01,2934.0,2962.0,2830.0,2961.0,73042.0,56232.0,1316900.0
1999-07-02,2788.0,3100.0,2636.0,2899.0,38022.0,55046.0,1316900.0
1999-07-05,2920.0,2927.0,2754.0,2802.0,34641.0,53203.0,1316900.0
1999-07-06,2774.0,3114.0,2670.0,2968.0,37732.0,56363.0,1316900.0
1999-07-07,2913.0,3003.0,2809.0,2843.0,28380.0,53993.0,1316900.0
1999-07-08,2844.0,2844.0,2719.0,2760.0,25554.0,52413.0,1316900.0
1999-07-09,2705.0,2913.0,2566.0,2802.0,30012.0,53203.0,1316900.0
1999-07-12,2802.0,2941.0,2705.0,2926.0,44110.0,55573.0,1316900.0
1999-07-13,3052.0,3052.0,2851.0,2926.0,36246.0,55573.0,1316900.0
1999-07-14,2982.0,3277.0,2927.0,3225.0,69234.0,61236.0,1316900.0
1999-07-15,3225.0,3468.0,3190.0,3259.0,53793.0,61894.0,1316900.0
1999-07-16,3260.0,3371.0,3163.0,3204.0,34719.0,60841.0,1316900.0
1999-07-19,3343.0,3468.0,3295.0,3433.0,50625.0,65187.0,1316900.0
1999-07-20,3468.0,3503.0,3295.0,3412.0,43451.0,64791.0,1316900.0
1999-07-21,3433.0,3433.0,3225.0,3239.0,31915.0,61499.0,1316900.0
1999-07-22,2975.0,3121.0,2906.0,2982.0,42793.0,56627.0,1316900.0
1999-07-23,2982.0,3190.0,2920.0,2947.0,46727.0,55968.0,1316900.0
1999-07-26,2596.0,2742.0,2596.0,2596.0,17130.0,39902.0,1316900.0
1999-07-27,2288.0,2896.0,2288.0,2827.0,43884.0,43458.0,1316900.0
1999-07-28,2828.0,2905.0,2665.0,2742.0,23012.0,42141.0,1316900.0
1999-07-29,2588.0,2819.0,2588.0,2647.0,13238.0,40692.0,1316900.0
1999-07-30,2734.0,2905.0,2502.0,2827.0,29692.0,43458.0,1316900.0
1999-08-02,2828.0,2879.0,2554.0,2639.0,25818.0,40561.0,1316900.0
1999-08-03,2571.0,2571.0,2416.0,2570.0,10728.0,39507.0,1316900.0
1999-08-04,2614.0,2656.0,2528.0,2562.0,9660.0,39375.0,1316900.0
1999-08-05,2494.0,2656.0,2485.0,2502.0,18279.0,38453.0,1316900.0
1999-08-06,2425.0,2571.0,2412.0,2442.0,8449.0,37532.0,1316900.0
1999-08-09,2382.0,2451.0,2271.0,2450.0,11532.0,37663.0,1316900.0
1999-08-10,2399.0,2408.0,2356.0,2356.0,11096.0,36215.0,1316900.0
1999-08-11,2451.0,2536.0,2382.0,2442.0,19091.0,37532.0,1316900.0
1999-08-12,2494.0,2622.0,2468.0,2562.0,24387.0,39375.0,1316900.0
1999-08-13,2511.0,2511.0,2399.0,2416.0,12844.0,37137.0,1316900.0
1999-08-16,2314.0,2434.0,2314.0,2356.0,6598.0,36215.0,1316900.0
1999-08-17,2151.0,2339.0,2142.0,2202.0,7020.0,33844.0,1316900.0
1999-08-18,2228.0,2228.0,1945.0,2013.0,8669.0,30947.0,1316900.0
1999-08-19,1817.0,2142.0,1817.0,2125.0,6152.0,32659.0,1316900.0
1999-08-20,2125.0,2271.0,2125.0,2227.0,8228.0,34239.0,1316900.0
1999-08-23,2185.0,2442.0,2185.0,2407.0,7344.0,37005.0,1316900.0
1999-08-24,2425.0,2425.0,2275.0,2275.0,9396.0,34964.0,1316900.0
1999-08-25,2361.0,2476.0,2361.0,2390.0,11817.0,36742.0,1316900.0
1999-08-26,2446.0,2446.0,2314.0,2313.0,7173.0,35556.0,1316900.0
1999-08-27,2399.0,2571.0,2399.0,2527.0,59441.0,38849.0,1316900.0
1999-08-30,2639.0,2828.0,2579.0,2720.0,63631.0,41812.0,1316900.0
1999-08-31,2614.0,2656.0,2408.0,2450.0,21585.0,37663.0,1316900.0
1999-09-01,2365.0,2425.0,2271.0,2270.0,16704.0,34898.0,1316900.0
1999-09-02,2142.0,2356.0,2099.0,2223.0,12419.0,34174.0,1316900.0
1999-09-03,2237.0,2288.0,2134.0,2262.0,9751.0,34766.0,1316900.0
1999-09-06,2262.0,2386.0,2185.0,2296.0,9432.0,35293.0,1316900.0
1999-09-07,2296.0,2296.0,2142.0,2210.0,8042.0,33976.0,1316900.0
1999-09-08,2211.0,2271.0,2142.0,2176.0,5996.0,33449.0,1316900.0
1999-09-09,2151.0,2185.0,2099.0,2180.0,9624.0,33515.0,1316900.0
1999-09-10,2099.0,2177.0,2099.0,2163.0,5456.0,33252.0,1316900.0
1999-09-13,2172.0,2185.0,2048.0,2107.0,16171.0,32396.0,1316900.0
1999-09-14,2142.0,2314.0,2142.0,2227.0,18095.0,34239.0,1316900.0
1999-09-15,2185.0,2314.0,2142.0,2275.0,19411.0,34964.0,1316900.0
1999-09-16,2324.0,2364.0,2157.0,2186.0,11198.0,29235.0,1316900.0
1999-09-17,2078.0,2117.0,2068.0,2107.0,6796.0,28182.0,1316900.0
1999-09-20,2068.0,2098.0,1970.0,2038.0,7186.0,27260.0,1316900.0
1999-09-21,2147.0,2147.0,2019.0,2107.0,9146.0,28182.0,1316900.0
1999-09-22,2093.0,2117.0,2019.0,2048.0,11940.0,27392.0,1316900.0
1999-09-27,2049.0,2049.0,1896.0,1920.0,4791.0,25680.0,1316900.0
1999-09-28,1881.0,1955.0,1797.0,1890.0,13415.0,25284.0,1316900.0
1999-09-29,1921.0,2019.0,1881.0,1969.0,15218.0,26338.0,1316900.0
1999-09-30,1960.0,1960.0,1832.0,1890.0,4976.0,25284.0,1316900.0
1999-10-01,1822.0,1822.0,1664.0,1733.0,7199.0,23177.0,1316900.0
1999-10-04,1635.0,1842.0,1635.0,1743.0,11716.0,23309.0,1316900.0
1999-10-05,1674.0,1950.0,1645.0,1802.0,96510.0,44343.0,2423096.0
1999-10-06,1773.0,1852.0,1694.0,1753.0,38573.0,43131.0,2423096.0
1999-10-07,1763.0,1822.0,1728.0,1802.0,38090.0,44343.0,2423096.0
1999-10-08,1822.0,1832.0,1763.0,1782.0,33192.0,43858.0,2423096.0
1999-10-11,1812.0,1994.0,1802.0,1994.0,61531.0,49068.0,2423096.0
1999-10-12,2147.0,2231.0,2117.0,2230.0,38133.0,54883.0,2423096.0
1999-10-13,2364.0,2383.0,2073.0,2255.0,110469.0,55489.0,2423096.0
1999-10-14,2255.0,2255.0,2009.0,2156.0,53700.0,53066.0,2423096.0
1999-10-15,2410.0,2410.0,2147.0,2304.0,53700.0,56700.0,2423096.0
1999-10-18,2295.0,2462.0,2226.0,2334.0,62742.0,57427.0,2423096.0
1999-10-19,2334.0,2383.0,2216.0,2225.0,33460.0,54762.0,2423096.0
1999-10-20,2226.0,2265.0,2167.0,2186.0,20465.0,53793.0,2423096.0
1999-10-21,2246.0,2265.0,2186.0,2196.0,33117.0,54035.0,2423096.0
1999-10-22,2196.0,2236.0,2078.0,2166.0,31621.0,53308.0,2423096.0
1999-10-25,2167.0,2186.0,1970.0,2053.0,26971.0,50522.0,2423096.0
1999-10-26,2019.0,2167.0,1891.0,2117.0,28372.0,52097.0,2423096.0
1999-10-27,2137.0,2364.0,2098.0,2161.0,71904.0,53187.0,2423096.0
1999-10-28,2157.0,2241.0,2108.0,2176.0,18192.0,53550.0,2423096.0
1999-10-29,2246.0,2265.0,2177.0,2265.0,37919.0,55731.0,2423096.0
1999-11-01,2413.0,2536.0,2374.0,2536.0,73746.0,62395.0,2423096.0
1999-11-02,2748.0,2836.0,2674.0,2836.0,30324.0,69785.0,2423096.0
1999-11-03,3004.0,3152.0,2827.0,2885.0,142044.0,70997.0,2423096.0
1999-11-04,2886.0,3112.0,2886.0,3102.0,78985.0,76328.0,2423096.0
1999-11-05,3250.0,3472.0,3102.0,3427.0,141738.0,84324.0,2423096.0
1999-11-08,3447.0,3743.0,3289.0,3520.0,145149.0,86626.0,2423096.0
1999-11-09,3555.0,3683.0,3250.0,3624.0,128134.0,89170.0,2423096.0
1999-11-10,3624.0,4058.0,3595.0,4057.0,150224.0,99832.0,2423096.0
1999-11-11,4540.0,4540.0,4540.0,4540.0,41807.0,111705.0,2423096.0
1999-11-12,,,,,,125032.0,2423096.0
1999-11-15,5082.0,5318.0,4580.0,4875.0,201320.0,119943.0,2423096.0
1999-11-16,4727.0,4816.0,4294.0,4333.0,227119.0,106616.0,2423096.0
1999-11-17,3949.0,4319.0,3816.0,3816.0,177291.0,93895.0,2423096.0
1999-11-18,3816.0,3816.0,3816.0,3816.0,0.0,93895.0,2423096.0
1999-11-19,0.0,0.0,0.0,3816.0,0.0,,
1999-11-22,4269.0,4269.0,3944.0,4268.0,661328.0,105162.0,24230960.0
1999-11-23,4780.0,4780.0,4289.0,4327.0,2630507.0,106616.0,24230960.0
1999-11-24,4033.0,4170.0,3816.0,3895.0,1812621.0,95955.0,24230960.0
1999-11-25,4023.0,4318.0,3738.0,4091.0,2205562.0,100801.0,24230960.0
1999-11-26,3934.0,4072.0,3610.0,3609.0,929747.0,88928.0,24230960.0
1999-11-29,3639.0,3728.0,3197.0,3245.0,1094703.0,79962.0,24230960.0
1999-11-30,3541.0,3630.0,3295.0,3629.0,472233.0,89412.0,24230960.0
1999-12-01,3826.0,4062.0,3797.0,4062.0,603908.0,100074.0,24230960.0
1999-12-02,4544.0,4544.0,3689.0,3934.0,1925148.0,96924.0,24230960.0
1999-12-03,3954.0,4131.0,3541.0,4131.0,804892.0,101770.0,24230960.0
1999-12-06,4131.0,4318.0,3934.0,4219.0,1427571.0,103951.0,24230960.0
1999-12-07,4082.0,4131.0,3718.0,3718.0,1095981.0,91593.0,24230960.0
1999-12-08,3787.0,4092.0,3443.0,3737.0,975485.0,92078.0,24230960.0
1999-12-09,3738.0,3934.0,3452.0,3619.0,1234962.0,89170.0,24230960.0
1999-12-10,3541.0,3748.0,3443.0,3501.0,1099473.0,86262.0,24230960.0
1999-12-13,3157.0,3502.0,3157.0,3344.0,844808.0,82385.0,24230960.0
1999-12-14,3443.0,3738.0,3295.0,3629.0,1284086.0,89412.0,24230960.0
1999-12-15,3925.0,4062.0,3738.0,4062.0,1900837.0,100074.0,24230960.0
1999-12-16,4082.0,4318.0,3649.0,3895.0,1624176.0,95955.0,24230960.0
1999-12-17,3934.0,3934.0,3433.0,3432.0,917502.0,84566.0,24230960.0
1999-12-20,3098.0,3541.0,3098.0,3432.0,679898.0,84566.0,24230960.0
1999-12-21,3433.0,3521.0,3197.0,3275.0,686432.0,80689.0,24230960.0
1999-12-22,3118.0,3541.0,2980.0,3295.0,1359830.0,81174.0,24230960.0
1999-12-23,3295.0,3531.0,3177.0,3285.0,1158906.0,80931.0,24230960.0
1999-12-24,3482.0,3610.0,3285.0,3324.0,1069593.0,81901.0,24230960.0
1999-12-27,3246.0,3295.0,2931.0,2950.0,805607.0,72693.0,24230960.0
1999-12-28,2754.0,3295.0,2597.0,3000.0,1168423.0,73904.0,24230960.0
2000-01-04,2800.0,2950.0,2700.0,2890.0,357906.0,70027.0,24230960.0
2000-01-05,2790.0,2880.0,2680.0,2700.0,571847.0,65424.0,24230960.0
2000-01-06,2810.0,2820.0,2500.0,2590.0,515094.0,62758.0,24230960.0
2000-01-07,2550.0,2550.0,2290.0,2320.0,318877.0,56216.0,24230960.0
2000-01-10,2350.0,2420.0,2220.0,2280.0,430553.0,55247.0,24230960.0
2000-01-11,2260.0,2520.0,2180.0,2420.0,744249.0,58639.0,24230960.0
2000-01-12,2350.0,2350.0,2160.0,2200.0,357636.0,53308.0,24230960.0
2000-01-13,2070.0,2160.0,1970.0,2010.0,383989.0,48704.0,24230960.0
2000-01-14,1960.0,2160.0,1960.0,2030.0,514308.0,49189.0,24230960.0
2000-01-17,2160.0,2240.0,2000.0,2110.0,394693.0,51127.0,24230960.0
2000-01-18,2110.0,2200.0,2050.0,2110.0,234829.0,51127.0,24230960.0
2000-01-19,2150.0,2150.0,1860.0,1900.0,359235.0,46039.0,24230960.0
2000-01-20,1850.0,1850.0,1680.0,1730.0,262381.0,41920.0,24230960.0
2000-01-21,1760.0,1930.0,1700.0,1930.0,397326.0,46766.0,24230960.0
2000-01-24,1900.0,2160.0,1900.0,2160.0,493117.0,52339.0,24230960.0
2000-01-25,2100.0,2220.0,2020.0,2120.0,402236.0,51370.0,24230960.0
2000-01-26,2290.0,2300.0,2050.0,2180.0,359563.0,52823.0,24230960.0
2000-01-27,2110.0,2300.0,2040.0,2190.0,482398.0,53066.0,24230960.0
2000-01-28,2190.0,2280.0,2050.0,2240.0,314718.0,54277.0,24230960.0
2000-01-31,2190.0,2200.0,2130.0,2180.0,231796.0,52823.0,24230960.0
2000-02-01,2200.0,2390.0,2150.0,2290.0,778054.0,55489.0,24230960.0
2000-02-02,2300.0,2550.0,2240.0,2480.0,957830.0,60093.0,24230960.0
2000-02-03,2580.0,2650.0,2300.0,2430.0,878530.0,58881.0,24230960.0
2000-02-07,2430.0,2700.0,2400.0,2630.0,1353555.0,63727.0,24230960.0
2000-02-08,2600.0,2600.0,2330.0,2350.0,498281.0,56943.0,24230960.0
2000-02-09,2350.0,2400.0,2200.0,2270.0,480950.0,55004.0,24230960.0
2000-02-10,2100.0,2150.0,2000.0,2030.0,525192.0,49189.0,24230960.0
2000-02-11,2060.0,2210.0,2060.0,2110.0,568000.0,51127.0,24230960.0
2000-02-14,2120.0,2130.0,1980.0,1990.0,390562.0,48220.0,24230960.0
2000-02-15,2050.0,2160.0,2010.0,2060.0,472309.0,49916.0,24230960.0
2000-02-16,2020.0,2050.0,1940.0,2020.0,331567.0,48947.0,24230960.0
2000-02-17,2060.0,2260.0,2000.0,2260.0,983779.0,54762.0,24230960.0
2000-02-18,2300.0,2500.0,2250.0,2350.0,945236.0,56943.0,24230960.0
2000-02-21,2220.0,2280.0,2100.0,2200.0,464318.0,53308.0,24230960.0
2000-02-22,2200.0,2460.0,2100.0,2450.0,847257.0,59366.0,24230960.0
2000-02-23,2740.0,2740.0,2170.0,2370.0,1394730.0,57427.0,24230960.0
2000-02-24,2470.0,2600.0,2300.0,2500.0,1567471.0,60577.0,24230960.0
2000-02-25,2500.0,2560.0,2350.0,2400.0,1075521.0,58154.0,24230960.0
2000-02-28,2490.0,2680.0,2400.0,2680.0,651007.0,64939.0,24230960.0
2000-02-29,3000.0,3000.0,2860.0,3000.0,1396608.0,72693.0,24230960.0
2000-03-02,3360.0,3360.0,3360.0,3360.0,69944.0,81416.0,24230960.0
2000-03-03,3760.0,3760.0,3010.0,3220.0,2893275.0,78024.0,24230960.0
2000-03-06,3400.0,3600.0,3230.0,3600.0,2285099.0,87231.0,24230960.0
2000-03-07,3480.0,3580.0,3170.0,3260.0,1094530.0,78993.0,24230960.0
2000-03-08,3000.0,3190.0,2910.0,3060.0,811660.0,74147.0,24230960.0
2000-03-09,3150.0,3400.0,3000.0,3320.0,1428143.0,80447.0,24230960.0
2000-03-10,3520.0,3550.0,3110.0,3220.0,1084087.0,78024.0,24230960.0
2000-03-13,3220.0,3600.0,3050.0,3600.0,2136449.0,87231.0,24230960.0
2000-03-14,3600.0,3950.0,3500.0,3810.0,2075339.0,92320.0,24230960.0
2000-03-15,3700.0,4200.0,3610.0,3880.0,1769372.0,94016.0,24230960.0
2000-03-16,3750.0,3850.0,3420.0,3420.0,715126.0,82870.0,24230960.0
2000-03-17,3130.0,3350.0,3010.0,3010.0,833831.0,72935.0,24230960.0
2000-03-20,2800.0,2810.0,2650.0,2650.0,472632.0,64212.0,24230960.0
2000-03-21,2340.0,2500.0,2340.0,2360.0,938174.0,57185.0,24230960.0
2000-03-22,2420.0,2640.0,2420.0,2640.0,508060.0,63970.0,24230960.0
2000-03-23,2750.0,2760.0,2450.0,2610.0,824503.0,63243.0,24230960.0
2000-03-24,2610.0,2800.0,2510.0,2660.0,292139.0,64454.0,24230960.0
2000-03-27,2680.0,2870.0,2620.0,2820.0,575140.0,68331.0,24230960.0
2000-03-28,2830.0,2920.0,2680.0,2740.0,675386.0,66393.0,24230960.0
2000-03-29,2630.0,2700.0,2570.0,2570.0,368976.0,62274.0,24230960.0
2000-03-30,2570.0,2670.0,2400.0,2670.0,238123.0,64697.0,24230960.0
2000-03-31,2430.0,2770.0,2430.0,2660.0,356391.0,64454.0,24230960.0
2000-04-03,2680.0,2800.0,2350.0,2370.0,448677.0,57427.0,24230960.0
2000-04-04,2210.0,2630.0,2100.0,2520.0,697666.0,61062.0,24230960.0
2000-04-06,2500.0,2620.0,2450.0,2590.0,467773.0,62758.0,24230960.0
2000-04-07,2600.0,2800.0,2600.0,2770.0,490770.0,67120.0,24230960.0
2000-04-10,2800.0,3050.0,2750.0,2980.0,963930.0,72208.0,24230960.0
2000-04-11,2650.0,2740.0,2630.0,2630.0,214121.0,63727.0,24230960.0
2000-04-12,2500.0,2700.0,2420.0,2640.0,219696.0,63970.0,24230960.0
2000-04-14,2500.0,2590.0,2460.0,2500.0,246535.0,60577.0,24230960.0
2000-04-17,2200.0,2250.0,2200.0,2200.0,153712.0,53308.0,24230960.0
2000-04-18,2210.0,2420.0,2110.0,2280.0,465601.0,55247.0,24230960.0
2000-04-19,2310.0,2500.0,2180.0,2270.0,565075.0,55004.0,24230960.0
2000-04-20,2300.0,2460.0,2270.0,2420.0,756203.0,58639.0,24230960.0
2000-04-21,2400.0,2570.0,2350.0,2500.0,781338.0,60577.0,24230960.0
2000-04-24,2410.0,2500.0,2300.0,2350.0,341165.0,56943.0,24230960.0
2000-04-25,2310.0,2380.0,2270.0,2350.0,236970.0,56943.0,24230960.0
2000-04-26,2450.0,2500.0,2250.0,2280.0,356173.0,55247.0,24230960.0
2000-04-27,2200.0,2260.0,2100.0,2110.0,268901.0,51127.0,24230960.0
2000-04-28,2140.0,2180.0,2080.0,2120.0,283346.0,51370.0,24230960.0
2000-05-02,2200.0,2280.0,2190.0,2250.0,342649.0,54520.0,24230960.0
2000-05-03,2230.0,2270.0,2160.0,2210.0,231438.0,53550.0,24230960.0
2000-05-04,2240.0,2380.0,2230.0,2270.0,461849.0,55004.0,24230960.0
