동부제철(016380),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-27,1161220,1166773,1088016,1126097,231320,64560.0,8069945.0
1999-04-28,1097876,1168323,1090770,1165510,319730,66819.0,8069945.0
1999-04-29,1151182,1189202,1111649,1120466,199280,64237.0,8069945.0
1999-04-30,1098954,1146914,1090487,1097944,137990,62946.0,8069945.0
1999-05-03,1094979,1114745,1078085,1104982,178450,63349.0,8069945.0
1999-05-04,1111614,1125787,1089127,1097944,186080,62946.0,8069945.0
1999-05-06,1126044,1168297,1111870,1147211,484890,65770.0,8069945.0
1999-05-07,1168290,1173880,1118970,1126097,351820,64560.0,8069945.0
1999-05-10,1152824,1152824,1121911,1127504,305630,64640.0,8069945.0
1999-05-11,1147208,1154121,1083828,1083868,351910,62139.0,8069945.0
1999-05-12,1083841,1083841,985338,1020525,252260,58507.0,8069945.0
1999-05-13,1048520,1048520,958424,959997,170520,55037.0,8069945.0
1999-05-14,973702,985042,915918,957182,194930,54876.0,8069945.0
1999-05-17,982213,985086,928639,929030,152620,53262.0,8069945.0
1999-05-18,914873,927573,882603,909323,134920,52132.0,8069945.0
1999-05-19,941280,958174,914600,940291,347120,53907.0,8069945.0
1999-05-20,935964,940197,858567,886801,123450,50841.0,8069945.0
1999-05-21,858604,871264,817711,823458,114960,47209.0,8069945.0
1999-05-24,796324,814771,787897,788268,63960,45192.0,8069945.0
1999-05-25,788110,802323,765663,802344,71850,45999.0,8069945.0
1999-05-26,816366,858620,796600,845980,132430,48500.0,8069945.0
1999-05-27,846963,884980,816050,816420,134370,46806.0,8069945.0
1999-05-28,831583,844243,804710,816420,60570,46806.0,8069945.0
1999-05-31,816117,841477,816117,817828,86280,46886.0,8069945.0
1999-06-01,817689,827632,792329,815013,54490,46725.0,8069945.0
1999-06-02,816085,838568,804745,838942,94220,48097.0,8069945.0
1999-06-03,844523,865650,817690,831904,107450,47693.0,8069945.0
1999-06-04,824844,844610,824844,841757,64850,48258.0,8069945.0
1999-06-07,865704,879724,845937,871317,234480,49953.0,8069945.0
1999-06-08,876575,914592,876575,893839,231040,51244.0,8069945.0
1999-06-09,883674,927288,872334,872725,242340,50034.0,8069945.0
1999-06-10,872419,907566,859719,899470,185020,51567.0,8069945.0
1999-06-11,845674,894994,844314,881171,789270,117095.0,18705240.0
1999-06-14,880813,882326,848539,860056,445290,114289.0,18705240.0
1999-06-15,862496,865370,802030,816420,507340,108490.0,18705240.0
1999-06-16,817456,828756,804756,826273,367380,109800.0,18705240.0
1999-06-17,823195,842805,804789,805159,250490,106994.0,18705240.0
1999-06-18,805024,814964,762771,793898,323000,105498.0,18705240.0
1999-06-21,786470,793576,756916,786860,287890,104562.0,18705240.0
1999-06-22,760078,855731,760078,823458,423890,109426.0,18705240.0
1999-06-23,844538,900831,834558,848795,828760,112793.0,18705240.0
1999-06-24,865671,874138,819224,823458,314240,109426.0,18705240.0
1999-06-25,823498,872665,819265,858649,502700,114102.0,18705240.0
1999-06-28,861493,872640,845920,845980,325870,112418.0,18705240.0
1999-06-29,858550,865657,831870,861464,455200,114476.0,18705240.0
1999-06-30,883952,927565,867058,888209,1022600,118030.0,18705240.0
1999-07-01,907513,942853,879473,929030,719980,123455.0,18705240.0
1999-07-02,943080,1013410,941564,999411,1422120,132807.0,18705240.0
1999-07-05,1062447,1132741,1045554,1097944,1189660,145901.0,18705240.0
1999-07-06,1118970,1168290,1056950,1126097,1091140,149642.0,18705240.0
1999-07-07,1124631,1196437,1110611,1127504,927870,149829.0,18705240.0
1999-07-08,1153883,1168097,1097610,1112021,787350,147771.0,18705240.0
1999-07-09,1168297,1182317,1127404,1147211,1122810,152448.0,18705240.0
1999-07-12,1146937,1280610,979327,1141581,1410960,151699.0,18705240.0
1999-07-13,1196355,1196355,1127422,1138765,990490,151325.0,18705240.0
1999-07-14,1139836,1165156,1069353,1076830,610860,143095.0,18705240.0
1999-07-15,1055579,1090726,1000629,1027563,637100,136548.0,18705240.0
1999-07-16,1034262,1093409,1016012,1090906,748480,144966.0,18705240.0
1999-07-19,1111863,1148523,1071123,1126097,771240,165642.0,20705240.0
1999-07-20,1097843,1168290,1078076,1126097,631160,165642.0,20705240.0
1999-07-21,1111868,1126081,1056954,1083868,481630,159430.0,20705240.0
1999-07-22,1048278,1097598,1034257,1064161,389160,156532.0,20705240.0
1999-07-23,1069624,1071141,928887,985335,433810,144937.0,20705240.0
1999-07-26,917714,969751,858567,886801,333680,130443.0,20705240.0
1999-07-27,893726,966889,888132,943106,358780,138725.0,20705240.0
1999-07-28,941295,1032905,914615,971258,491540,142866.0,20705240.0
1999-07-29,1027381,1069438,987808,1069792,485690,157360.0,20705240.0
1999-07-30,1069382,1118702,991985,1055716,601510,155289.0,20705240.0
1999-08-02,1084905,1168052,1041335,1154249,1219960,169783.0,20705240.0
1999-08-03,1193483,1294686,1175036,1219000,2237620,179307.0,20705240.0
1999-08-04,1238361,1252381,1179214,1196478,1276070,175995.0,20705240.0
1999-08-05,1210442,1224656,1085239,1140173,1233030,167712.0,20705240.0
1999-08-06,1140103,1168299,1076726,1130320,766120,166263.0,20705240.0
1999-08-09,1130270,1147163,1099203,1126097,479390,165642.0,20705240.0
1999-08-10,1106021,1125787,1084934,1097944,412500,161501.0,20705240.0
1999-08-11,1104933,1189436,1104933,1189440,1184600,174959.0,20705240.0
1999-08-12,1180757,1335514,1162311,1295011,2889100,190488.0,20705240.0
1999-08-13,1294650,1294650,1183467,1210554,1313800,178065.0,20705240.0
1999-08-16,1224630,1292203,1217523,1224630,1398570,180136.0,20705240.0
1999-08-17,1266564,1276387,1111630,1112021,998770,163571.0,20705240.0
1999-08-18,1097911,1159931,1083891,1127504,697240,165849.0,20705240.0
1999-08-19,1146985,1180791,1113162,1128912,819760,166056.0,20705240.0
1999-08-20,1175211,1189424,1128764,1147211,567770,168748.0,20705240.0
1999-08-23,1181048,1196428,1154175,1178179,668720,173303.0,20705240.0
1999-08-24,1183440,1196100,1144060,1175363,682880,172889.0,20705240.0
1999-08-25,1158087,1252381,1142711,1196478,1182320,175995.0,20705240.0
1999-08-26,1210184,1238377,1183467,1210554,714560,178065.0,20705240.0
1999-08-27,1161287,1207734,1140160,1161287,415250,170818.0,20705240.0
1999-08-30,1126121,1179521,1126121,1152842,382720,169576.0,20705240.0
1999-08-31,1142732,1153879,1113139,1154249,307350,169783.0,20705240.0
1999-09-01,1132999,1161232,1102085,1104982,328570,162536.0,20705240.0
1999-09-02,1083647,1083647,1027377,1048678,258840,154254.0,20705240.0
1999-09-03,1014906,1123216,1014906,1071200,345300,157567.0,20705240.0
1999-09-06,1126089,1189469,1072536,1173956,791120,172682.0,20705240.0
1999-09-07,1182396,1202006,1135910,1135950,866690,167091.0,20705240.0
1999-09-08,1168382,1178169,1135919,1140173,684350,167712.0,20705240.0
1999-09-09,1126070,1135856,1090730,1096537,272540,161294.0,20705240.0
1999-09-10,1085143,1148523,1085143,1126097,436350,165642.0,20705240.0
1999-09-13,1154180,1168354,1133053,1161287,503170,170818.0,20705240.0
1999-09-14,1147175,1175215,1134515,1168325,529380,171853.0,20705240.0
1999-09-15,1175002,1201682,1139859,1154249,531920,169783.0,20705240.0
1999-09-16,1141509,1159919,1114792,1140173,251540,167712.0,20705240.0
1999-09-17,1103231,1132784,1092048,1133135,308720,166677.0,20705240.0
1999-09-20,1134298,1148318,1120124,1133135,314700,166677.0,20705240.0
1999-09-21,1134520,1161200,1134520,1151434,391100,169369.0,20705240.0
1999-09-22,1139891,1145444,1118764,1133135,541630,166677.0,20705240.0
1999-09-27,1118685,1125755,1077795,1119059,244980,164607.0,20705240.0
1999-09-28,1090538,1108944,1069411,1074015,104790,157981.0,20705240.0
1999-09-29,1068320,1068320,999350,999411,284670,147007.0,20705240.0
1999-09-30,985035,985035,927248,927622,267180,136448.0,20705240.0
1999-10-01,922025,928938,827695,858649,564700,126302.0,20705240.0
1999-10-04,868432,893792,851538,858649,392400,126302.0,20705240.0
1999-10-05,844566,881072,781189,781230,403540,114914.0,20705240.0
1999-10-06,788143,841737,774127,841757,274090,123817.0,20705240.0
1999-10-07,844343,899099,823216,899470,289130,132306.0,20705240.0
1999-10-08,887908,900568,865424,872725,268530,128372.0,20705240.0
1999-10-11,886559,893473,854133,860056,238810,126509.0,20705240.0
1999-10-12,859684,889277,831647,876948,462070,128994.0,20705240.0
1999-10-13,868432,868432,845945,858649,292030,126302.0,20705240.0
1999-10-14,844530,882550,840297,861464,309520,126716.0,20705240.0
1999-10-15,872392,886569,845675,864279,320050,127130.0,20705240.0
1999-10-18,830076,842739,810466,820643,254120,120712.0,20705240.0
1999-10-19,824807,830360,790983,802344,213000,118020.0,20705240.0
1999-10-20,816351,827651,802331,823458,310290,121126.0,20705240.0
1999-10-21,830371,850138,819224,823458,282540,121126.0,20705240.0
1999-10-22,810456,823116,802030,816420,125520,120090.0,20705240.0
1999-10-25,810784,810784,760064,764338,240290,112429.0,20705240.0
1999-10-26,769891,779678,738938,764338,125070,112429.0,20705240.0
1999-10-27,764280,772746,747386,747447,122520,109945.0,20705240.0
1999-10-28,752754,793644,745800,788268,348850,115949.0,20705240.0
1999-10-29,787820,802033,779393,782637,205050,115121.0,20705240.0
1999-11-01,794925,808942,780905,799529,186520,117606.0,20705240.0
1999-11-02,816098,816098,793612,809382,198780,119055.0,20705240.0
1999-11-03,821624,821624,796304,807974,207130,118848.0,20705240.0
1999-11-04,857015,885052,837245,864279,398000,127130.0,20705240.0
1999-11-05,872570,883910,850124,861464,249090,126716.0,20705240.0
1999-11-08,867046,872640,845920,845980,241300,124438.0,20705240.0
1999-11-09,831901,899318,831901,862872,555950,126923.0,20705240.0
1999-11-10,865435,871025,831649,834719,331590,122782.0,20705240.0
1999-11-11,856991,856991,794972,809382,310370,119055.0,20705240.0
1999-11-12,818964,830111,780947,788268,278290,115949.0,20705240.0
1999-11-15,788130,791006,752986,777007,279600,114293.0,20705240.0
1999-11-16,766719,804739,766719,795306,249080,116985.0,20705240.0
1999-11-17,817685,817685,752985,760115,219220,111808.0,20705240.0
1999-11-18,753010,771260,733397,743224,161730,109324.0,20705240.0
1999-11-19,746054,795221,740307,768561,388330,113051.0,20705240.0
1999-11-22,774015,781122,745999,746039,148360,109738.0,20705240.0
1999-11-23,747423,785443,746063,772784,445780,113672.0,20705240.0
1999-11-24,773811,778041,724645,769969,241620,113258.0,20705240.0
1999-11-25,752978,766998,703815,730555,504420,107460.0,20705240.0
1999-11-26,714708,717581,679565,710849,464130,104561.0,20705240.0
1999-11-29,702719,759806,702019,731963,707250,107667.0,20705240.0
1999-11-30,720737,746057,705163,743224,263410,109324.0,20705240.0
1999-12-01,747407,760107,716494,739001,436710,108703.0,20705240.0
1999-12-02,748817,760121,709440,709441,198840,104354.0,20705240.0
1999-12-03,709354,731837,696694,699588,154670,102905.0,20705240.0
1999-12-06,710533,710533,654260,664397,238380,97729.0,20705240.0
1999-12-07,673964,673964,616177,620761,254990,91310.0,20705240.0
1999-12-08,605100,619314,577060,610907,250830,89861.0,20705240.0
1999-12-09,605126,637592,599572,623576,238750,91724.0,20705240.0
1999-12-10,633372,702302,620672,696772,521810,102491.0,20705240.0
1999-12-13,700223,766980,699563,733371,1684400,107874.0,20705240.0
1999-12-14,762758,772738,712231,720702,1847490,106011.0,20705240.0
1999-12-15,728921,728921,652881,655951,646740,96486.0,20705240.0
1999-12-16,634468,654234,621807,626391,551570,92138.0,20705240.0
1999-12-17,606640,687610,606640,640468,1048950,94209.0,20705240.0
1999-12-20,626008,647134,619754,621465,371740,91414.0,20705240.0
1999-12-21,591047,606620,565727,571494,299020,84063.0,20705240.0
1999-12-22,564794,569707,520564,557418,400750,81993.0,20705240.0
1999-12-23,550148,575468,548635,553899,244530,89349.0,22706228.0
1999-12-24,529246,602412,529246,584163,377640,94231.0,22706228.0
1999-12-27,591134,617814,564414,581347,416280,93777.0,22706228.0
1999-12-28,581044,595064,552810,591201,227590,95366.0,22706228.0
2000-01-04,551032,591072,551032,584163,158730,94231.0,22706228.0
2000-01-05,584153,584153,562169,579940,297960,93550.0,22706228.0
2000-01-06,579658,588121,552821,553195,170460,89235.0,22706228.0
2000-01-07,568558,595275,541879,588386,338720,94912.0,22706228.0
2000-01-10,603744,609297,563007,571494,251810,92187.0,22706228.0
2000-01-11,584153,591063,560813,579940,171970,93550.0,22706228.0
2000-01-12,577512,577512,548618,548972,136300,88554.0,22706228.0
2000-01-13,534594,547254,527487,527858,136380,85148.0,22706228.0
2000-01-14,548844,548844,527718,533488,161800,86057.0,22706228.0
2000-01-17,534846,540436,526419,530673,117730,85602.0,22706228.0
2000-01-18,527443,531673,500723,501113,182620,80834.0,22706228.0
2000-01-19,501005,501005,464365,465923,150370,75158.0,22706228.0
2000-01-20,464122,485209,450065,475776,178530,76747.0,22706228.0
2000-01-21,451484,481891,451484,464515,492720,74931.0,22706228.0
2000-01-24,466943,521857,464070,522227,377280,84240.0,22706228.0
2000-01-25,509518,548858,502411,538415,335430,86851.0,22706228.0
2000-01-26,538372,618646,533479,618649,1533400,99794.0,22706228.0
2000-01-27,623534,665787,610874,640468,1115580,103313.0,22706228.0
2000-01-28,647394,647394,570657,577125,351920,93096.0,22706228.0
2000-01-31,563000,572827,541874,541934,175910,87419.0,22706228.0
2000-02-01,557331,558844,543274,547565,145450,88327.0,22706228.0
2000-02-02,547491,569958,537665,563048,123230,90825.0,22706228.0
2000-02-03,555892,568588,541872,558826,126090,90144.0,22706228.0
2000-02-07,563066,575766,550406,560233,115200,90371.0,22706228.0
2000-02-08,550125,558592,542359,544749,95600,87873.0,22706228.0
2000-02-09,529246,548856,520816,520820,133470,84013.0,22706228.0
2000-02-10,520804,520804,477037,478591,168470,77201.0,22706228.0
2000-02-11,501037,503911,470124,478591,80570,77201.0,22706228.0
2000-02-14,465947,485557,458180,458181,115030,73909.0,22706228.0
2000-02-15,458796,478563,457476,457477,129850,73795.0,22706228.0
2000-02-16,457242,475496,450136,451846,90200,72887.0,22706228.0
2000-02-17,452349,461476,436116,451846,84070,72887.0,22706228.0
2000-02-18,447655,447655,429208,435659,116670,70276.0,22706228.0
2000-02-21,424766,443173,405153,413137,67180,66643.0,22706228.0
2000-02-22,400917,416297,392450,403987,128630,65167.0,22706228.0
2000-02-23,409388,464144,409388,464515,181420,74931.0,22706228.0
2000-02-24,478515,478515,423602,430732,115900,69481.0,22706228.0
2000-02-25,426281,494551,422088,464515,197830,74931.0,22706228.0
2000-02-28,463020,475717,441893,453254,122880,73114.0,22706228.0
2000-02-29,462964,463624,428477,439178,112930,70843.0,22706228.0
2000-03-02,464092,492285,458502,479999,263100,77428.0,22706228.0
2000-03-03,476804,476804,453001,464515,112480,74931.0,22706228.0
2000-03-06,491673,520566,465653,506744,201690,81742.0,22706228.0
2000-03-07,493703,582439,486129,545453,450650,87987.0,22706228.0
2000-03-08,516284,520481,478268,513782,166770,82878.0,22706228.0
2000-03-09,521871,555658,450065,450439,241730,72660.0,22706228.0
2000-03-10,517614,517614,497847,518004,167840,83559.0,22706228.0
2000-03-13,533456,550350,517883,546157,312790,88100.0,22706228.0
2000-03-14,534507,548567,517614,518004,166300,83559.0,22706228.0
2000-03-15,492333,520566,486780,506744,111980,81742.0,22706228.0
2000-03-16,520799,533462,492565,495483,139820,79926.0,22706228.0
2000-03-17,506372,524819,502175,515189,135390,83105.0,22706228.0
2000-03-20,508135,540445,503942,534896,139560,86284.0,22706228.0
2000-03-21,534585,538818,520568,523635,82220,84467.0,22706228.0
2000-03-22,516623,532003,508196,526450,133220,84921.0,22706228.0
2000-03-23,520555,526108,512088,519412,94290,83786.0,22706228.0
2000-03-24,512142,555755,512142,524339,169110,84581.0,22706228.0
2000-03-27,534538,554965,524751,548268,1538880,88441.0,22706228.0
2000-03-28,555986,617812,548182,564456,1667280,91052.0,22706228.0
2000-03-29,559893,575466,535933,536304,149780,86511.0,22706228.0
2000-03-30,533449,536165,517215,525043,102230,84694.0,22706228.0
2000-03-31,506395,543055,506395,524339,80000,84581.0,22706228.0
2000-04-03,532700,551770,521516,526450,76910,84921.0,22706228.0
2000-04-04,526160,541693,455013,506744,79570,81742.0,22706228.0
2000-04-06,506404,518365,492348,494075,61990,79699.0,22706228.0
2000-04-07,493693,513460,493693,506744,49740,81742.0,22706228.0
2000-04-10,502127,537467,495914,527858,71530,85148.0,22706228.0
2000-04-11,525406,533213,501446,501817,40790,80948.0,22706228.0
2000-04-12,499386,507853,496513,501817,28280,80948.0,22706228.0
2000-04-14,501059,519273,495466,496186,37530,80039.0,22706228.0
2000-04-17,478339,478339,450105,456069,94160,73568.0,22706228.0
2000-04-18,463422,490959,463422,475776,59450,76747.0,22706228.0
2000-04-19,492396,492396,478336,481406,61900,77655.0,22706228.0
2000-04-20,492325,500792,478305,485629,65550,78336.0,22706228.0
2000-04-21,485201,490287,480307,488444,26610,78791.0,22706228.0
2000-04-24,490969,490969,471183,471553,37200,76066.0,22706228.0
2000-04-25,476777,476777,456503,463107,61390,74703.0,22706228.0
2000-04-26,471199,475432,450772,451143,66730,72773.0,22706228.0
2000-04-27,450065,461368,440242,450439,88290,72660.0,22706228.0
2000-04-28,444767,455913,442593,453254,42950,73114.0,22706228.0
2000-05-02,459922,461476,445242,451846,95870,72887.0,22706228.0
2000-05-03,454262,454262,443115,450439,44670,72660.0,22706228.0
2000-05-04,443852,455699,443192,456069,40950,73568.0,22706228.0
2000-05-08,455923,460153,444776,457477,107200,73795.0,22706228.0
2000-05-09,471267,525481,471267,498298,389400,80380.0,22706228.0
2000-05-10,485241,490988,459902,460292,222620,74249.0,22706228.0
2000-05-12,457457,457457,446117,449031,83850,72433.0,22706228.0
2000-05-15,441892,457465,436339,436362,71880,70389.0,22706228.0
2000-05-16,440582,444775,434988,440585,59270,71070.0,22706228.0
2000-05-17,440479,446729,406692,422286,65730,68119.0,22706228.0
2000-05-18,401159,420732,396072,396949,37570,64032.0,22706228.0
2000-05-19,396738,402294,390991,400468,38640,64599.0,22706228.0
2000-05-22,395145,399378,354465,357536,58120,57674.0,22706228.0
2000-05-23,365856,380732,351839,368093,43430,59377.0,22706228.0
2000-05-24,368074,402561,356074,385688,70540,62215.0,22706228.0
2000-05-25,408101,433461,389848,415248,111080,66983.0,22706228.0
2000-05-26,408094,408094,377164,380058,62660,61307.0,22706228.0
2000-05-29,364313,388273,359380,383577,122600,61874.0,22706228.0
2000-05-30,394712,411645,394052,396949,55050,64032.0,22706228.0
2000-05-31,408064,429191,396917,409618,233970,66075.0,22706228.0
2000-06-01,422314,427908,409654,415248,71500,66983.0,22706228.0
2000-06-02,422984,434984,411684,419471,79020,67665.0,22706228.0
2000-06-05,419192,460745,419192,456069,184240,73568.0,22706228.0
2000-06-07,471245,489462,455675,489852,232440,79018.0,22706228.0
2000-06-08,493738,499445,459911,464515,156230,74931.0,22706228.0
2000-06-09,443416,478563,443416,457477,87770,73795.0,22706228.0
2000-06-12,437396,485219,437396,471553,123130,76066.0,22706228.0
2000-06-13,478305,478305,450072,451143,65770,72773.0,22706228.0
2000-06-14,437613,457380,437613,443401,36450,71525.0,22706228.0
2000-06-15,438372,443459,381439,406802,91690,65621.0,22706228.0
2000-06-16,405150,414937,396683,403987,36090,65167.0,22706228.0
2000-06-19,394773,403900,385647,394134,73180,63577.0,22706228.0
2000-06-20,387022,419449,387022,402580,42630,64940.0,22706228.0
2000-06-21,407830,414937,394510,403987,72160,65167.0,22706228.0
2000-06-22,407830,418470,399403,403987,53770,65167.0,22706228.0
2000-06-23,404297,407830,396683,403987,42100,65167.0,22706228.0
2000-06-26,408052,422226,396906,422286,56390,68119.0,22706228.0
2000-06-27,436081,436081,420507,429324,112410,69254.0,22706228.0
2000-06-28,428974,440974,420507,429324,169600,69254.0,22706228.0
2000-06-29,436050,448710,424710,433547,266830,69935.0,22706228.0
2000-06-30,436060,442313,427593,437770,87900,70616.0,22706228.0
2000-07-03,437649,476345,434969,465923,322780,75158.0,22706228.0
2000-07-04,464085,464085,438882,450439,150480,72660.0,22706228.0
2000-07-05,457169,461365,438919,441289,109220,71184.0,22706228.0
2000-07-06,449023,464403,437683,462403,258020,74590.0,22706228.0
2000-07-07,476783,495190,464083,492667,646950,79472.0,22706228.0
2000-07-10,505024,520557,488130,502521,545870,81061.0,22706228.0
2000-07-11,506615,509488,479238,479295,271500,77315.0,22706228.0
2000-07-12,479222,489705,460989,465923,169620,75158.0,22706228.0
2000-07-13,452953,476100,452953,472257,182330,76179.0,22706228.0
2000-07-14,458572,472589,454999,456069,97850,73568.0,22706228.0
2000-07-18,458086,463640,423603,447623,209540,72206.0,22706228.0
2000-07-19,422328,447652,422328,440585,91750,71070.0,22706228.0
2000-07-20,429195,439135,424962,430732,92770,69481.0,22706228.0
2000-07-21,433414,440521,426501,439882,69340,70957.0,22706228.0
2000-07-24,425034,437034,415208,415248,91880,66983.0,22706228.0
2000-07-25,396927,428500,396927,413841,82850,66756.0,22706228.0
2000-07-26,426480,426480,404537,413841,90830,66756.0,22706228.0
2000-07-27,413542,413542,404262,407506,61070,65735.0,22706228.0
2000-07-28,402946,416306,402946,408210,39150,65848.0,22706228.0
2000-07-31,408107,422280,405387,418767,69530,67551.0,22706228.0
2000-08-01,422061,428974,417827,429324,83420,69254.0,22706228.0
2000-08-02,433207,433207,424741,429324,52750,69254.0,22706228.0
2000-08-03,429216,432090,422303,427917,74810,69027.0,22706228.0
2000-08-04,422701,448721,419165,420879,81670,67892.0,22706228.0
2000-08-07,414912,422019,411375,411729,40580,66416.0,22706228.0
2000-08-08,420509,426256,411419,412433,63600,66529.0,22706228.0
2000-08-09,413836,427856,410303,427917,56490,69027.0,22706228.0
2000-08-10,427165,427165,415165,426509,47160,68800.0,22706228.0
2000-08-11,426469,432719,416485,426509,77370,68800.0,22706228.0
2000-08-14,427850,467926,427850,452550,247130,73001.0,22706228.0
2000-08-16,450351,463011,443397,449031,74180,72433.0,22706228.0
2000-08-17,450095,450095,437399,446216,112720,71979.0,22706228.0
2000-08-18,439127,444020,437613,443401,83330,71525.0,22706228.0
2000-08-21,443180,448773,438093,442697,74960,71411.0,22706228.0
2000-08-22,442574,446108,439194,444808,33100,71752.0,22706228.0
2000-08-23,437689,443439,432099,432140,58050,69708.0,22706228.0
2000-08-24,431793,435326,417773,432843,61500,69822.0,22706228.0
2000-08-25,432507,432507,422061,429324,51040,69254.0,22706228.0
2000-08-28,432109,436339,426515,436362,85470,70389.0,22706228.0
2000-08-29,444720,448953,434933,443401,164780,71525.0,22706228.0
2000-08-30,443351,447584,439117,439178,60940,70843.0,22706228.0
