아세아(002030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-05-13,23682,23781,22794,23189,37250,102946.0,4380673.0
1999-05-14,23486,23682,20722,23683,45020,105136.0,4380673.0
1999-05-17,23190,23190,22253,22696,29200,100755.0,4380673.0
1999-05-18,22203,22697,20920,21660,26510,96156.0,4380673.0
1999-05-19,21215,22202,21215,22203,29410,98565.0,4380673.0
1999-05-20,22696,22696,20376,22203,45170,98565.0,4380673.0
1999-05-21,22696,22696,21857,22203,13500,98565.0,4380673.0
1999-05-24,21710,22598,21710,21709,3100,96375.0,4380673.0
1999-05-25,21710,22203,20920,21315,14590,94623.0,4380673.0
1999-05-26,20920,22597,20920,22203,30460,98565.0,4380673.0
1999-05-27,22202,22696,21709,21808,58500,96813.0,4380673.0
1999-05-28,21907,22153,21807,22005,4680,97689.0,4380673.0
1999-05-31,22597,22597,22005,22005,4060,97689.0,4380673.0
1999-06-01,21808,22697,21808,22499,21670,99879.0,4380673.0
1999-06-02,22697,23584,22499,22696,12590,100755.0,4380673.0
1999-06-03,22696,23436,22301,23436,29760,104041.0,4380673.0
1999-06-04,23781,23879,22696,22992,29550,102070.0,4380673.0
1999-06-07,23584,26396,23189,25854,77740,114774.0,4380673.0
1999-06-08,24965,26150,24274,26051,28510,115650.0,4380673.0
1999-06-09,25854,25854,24818,25163,25090,111707.0,4380673.0
1999-06-10,24176,27531,24176,27531,21100,122221.0,4380673.0
1999-06-11,24670,27137,24670,25410,9010,112802.0,4380673.0
1999-06-14,25656,25656,23880,24670,9060,109517.0,4380673.0
1999-06-15,23682,25163,23682,24818,8910,110174.0,4380673.0
1999-06-16,24275,25262,24275,24374,4760,108203.0,4380673.0
1999-06-17,24966,25212,24274,24275,31930,107765.0,4380673.0
1999-06-18,25212,25261,24274,24275,70470,107765.0,4380673.0
1999-06-21,24768,25261,24472,24670,46700,109517.0,4380673.0
1999-06-22,25065,25065,24177,24176,18520,107326.0,4380673.0
1999-06-23,24571,25163,23682,24275,33800,107765.0,4380673.0
1999-06-24,23880,24769,23880,24176,9300,107326.0,4380673.0
1999-06-25,24225,24866,23682,24670,10620,109517.0,4380673.0
1999-06-28,25015,28369,25015,27531,63010,122221.0,4380673.0
1999-06-29,24670,27433,24670,26841,51620,119154.0,4380673.0
1999-06-30,29603,29603,27630,28123,72530,124849.0,4380673.0
1999-07-01,28321,32071,27631,29110,47360,129230.0,4380673.0
1999-07-02,30097,31084,28617,30097,26680,133611.0,4380673.0
1999-07-05,30590,30887,28815,30097,57120,133611.0,4380673.0
1999-07-06,30195,32465,30195,32465,106640,144124.0,4380673.0
1999-07-07,30985,33551,30985,33255,53160,147629.0,4380673.0
1999-07-08,29653,35031,29653,33452,32840,148505.0,4380673.0
1999-07-09,33354,33354,31577,31676,9870,140620.0,4380673.0
1999-07-12,32465,32762,31085,31774,21460,141058.0,4380673.0
1999-07-13,31578,31578,28618,29110,36610,129230.0,4380673.0
1999-07-14,30492,30541,29110,29604,13520,131420.0,4380673.0
1999-07-15,27630,29603,27630,28123,28950,124849.0,4380673.0
1999-07-16,27926,29011,27631,28666,8180,127259.0,4380673.0
1999-07-19,29603,29603,27136,28123,43930,124849.0,4380673.0
1999-07-20,27729,29011,27630,27827,117570,123535.0,4380673.0
1999-07-21,29603,29603,27186,28617,40810,127040.0,4380673.0
1999-07-22,28223,29406,27137,27433,11420,121783.0,4380673.0
1999-07-23,27136,28617,26150,27137,96860,120469.0,4380673.0
1999-07-26,27136,28617,23682,25656,20220,113897.0,4380673.0
1999-07-27,25756,25756,24472,25558,27670,113459.0,4380673.0
1999-07-28,26150,29357,25953,28617,132940,127040.0,4380673.0
1999-07-29,29110,29603,27235,28123,29020,124849.0,4380673.0
1999-07-30,26644,28618,26151,26643,14170,118278.0,4380673.0
1999-08-02,28618,28618,26151,26643,6690,118283.0,4380844.0
1999-08-03,27186,28518,26544,26544,7180,117845.0,4380844.0
1999-08-04,26741,28617,26544,28123,8560,124854.0,4380844.0
1999-08-05,28123,28123,26841,27630,14240,122664.0,4380844.0
1999-08-06,28124,28124,26446,26446,2660,117407.0,4380844.0
1999-08-09,27038,27631,25657,27433,2280,121787.0,4380844.0
1999-08-10,26644,27631,26644,26643,8190,118283.0,4380844.0
1999-08-11,26643,26643,25261,25854,2880,114778.0,4380844.0
1999-08-12,24866,26051,24669,25459,33000,113026.0,4380844.0
1999-08-13,26150,26150,25064,25459,3640,113026.0,4380844.0
1999-08-16,25164,27580,24669,25360,2620,112588.0,4380844.0
1999-08-17,26544,27432,26150,26890,8860,119378.0,4380844.0
1999-08-18,28123,28123,26298,26989,9120,119816.0,4380844.0
1999-08-19,26346,27333,26346,27137,4450,120473.0,4380844.0
1999-08-20,27136,27631,26841,27630,5910,122664.0,4380844.0
1999-08-23,27630,28420,27630,28370,23860,125949.0,4380844.0
1999-08-24,29406,29406,27038,27137,16980,120473.0,4380844.0
1999-08-25,27631,28025,26347,27433,15430,121787.0,4380844.0
1999-08-26,27433,27828,26249,26446,17410,117407.0,4380844.0
1999-08-27,25657,26446,24670,25163,16280,111712.0,4380844.0
1999-08-30,25261,26051,24571,24670,8950,109521.0,4380844.0
1999-08-31,23190,25114,23190,23781,13140,105578.0,4380844.0
1999-09-01,23782,24423,22302,22696,18870,100759.0,4380844.0
1999-09-02,20722,23781,20722,20772,22420,92217.0,4380844.0
1999-09-03,20822,21166,19835,20624,13370,91560.0,4380844.0
1999-09-06,21018,21463,20723,21315,39150,94626.0,4380844.0
1999-09-07,21314,23584,21215,22597,53320,100321.0,4380844.0
1999-09-08,22894,23288,21709,22005,21020,97693.0,4380844.0
1999-09-09,21710,22302,21018,22104,3780,98131.0,4380844.0
1999-09-10,21216,22697,20427,21315,51040,94626.0,4380844.0
1999-09-13,22400,23190,21216,21315,27220,94626.0,4380844.0
1999-09-14,21413,22202,21215,22203,40730,98569.0,4380844.0
1999-09-15,22301,22696,21709,21808,24380,96817.0,4380844.0
1999-09-16,21561,22153,21215,21216,9830,94188.0,4380844.0
1999-09-17,19884,21216,19884,20673,5710,91779.0,4380844.0
1999-09-20,20278,21166,20278,20328,6420,90245.0,4380844.0
1999-09-21,20427,21166,20427,20821,10840,92436.0,4380844.0
1999-09-22,20328,20476,19440,20229,68250,89807.0,4380844.0
1999-09-27,20476,20476,19538,19637,8510,87179.0,4380844.0
1999-09-28,20180,20180,18749,19045,14040,84550.0,4380844.0
1999-09-29,17909,18896,17909,18058,23650,80169.0,4380844.0
1999-09-30,17566,18305,16973,17417,35440,77322.0,4380844.0
1999-10-01,17268,17368,15788,16282,25730,72284.0,4380844.0
1999-10-04,16479,17219,15887,15887,12150,70532.0,4380844.0
1999-10-05,16084,16281,14999,14999,36480,66589.0,4380844.0
1999-10-06,14802,17220,14112,17219,27940,76446.0,4380844.0
1999-10-07,16627,17466,16380,17466,11040,77541.0,4380844.0
1999-10-08,17960,19143,17762,17861,27520,79293.0,4380844.0
1999-10-11,19045,19045,17861,18157,23220,80608.0,4380844.0
1999-10-12,18158,18946,18158,18650,21810,82798.0,4380844.0
1999-10-13,18650,18847,18107,18256,20990,81046.0,4380844.0
1999-10-14,18255,18748,18255,18749,12720,83236.0,4380844.0
1999-10-15,18946,18946,18256,18354,11500,81484.0,4380844.0
1999-10-18,18355,18749,17269,18009,11810,79950.0,4380844.0
1999-10-19,18748,18748,16775,17466,11060,77541.0,4380844.0
1999-10-20,17763,18651,17763,18650,8970,82798.0,4380844.0
1999-10-21,19242,19242,17861,17910,18540,79512.0,4380844.0
1999-10-22,18256,18651,17368,17367,12500,77103.0,4380844.0
1999-10-25,17960,18355,17368,17762,7700,78855.0,4380844.0
1999-10-26,17763,18059,16776,17614,8850,78198.0,4380844.0
1999-10-27,17615,18059,17171,17614,8030,78198.0,4380844.0
1999-10-28,17615,18059,17615,17614,64890,78198.0,4380844.0
1999-10-29,17763,18355,17763,17959,33440,79731.0,4380844.0
1999-11-01,18748,20426,17860,18058,127320,80169.0,4380844.0
1999-11-02,18355,18355,17466,17713,94090,78636.0,4380844.0
1999-11-03,17713,17763,17269,17367,46850,77103.0,4380844.0
1999-11-04,17367,18157,17317,17861,198080,79293.0,4380844.0
1999-11-05,18255,19637,18058,18256,307460,81046.0,4380844.0
1999-11-08,18748,18945,18009,18058,180190,80169.0,4380844.0
1999-11-09,18452,20722,18157,20722,464210,91998.0,4380844.0
1999-11-10,21215,21561,19784,20722,373220,91998.0,4380844.0
1999-11-11,20920,22302,19933,21709,294760,96379.0,4380844.0
1999-11-12,21907,22301,20771,20772,219440,92217.0,4380844.0
1999-11-15,20327,20722,19340,19933,153050,88493.0,4380844.0
1999-11-16,19981,22104,19981,20525,188520,91122.0,4380844.0
1999-11-17,21610,23091,21018,21216,280740,94188.0,4380844.0
1999-11-18,20723,21710,20230,21117,74840,93750.0,4380844.0
1999-11-19,20822,21710,20032,20229,150630,89807.0,4380844.0
1999-11-22,20327,20722,19538,19933,63140,88493.0,4380844.0
1999-11-23,19933,20230,18946,18996,91120,84331.0,4380844.0
1999-11-24,18996,19341,17910,18749,76470,83236.0,4380844.0
1999-11-25,18700,18700,16084,17367,97470,77103.0,4380844.0
1999-11-26,17171,17171,15789,15789,73240,70094.0,4380844.0
1999-11-29,17663,17663,16281,16479,94150,73160.0,4380844.0
1999-11-30,16924,17268,16479,16479,71960,73160.0,4380844.0
1999-12-01,16479,16776,15691,15986,62740,70970.0,4380844.0
1999-12-02,16282,17565,15986,16529,87780,73379.0,4380844.0
1999-12-03,16776,17072,16085,16183,35990,71846.0,4380844.0
1999-12-06,16084,16183,15296,15493,56580,68779.0,4380844.0
1999-12-07,15296,15296,14111,14506,57230,64398.0,4380844.0
1999-12-08,13420,14901,13026,13914,65970,61770.0,4380844.0
1999-12-09,13815,14407,13668,14111,46950,62646.0,4380844.0
1999-12-10,14160,15196,13814,14999,50410,66589.0,4380844.0
1999-12-13,15296,16282,15099,15986,69470,70970.0,4380844.0
1999-12-14,15987,16282,15296,15789,83990,70094.0,4380844.0
1999-12-15,16578,16578,13913,15591,51110,69217.0,4380844.0
1999-12-16,15789,16085,15296,15986,70790,70970.0,4380844.0
1999-12-17,15296,15789,14802,15295,35990,67903.0,4380844.0
1999-12-20,14850,14999,14308,14802,61090,65713.0,4380844.0
1999-12-21,13814,15690,13814,14604,80660,64836.0,4380844.0
1999-12-22,14012,14753,13618,13914,46670,61770.0,4380844.0
1999-12-23,13914,14209,13519,13815,33330,61332.0,4380844.0
1999-12-24,14112,14112,13519,13914,24790,61770.0,4380844.0
1999-12-27,13914,14506,13124,13420,131270,59579.0,4380844.0
1999-12-28,12334,13814,12334,13815,34080,61332.0,4380844.0
2000-01-04,11842,13617,11842,12828,43510,56951.0,4380844.0
2000-01-05,12631,12829,12335,12433,21620,55199.0,4380844.0
2000-01-06,12434,12829,11940,12631,47390,56075.0,4380844.0
2000-01-07,12829,13223,12631,12828,27610,56951.0,4380844.0
2000-01-10,12878,13420,12532,12828,13380,56951.0,4380844.0
2000-01-11,12828,13026,12334,12532,41860,55637.0,4380844.0
2000-01-12,12631,12976,12434,12976,33910,57608.0,4380844.0
2000-01-13,12976,13420,12434,13420,29010,59579.0,4380844.0
2000-01-14,13371,13568,13026,13026,36200,57827.0,4380844.0
2000-01-17,12877,13519,12828,13124,12410,58265.0,4380844.0
2000-01-18,12877,13321,12581,12927,19820,57389.0,4380844.0
2000-01-19,12434,12483,11545,11545,29180,51256.0,4380844.0
2000-01-20,12335,12335,11053,11052,11360,49065.0,4380844.0
2000-01-21,10855,11102,9917,11052,135150,49065.0,4380844.0
2000-01-24,11546,12040,10904,11052,60660,49065.0,4380844.0
2000-01-25,11053,11201,10756,11052,24680,49065.0,4380844.0
2000-01-26,11150,11348,10806,11151,22140,49504.0,4380844.0
2000-01-27,11348,12137,10904,11792,70990,52351.0,4380844.0
2000-01-28,12039,12039,11398,11447,34110,50818.0,4380844.0
2000-01-31,11348,11545,11151,11447,29750,50818.0,4380844.0
2000-02-01,11496,11743,11151,11644,17710,51694.0,4380844.0
2000-02-02,11298,12039,11298,11743,46880,52132.0,4380844.0
2000-02-03,12335,12335,11842,12236,58270,54322.0,4380844.0
2000-02-07,12434,12582,12089,12088,38000,53665.0,4380844.0
2000-02-08,11989,12039,11298,11743,32720,52132.0,4380844.0
2000-02-09,11250,12039,11250,11447,26140,50818.0,4380844.0
2000-02-10,11348,11348,10658,10657,61100,47313.0,4380844.0
2000-02-11,10410,11644,10164,10263,73600,45561.0,4380844.0
2000-02-14,10361,10657,9818,9868,38040,43808.0,4380844.0
2000-02-15,9572,9868,9227,9296,67690,41268.0,4380844.0
2000-02-16,9296,9671,8486,8980,54660,39866.0,4380844.0
2000-02-17,9029,9128,8585,8733,56220,38770.0,4380844.0
2000-02-18,8782,8881,8486,8881,89960,39428.0,4380844.0
2000-02-21,8881,8881,7894,7894,40900,35047.0,4380844.0
2000-02-22,7993,8170,7500,7894,53740,35047.0,4380844.0
2000-02-23,7697,9078,7697,8605,106590,38201.0,4380844.0
2000-02-24,8832,8881,8309,8427,56130,37412.0,4380844.0
2000-02-25,8585,9177,8289,8891,88400,39471.0,4380844.0
2000-02-28,8980,10065,8910,9473,127230,42056.0,4380844.0
2000-02-29,9967,9967,9424,9473,110160,42056.0,4380844.0
2000-03-02,10361,10854,9680,9868,227280,43808.0,4380844.0
2000-03-03,10362,11348,9701,10855,224620,48189.0,4380844.0
2000-03-06,11842,11842,10855,11052,170520,49065.0,4380844.0
2000-03-07,11348,11447,10559,10657,77920,47313.0,4380844.0
2000-03-08,10263,10756,10165,10657,42280,47313.0,4380844.0
2000-03-09,10658,11299,10658,10855,71940,48189.0,4380844.0
2000-03-10,10855,11052,10263,10805,69430,47970.0,4380844.0
2000-03-13,10805,11644,10805,11348,111470,50380.0,4380844.0
2000-03-14,12730,13026,12137,12631,489500,56075.0,4380844.0
2000-03-15,12532,13026,11545,12433,171780,55199.0,4380844.0
2000-03-16,12778,12927,10953,11348,86440,50380.0,4380844.0
2000-03-17,11398,11644,10855,11348,78800,50380.0,4380844.0
2000-03-20,11348,11595,10855,11348,51470,50380.0,4380844.0
2000-03-21,10904,11545,10657,11545,46950,51256.0,4380844.0
2000-03-22,11545,11645,11052,11644,43570,51694.0,4380844.0
2000-03-23,11644,12285,11447,11545,66720,51256.0,4380844.0
2000-03-24,11447,12039,11447,11743,120260,52132.0,4380844.0
2000-03-27,11989,12434,11644,11743,68530,52132.0,4380844.0
2000-03-28,12138,12434,11743,11841,72880,52570.0,4380844.0
2000-03-29,11989,11989,11053,11052,64320,49065.0,4380844.0
2000-03-30,11150,11150,10065,10361,58430,45999.0,4380844.0
2000-03-31,10263,10411,9828,9967,58580,44247.0,4380844.0
2000-04-03,10213,10460,9719,9720,83280,43151.0,4380844.0
2000-04-04,9719,10213,9473,9670,46460,42932.0,4380844.0
2000-04-06,9384,9660,9089,9276,46730,41180.0,4380844.0
2000-04-07,9670,9670,9275,9394,32040,41706.0,4380844.0
2000-04-10,9375,10756,9375,10657,153740,47313.0,4380844.0
2000-04-11,10609,10609,9415,9661,77160,42888.0,4380844.0
2000-04-12,9671,9838,9464,9651,34330,42845.0,4380844.0
2000-04-14,9621,9868,9276,9769,61550,43370.0,4380844.0
2000-04-17,9078,9177,8308,8319,39770,36931.0,4380844.0
2000-04-18,8871,9038,8634,8871,70210,39384.0,4380844.0
2000-04-19,8881,9276,8881,8970,22470,39822.0,4380844.0
2000-04-20,8980,9591,8880,9592,44550,42582.0,4380844.0
2000-04-21,9572,9809,9197,9809,27650,43546.0,4380844.0
2000-04-24,9572,9719,9473,9720,16120,43151.0,4380844.0
2000-04-25,9375,9710,9375,9374,8880,41618.0,4380844.0
2000-04-26,9572,9720,9236,9374,34620,41618.0,4380844.0
2000-04-27,9029,9177,8901,9069,18300,40260.0,4380844.0
2000-04-28,8891,9196,8891,8999,11440,39953.0,4380844.0
2000-05-02,9029,9157,8881,8980,18180,39866.0,4380844.0
2000-05-03,8980,8980,8733,8960,18780,39778.0,4380844.0
2000-05-04,9020,9178,8881,8980,20530,39866.0,4380844.0
2000-05-08,8980,9078,8831,8832,22040,39209.0,4380844.0
2000-05-09,8783,8980,8783,8901,17410,39515.0,4380844.0
2000-05-10,8930,9029,8891,8950,16700,39734.0,4380844.0
2000-05-12,9029,9128,8931,8970,30130,39822.0,4380844.0
2000-05-15,8970,9068,8536,8565,26240,38026.0,4380844.0
2000-05-16,8683,8683,8209,8486,18740,37675.0,4380844.0
2000-05-17,8486,8486,7914,7944,21550,35266.0,4380844.0
2000-05-18,7519,7894,7026,7026,44300,31192.0,4380844.0
2000-05-19,7400,7400,6917,7204,25710,31980.0,4380844.0
2000-05-22,7421,7539,7223,7401,79900,32856.0,4380844.0
2000-05-23,7400,7697,6927,7125,41510,31630.0,4380844.0
2000-05-24,7204,7392,6819,7154,45280,31761.0,4380844.0
2000-05-25,7203,7993,7203,7845,81620,34828.0,4380844.0
2000-05-26,7993,7993,7302,7598,47000,33732.0,4380844.0
2000-05-29,7598,7943,7400,7796,52540,34609.0,4380844.0
2000-05-30,7944,8141,7816,8003,21070,35529.0,4380844.0
2000-05-31,8191,9089,8191,8388,92460,37237.0,4380844.0
2000-06-01,8684,8684,8121,8338,44510,37018.0,4380844.0
2000-06-02,8486,8536,8338,8476,19580,37631.0,4380844.0
2000-06-05,8585,9472,8585,9187,66930,40786.0,4380844.0
2000-06-07,9454,10558,9375,10559,159460,46875.0,4380844.0
2000-06-08,11645,11793,9670,9848,178080,43721.0,4380844.0
2000-06-09,9849,10065,9285,9572,74260,42494.0,4380844.0
2000-06-12,9670,9867,9572,9868,61940,43808.0,4380844.0
2000-06-13,9868,10460,9573,9582,67220,42538.0,4380844.0
2000-06-14,9670,10756,9601,10361,42620,45999.0,4380844.0
2000-06-15,10362,10411,9691,10164,41620,45123.0,4380844.0
2000-06-16,10165,10165,9572,9848,35940,43721.0,4380844.0
2000-06-19,9848,9848,9374,9749,36810,43283.0,4380844.0
2000-06-20,9867,9967,9443,9868,37560,43808.0,4380844.0
2000-06-21,9868,9868,9473,9819,2330,43589.0,4380844.0
2000-06-22,9769,9769,9196,9197,31610,40829.0,4380844.0
2000-06-23,9375,9868,9375,9424,44960,41837.0,4380844.0
2000-06-26,9770,10806,9759,10805,239140,47970.0,4380844.0
2000-06-27,10263,11842,10263,11052,319420,49065.0,4380844.0
2000-06-28,11347,11347,10410,10460,149540,46437.0,4380844.0
2000-06-29,10855,10855,9759,9759,88570,43327.0,4380844.0
2000-06-30,9967,10756,9868,10657,69610,47313.0,4380844.0
2000-07-03,10411,11496,10411,11003,145850,48846.0,4380844.0
2000-07-04,11003,11052,10213,10263,70470,45561.0,4380844.0
2000-07-05,10065,10460,9769,9917,72700,44027.0,4380844.0
2000-07-06,9967,10262,9779,10115,53090,44904.0,4380844.0
2000-07-07,10164,10854,10164,10460,74430,46437.0,4380844.0
2000-07-10,10658,10756,10214,10657,65820,47313.0,4380844.0
2000-07-11,10657,10952,10065,10065,78040,44685.0,4380844.0
2000-07-12,10164,10262,9916,10065,43000,44685.0,4380844.0
2000-07-13,9868,10066,9770,9819,40380,43589.0,4380844.0
2000-07-14,9828,10016,9572,9670,38650,42932.0,4380844.0
2000-07-18,9720,9917,9375,9424,31940,41837.0,4380844.0
2000-07-19,9424,9661,9424,9572,29740,42494.0,4380844.0
2000-07-20,9572,9661,9089,9246,38740,41049.0,4380844.0
2000-07-21,9473,9680,9257,9374,22110,41618.0,4380844.0
2000-07-24,9375,9454,9117,9118,42450,40479.0,4380844.0
2000-07-25,9177,9177,8881,9078,13870,40304.0,4380844.0
2000-07-26,8901,9582,8901,9098,16990,40391.0,4380844.0
2000-07-27,8880,9128,8801,8832,12710,39209.0,4380844.0
2000-07-28,8782,8970,8703,8881,13220,39428.0,4380844.0
2000-07-31,8880,8880,8407,8753,9360,38858.0,4380844.0
2000-08-01,8683,8910,8683,8832,11130,39209.0,4380844.0
2000-08-02,8813,9029,8704,8970,5560,39822.0,4380844.0
2000-08-03,9168,9168,8802,8842,9730,39252.0,4380844.0
2000-08-04,8802,8970,8782,8802,6600,39077.0,4380844.0
2000-08-07,8753,8871,8664,8694,5050,38595.0,4380844.0
2000-08-08,8970,9561,8931,9078,39880,40304.0,4380844.0
2000-08-09,9316,9562,9089,9226,14040,40961.0,4380844.0
2000-08-10,9473,9473,9049,9088,9300,40348.0,4380844.0
2000-08-11,9089,9759,9089,9503,18270,42188.0,4380844.0
2000-08-14,9572,9967,9572,9572,15310,42494.0,4380844.0
2000-08-16,9670,10065,9670,9967,33560,44247.0,4380844.0
2000-08-17,9769,9769,9572,9720,8280,43151.0,4380844.0
2000-08-18,9719,9719,9473,9522,11390,42275.0,4380844.0
2000-08-21,9177,9375,9177,9276,10030,41180.0,4380844.0
2000-08-22,9473,9621,9375,9572,8570,42494.0,4380844.0
2000-08-23,9720,9720,9276,9374,8160,41618.0,4380844.0
2000-08-24,9128,9572,9117,9236,9720,41005.0,4380844.0
2000-08-25,9236,9324,9177,9315,5610,41355.0,4380844.0
2000-08-28,9572,9572,9177,9315,14730,41355.0,4380844.0
2000-08-29,9493,9513,9336,9414,9210,41793.0,4380844.0
2000-08-30,9374,9670,9275,9670,13760,42932.0,4380844.0
2000-08-31,9572,9572,9206,9325,11700,41399.0,4380844.0
2000-09-01,9325,9720,9325,9572,19060,42494.0,4380844.0
2000-09-04,9572,10312,9572,10164,58840,45123.0,4380844.0
2000-09-05,10460,10460,9967,10164,49290,45123.0,4380844.0
2000-09-06,10164,10262,9867,9868,40170,43808.0,4380844.0
2000-09-07,9385,9671,9276,9542,43000,42363.0,4380844.0
2000-09-08,9375,9532,9147,9276,24840,41180.0,4380844.0
2000-09-14,9178,9473,9178,9374,21520,41618.0,4380844.0
2000-09-15,9364,9750,9306,9374,44970,41618.0,4380844.0
2000-09-18,9178,9178,8112,8388,22180,37237.0,4380844.0
