녹십자(006280),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-26,17516,17516,16826,17518,7720,2536.0,667434.0
1999-04-27,17286,17563,17286,17518,4050,2536.0,667434.0
1999-04-28,17286,17286,16617,17058,5340,2470.0,667434.0
1999-04-29,16826,18439,16826,18440,7830,2670.0,667434.0
1999-04-30,18439,18439,17563,17564,9150,2543.0,667434.0
1999-05-03,17516,17978,17516,17795,14210,2576.0,667434.0
1999-05-04,18393,18393,16641,16711,6690,2419.0,667434.0
1999-05-06,18762,19200,18393,19201,19580,2780.0,667434.0
1999-05-07,20745,20745,17148,18763,15030,2716.0,667434.0
1999-05-10,18576,18576,17333,18440,5830,2670.0,667434.0
1999-05-11,18900,18900,18001,18002,6490,2606.0,667434.0
1999-05-12,18001,18001,17516,17541,550,2540.0,667434.0
1999-05-13,17516,18208,17286,17288,4840,2503.0,667434.0
1999-05-14,16894,17079,16894,17012,3970,2463.0,667434.0
1999-05-17,17978,17978,17102,17103,3630,2476.0,667434.0
1999-05-18,17286,17286,16134,16388,2550,2373.0,667434.0
1999-05-19,16180,17056,14751,16481,3640,2386.0,667434.0
1999-05-20,16617,16641,16134,16135,1420,2336.0,667434.0
1999-05-21,15304,16134,15258,15398,2720,2229.0,667434.0
1999-05-24,14636,14636,14336,14522,3420,2102.0,667434.0
1999-05-25,14797,15211,14751,14752,1930,2136.0,667434.0
1999-05-26,15603,15603,14751,14752,7490,2136.0,667434.0
1999-05-27,14981,15442,14797,15167,2970,2196.0,667434.0
1999-05-28,15165,15672,14751,14752,3240,2136.0,667434.0
1999-05-31,14751,15672,14751,15629,4170,2263.0,667434.0
1999-06-01,16134,16134,15672,15997,9110,2316.0,667434.0
1999-06-02,15672,15672,15304,15582,2470,2256.0,667434.0
1999-06-03,15581,15903,15581,15882,2020,2299.0,667434.0
1999-06-04,18255,18255,15672,15675,2430,2269.0,667434.0
1999-06-07,15672,15812,15442,15675,3820,2269.0,667434.0
1999-06-08,15165,16134,15165,15629,2070,2263.0,667434.0
1999-06-09,15442,15626,15442,15629,680,2263.0,667434.0
1999-06-10,15211,16134,15211,15858,2570,2296.0,667434.0
1999-06-11,15258,16134,15258,16135,5630,2336.0,667434.0
1999-06-14,15903,17516,15903,16135,3160,2336.0,667434.0
1999-06-15,16134,16134,13737,15444,3540,2236.0,667434.0
1999-06-16,15442,15672,14751,15675,7490,2269.0,667434.0
1999-06-17,16134,16364,16087,16135,8710,2336.0,667434.0
1999-06-18,16595,18554,16595,18555,24790,2686.0,667434.0
1999-06-21,18531,20745,17148,17887,19980,2590.0,667434.0
1999-06-22,17886,17886,16364,17012,5730,2463.0,667434.0
1999-06-23,17286,17516,16387,17288,9900,2503.0,667434.0
1999-06-24,16595,17286,16434,16458,1850,2383.0,667434.0
1999-06-25,16457,16756,16180,16181,550,2343.0,667434.0
1999-06-28,15672,16180,15672,16135,6290,2336.0,667434.0
1999-06-29,16134,16134,15465,15489,5340,2243.0,667434.0
1999-06-30,15489,15489,15235,15237,2470,2206.0,667434.0
1999-07-01,15718,15718,12953,15444,5910,2236.0,667434.0
1999-07-02,15465,15465,13828,14338,7320,2076.0,667434.0
1999-07-05,16318,16410,14751,14752,8970,2136.0,667434.0
1999-07-06,14981,15211,14843,15214,10150,2203.0,667434.0
1999-07-07,15626,15626,14981,15305,6530,2216.0,667434.0
1999-07-08,17586,17586,17586,17588,19930,2546.0,667434.0
1999-07-09,18439,20214,18439,20216,21210,2927.0,667434.0
1999-07-12,20697,20697,18900,19362,13180,2803.0,667434.0
1999-07-13,18877,18877,16826,16827,7210,2436.0,667434.0
1999-07-14,19338,19338,18439,19317,22090,2797.0,667434.0
1999-07-15,18807,18807,16826,18440,11090,2670.0,667434.0
1999-07-16,17747,17747,16872,17333,6230,2510.0,667434.0
1999-07-19,17056,18208,17056,18209,7970,2636.0,667434.0
1999-07-20,18485,18485,17516,18463,14040,2673.0,667434.0
1999-07-21,18024,18900,18024,18440,15470,2670.0,667434.0
1999-07-22,18439,18762,17540,18440,13860,2670.0,667434.0
1999-07-23,18900,20745,18900,18901,27650,2736.0,667434.0
1999-07-26,21735,21735,21735,21736,35610,3147.0,667434.0
1999-07-27,24985,24985,24985,24986,7900,3617.0,667434.0
1999-07-28,23049,24478,21897,24479,49960,3544.0,667434.0
1999-07-29,24201,27568,22818,27200,29070,3938.0,667434.0
1999-07-30,23510,25353,23141,23143,18920,3351.0,667434.0
1999-08-02,23971,23971,19730,19870,9310,2877.0,667434.0
1999-08-03,19868,20974,19868,20976,12860,3037.0,667434.0
1999-08-04,21205,21205,19822,19823,13840,2870.0,667434.0
1999-08-05,19891,20053,18670,18670,9840,2703.0,667434.0
1999-08-06,18670,19130,18439,18486,6620,2676.0,667434.0
1999-08-09,18439,18439,18024,18417,5870,2666.0,667434.0
1999-08-10,16687,18208,16687,17518,4440,2536.0,667434.0
1999-08-11,17516,17516,16687,16804,6630,2433.0,667434.0
1999-08-12,16595,18208,16595,17749,6730,2570.0,667434.0
1999-08-13,17286,17286,16641,16827,7410,2436.0,667434.0
1999-08-16,17563,17563,16203,17518,7400,2536.0,667434.0
1999-08-17,18439,18439,17978,17979,17070,2603.0,667434.0
1999-08-18,16549,17056,16226,16596,8580,2403.0,667434.0
1999-08-19,16595,17978,16364,16596,5030,2403.0,667434.0
1999-08-20,17978,18208,17978,18209,7680,2636.0,667434.0
1999-08-23,17978,19361,17747,18901,5190,2736.0,667434.0
1999-08-24,19361,21735,19361,21736,18310,3147.0,667434.0
1999-08-25,24847,24847,21574,23512,44410,3404.0,667434.0
1999-08-26,23510,23510,22589,23512,54920,3404.0,667434.0
1999-08-27,23049,24662,23049,24664,33530,3571.0,667434.0
1999-08-30,26276,26276,24662,25587,48090,3704.0,667434.0
1999-08-31,29042,29411,25861,29412,75680,4258.0,667434.0
1999-09-01,33789,33789,33789,33791,28670,4892.0,667434.0
1999-09-02,38815,38815,38815,38817,27470,5620.0,667434.0
1999-09-03,44624,44624,41490,44626,208680,6461.0,667434.0
1999-09-06,51171,51171,51171,51172,39190,7409.0,667434.0
1999-09-07,58777,58777,43564,43565,72220,6307.0,667434.0
1999-09-08,37109,50017,37109,50020,114250,7242.0,667434.0
1999-09-09,57394,57394,57394,57396,10040,8310.0,667434.0
1999-09-10,65923,65923,53936,55321,183570,8009.0,667434.0
1999-09-13,54859,57625,49787,53015,89060,7675.0,667434.0
1999-09-14,55319,59007,53475,59009,53570,8543.0,667434.0
1999-09-15,59007,63156,55319,61314,37750,8877.0,667434.0
1999-09-16,56703,59007,53936,53938,31930,7809.0,667434.0
1999-09-17,53936,53936,45869,46792,37250,6774.0,667434.0
1999-09-20,47021,47021,42411,44764,43110,6481.0,667434.0
1999-09-21,39184,43334,39184,41029,57990,5940.0,667434.0
1999-09-22,39184,40521,39092,40108,28910,5807.0,667434.0
1999-09-27,38262,38262,34114,36881,26980,5339.0,667434.0
1999-09-28,38262,42411,37801,42413,42050,6140.0,667434.0
1999-09-29,42872,47943,38262,38264,34520,5540.0,667434.0
1999-09-30,36879,36879,33653,34576,30350,5006.0,667434.0
1999-10-01,31808,32269,29503,29965,40040,4338.0,667434.0
1999-10-04,31301,33653,31301,32270,25160,4672.0,667434.0
1999-10-05,34574,34574,32269,32270,13670,4672.0,667434.0
1999-10-06,28580,33283,28580,30887,20290,4472.0,667434.0
1999-10-07,30425,32223,29964,31348,24980,4539.0,667434.0
1999-10-08,31808,31808,30517,31210,13930,4519.0,667434.0
1999-10-11,31393,31578,29964,30426,15060,4405.0,667434.0
1999-10-12,30517,30517,29042,29734,27560,4305.0,667434.0
1999-10-13,29272,34159,29042,34161,42890,4946.0,667434.0
1999-10-14,35265,35265,32269,32270,36460,4672.0,667434.0
1999-10-15,31808,32499,30886,30887,20990,4472.0,667434.0
1999-10-18,31347,31347,29964,29965,22350,4338.0,667434.0
1999-10-19,29272,29503,28580,29504,17450,4272.0,667434.0
1999-10-20,30425,30886,28580,28583,10810,4138.0,667434.0
1999-10-21,28996,28996,28534,28583,22940,4138.0,667434.0
1999-10-22,28996,32269,28996,29043,34110,4205.0,667434.0
1999-10-25,29318,29734,28120,28122,10850,4071.0,667434.0
1999-10-26,25353,27659,25353,27660,13980,4005.0,667434.0
1999-10-27,27198,29088,27198,29089,21890,4212.0,667434.0
1999-10-28,32223,32223,28534,28537,23790,4131.0,667434.0
1999-10-29,27659,28628,27659,28352,14520,4105.0,667434.0
1999-11-01,28120,28120,27198,27660,25150,4005.0,667434.0
1999-11-02,27705,27705,27013,27614,20180,3998.0,667434.0
1999-11-03,27705,28534,27659,27845,15170,4031.0,667434.0
1999-11-04,27613,28719,27198,27936,22680,4045.0,667434.0
1999-11-05,27474,28811,27198,27753,23260,4018.0,667434.0
1999-11-08,27797,27797,26967,27245,19550,3945.0,667434.0
1999-11-09,27291,27382,26783,26830,15660,3884.0,667434.0
1999-11-10,23003,26736,23003,25356,19170,3671.0,667434.0
1999-11-11,24939,24939,23510,24203,25460,3504.0,667434.0
1999-11-12,20791,24432,20791,24433,27940,3537.0,667434.0
1999-11-15,24662,27659,23095,27660,22290,4005.0,667434.0
1999-11-16,25815,27198,25353,25356,15130,3671.0,667434.0
1999-11-17,23971,24432,23280,23281,15840,3371.0,667434.0
1999-11-18,23372,25308,22173,23050,10780,3337.0,667434.0
1999-11-19,23049,23510,21205,22589,18560,3270.0,667434.0
1999-11-22,22589,24109,22358,22635,13230,3277.0,667434.0
1999-11-23,22358,22589,22358,22543,6210,3264.0,667434.0
1999-11-24,22818,22818,21804,21897,11570,3170.0,667434.0
1999-11-25,22818,23971,22358,22589,20510,3270.0,667434.0
1999-11-26,23510,23971,22634,23972,20260,3471.0,667434.0
1999-11-29,26184,27568,26184,27568,34380,3991.0,667434.0
1999-11-30,29918,29964,26736,26739,59730,3871.0,667434.0
1999-12-01,27659,27659,23095,24295,21050,3517.0,667434.0
1999-12-02,22726,27936,22726,27200,36950,3938.0,667434.0
1999-12-03,26690,26690,23510,23649,18870,3424.0,667434.0
1999-12-06,23049,23049,22589,22912,17550,3317.0,667434.0
1999-12-07,22957,22957,19913,20745,21660,3003.0,667434.0
1999-12-08,19868,20260,18024,19870,8690,2877.0,667434.0
1999-12-09,19822,21251,19822,19823,11490,2870.0,667434.0
1999-12-10,19407,20053,16872,19962,17840,2890.0,667434.0
1999-12-13,19913,22933,19913,22935,26080,3320.0,667434.0
1999-12-14,26368,26368,26368,26369,7900,3818.0,667434.0
1999-12-15,30287,30287,30287,30288,40110,4385.0,667434.0
1999-12-16,25769,28397,25769,25770,38460,3731.0,667434.0
1999-12-17,25769,25769,21942,21944,20380,3177.0,667434.0
1999-12-20,20374,22127,20329,20745,19160,3003.0,667434.0
1999-12-21,19822,19913,18716,19777,14980,2863.0,667434.0
1999-12-22,19868,19868,18439,18463,12760,2673.0,667434.0
1999-12-23,18208,19822,16756,18901,22410,2736.0,667434.0
1999-12-24,19130,19130,17978,17979,7090,2603.0,667434.0
1999-12-27,19822,19822,17424,17610,9360,2550.0,667434.0
1999-12-28,17148,17516,16226,16665,12890,2413.0,667434.0
2000-01-04,16687,17978,16687,17979,2820,2603.0,667434.0
2000-01-05,17978,18900,17125,18901,20950,2736.0,667434.0
2000-01-06,18346,18439,17056,17058,10570,2470.0,667434.0
2000-01-07,16848,18900,16848,18832,16460,2726.0,667434.0
2000-01-10,17516,18439,17516,17841,10700,2583.0,667434.0
2000-01-11,17516,17978,17263,17703,14120,2563.0,667434.0
2000-01-12,17379,17516,17056,17288,10210,2503.0,667434.0
2000-01-13,17494,17494,16134,16596,7220,2403.0,667434.0
2000-01-14,16203,16249,15718,15720,7510,2276.0,667434.0
2000-01-17,17102,17102,15742,16135,4840,2336.0,667434.0
2000-01-18,13828,16134,13828,14983,8590,2169.0,667434.0
2000-01-19,15442,15442,13828,13831,8450,2002.0,667434.0
2000-01-20,13828,13828,12123,12447,7960,1802.0,667434.0
2000-01-21,11985,12907,11985,12908,10410,1869.0,667434.0
2000-01-24,13828,14843,13783,14845,7340,2149.0,667434.0
2000-01-25,14751,14751,13367,14752,7910,2136.0,667434.0
2000-01-26,13852,14751,13852,14291,1170,2069.0,667434.0
2000-01-27,13828,15211,13828,13877,5570,2009.0,667434.0
2000-01-28,15672,15672,14727,14983,4540,2169.0,667434.0
2000-01-31,14751,14797,14520,14752,8230,2136.0,667434.0
2000-02-01,14289,14751,14289,14752,4840,2136.0,667434.0
2000-02-02,15211,15211,14751,15074,4030,2183.0,667434.0
2000-02-03,14520,15396,14520,14660,3590,2122.0,667434.0
2000-02-07,15211,16549,15188,16135,9470,2336.0,667434.0
2000-02-08,17102,17747,15672,16827,2400,2436.0,667434.0
2000-02-09,15258,16134,15258,15675,7030,2269.0,667434.0
2000-02-10,14797,15211,14751,14983,6530,2169.0,667434.0
2000-02-11,14751,14981,14751,14752,9470,2136.0,667434.0
2000-02-14,15211,15672,14981,14983,7020,2169.0,667434.0
2000-02-15,12768,15672,12768,14983,5410,2169.0,667434.0
2000-02-16,14981,15074,14981,14983,10450,2169.0,667434.0
2000-02-17,14981,16134,14981,15214,5470,2203.0,667434.0
2000-02-18,16134,16364,15672,16135,5750,2336.0,667434.0
2000-02-21,16134,16503,16134,16366,7500,2369.0,667434.0
2000-02-22,16364,16595,15672,16596,8020,2403.0,667434.0
2000-02-23,17286,17978,17286,17518,9750,2536.0,667434.0
2000-02-24,17056,17516,16134,17518,5190,2536.0,667434.0
2000-02-25,14889,17470,14889,16366,8100,2369.0,667434.0
2000-02-28,15489,17978,15489,17979,14210,2603.0,667434.0
2000-02-29,17978,18900,17056,18440,13710,2670.0,667434.0
2000-03-02,18439,21205,18439,21206,11990,3070.0,667434.0
2000-03-03,22772,22772,18255,18947,22850,2743.0,667434.0
2000-03-06,18946,20791,18946,19823,5330,2870.0,667434.0
2000-03-07,21666,21666,19130,19408,7540,2810.0,667434.0
2000-03-08,19822,21205,18853,20791,12870,3010.0,667434.0
2000-03-09,22127,22127,19130,19132,15720,2770.0,667434.0
2000-03-10,20745,20745,18485,18486,8730,2676.0,667434.0
2000-03-13,17655,19361,17655,19362,14270,2803.0,667434.0
2000-03-14,20237,20283,18900,19362,12480,2803.0,667434.0
2000-03-15,19361,19361,18531,18901,10130,2736.0,667434.0
2000-03-16,18900,19361,18509,19132,13760,2770.0,667434.0
2000-03-17,19361,21988,19130,21990,32850,3184.0,667434.0
2000-03-20,25262,25262,25262,25263,21960,3658.0,667434.0
2000-03-21,29042,29042,29042,29043,16770,4205.0,667434.0
2000-03-22,33191,33191,24709,24710,66850,3577.0,667434.0
2000-03-23,23187,28397,22772,28260,42410,4091.0,667434.0
2000-03-24,25353,27613,24063,24065,39290,3484.0,667434.0
2000-03-27,22495,23971,22495,23926,24090,3464.0,667434.0
2000-03-28,24432,26276,24432,26277,22130,3804.0,667434.0
2000-03-29,26414,27198,26414,26739,24660,3871.0,667434.0
2000-03-30,25353,25353,23649,24802,10190,3591.0,667434.0
2000-03-31,24662,24662,23555,23558,8260,3411.0,667434.0
2000-04-03,23510,25353,23510,24433,14870,3537.0,667434.0
2000-04-04,23971,23971,23510,23512,10000,3404.0,667434.0
2000-04-06,25815,27013,23555,27015,21270,3911.0,667434.0
2000-04-07,26967,28580,24247,24249,9450,3511.0,667434.0
2000-04-10,23280,24201,22127,23512,11980,3404.0,667434.0
2000-04-11,22726,24201,22173,24203,10620,3504.0,667434.0
2000-04-12,23095,23095,22173,22589,1540,3270.0,667434.0
2000-04-14,22403,22403,21666,21668,4060,3137.0,667434.0
2000-04-17,20745,20745,18416,18417,10360,2666.0,667434.0
2000-04-18,18439,20745,18439,19709,4010,2853.0,667434.0
2000-04-19,19822,19960,19177,19178,4320,2777.0,667434.0
2000-04-20,18900,18900,18531,18901,3790,2736.0,667434.0
2000-04-21,18900,20697,18900,19777,2270,2863.0,667434.0
2000-04-24,19822,20697,19822,20514,1790,2970.0,667434.0
2000-04-25,18576,20721,18576,20284,2900,2937.0,667434.0
2000-04-26,20283,20721,19361,19408,3460,2810.0,667434.0
2000-04-27,18670,19361,18623,19270,4490,2790.0,667434.0
2000-04-28,19268,20053,19268,19362,2340,2803.0,667434.0
2000-05-02,19361,19822,19361,19823,4830,2870.0,667434.0
2000-05-03,20745,22542,20745,22543,5010,3264.0,667434.0
2000-05-04,22127,24662,22127,24433,10610,3537.0,667434.0
2000-05-08,22127,25815,22127,25816,20380,3738.0,667434.0
2000-05-09,27659,27659,23555,25447,8340,3684.0,667434.0
2000-05-10,23510,26276,23510,26277,13620,3804.0,667434.0
2000-05-12,26276,26276,24432,24433,8200,3537.0,667434.0
2000-05-15,24432,27613,24432,26277,9680,3804.0,667434.0
2000-05-16,27613,27613,24478,25356,2700,3671.0,667434.0
2000-05-17,27198,27198,23971,24065,7230,3484.0,667434.0
2000-05-18,23971,24892,23555,24895,14720,3604.0,667434.0
2000-05-19,23555,24386,23555,23741,5190,3437.0,667434.0
2000-05-22,23740,23971,20974,23741,4190,3437.0,667434.0
2000-05-23,23971,24432,23049,23050,2820,3337.0,667434.0
2000-05-24,24432,24432,22127,23050,15050,3337.0,667434.0
2000-05-25,22127,23510,21435,21575,6370,3124.0,667434.0
2000-05-26,21574,24386,21574,22589,6930,3270.0,667434.0
2000-05-29,22589,23971,22358,23972,4360,3471.0,667434.0
2000-05-30,22127,24063,22127,22981,8140,3327.0,667434.0
2000-05-31,21435,23786,21435,22359,12160,3237.0,667434.0
2000-06-01,23510,23510,22127,22128,7430,3204.0,667434.0
2000-06-02,22081,22081,21666,21668,7280,3137.0,667434.0
2000-06-05,21205,21851,20745,21668,17250,3137.0,667434.0
2000-06-07,22589,22589,21435,22082,8930,3197.0,667434.0
2000-06-08,22081,22081,20374,21252,4350,3077.0,667434.0
2000-06-09,21297,22081,21251,21897,7340,3170.0,667434.0
2000-06-12,22173,24432,22173,23050,9160,3337.0,667434.0
2000-06-13,23049,23049,22127,22128,8020,3204.0,667434.0
2000-06-14,22127,23049,20974,20976,5000,3037.0,667434.0
2000-06-15,18509,21159,18509,21160,3950,3064.0,667434.0
2000-06-16,19130,24293,19130,24295,10530,3517.0,667434.0
2000-06-19,27936,27936,27936,27936,15500,4045.0,667434.0
2000-06-20,32085,32085,24892,24895,44950,3604.0,667434.0
2000-06-21,26736,27613,23510,24203,17180,3504.0,667434.0
2000-06-22,25353,26045,24201,24664,11680,3571.0,667434.0
2000-06-23,23786,25353,23049,23050,10900,3337.0,667434.0
2000-06-26,24432,26507,23049,26508,19990,3838.0,667434.0
2000-06-27,26460,26460,25353,26462,10630,3831.0,667434.0
2000-06-28,26736,26736,25353,25356,9460,3671.0,667434.0
2000-06-29,23555,25216,23555,24433,2500,3537.0,667434.0
2000-06-30,24892,25353,24432,25356,4160,3671.0,667434.0
2000-07-03,25584,25584,23740,23972,2920,3471.0,667434.0
2000-07-04,24017,25353,23510,23512,4040,3404.0,667434.0
2000-07-05,24432,24432,22358,22359,11560,3237.0,667434.0
2000-07-06,22358,23510,22358,23512,14100,3404.0,667434.0
2000-07-07,24432,24432,22219,22728,1960,3290.0,667434.0
2000-07-10,23049,24847,23049,24710,10520,3577.0,667434.0
2000-07-11,24662,24662,23325,24664,6210,3571.0,667434.0
2000-07-12,26229,26229,23510,24433,7220,3537.0,667434.0
2000-07-13,23325,24432,23325,24433,2960,3537.0,667434.0
2000-07-14,23555,24478,23049,24479,6140,3544.0,667434.0
2000-07-18,24801,24801,23510,23512,1740,3404.0,667434.0
2000-07-19,24340,24340,22726,23972,4500,3471.0,667434.0
2000-07-20,22864,23464,22864,23050,940,3337.0,667434.0
2000-07-21,23049,23049,22589,23050,1890,3337.0,667434.0
2000-07-24,23049,23049,22127,22128,2580,3204.0,667434.0
2000-07-25,21343,23095,21343,22128,2690,3204.0,667434.0
2000-07-26,22127,22127,21804,21806,800,3157.0,667434.0
2000-07-27,21251,21666,20745,20745,9540,3003.0,667434.0
2000-07-28,22127,22127,19361,19385,6610,2807.0,667434.0
2000-07-31,19384,19453,18900,19454,3810,2817.0,667434.0
2000-08-01,20283,21666,20283,21206,1110,3070.0,667434.0
2000-08-02,21897,21897,20745,21206,2210,3070.0,667434.0
2000-08-03,21205,22127,21205,22128,3720,3204.0,667434.0
2000-08-04,22034,22358,20836,22359,2910,3237.0,667434.0
2000-08-07,22358,22358,21021,21620,6320,3130.0,667434.0
2000-08-08,21251,23003,21159,22543,3760,3264.0,667434.0
2000-08-09,19222,20974,19222,20514,8940,2970.0,667434.0
2000-08-10,19361,20190,19361,20192,4460,2923.0,667434.0
2000-08-11,20745,20745,20514,20654,1810,2990.0,667434.0
2000-08-14,19913,21205,19913,20654,3900,2990.0,667434.0
2000-08-16,20651,20651,20374,20514,3140,2970.0,667434.0
2000-08-17,20053,20053,19913,19916,2680,2883.0,667434.0
2000-08-18,19475,20651,19177,19178,15930,2777.0,667434.0
2000-08-21,19407,21988,19407,20514,10430,2970.0,667434.0
2000-08-22,21666,21666,20053,20100,1380,2910.0,667434.0
2000-08-23,19868,19868,19222,19685,2680,2850.0,667434.0
2000-08-24,18992,20190,18992,20192,4630,2923.0,667434.0
2000-08-25,20053,20053,19038,19178,7690,2777.0,667434.0
2000-08-28,19222,19361,19222,19362,5790,2803.0,667434.0
2000-08-29,19591,22127,19591,21137,11950,3060.0,667434.0
2000-08-30,21435,24201,21435,24157,28120,3497.0,667434.0
2000-08-31,23971,23971,20560,20560,18370,2977.0,667434.0
2000-09-01,21666,21666,19637,20745,6840,3003.0,667434.0
2000-09-04,20791,22911,20791,22589,17290,3270.0,667434.0
2000-09-05,23510,24847,21481,24848,23400,3597.0,667434.0
2000-09-06,24662,24662,22265,22957,11350,3324.0,667434.0
2000-09-07,22957,25353,22957,23972,34790,3471.0,667434.0
2000-09-08,23510,23510,20745,20745,13970,3003.0,667434.0
2000-09-14,21528,23832,21528,23835,14210,3451.0,667434.0
2000-09-15,26460,26460,22589,24433,49510,3537.0,667434.0
2000-09-18,23971,23971,20791,20791,15630,3010.0,667434.0
2000-09-19,21711,23879,21711,23880,14720,3457.0,667434.0
2000-09-20,27428,27428,24939,27431,77040,3971.0,667434.0
2000-09-21,24616,27659,24293,26508,33850,3838.0,667434.0
2000-09-22,26507,26507,22589,22589,19160,3270.0,667434.0
2000-09-25,23049,23971,19407,19408,33870,2810.0,667434.0
2000-09-26,19822,21620,19822,20976,24590,3037.0,667434.0
2000-09-27,20745,21205,19637,19870,28800,2877.0,667434.0
2000-09-28,20745,20745,19361,20654,15800,2990.0,667434.0
2000-09-29,20791,21205,19361,21206,23930,3070.0,667434.0
2000-10-02,19822,20882,19822,20745,8680,3003.0,667434.0
2000-10-04,20791,20791,19822,20284,16970,2937.0,667434.0
2000-10-05,20329,20329,19430,19639,17990,2843.0,667434.0
2000-10-06,20237,20651,19407,19661,13370,2847.0,667434.0
2000-10-09,19868,19960,19661,19823,8200,2870.0,667434.0
2000-10-10,19822,19822,19453,19547,4000,2830.0,667434.0
2000-10-11,19822,22081,19822,20284,8980,2937.0,667434.0
2000-10-12,18670,20053,18670,19777,10530,2863.0,667434.0
2000-10-13,19315,19361,18900,19362,6210,2803.0,667434.0
2000-10-16,20421,20421,19361,19593,10740,2837.0,667434.0
