더블유게임즈(192080),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-12-16,50200,51000,49800,50400,107678,861324.0,17089768.0
2015-12-17,50700,50800,48950,49050,119834,838253.0,17089768.0
2015-12-18,49000,49400,48150,48800,101370,833981.0,17089768.0
2015-12-21,48500,48950,48100,48900,119281,835690.0,17089768.0
2015-12-22,49200,49250,47900,48000,69512,820309.0,17089768.0
2015-12-23,48050,49100,47450,47850,98236,817745.0,17089768.0
2015-12-24,47900,48550,46650,46950,104672,802365.0,17089768.0
2015-12-28,46450,47650,45850,47600,124664,813473.0,17089768.0
2015-12-29,48000,50200,47250,50000,224843,854488.0,17089768.0
2015-12-30,49850,52400,49350,50700,233246,866451.0,17089768.0
2016-01-04,51200,52900,49200,49200,200198,840817.0,17089768.0
2016-01-05,48600,51100,48500,50200,106867,857906.0,17089768.0
2016-01-06,51000,54700,50300,54700,392272,934810.0,17089768.0
2016-01-07,55000,57500,54100,54500,414988,931392.0,17089768.0
2016-01-08,52900,55000,52800,53900,211849,921138.0,17089768.0
2016-01-11,53800,54800,52900,53700,154232,917721.0,17089768.0
2016-01-12,54100,54400,51100,51300,166828,876705.0,17089768.0
2016-01-13,52100,52700,51300,51900,118864,886959.0,17089768.0
2016-01-14,50600,51500,48250,49200,302632,840817.0,17089768.0
2016-01-15,48500,48700,40250,41600,1345468,710934.0,17089768.0
2016-01-18,41950,43500,41250,42700,331141,729733.0,17089768.0
2016-01-19,42250,43150,40750,41050,214540,701535.0,17089768.0
2016-01-20,41100,42500,40300,42150,209335,720334.0,17089768.0
2016-01-21,41700,41950,39450,39550,336141,675900.0,17089768.0
2016-01-22,40000,42000,39050,40000,290597,683591.0,17089768.0
2016-01-25,41200,41750,40250,41300,130921,705807.0,17089768.0
2016-01-26,41500,43550,41150,43000,195790,734860.0,17089768.0
2016-01-27,43600,43800,41900,43100,228590,736569.0,17089768.0
2016-01-28,41750,42350,39600,40000,658038,683591.0,17089768.0
2016-01-29,40450,40500,39400,39400,221206,673337.0,17089768.0
2016-02-01,39850,40250,38350,39100,221977,668210.0,17089768.0
2016-02-02,38900,39600,38650,38900,91777,664792.0,17089768.0
2016-02-03,38800,38850,37300,38300,191979,654538.0,17089768.0
2016-02-04,37650,37900,36350,36950,422099,631467.0,17089768.0
2016-02-05,37150,38500,37050,38250,164139,653684.0,17089768.0
2016-02-11,37400,37950,36450,36800,152621,628903.0,17089768.0
2016-02-12,36300,36700,32050,32850,425421,561399.0,17089768.0
2016-02-15,33450,33850,32550,33150,273142,566526.0,17089768.0
2016-02-16,33450,35100,33450,34700,249588,593015.0,17089768.0
2016-02-17,35000,35300,33300,33550,232011,573362.0,17089768.0
2016-02-18,34000,36700,34000,36500,274153,623777.0,17089768.0
2016-02-19,36000,36550,35400,35750,131474,610959.0,17089768.0
2016-02-22,35900,36450,35700,36200,117427,618650.0,17089768.0
2016-02-23,36400,36450,34100,34250,295224,585325.0,17089768.0
2016-02-24,34050,35300,34050,35300,126528,603269.0,17089768.0
2016-02-25,35500,35950,35350,35350,129896,604123.0,17089768.0
2016-02-26,36000,36000,34900,35200,84847,601560.0,17089768.0
2016-02-29,35100,35350,34700,35300,101090,603269.0,17089768.0
2016-03-02,35650,36750,35450,36650,149502,626340.0,17089768.0
2016-03-03,36650,37500,36000,37300,117090,637448.0,17089768.0
2016-03-04,37500,38200,36800,37500,139617,640866.0,17089768.0
2016-03-07,37900,38650,37450,38150,126864,651975.0,17089768.0
2016-03-08,38500,38750,36900,38050,169104,650266.0,17089768.0
2016-03-09,38450,38500,37400,37600,86095,642575.0,17089768.0
2016-03-10,37900,38650,37400,38400,116486,656247.0,17089768.0
2016-03-11,38500,38600,37700,37700,82432,644284.0,17089768.0
2016-03-14,38000,39700,38000,38950,212642,665646.0,17089768.0
2016-03-15,38950,39800,38400,39600,144349,676755.0,17089768.0
2016-03-16,39600,40350,39050,39050,114644,667355.0,17089768.0
2016-03-17,39400,39400,38400,38600,74046,659665.0,17089768.0
2016-03-18,39000,39350,38700,39000,92440,666501.0,17089768.0
2016-03-21,39400,39450,38300,38400,74047,656247.0,17089768.0
2016-03-22,38400,38850,38150,38750,57373,662229.0,17089768.0
2016-03-23,38900,38900,38400,38500,73454,657956.0,17089768.0
2016-03-24,38500,40100,38300,39150,169118,669064.0,17089768.0
2016-03-25,39400,39450,38800,39050,57484,667355.0,17089768.0
2016-03-28,39150,39200,36950,36950,166337,631467.0,17089768.0
2016-03-29,36900,37250,35550,35800,202461,611814.0,17089768.0
2016-03-30,36150,36850,35500,35600,136081,608396.0,17089768.0
2016-03-31,35900,36050,34650,34900,149188,596433.0,17089768.0
2016-04-01,35100,36250,34800,35950,115675,614377.0,17089768.0
2016-04-04,36000,36250,35600,36000,78809,615232.0,17089768.0
2016-04-05,36050,36250,35600,35650,54797,609250.0,17089768.0
2016-04-06,35600,36350,35500,36050,61874,616086.0,17089768.0
2016-04-07,36000,36650,35850,36000,67752,615232.0,17089768.0
2016-04-08,36050,36050,35200,35400,66639,604978.0,17089768.0
2016-04-11,35500,35500,34950,35000,73345,598142.0,17089768.0
2016-04-12,35050,35550,34950,35000,69818,598142.0,17089768.0
2016-04-14,35000,35300,34000,34100,154837,582761.0,17089768.0
2016-04-15,34000,34400,33900,34350,70734,587034.0,17089768.0
2016-04-18,34150,34450,33900,34000,81967,581052.0,17089768.0
2016-04-19,33850,35150,33800,34850,101781,595578.0,17089768.0
2016-04-20,35100,35250,34650,34900,58594,596433.0,17089768.0
2016-04-21,35250,35250,34600,34800,66376,594724.0,17089768.0
2016-04-22,34700,35000,34700,34800,59325,594724.0,17089768.0
2016-04-25,34850,37800,34850,37600,358340,642575.0,17089768.0
2016-04-26,38000,38050,36750,37600,154225,642575.0,17089768.0
2016-04-27,37300,38300,36650,36800,150333,628903.0,17089768.0
2016-04-28,37100,37350,36450,36450,73150,622922.0,17089768.0
2016-04-29,36400,36450,35350,36350,104558,621213.0,17089768.0
2016-05-02,36350,36350,34950,35150,108917,600705.0,17089768.0
2016-05-03,35150,35800,34650,35750,92374,610959.0,17089768.0
2016-05-04,35750,36850,35300,35300,155470,606615.0,17184556.0
2016-05-09,35800,36400,35350,35600,102050,611770.0,17184556.0
2016-05-10,35350,36450,35100,36250,117542,622940.0,17184556.0
2016-05-11,36700,38900,36700,38500,451518,661605.0,17184556.0
2016-05-12,38900,39700,38200,39350,252015,676212.0,17184556.0
2016-05-13,39350,39500,38450,38650,133303,664183.0,17184556.0
2016-05-16,38500,40250,38500,39900,211263,685664.0,17184556.0
2016-05-17,40150,40350,38900,40000,137195,687382.0,17184556.0
2016-05-18,40000,40000,38550,38550,117773,662465.0,17184556.0
2016-05-19,38500,38800,37450,38050,106683,653872.0,17184556.0
2016-05-20,38100,39350,38100,39300,82685,675353.0,17184556.0
2016-05-23,39600,40250,39350,39500,117669,678790.0,17184556.0
2016-05-24,39700,39850,38200,38800,100825,666761.0,17184556.0
2016-05-25,39050,39200,38050,38200,82802,656450.0,17184556.0
2016-05-26,38200,39000,38000,38900,75145,668479.0,17184556.0
2016-05-27,38650,39300,38450,38900,67674,668479.0,17184556.0
2016-05-30,39100,39150,38300,38800,61553,666761.0,17184556.0
2016-05-31,38800,40400,38350,40400,221179,694256.0,17184556.0
2016-06-01,40050,40850,39650,39650,124565,681368.0,17184556.0
2016-06-02,39650,41600,39600,41550,262375,714018.0,17184556.0
2016-06-03,41350,41850,40950,41200,128934,708004.0,17184556.0
2016-06-07,41300,42000,41050,41350,124359,710581.0,17184556.0
2016-06-08,41600,41600,40450,40650,101489,698552.0,17184556.0
2016-06-09,40650,41200,40100,40650,93647,698552.0,17184556.0
2016-06-10,40550,41100,40050,40550,71461,696834.0,17184556.0
2016-06-13,39900,40200,38700,38700,123841,665042.0,17184556.0
2016-06-14,38400,39150,37900,38900,116279,668479.0,17184556.0
2016-06-15,38800,39550,38100,39500,65671,678790.0,17184556.0
2016-06-16,39700,40200,39200,39750,111475,683086.0,17184556.0
2016-06-17,40200,40400,39450,39850,211163,684805.0,17184556.0
2016-06-20,40200,41050,40150,40450,105839,695115.0,17184556.0
2016-06-21,40300,40300,39250,39500,71095,678790.0,17184556.0
2016-06-22,39450,39700,38750,38750,68115,665902.0,17184556.0
2016-06-23,38650,39250,38550,38750,77935,665902.0,17184556.0
2016-06-24,39250,39550,35850,37250,188037,640125.0,17184556.0
2016-06-27,36100,37400,36050,36600,90093,628955.0,17184556.0
2016-06-28,36850,37700,36600,37400,75641,642702.0,17184556.0
2016-06-29,37750,38500,37750,37950,74098,652154.0,17184556.0
2016-06-30,38200,38350,37700,38050,72015,653872.0,17184556.0
2016-07-01,38050,39400,37900,39000,86253,670198.0,17184556.0
2016-07-04,39450,40800,39000,40300,176061,692538.0,17184556.0
2016-07-05,40300,40700,39750,40150,70133,689960.0,17184556.0
2016-07-06,39950,40450,38950,39500,88131,678790.0,17184556.0
2016-07-07,39700,39900,39050,39400,70606,677072.0,17184556.0
2016-07-08,39700,39700,38350,38550,71596,662465.0,17184556.0
2016-07-11,38650,39250,38450,39100,62859,671916.0,17184556.0
2016-07-12,39100,39500,38300,38600,67965,663324.0,17184556.0
2016-07-13,38900,39800,38800,39300,88609,675353.0,17184556.0
2016-07-14,39550,40150,39250,39500,77549,678790.0,17184556.0
2016-07-15,39400,39850,38750,39000,64307,670198.0,17184556.0
2016-07-18,39400,39400,38450,38450,60004,660746.0,17184556.0
2016-07-19,38550,38900,38000,38050,35889,653872.0,17184556.0
2016-07-20,38100,39350,38100,39300,63052,675353.0,17184556.0
2016-07-21,39400,39750,39200,39400,54684,677072.0,17184556.0
2016-07-22,39200,39500,39150,39300,29252,675353.0,17184556.0
2016-07-25,39200,39650,38300,38350,73331,659028.0,17184556.0
2016-07-26,38100,38900,38100,38300,34498,658168.0,17184556.0
2016-07-27,38450,38550,38150,38400,29630,659887.0,17184556.0
2016-07-28,38450,38550,37350,37700,88408,647858.0,17184556.0
2016-07-29,37700,38150,37450,37800,33464,649576.0,17184556.0
2016-08-01,38000,38000,36700,36700,76376,630673.0,17184556.0
2016-08-02,36700,37400,36450,37300,59325,640984.0,17184556.0
2016-08-03,37350,37350,36500,37300,56895,640984.0,17184556.0
2016-08-04,38350,39200,38100,38300,154004,658168.0,17184556.0
2016-08-05,38700,40050,38650,39950,232897,686523.0,17184556.0
2016-08-08,40100,40600,39950,40150,124720,689960.0,17184556.0
2016-08-09,40350,40350,39000,39450,114220,677931.0,17184556.0
2016-08-10,39600,40000,38900,40000,87615,687382.0,17184556.0
2016-08-11,40000,40150,39050,39300,46139,675353.0,17184556.0
2016-08-12,39750,40100,39450,39500,56756,678790.0,17184556.0
2016-08-16,39200,40500,39200,40050,87785,688241.0,17184556.0
2016-08-17,39650,41350,39650,41200,182572,708004.0,17184556.0
2016-08-18,41200,42000,41150,41500,149035,713159.0,17184556.0
2016-08-19,41400,41950,40300,40500,92130,695975.0,17184556.0
2016-08-22,40650,41400,40150,40300,66550,692538.0,17184556.0
2016-08-23,40500,41050,39500,39600,68575,680508.0,17184556.0
2016-08-24,39700,40000,39000,39000,57668,670198.0,17184556.0
2016-08-25,38950,38950,38250,38950,63832,669338.0,17184556.0
2016-08-26,38750,39000,38350,38450,39566,660746.0,17184556.0
2016-08-29,38000,38200,37100,37100,97396,637547.0,17184556.0
2016-08-30,37300,37800,37100,37550,58359,645280.0,17184556.0
2016-08-31,37650,38450,37400,37750,68615,648717.0,17184556.0
2016-09-01,37400,38450,37400,38350,33793,659028.0,17184556.0
2016-09-02,38400,38550,37850,38250,31575,657309.0,17184556.0
2016-09-05,38200,38400,37900,37950,41967,652154.0,17184556.0
2016-09-06,37500,37900,37300,37700,55828,647858.0,17184556.0
2016-09-07,37800,37900,36650,36700,91665,630673.0,17184556.0
2016-09-08,36750,37200,36050,36650,62409,629814.0,17184556.0
2016-09-09,36350,36850,36200,36650,39669,629814.0,17184556.0
2016-09-12,36050,36650,35700,35700,62493,613489.0,17184556.0
2016-09-13,36050,36350,35750,35850,28426,616066.0,17184556.0
2016-09-19,35900,36700,35200,36700,42650,630673.0,17184556.0
2016-09-20,36400,37150,36300,37100,40317,637547.0,17184556.0
2016-09-21,37100,37100,36550,36850,24889,633251.0,17184556.0
2016-09-22,37150,37150,36750,37050,37612,636688.0,17184556.0
2016-09-23,37200,38200,36950,37800,80039,649576.0,17184556.0
2016-09-26,37350,37800,36850,36850,43392,633251.0,17184556.0
2016-09-27,36750,37000,36500,36700,40071,630673.0,17184556.0
2016-09-28,36700,36950,36250,36350,35773,624659.0,17184556.0
2016-09-29,36500,36750,36350,36600,23882,628955.0,17184556.0
2016-09-30,36600,36600,35950,36350,28991,624659.0,17184556.0
2016-10-04,36350,37100,36350,37050,37725,636688.0,17184556.0
2016-10-05,37000,37200,36750,37150,31144,638406.0,17184556.0
2016-10-06,37300,37350,37000,37300,31158,640984.0,17184556.0
2016-10-07,37250,37400,36550,36850,33221,633251.0,17184556.0
2016-10-10,36700,37050,36450,36500,31462,627236.0,17184556.0
2016-10-11,36500,36900,36000,36800,33209,632392.0,17184556.0
2016-10-12,36700,37250,36650,37000,22227,635829.0,17184556.0
2016-10-13,37100,37200,36800,36900,40705,634110.0,17184556.0
2016-10-14,36950,37800,36850,37750,64460,648717.0,17184556.0
2016-10-17,37900,38000,37250,37900,42894,651295.0,17184556.0
2016-10-18,37600,38400,37400,37550,50068,645280.0,17184556.0
2016-10-19,37550,37550,36500,36950,58691,634969.0,17184556.0
2016-10-20,37000,37000,36250,36250,51193,622940.0,17184556.0
2016-10-21,36550,36650,35600,35700,70363,613489.0,17184556.0
2016-10-24,36000,36400,35750,36400,39867,625518.0,17184556.0
2016-10-25,36450,36450,35800,35900,29624,616926.0,17184556.0
2016-10-26,35600,35950,35350,35500,46742,610052.0,17184556.0
2016-10-27,35150,36700,35150,36500,35693,627236.0,17184556.0
2016-10-28,36400,36650,36000,36100,29780,620362.0,17184556.0
2016-10-31,36100,36100,35300,35500,36194,610052.0,17184556.0
2016-11-01,35100,35950,35100,35950,16462,617785.0,17184556.0
2016-11-02,35550,35550,32400,32500,251381,558498.0,17184556.0
2016-11-03,32900,33300,32450,32850,55913,564513.0,17184556.0
2016-11-04,32700,33300,32200,32450,51770,557639.0,17184556.0
2016-11-07,32950,32950,32200,32450,53574,557639.0,17184556.0
2016-11-08,32600,32950,32500,32600,63182,560217.0,17184556.0
2016-11-09,32450,32800,30650,31300,134408,537877.0,17184556.0
2016-11-10,31650,32650,31650,32600,45644,560217.0,17184556.0
2016-11-11,32650,32650,31700,32200,73180,553343.0,17184556.0
2016-11-14,32200,32750,32000,32600,25635,560217.0,17184556.0
2016-11-15,32850,32900,32200,32400,31317,556780.0,17184556.0
2016-11-16,32600,33450,32450,33400,37013,573964.0,17184556.0
2016-11-17,33500,33750,33050,33300,19210,572246.0,17184556.0
2016-11-18,33500,33550,32200,32250,40627,554202.0,17184556.0
2016-11-21,32150,32200,31500,31550,56126,542173.0,17184556.0
2016-11-22,31600,31950,30500,31000,91833,532721.0,17184556.0
2016-11-23,31250,31650,30950,31150,38257,535299.0,17184556.0
2016-11-24,31150,31600,30100,30350,81862,521551.0,17184556.0
2016-11-25,30250,31600,30250,31400,51913,539595.0,17184556.0
2016-11-28,31500,31650,31250,31450,39778,540454.0,17184556.0
2016-11-29,31500,32300,31350,32000,52443,549906.0,17184556.0
2016-11-30,31900,32300,31600,31750,41038,545610.0,17184556.0
2016-12-01,31750,33200,31400,32750,65465,562794.0,17184556.0
2016-12-02,32350,33000,32350,32600,37574,560217.0,17184556.0
2016-12-05,32500,33200,32250,32500,45249,558498.0,17184556.0
2016-12-06,32600,33400,32600,32700,42361,561935.0,17184556.0
2016-12-07,33200,33200,32550,33100,56149,568809.0,17184556.0
2016-12-08,33200,34300,33200,33800,91201,580838.0,17184556.0
2016-12-09,33750,34150,33500,33850,44670,581697.0,17184556.0
2016-12-12,34250,34800,33950,34700,58449,596304.0,17184556.0
2016-12-13,34400,34950,34250,34250,45361,588571.0,17184556.0
2016-12-14,34500,35100,34250,34900,48455,599741.0,17184556.0
2016-12-15,34900,35700,34650,35450,56568,609193.0,17184556.0
2016-12-16,35250,36050,35150,36000,64945,618644.0,17184556.0
2016-12-19,35900,36700,35800,36650,67980,629814.0,17184556.0
2016-12-20,36700,37550,36700,37450,100412,643562.0,17184556.0
2016-12-21,37750,41250,37750,39050,401304,671057.0,17184556.0
2016-12-22,39000,39000,37550,37700,97117,647858.0,17184556.0
2016-12-23,38050,39400,37050,37500,149754,644421.0,17184556.0
2016-12-26,38050,38750,36900,37050,81894,636688.0,17184556.0
2016-12-27,37400,40400,36850,39400,232267,677072.0,17184556.0
2016-12-28,39450,40450,39000,40200,188706,690819.0,17184556.0
2016-12-29,39850,40200,39200,39850,57783,684805.0,17184556.0
2017-01-02,39550,39750,38400,38500,56182,661605.0,17184556.0
2017-01-03,38400,39300,38100,39100,65800,671916.0,17184556.0
2017-01-04,38800,38850,37800,38350,117113,659028.0,17184556.0
2017-01-05,38450,38600,37450,38000,88289,653013.0,17184556.0
2017-01-06,38050,38400,37200,38100,76409,654732.0,17184556.0
2017-01-09,37650,38100,37350,37800,44589,649576.0,17184556.0
2017-01-10,37800,39200,37800,38850,113182,667620.0,17184556.0
2017-01-11,38850,39050,38350,38350,51902,659028.0,17184556.0
2017-01-12,38400,39650,38400,38700,74348,665042.0,17184556.0
2017-01-13,38600,39050,37750,38200,52873,656450.0,17184556.0
2017-01-16,38200,38300,37300,37750,39319,648717.0,17184556.0
2017-01-17,37300,37800,37250,37300,50578,640984.0,17184556.0
2017-01-18,37400,37650,36350,37050,91641,636688.0,17184556.0
2017-01-19,37100,37450,36800,37100,37235,637547.0,17184556.0
2017-01-20,36850,37400,36800,37250,22703,640125.0,17184556.0
2017-01-23,37250,38700,37050,38300,77463,658168.0,17184556.0
2017-01-24,38000,38050,37350,37350,93430,649284.0,17383775.0
2017-01-25,37350,37850,36850,37600,54898,653630.0,17383775.0
2017-01-26,37600,38150,37300,37800,34501,657107.0,17383775.0
2017-01-31,37850,38650,37750,38650,45965,671883.0,17383775.0
2017-02-01,38650,39300,38400,39300,64384,683182.0,17383775.0
2017-02-02,40300,40700,38650,39300,145819,683182.0,17383775.0
2017-02-03,39550,40200,39000,39150,64861,680575.0,17383775.0
2017-02-06,39100,40300,39000,40300,133748,700566.0,17383775.0
2017-02-07,40400,40500,39500,40300,70037,700566.0,17383775.0
2017-02-08,40450,40450,39200,39900,53384,693613.0,17383775.0
2017-02-09,40100,40100,39450,39950,37800,694482.0,17383775.0
2017-02-10,40000,40350,39750,40000,43688,695351.0,17383775.0
2017-02-13,40000,40200,39550,39900,31107,693613.0,17383775.0
2017-02-14,40000,40000,38950,39750,61618,691005.0,17383775.0
2017-02-15,39750,39900,39150,39550,44958,687528.0,17383775.0
2017-02-16,39550,39550,38950,39400,31922,684921.0,17383775.0
2017-02-17,38950,39650,38900,39350,26200,684052.0,17383775.0
2017-02-20,39350,39550,38750,38950,33701,677098.0,17383775.0
2017-02-21,39300,41450,39300,41300,256106,717950.0,17383775.0
2017-02-22,41950,42500,41000,41900,205705,728380.0,17383775.0
2017-02-23,41900,42250,41650,41850,82407,727511.0,17383775.0
2017-02-24,42000,43100,41750,42400,153273,737072.0,17383775.0
2017-02-27,42500,43750,41400,41900,134584,728380.0,17383775.0
2017-02-28,42000,42100,41050,41650,64072,724034.0,17383775.0
2017-03-02,41750,42800,40950,42000,89406,730119.0,17383775.0
2017-03-03,41600,41950,40400,40750,83019,708389.0,17383775.0
2017-03-06,40500,40650,39400,39950,79211,694482.0,17383775.0
2017-03-07,40100,40150,39250,40150,48818,697959.0,17383775.0
2017-03-08,40100,40300,39500,39500,32758,686659.0,17383775.0
2017-03-09,39400,39900,38900,39300,35602,683182.0,17383775.0
2017-03-10,39500,40200,39000,40100,50563,697089.0,17383775.0
2017-03-13,40000,40300,39600,39950,34816,694482.0,17383775.0
2017-03-14,40000,40000,38500,38600,80173,671014.0,17383775.0
2017-03-15,38600,38900,37950,38400,63971,667537.0,17383775.0
2017-03-16,38400,39050,38400,38750,37891,673621.0,17383775.0
2017-03-17,38900,38900,38100,38600,27132,671014.0,17383775.0
2017-03-20,38300,38500,37850,38150,33340,663191.0,17383775.0
2017-03-21,38300,38600,37900,38100,27257,662322.0,17383775.0
2017-03-22,38100,38100,37000,37250,83818,647546.0,17383775.0
2017-03-23,37400,38350,37400,38250,36713,664929.0,17383775.0
2017-03-24,38300,39150,38100,38100,48245,662322.0,17383775.0
2017-03-27,38600,39050,37900,38850,38376,675360.0,17383775.0
2017-03-28,38650,39000,38450,38950,19240,677098.0,17383775.0
2017-03-29,39050,39600,38550,39450,42974,685790.0,17383775.0
2017-03-30,39200,39700,38800,38800,21533,674490.0,17383775.0
2017-03-31,38700,39650,38550,39500,42749,686659.0,17383775.0
2017-04-03,39100,39700,39100,39600,27186,688397.0,17383775.0
2017-04-04,39700,39750,38850,39450,32561,685790.0,17383775.0
2017-04-05,39600,40700,39350,40550,69481,704912.0,17383775.0
2017-04-06,40600,40950,39850,40950,55857,711866.0,17383775.0
2017-04-07,40850,41000,40450,40700,35637,707520.0,17383775.0
2017-04-10,40800,40800,39650,39900,44523,693613.0,17383775.0
2017-04-11,40200,40200,39300,40000,43702,695351.0,17383775.0
2017-04-12,39650,40250,39550,40150,28809,697959.0,17383775.0
2017-04-13,40150,41350,40100,40500,61154,704043.0,17383775.0
2017-04-14,40150,40400,39550,39700,34712,690136.0,17383775.0
2017-04-17,39700,40650,39500,40650,46964,706650.0,17383775.0
2017-04-18,50500,52800,49800,52800,1687686,917863.0,17383775.0
2017-04-19,60000,62200,56000,56500,3489377,982183.0,17383775.0
2017-04-20,55200,56900,54500,56500,877430,982183.0,17383775.0
2017-04-21,58000,58400,54700,55000,558153,956108.0,17383775.0
2017-04-24,56400,58100,55600,56200,623896,976968.0,17383775.0
2017-04-25,56500,56500,54200,55500,364184,964800.0,17383775.0
2017-04-26,55800,57200,55200,55900,332029,971753.0,17383775.0
2017-04-27,55700,56100,53800,54500,273501,947416.0,17383775.0
2017-04-28,54300,55900,54300,54800,212702,952631.0,17383775.0
2017-05-02,54800,55300,53400,54100,141259,940462.0,17383775.0
2017-05-04,54200,59000,54100,58700,526689,1020428.0,17383775.0
2017-05-08,58200,58300,55800,56200,376695,976968.0,17383775.0
2017-05-10,56800,57500,55600,57100,288847,992614.0,17383775.0
2017-05-11,57600,58600,56200,57700,343252,1006920.0,17450955.0
2017-05-12,57700,57800,56000,56000,136978,977253.0,17450955.0
2017-05-15,56100,56400,54900,55800,111275,973763.0,17450955.0
2017-05-16,56200,57500,55900,56100,168277,978999.0,17450955.0
2017-05-17,56100,56100,54800,55400,112784,966783.0,17450955.0
2017-05-18,54600,57300,54100,57000,188425,994704.0,17450955.0
2017-05-19,57200,57400,56400,56800,101792,991214.0,17450955.0
2017-05-22,57600,58000,56300,57200,111397,998195.0,17450955.0
2017-05-23,57200,57300,55500,56200,111356,980744.0,17450955.0
2017-05-24,56200,56800,55200,56800,82838,991214.0,17450955.0
2017-05-25,56900,56900,55100,55300,106982,965038.0,17450955.0
2017-05-26,55400,56000,54400,55200,119853,963293.0,17450955.0
2017-05-29,55200,55500,54500,55400,80683,966783.0,17450955.0
2017-05-30,55400,56000,54800,55500,71045,968528.0,17450955.0
2017-05-31,55800,56000,54900,54900,100137,958057.0,17450955.0
2017-06-01,55200,59500,54900,56200,540196,980744.0,17450955.0
2017-06-02,57000,57400,56500,56500,139046,985979.0,17450955.0
2017-06-05,57100,57100,56100,56400,104254,984234.0,17450955.0
2017-06-07,60100,63000,58800,59400,955042,1036587.0,17450955.0
2017-06-08,60500,61500,59400,60100,364220,1048802.0,17450955.0
2017-06-09,61000,62200,60400,61500,443695,1073234.0,17450955.0
2017-06-12,60900,61100,59900,60500,164627,1055783.0,17450955.0
2017-06-13,60300,61700,59800,60600,217424,1057528.0,17450955.0
2017-06-14,61000,61100,59500,59600,155017,1040077.0,17450955.0
2017-06-15,59600,60800,59600,60300,130946,1052293.0,17450955.0
2017-06-16,61300,61600,60000,60600,225506,1057528.0,17450955.0
2017-06-19,60800,65200,60600,64100,543237,1118606.0,17450955.0
2017-06-20,64300,64300,61900,62500,270702,1090685.0,17450955.0
2017-06-21,62200,62300,60700,61700,173700,1076724.0,17450955.0
2017-06-22,61800,62300,60300,61500,156342,1073234.0,17450955.0
2017-06-23,61500,62100,60300,61600,147608,1074979.0,17450955.0
2017-06-26,61600,62100,60200,60300,105592,1052293.0,17450955.0
2017-06-27,60300,61000,59800,60900,80457,1062763.0,17450955.0
2017-06-28,61000,61700,60900,61500,104150,1073234.0,17450955.0
2017-06-29,61600,61900,60900,61400,63495,1071489.0,17450955.0
2017-06-30,60800,63000,60500,61700,189382,1076724.0,17450955.0
2017-07-03,62100,62700,61200,62100,103566,1083704.0,17450955.0
2017-07-04,62600,64600,62500,63900,324797,1115116.0,17450955.0
2017-07-05,64100,67400,64000,66600,434803,1162234.0,17450955.0
2017-07-06,66200,66500,64200,65000,201220,1134312.0,17450955.0
2017-07-07,64500,64500,63100,64400,158767,1123842.0,17450955.0
2017-07-10,64000,64400,61500,61700,143947,1076724.0,17450955.0
2017-07-11,61600,62900,61500,62200,80327,1085449.0,17450955.0
2017-07-12,62200,62300,60500,60900,118108,1062763.0,17450955.0
2017-07-13,61200,61900,59400,60000,147849,1047057.0,17450955.0
2017-07-14,60600,62200,60300,61800,128118,1078469.0,17450955.0
2017-07-17,61400,62200,60900,61600,61720,1074979.0,17450955.0
2017-07-18,61700,61900,60700,60900,75784,1062763.0,17450955.0
