LS(006260),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-02-18,8184,8366,7912,8184,132960,210008.0,23334240.0
1999-02-19,8093,8093,7566,8002,89240,205341.0,23334240.0
1999-02-22,8003,8084,7730,7957,59750,204175.0,23334240.0
1999-02-23,7957,8166,7957,8002,124570,205341.0,23334240.0
1999-02-24,8003,8366,8003,8302,178580,213042.0,23334240.0
1999-02-25,8184,8957,8003,8820,337410,226342.0,23334240.0
1999-02-26,8821,8894,8685,8820,205220,226342.0,23334240.0
1999-03-02,9094,9548,8930,9139,407340,234509.0,23334240.0
1999-03-03,9139,9367,9003,9275,190140,238009.0,23334240.0
1999-03-04,9185,9776,9003,9548,418860,245010.0,23334240.0
1999-03-05,9548,9821,9367,9548,187700,245010.0,23334240.0
1999-03-08,9776,10731,9730,10548,547940,270677.0,23334240.0
1999-03-09,10549,10731,9821,10003,422730,256677.0,23334240.0
1999-03-10,10094,10367,9639,10366,227430,266010.0,23334240.0
1999-03-11,10321,10685,10094,10275,241880,263677.0,23334240.0
1999-03-12,10276,10549,10185,10366,170810,266010.0,23334240.0
1999-03-15,10458,10913,10276,10366,281410,266010.0,23334240.0
1999-03-16,10458,10822,10276,10548,385080,270677.0,23334240.0
1999-03-17,10685,11367,10640,11003,819490,282344.0,23334240.0
1999-03-18,11003,11367,10731,11003,500610,282344.0,23334240.0
1999-03-19,10913,11685,10913,11458,452450,294011.0,23334240.0
1999-03-22,11504,12004,11003,11821,306010,303345.0,23334240.0
1999-03-23,11549,11822,11458,11821,118480,303345.0,23334240.0
1999-03-24,11640,11822,11276,11730,230090,301012.0,23334240.0
1999-03-25,11458,11822,11276,11730,199620,301012.0,23334240.0
1999-03-26,11504,11822,11504,11776,218230,302178.0,23334240.0
1999-03-29,11504,11776,11276,11730,324080,301012.0,23334240.0
1999-03-30,11822,11913,11549,11912,262500,305679.0,23334240.0
1999-03-31,12004,12368,11822,11821,295900,303345.0,23334240.0
1999-04-01,11822,12913,11595,12549,290380,322013.0,23334240.0
1999-04-02,12640,12686,12049,12231,272070,313846.0,23334240.0
1999-04-06,12549,12913,12277,12549,249780,322013.0,23334240.0
1999-04-07,12822,12822,12368,12458,273300,319679.0,23334240.0
1999-04-08,12458,12640,12140,12412,307020,318512.0,23334240.0
1999-04-09,12549,12549,12049,12458,302740,319679.0,23334240.0
1999-04-12,12640,13186,12231,12867,400700,330179.0,23334240.0
1999-04-13,12822,13004,12549,12913,202470,331346.0,23334240.0
1999-04-14,12913,13641,12731,13458,368180,345347.0,23334240.0
1999-04-15,13459,14641,13459,14459,752120,371014.0,23334240.0
1999-04-16,14459,14732,13823,14731,339410,378015.0,23334240.0
1999-04-19,14732,15187,14368,14731,444610,378015.0,23334240.0
1999-04-20,14732,15005,14595,14913,348500,382682.0,23334240.0
1999-04-21,15005,15914,14550,14550,326510,373348.0,23334240.0
1999-04-22,15005,15005,14050,14550,267570,373348.0,23334240.0
1999-04-23,14600,15200,14600,15000,182390,350014.0,23334240.0
1999-04-26,15000,15500,14300,15500,124320,361681.0,23334240.0
1999-04-27,15500,15700,15100,15700,181170,366348.0,23334240.0
1999-04-28,15700,15900,15000,15900,207790,371014.0,23334240.0
1999-04-29,15500,15800,14700,15500,277060,361681.0,23334240.0
1999-04-30,15300,15600,14500,15600,253130,364014.0,23334240.0
1999-05-03,15100,15700,15100,15700,222530,366348.0,23334240.0
1999-05-04,15900,15900,15450,15500,322170,361681.0,23334240.0
1999-05-06,16400,17400,16000,17400,1254220,406016.0,23334240.0
1999-05-07,18000,20000,17400,19700,1453810,459685.0,23334240.0
1999-05-10,19700,19900,19000,19200,452960,448017.0,23334240.0
1999-05-11,19000,19500,18000,18500,619180,431683.0,23334240.0
1999-05-12,18000,18500,17100,18400,246760,429350.0,23334240.0
1999-05-13,18300,18300,17300,17500,270910,408349.0,23334240.0
1999-05-14,17500,18000,16800,17500,211320,408349.0,23334240.0
1999-05-17,16800,17400,16500,17300,171820,403682.0,23334240.0
1999-05-18,17000,17500,16600,17500,192190,408349.0,23334240.0
1999-05-19,17600,17600,17000,17200,335050,401349.0,23334240.0
1999-05-20,17300,18000,16300,16900,231110,394349.0,23334240.0
1999-05-21,17000,17150,16000,16200,204030,378015.0,23334240.0
1999-05-24,14950,16200,14200,15150,200100,353514.0,23334240.0
1999-05-25,14500,15800,14500,15600,231990,364014.0,23334240.0
1999-05-26,15600,16600,15200,16600,185020,387348.0,23334240.0
1999-05-27,16700,17100,16400,16600,315150,387348.0,23334240.0
1999-05-28,16700,16900,16450,16700,369590,389682.0,23334240.0
1999-05-31,17400,18400,17200,17500,479250,408349.0,23334240.0
1999-06-01,17700,18200,17300,18000,288690,420016.0,23334240.0
1999-06-02,18450,18650,18100,18300,408000,427017.0,23334240.0
1999-06-03,18350,19400,17700,19400,383160,452684.0,23334240.0
1999-06-04,19600,20300,19000,20250,647510,472518.0,23334240.0
1999-06-07,19700,20800,19700,20700,356470,483019.0,23334240.0
1999-06-08,20700,21000,20050,20900,430130,487686.0,23334240.0
1999-06-09,20400,20700,18750,19200,188340,448017.0,23334240.0
1999-06-10,19200,20450,18800,20200,413270,471352.0,23334240.0
1999-06-11,21000,21700,19200,19700,526640,634340.0,32200000.0
1999-06-14,19500,19700,18700,18900,246500,608580.0,32200000.0
1999-06-15,18500,18800,18100,18500,266540,595700.0,32200000.0
1999-06-16,18500,19500,18250,19300,240270,621460.0,32200000.0
1999-06-17,19800,20300,19300,19500,530280,627900.0,32200000.0
1999-06-18,20100,20300,19500,19900,629400,640780.0,32200000.0
1999-06-21,20500,22850,20300,22850,970630,735770.0,32200000.0
1999-06-22,24400,26000,23650,24300,1056030,782460.0,32200000.0
1999-06-23,25000,25000,23500,24800,696410,798560.0,32200000.0
1999-06-24,24700,24700,23300,23500,444740,756700.0,32200000.0
1999-06-25,23000,24300,22900,23900,254190,769580.0,32200000.0
1999-06-28,24000,24800,23600,24000,312260,772800.0,32200000.0
1999-06-29,23600,24000,23300,23600,302140,759920.0,32200000.0
1999-06-30,23200,23600,21900,22700,394040,730940.0,32200000.0
1999-07-01,22500,24550,22250,24500,490330,788900.0,32200000.0
1999-07-02,24700,25900,24000,25700,863960,827540.0,32200000.0
1999-07-05,27000,27500,26000,27200,776660,875840.0,32200000.0
1999-07-06,27200,29000,26800,28400,724960,914480.0,32200000.0
1999-07-07,28400,29400,28000,28800,518630,927360.0,32200000.0
1999-07-08,28800,29750,28000,28200,552740,908040.0,32200000.0
1999-07-09,28000,29100,27100,28600,415450,920920.0,32200000.0
1999-07-12,29900,29900,28000,28000,472860,901600.0,32200000.0
1999-07-13,28000,28800,26700,28500,277760,917700.0,32200000.0
1999-07-14,28500,28500,26600,27000,316220,869400.0,32200000.0
1999-07-15,27500,28000,25900,28000,291170,901600.0,32200000.0
1999-07-16,28000,29000,27800,28800,615320,927360.0,32200000.0
1999-07-19,29400,29750,28200,28200,600770,908040.0,32200000.0
1999-07-20,28200,28750,27700,28500,227840,917700.0,32200000.0
1999-07-21,28100,28100,26800,28000,228410,901600.0,32200000.0
1999-07-22,27300,28000,26700,28000,466370,901600.0,32200000.0
1999-07-23,28400,28400,26500,27000,335760,869400.0,32200000.0
1999-07-26,27000,27550,24900,25350,356980,816270.0,32200000.0
1999-07-27,25000,27200,25000,26800,332790,862960.0,32200000.0
1999-07-28,26000,28000,26000,27000,387630,869400.0,32200000.0
1999-07-29,27000,31000,27000,31000,618870,998200.0,32200000.0
1999-07-30,31000,33200,30000,30800,3023890,991760.0,32200000.0
1999-08-02,31100,32000,28700,29500,414290,949900.0,32200000.0
1999-08-03,29100,30000,28200,29200,416610,940240.0,32200000.0
1999-08-04,29200,30000,28500,28700,268700,924140.0,32200000.0
1999-08-05,28200,30500,28200,29300,747400,943460.0,32200000.0
1999-08-06,28500,30000,28400,29300,334140,943460.0,32200000.0
1999-08-09,29700,29700,28550,29000,269510,933800.0,32200000.0
1999-08-10,28200,29200,28200,28450,219720,916090.0,32200000.0
1999-08-11,28700,29450,27500,29000,266350,933800.0,32200000.0
1999-08-12,28900,29000,28100,29000,116850,933800.0,32200000.0
1999-08-13,28550,28550,27650,28000,182490,901600.0,32200000.0
1999-08-16,26700,28400,26100,28000,192990,901600.0,32200000.0
1999-08-17,27600,28800,26900,26900,168610,866180.0,32200000.0
1999-08-18,26800,27400,25300,26700,247020,859740.0,32200000.0
1999-08-19,26000,27000,25900,26300,167790,846860.0,32200000.0
1999-08-20,25600,27000,25600,26400,78340,850080.0,32200000.0
1999-08-23,26700,27300,26100,26800,152350,862960.0,32200000.0
1999-08-24,27300,28800,27050,28100,353600,904820.0,32200000.0
1999-08-25,28600,29200,27800,28600,234240,920920.0,32200000.0
1999-08-26,28900,28900,27800,28000,104050,901600.0,32200000.0
1999-08-27,28000,28400,27400,28000,82780,901600.0,32200000.0
1999-08-30,28400,28400,27000,27500,124030,885500.0,32200000.0
1999-08-31,26800,27100,26350,27000,147110,869400.0,32200000.0
1999-09-01,26800,27400,24950,24950,112720,803390.0,32200000.0
1999-09-02,25000,25900,23500,25900,245490,833980.0,32200000.0
1999-09-03,25150,26900,25000,26000,161740,837200.0,32200000.0
1999-09-06,26000,27000,25600,26900,231060,866180.0,32200000.0
1999-09-07,26500,26900,26000,26700,412680,859740.0,32200000.0
1999-09-08,26100,26700,25300,26000,192960,837200.0,32200000.0
1999-09-09,26000,26000,25150,25700,140280,827540.0,32200000.0
1999-09-10,25100,26200,25100,25700,213220,827540.0,32200000.0
1999-09-13,25700,26200,25700,25900,183230,833980.0,32200000.0
1999-09-14,25900,26700,25550,26200,161730,843640.0,32200000.0
1999-09-15,26200,26600,25800,25950,214930,835590.0,32200000.0
1999-09-16,26700,26700,25800,25950,166300,835590.0,32200000.0
1999-09-17,25350,26000,24700,25900,174420,833980.0,32200000.0
1999-09-20,25200,26200,25000,25900,117890,833980.0,32200000.0
1999-09-21,26100,26600,25650,26400,169500,850080.0,32200000.0
1999-09-22,26000,26400,25500,25600,105130,824320.0,32200000.0
1999-09-27,25000,25450,24100,24100,52810,776020.0,32200000.0
1999-09-28,24100,24400,23300,23600,226380,759920.0,32200000.0
1999-09-29,23100,23400,22100,22550,120540,726110.0,32200000.0
1999-09-30,22100,22850,21500,21500,391530,692300.0,32200000.0
1999-10-01,21500,22000,20800,22000,234460,708400.0,32200000.0
1999-10-04,21500,22900,21500,21500,117100,692300.0,32200000.0
1999-10-05,20900,22500,20500,21700,323460,698740.0,32200000.0
1999-10-06,21700,22300,21000,22200,105670,714840.0,32200000.0
1999-10-07,22550,22700,21400,22400,155510,721280.0,32200000.0
1999-10-08,22200,22200,21500,21500,166920,692300.0,32200000.0
1999-10-11,22000,22400,21800,22400,149840,721280.0,32200000.0
1999-10-12,22500,23400,22000,23000,161760,740600.0,32200000.0
1999-10-13,23000,25300,22500,25000,363360,805000.0,32200000.0
1999-10-14,24750,25300,24200,25200,288580,811440.0,32200000.0
1999-10-15,25000,25400,24200,24900,150460,801780.0,32200000.0
1999-10-18,24450,24700,23400,23900,111160,769580.0,32200000.0
1999-10-19,23900,24400,22800,23700,122340,763140.0,32200000.0
1999-10-20,24300,25500,23800,24700,206150,795340.0,32200000.0
1999-10-21,25000,25250,24000,24000,213390,772800.0,32200000.0
1999-10-22,23550,24500,23200,23500,82950,756700.0,32200000.0
1999-10-25,23500,23850,22050,23000,63880,740600.0,32200000.0
1999-10-26,21600,24100,21600,23600,144940,759920.0,32200000.0
1999-10-27,23150,23900,22900,23000,37060,740600.0,32200000.0
1999-10-28,22800,24000,22800,23900,210640,769580.0,32200000.0
1999-10-29,25800,25800,24200,24600,247310,792120.0,32200000.0
1999-11-01,24900,25900,24500,25600,305640,824320.0,32200000.0
1999-11-02,24800,26000,24800,25600,128120,824320.0,32200000.0
1999-11-03,25600,26000,25000,25600,114910,824320.0,32200000.0
1999-11-04,25400,26200,25200,25700,119280,827540.0,32200000.0
1999-11-05,25700,26400,25500,25700,389170,827540.0,32200000.0
1999-11-08,25950,26500,25500,25750,386670,829150.0,32200000.0
1999-11-09,25600,27000,25600,26950,223490,867790.0,32200000.0
1999-11-10,29300,29300,24000,26700,316260,859740.0,32200000.0
1999-11-11,26950,28000,26200,27000,285730,869400.0,32200000.0
1999-11-12,27800,28000,25500,26000,214900,837200.0,32200000.0
1999-11-15,26000,26200,24300,25000,323370,805000.0,32200000.0
1999-11-16,25000,25850,24450,25800,394250,830760.0,32200000.0
1999-11-17,26700,28300,26500,26600,646220,856520.0,32200000.0
1999-11-18,26550,27350,25600,26550,369780,854910.0,32200000.0
1999-11-19,27050,28000,26700,27500,404780,885500.0,32200000.0
1999-11-22,27500,28000,26800,27500,435410,885500.0,32200000.0
1999-11-23,27500,27500,26600,27300,300850,879060.0,32200000.0
1999-11-24,27300,27300,26300,27000,243130,869400.0,32200000.0
1999-11-25,26550,27250,25700,25700,254380,827540.0,32200000.0
1999-11-26,25700,26100,24700,25000,320530,805000.0,32200000.0
1999-11-29,25350,25350,23550,24200,211300,779240.0,32200000.0
1999-11-30,24500,26800,24100,26000,529860,837200.0,32200000.0
1999-12-01,25550,25950,24700,24800,413080,798560.0,32200000.0
1999-12-02,25200,25400,24000,24000,204240,772800.0,32200000.0
1999-12-03,24000,25100,23700,24550,175720,790510.0,32200000.0
1999-12-06,23550,24600,23500,23600,303990,759920.0,32200000.0
1999-12-07,23600,23600,21500,21600,448100,695520.0,32200000.0
1999-12-08,22000,22000,20600,21300,424610,685860.0,32200000.0
1999-12-09,20500,23300,20300,21000,631460,676200.0,32200000.0
1999-12-10,22100,22500,21400,22200,391450,714840.0,32200000.0
1999-12-13,22900,23500,21400,21400,341620,689080.0,32200000.0
1999-12-14,21900,22200,21400,21600,328990,695520.0,32200000.0
1999-12-15,21000,22300,20700,21600,262960,695520.0,32200000.0
1999-12-16,21600,22200,21600,21700,252860,698740.0,32200000.0
1999-12-17,21700,22000,21400,21500,287190,692300.0,32200000.0
1999-12-20,21000,21800,20700,20700,253070,666540.0,32200000.0
1999-12-21,20700,20900,19000,20000,289390,644000.0,32200000.0
1999-12-22,19000,19500,17500,18600,400340,598920.0,32200000.0
1999-12-23,18000,18750,17050,17700,613960,569940.0,32200000.0
1999-12-24,17700,18550,17200,18550,294200,597310.0,32200000.0
1999-12-27,18650,18850,17100,18000,578560,579600.0,32200000.0
1999-12-28,18000,20700,17200,20700,402830,666540.0,32200000.0
2000-01-04,18000,21100,18000,21000,509510,676200.0,32200000.0
2000-01-05,21000,22450,20100,21000,457560,676200.0,32200000.0
2000-01-06,21500,21500,19000,20000,351730,644000.0,32200000.0
2000-01-07,19200,20200,19200,19900,191170,640780.0,32200000.0
2000-01-10,20000,20300,19300,19900,198650,640780.0,32200000.0
2000-01-11,19900,20200,19000,19000,222670,611800.0,32200000.0
2000-01-12,18800,19500,18000,18050,193560,581210.0,32200000.0
2000-01-13,18050,18450,17700,18050,167640,581210.0,32200000.0
2000-01-14,18100,19400,18100,19400,239570,624680.0,32200000.0
2000-01-17,20000,20900,18900,20900,362120,672980.0,32200000.0
2000-01-18,20900,21650,20500,21600,344450,695520.0,32200000.0
2000-01-19,21500,21600,20600,21000,245750,676200.0,32200000.0
2000-01-20,20900,22000,19900,22000,264610,708400.0,32200000.0
2000-01-21,21400,22700,21000,22050,376080,710010.0,32200000.0
2000-01-24,22000,22850,21600,22500,259880,724500.0,32200000.0
2000-01-25,22000,22300,21450,22000,332190,708400.0,32200000.0
2000-01-26,22000,22500,21650,21900,159570,705180.0,32200000.0
2000-01-27,21900,22600,21400,22400,205300,721280.0,32200000.0
2000-01-28,22400,23100,22100,22300,188700,718060.0,32200000.0
2000-01-31,21600,22300,21400,22300,238200,718060.0,32200000.0
2000-02-01,22450,22450,21300,21900,149630,705180.0,32200000.0
2000-02-02,21400,22400,21400,22100,242380,711620.0,32200000.0
2000-02-03,22200,22600,21650,22000,150580,708400.0,32200000.0
2000-02-07,22300,22500,21500,21500,173100,692300.0,32200000.0
2000-02-08,21500,21600,20150,20800,190260,669760.0,32200000.0
2000-02-09,20600,21300,20100,20400,222130,656880.0,32200000.0
2000-02-10,20050,20050,18650,18900,310070,608580.0,32200000.0
2000-02-11,18900,19350,17800,18700,267810,602140.0,32200000.0
2000-02-14,18200,18600,17850,18000,234760,579600.0,32200000.0
2000-02-15,18500,18600,17000,17500,265460,563500.0,32200000.0
2000-02-16,17800,18300,17050,18300,245870,589260.0,32200000.0
2000-02-17,18250,18800,18000,18400,266350,592480.0,32200000.0
2000-02-18,18200,18350,17500,18200,299490,586040.0,32200000.0
2000-02-21,17900,17900,16000,16000,317860,515200.0,32200000.0
2000-02-22,15550,17000,15200,16700,542340,537740.0,32200000.0
2000-02-23,16700,17800,16200,17750,498220,571550.0,32200000.0
2000-02-24,16700,18200,16250,18200,374810,586040.0,32200000.0
2000-02-25,17800,19400,17600,19300,386960,621460.0,32200000.0
2000-02-28,18800,22000,18200,22000,522600,708400.0,32200000.0
2000-02-29,21000,21000,18700,18700,372920,602140.0,32200000.0
2000-03-02,18000,18900,17800,18000,303460,579600.0,32200000.0
2000-03-03,18350,18350,16500,16500,254070,531300.0,32200000.0
2000-03-06,17000,17400,16500,16800,431660,540960.0,32200000.0
2000-03-07,16850,17600,16550,16700,399070,537740.0,32200000.0
2000-03-08,16800,17300,16550,16700,490040,537740.0,32200000.0
2000-03-09,16950,17150,16100,16100,513840,518420.0,32200000.0
2000-03-10,16500,16700,15900,16100,498660,518420.0,32200000.0
2000-03-13,16400,16600,15200,15400,870610,495880.0,32200000.0
2000-03-14,15600,15850,14800,15200,639120,489440.0,32200000.0
2000-03-15,14600,14900,14150,14550,365510,468510.0,32200000.0
2000-03-16,14600,14900,13650,13900,359820,447580.0,32200000.0
2000-03-17,14200,15300,13700,14850,756540,478170.0,32200000.0
2000-03-20,15100,15300,14350,14500,293420,466900.0,32200000.0
2000-03-21,14700,15750,14300,15000,712250,483000.0,32200000.0
2000-03-22,15350,16400,15100,16100,650510,518420.0,32200000.0
2000-03-23,16100,16300,15650,15800,443440,508760.0,32200000.0
2000-03-24,16000,16400,15400,15800,249690,508760.0,32200000.0
2000-03-27,15800,15900,15000,15100,196380,486220.0,32200000.0
2000-03-28,15100,15350,14850,14900,464760,479780.0,32200000.0
2000-03-29,15400,16100,15100,15750,573970,507150.0,32200000.0
2000-03-30,15800,16100,15350,15800,318180,508760.0,32200000.0
2000-03-31,15400,16900,15400,16900,801010,544180.0,32200000.0
2000-04-03,17300,17400,16200,16300,431530,524860.0,32200000.0
2000-04-04,16000,16500,15200,16200,219450,521640.0,32200000.0
2000-04-06,16050,16100,15400,15550,164780,500710.0,32200000.0
2000-04-07,15500,15800,15400,15500,246650,499100.0,32200000.0
2000-04-10,15600,16350,15500,16000,353580,515200.0,32200000.0
2000-04-11,16000,16000,15300,15900,189570,511980.0,32200000.0
2000-04-12,15500,16400,15500,15500,178190,499100.0,32200000.0
2000-04-14,15500,16100,15200,16100,314750,518420.0,32200000.0
2000-04-17,14800,15650,14500,14600,265600,470120.0,32200000.0
2000-04-18,15900,16750,15100,16750,694550,539350.0,32200000.0
2000-04-19,17400,18500,16800,18000,1228550,579600.0,32200000.0
2000-04-20,17600,18900,17600,18000,484380,579600.0,32200000.0
2000-04-21,18450,18850,17250,18250,506360,587650.0,32200000.0
2000-04-24,17800,18150,17600,17850,271760,574770.0,32200000.0
2000-04-25,17400,18350,17350,17450,213510,561890.0,32200000.0
2000-04-26,17500,18000,16700,17400,321280,560280.0,32200000.0
2000-04-27,17400,17900,17000,17350,161850,558670.0,32200000.0
2000-04-28,17200,17700,17200,17700,141940,569940.0,32200000.0
2000-05-02,18000,18100,17300,17300,237620,557060.0,32200000.0
2000-05-03,17300,17500,16700,17000,197550,547400.0,32200000.0
2000-05-04,16700,17200,16550,16850,235840,542570.0,32200000.0
2000-05-08,17300,17750,17100,17100,330640,550620.0,32200000.0
2000-05-09,16800,17150,16300,16800,393980,540960.0,32200000.0
2000-05-10,16600,16850,16150,16450,414200,529690.0,32200000.0
2000-05-12,16050,16300,15200,15500,281890,499100.0,32200000.0
2000-05-15,14900,15300,14600,15300,255520,492660.0,32200000.0
2000-05-16,15300,15400,14900,15150,174560,487830.0,32200000.0
2000-05-17,15250,15400,14850,15000,338650,483000.0,32200000.0
2000-05-18,14000,15000,13500,14500,234300,466900.0,32200000.0
2000-05-19,14450,15300,13850,15000,83810,483000.0,32200000.0
2000-05-22,15300,15300,14200,14500,113620,466900.0,32200000.0
2000-05-23,14150,15000,14000,14000,91090,450800.0,32200000.0
2000-05-24,14200,14900,13350,14700,127020,473340.0,32200000.0
2000-05-25,14700,15400,14100,15100,268840,486220.0,32200000.0
2000-05-26,14900,15100,14300,14300,164800,460460.0,32200000.0
2000-05-29,13600,15500,13500,15100,247070,486220.0,32200000.0
2000-05-30,15000,15800,14800,15200,263220,489440.0,32200000.0
2000-05-31,15600,15650,15200,15200,318710,489440.0,32200000.0
2000-06-01,15250,15500,14850,14900,219580,479780.0,32200000.0
2000-06-02,15200,15300,14500,15250,488650,491050.0,32200000.0
2000-06-05,15400,16400,15100,16000,626730,515200.0,32200000.0
2000-06-07,16100,16800,15850,16400,971820,528080.0,32200000.0
2000-06-08,16700,16700,15750,15800,416260,508760.0,32200000.0
2000-06-09,15600,16250,15250,16100,336880,518420.0,32200000.0
2000-06-12,16000,16400,15550,15900,365120,511980.0,32200000.0
2000-06-13,15800,15900,15150,15400,233170,495880.0,32200000.0
2000-06-14,15400,15850,14800,15600,335400,502320.0,32200000.0
2000-06-15,15800,15850,14600,14950,317600,481390.0,32200000.0
2000-06-16,14600,15250,14600,15000,175040,483000.0,32200000.0
2000-06-19,15100,15250,14750,14800,102200,476560.0,32200000.0
2000-06-20,14850,15200,14600,14950,502880,481390.0,32200000.0
2000-06-21,14950,15000,14450,14550,464880,468510.0,32200000.0
2000-06-22,14900,14900,14150,14400,194940,463680.0,32200000.0
2000-06-23,14200,14250,14000,14150,167120,455630.0,32200000.0
2000-06-26,14200,14400,14100,14250,172670,458850.0,32200000.0
2000-06-27,14400,14700,14150,14400,417000,463680.0,32200000.0
2000-06-28,14400,14900,14300,14800,761930,476560.0,32200000.0
2000-06-29,14850,16300,14700,16300,1391180,524860.0,32200000.0
2000-06-30,15900,15900,15100,15100,490300,486220.0,32200000.0
2000-07-03,15300,16150,15300,15950,1062210,513590.0,32200000.0
2000-07-04,16200,16300,15350,15400,282300,495880.0,32200000.0
2000-07-05,15150,15500,14650,15400,361780,495880.0,32200000.0
2000-07-06,15000,15400,14850,15250,334330,491050.0,32200000.0
2000-07-07,15350,16200,15300,15950,814110,513590.0,32200000.0
2000-07-10,16200,16700,16100,16500,1127760,531300.0,32200000.0
2000-07-11,16500,16500,15400,15400,278870,495880.0,32200000.0
2000-07-12,15650,16150,15650,16000,362980,515200.0,32200000.0
2000-07-13,15800,16500,15700,16400,322300,528080.0,32200000.0
2000-07-14,16600,16850,16000,16100,497170,518420.0,32200000.0
2000-07-18,16300,17200,16200,16600,789050,534520.0,32200000.0
2000-07-19,16500,16600,15950,16200,205910,521640.0,32200000.0
2000-07-20,15750,16500,15750,16000,208200,515200.0,32200000.0
2000-07-21,16200,16300,15400,16000,237550,515200.0,32200000.0
2000-07-24,15700,16000,15050,15600,171560,502320.0,32200000.0
2000-07-25,15300,15700,15200,15600,160710,502320.0,32200000.0
2000-07-26,15400,15900,15150,15550,215430,500710.0,32200000.0
2000-07-27,15250,15600,14900,15000,335240,483000.0,32200000.0
2000-07-28,14900,14900,14300,14550,329060,468510.0,32200000.0
2000-07-31,14100,14550,14000,14500,294020,466900.0,32200000.0
2000-08-01,14600,15250,14300,15050,220770,484610.0,32200000.0
2000-08-02,15100,15300,14650,15200,191120,489440.0,32200000.0
2000-08-03,14900,15350,14700,14900,179550,479780.0,32200000.0
2000-08-04,14500,14950,14200,14500,429740,466900.0,32200000.0
2000-08-07,14100,14300,13850,13850,180850,445970.0,32200000.0
2000-08-08,13850,14100,13750,14050,339560,452410.0,32200000.0
2000-08-09,13850,14700,13850,14650,275890,471730.0,32200000.0
2000-08-10,14350,14900,14250,14900,131400,479780.0,32200000.0
2000-08-11,14500,14950,14350,14900,200040,479780.0,32200000.0
2000-08-14,15000,15300,14800,14900,228880,479780.0,32200000.0
2000-08-16,15100,15450,15100,15450,127040,497490.0,32200000.0
2000-08-17,15300,15900,15050,15900,275560,511980.0,32200000.0
2000-08-18,15700,16250,15150,15500,128040,499100.0,32200000.0
2000-08-21,15200,15300,14800,14850,61970,478170.0,32200000.0
2000-08-22,14600,15200,14600,15000,46360,483000.0,32200000.0
2000-08-23,15200,15300,14550,14650,58620,471730.0,32200000.0
2000-08-24,14700,14850,14450,14550,75930,468510.0,32200000.0
2000-08-25,14900,15250,14700,15200,166030,489440.0,32200000.0
2000-08-28,15100,15500,15000,15300,115150,492660.0,32200000.0
2000-08-29,15450,16250,15350,16000,399220,515200.0,32200000.0
2000-08-30,16000,16400,15600,15800,260440,508760.0,32200000.0
2000-08-31,15900,15900,14800,15300,231230,492660.0,32200000.0
2000-09-01,15400,16000,14900,15700,176740,505540.0,32200000.0
2000-09-04,15750,16100,15700,15800,371550,508760.0,32200000.0
2000-09-05,16000,16300,15700,16200,350680,521640.0,32200000.0
2000-09-06,16150,16400,15700,16300,297910,524860.0,32200000.0
2000-09-07,16150,16300,15850,16250,124990,523250.0,32200000.0
2000-09-08,16200,16650,16000,16550,153690,532910.0,32200000.0
2000-09-14,16250,16400,15700,16100,178780,518420.0,32200000.0
2000-09-15,16200,16300,15650,16250,175150,523250.0,32200000.0
2000-09-18,15750,15900,13850,14050,371570,452410.0,32200000.0
