웰바이오텍(010600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-05,12139,12707,12067,12139,39030,21216.0,1405000.0
1999-03-08,12493,13608,12297,13515,41130,23604.0,1405000.0
1999-03-09,13452,13452,12647,12875,15430,22480.0,1405000.0
1999-03-10,13200,13448,12684,13355,30290,23323.0,1405000.0
1999-03-11,13042,13434,12949,12950,11250,22620.0,1405000.0
1999-03-12,12712,13115,12712,12950,14930,22620.0,1405000.0
1999-03-15,13286,13286,12677,12667,4890,22129.0,1405000.0
1999-03-16,13115,13115,12671,12950,12720,22620.0,1405000.0
1999-03-17,13060,13132,12492,12875,6340,22480.0,1405000.0
1999-03-18,12476,12631,12074,12064,8950,21075.0,1405000.0
1999-03-19,11833,12308,11719,12102,6600,21145.0,1405000.0
1999-03-22,12194,12483,12081,12102,5920,21145.0,1405000.0
1999-03-23,12116,12312,12116,12271,5260,21426.0,1405000.0
1999-03-24,11814,12743,11814,12300,12800,21496.0,1405000.0
1999-03-25,12188,12704,12188,12705,13400,22199.0,1405000.0
1999-03-26,12785,12909,12393,12507,13150,21848.0,1405000.0
1999-03-29,12505,12619,12299,12300,7420,21496.0,1405000.0
1999-03-30,12231,12871,12231,12582,6670,21988.0,1405000.0
1999-03-31,12603,12882,12407,12469,10380,21778.0,1405000.0
1999-04-01,12633,12788,12520,12582,11500,21988.0,1405000.0
1999-04-02,12678,12844,12523,12545,10150,21918.0,1405000.0
1999-04-06,12707,12955,12625,12780,11230,22340.0,1405000.0
1999-04-07,12885,13608,12885,13515,41000,23604.0,1405000.0
1999-04-08,13843,13936,13275,13431,30490,23464.0,1405000.0
1999-04-09,13685,13685,13128,13355,11030,23323.0,1405000.0
1999-04-12,13359,13359,12874,12988,23330,22691.0,1405000.0
1999-04-13,13040,13433,13040,13186,17700,23042.0,1405000.0
1999-04-14,13365,13685,13128,13355,26160,23323.0,1405000.0
1999-04-15,13193,13812,13193,13431,29510,23464.0,1405000.0
1999-04-16,13684,13684,13055,13035,35510,22761.0,1405000.0
1999-04-19,13048,13440,13048,13110,22260,22902.0,1405000.0
1999-04-20,13371,14083,13195,13836,50120,24166.0,1405000.0
1999-04-21,13840,14170,13128,13355,38340,23323.0,1405000.0
1999-04-22,13670,14640,13474,13949,68490,24377.0,1405000.0
1999-04-23,14429,14883,13996,14430,74690,25220.0,1405000.0
1999-04-26,14807,14807,14166,14477,40300,25290.0,1405000.0
1999-04-27,13994,14592,13994,14232,22580,24868.0,1405000.0
1999-04-28,14331,15302,14011,15240,65920,26625.0,1405000.0
1999-04-29,15380,15865,15101,15287,51100,26695.0,1405000.0
1999-04-30,15292,15375,14652,14797,36290,25852.0,1405000.0
1999-05-03,15704,16106,15136,15570,57310,27187.0,1405000.0
1999-05-04,15703,16663,15703,16333,120380,28522.0,1405000.0
1999-05-06,16491,18586,16491,18577,101940,32456.0,1405000.0
1999-05-07,18591,18591,17868,18096,80500,31612.0,1405000.0
1999-05-10,18521,19729,18366,19585,111360,34212.0,1405000.0
1999-05-11,19967,20535,18842,18822,78110,32877.0,1405000.0
1999-05-12,18836,18918,17226,18341,52350,32034.0,1405000.0
1999-05-13,18115,18373,17393,17455,43640,30488.0,1405000.0
1999-05-14,18104,18104,15524,16484,49530,28802.0,1405000.0
1999-05-17,15285,16090,15285,15523,25090,27116.0,1405000.0
1999-05-18,15701,16021,15298,15928,20030,27819.0,1405000.0
1999-05-19,16335,16335,15685,15768,24770,27538.0,1405000.0
1999-05-20,15922,15922,14632,15118,21540,26414.0,1405000.0
1999-05-21,15296,15585,14656,14759,10060,29721.0,1619659.0
1999-05-24,14079,14801,14079,14317,12580,28830.0,1619659.0
1999-05-25,14312,15354,14312,15118,22630,30450.0,1619659.0
1999-05-26,15198,17294,15198,16004,38080,32231.0,1619659.0
1999-05-27,16021,16423,15866,15928,28380,32069.0,1619659.0
1999-05-28,16497,16827,15692,15806,28200,31826.0,1619659.0
1999-05-31,15770,16173,15533,15523,22460,31259.0,1619659.0
1999-06-01,14898,15610,14898,15363,6220,30935.0,1619659.0
1999-06-02,15538,16250,15094,15683,31940,31583.0,1619659.0
1999-06-03,16093,16506,15463,15928,37940,32069.0,1619659.0
1999-06-04,15696,16584,15696,16409,102130,33041.0,1619659.0
1999-06-07,16497,17385,16259,16890,127270,34013.0,1619659.0
1999-06-08,17051,17454,16886,17248,53000,34742.0,1619659.0
1999-06-09,17288,18496,16731,18011,177820,36280.0,1619659.0
1999-06-10,17938,19239,17701,18661,91430,37576.0,1619659.0
1999-06-11,18421,18824,17379,18577,55940,37414.0,1619659.0
1999-06-14,18111,18431,17306,17936,33630,36118.0,1619659.0
1999-06-15,17215,17700,16493,17691,37450,35632.0,1619659.0
1999-06-16,16972,18294,16972,17530,38950,35309.0,1619659.0
1999-06-17,17285,17853,17120,17606,28950,35471.0,1619659.0
1999-06-18,17688,17688,16078,16079,35520,33586.0,1679296.0
1999-06-21,16000,16413,15443,15598,29190,32578.0,1679296.0
1999-06-22,16003,16086,15600,16004,10810,33418.0,1679296.0
1999-06-23,16168,16168,15528,16004,21450,33418.0,1679296.0
1999-06-24,15933,16005,15293,15768,24250,32914.0,1679296.0
1999-06-25,15680,15680,15360,15598,14970,32578.0,1679296.0
1999-06-28,15123,15928,15123,15598,18190,32578.0,1679296.0
1999-06-29,15455,15776,15208,15683,9430,32746.0,1679296.0
1999-06-30,15928,15928,15288,15598,12830,32578.0,1679296.0
1999-07-01,15861,16831,15614,16409,35510,34258.0,1679296.0
1999-07-02,16814,16814,16081,16484,16370,34426.0,1679296.0
1999-07-05,16419,17100,16337,16729,54430,34929.0,1679296.0
1999-07-06,16746,17076,15775,16333,35410,34090.0,1679296.0
1999-07-07,16506,16506,15381,15928,41660,33250.0,1679296.0
1999-07-08,15771,16339,15451,16164,46540,33754.0,1679296.0
1999-07-09,16335,16418,15685,15768,38230,32914.0,1679296.0
1999-07-12,16409,16729,15924,16079,54050,33586.0,1679296.0
1999-07-13,16244,16326,15800,16079,25170,33586.0,1679296.0
1999-07-14,16450,17296,16254,16729,78420,34929.0,1679296.0
1999-07-15,16836,17228,15948,15928,27900,33250.0,1679296.0
1999-07-16,16005,16170,15767,15768,38160,32914.0,1679296.0
1999-07-19,16090,16245,15481,15523,38200,32410.0,1679296.0
1999-07-20,15617,15772,15132,15287,36890,31907.0,1679296.0
1999-07-21,15302,15302,14487,14477,27990,30227.0,1679296.0
1999-07-22,14147,15117,13869,15118,22150,31571.0,1679296.0
1999-07-23,15094,15094,14165,14599,15440,30479.0,1679296.0
1999-07-26,13664,13994,13034,13468,26140,28128.0,1679296.0
1999-07-27,13270,13663,13105,13591,14580,28380.0,1679296.0
1999-07-28,13745,13993,13353,13591,22210,28380.0,1679296.0
1999-07-29,13590,13921,13270,13591,40690,28380.0,1679296.0
1999-07-30,13837,13837,12877,12950,20960,27037.0,1679296.0
1999-08-02,12484,12959,12082,12629,14560,26365.0,1679296.0
1999-08-03,12872,13192,12397,13110,37660,27373.0,1679296.0
1999-08-04,12636,13937,12636,13308,41540,27792.0,1679296.0
1999-08-05,13535,13535,12729,12875,13430,26869.0,1679296.0
1999-08-06,13273,13924,12664,13666,39200,28548.0,1679296.0
1999-08-09,14093,14785,13536,13515,51900,28212.0,1679296.0
1999-08-10,13275,13925,12955,13110,24760,27373.0,1679296.0
1999-08-11,12880,13530,12880,13355,17980,27876.0,1679296.0
1999-08-12,12867,13672,12867,13270,7730,27708.0,1679296.0
1999-08-13,13281,13601,12548,12827,16340,26785.0,1679296.0
1999-08-16,12596,13050,12554,12545,8330,26197.0,1679296.0
1999-08-17,13058,13058,11602,11706,14600,24434.0,1679296.0
1999-08-18,11305,11625,10489,10490,51310,21915.0,1679296.0
1999-08-19,10719,11679,10719,11225,73770,23426.0,1679296.0
1999-08-20,11226,11825,10989,11423,35880,23846.0,1679296.0
1999-08-23,11909,12404,11589,12064,24590,25189.0,1679296.0
1999-08-24,12066,12221,11746,11819,16050,24686.0,1679296.0
1999-08-25,11660,12228,11660,11744,27020,24518.0,1679296.0
1999-08-26,11778,12221,11778,12139,80000,25357.0,1679296.0
1999-08-27,12312,12725,12085,12271,25750,25609.0,1679296.0
1999-08-30,12268,12701,12134,12300,44840,25693.0,1679296.0
1999-08-31,12368,13452,12368,12875,53020,26869.0,1679296.0
1999-09-01,12875,13836,12710,13186,72200,27540.0,1679296.0
1999-09-02,13360,14000,12544,13949,126530,29136.0,1679296.0
1999-09-03,13836,15055,13527,14797,123430,30899.0,1679296.0
1999-09-06,14719,15451,14244,14317,135140,29891.0,1679296.0
1999-09-07,14084,14848,14084,14477,91150,30227.0,1679296.0
1999-09-08,14495,14815,14216,14279,78220,29808.0,1679296.0
1999-09-09,14326,16008,14243,15843,298340,33082.0,1679296.0
1999-09-10,16184,16742,15462,16051,122710,33502.0,1679296.0
1999-09-13,16227,16258,15422,15928,84010,33250.0,1679296.0
1999-09-14,16093,16754,15773,15928,62950,33250.0,1679296.0
1999-09-15,15602,15964,14890,15768,48970,32914.0,1679296.0
1999-09-16,15597,15845,13512,13544,47910,28296.0,1679296.0
1999-09-17,13600,14209,13249,13921,38510,29052.0,1679296.0
1999-09-20,13934,14719,12902,12903,47200,26953.0,1679296.0
1999-09-21,13668,14360,13390,14071,51260,29388.0,1679296.0
1999-09-22,16166,16166,14597,14835,71580,30983.0,1679296.0
1999-09-27,15286,15286,14150,14430,24130,30143.0,1679296.0
1999-09-28,13056,14728,13056,13996,31430,29220.0,1679296.0
1999-09-29,14003,14003,13043,13270,35670,27708.0,1679296.0
1999-09-30,13060,13607,12884,12875,16980,26869.0,1679296.0
1999-10-01,12873,13058,11655,12780,39330,26701.0,1679296.0
1999-10-04,12628,12876,12071,12422,12630,25945.0,1679296.0
1999-10-05,12082,12722,11762,12629,38160,26365.0,1679296.0
1999-10-06,12080,12886,12080,12752,31090,26617.0,1679296.0
1999-10-07,12955,13120,12635,13110,40850,27373.0,1679296.0
1999-10-08,13449,14728,13201,13996,82100,29220.0,1679296.0
1999-10-11,13831,14895,13831,14637,88140,30563.0,1679296.0
1999-10-12,14647,15049,14523,14637,55900,30563.0,1679296.0
1999-10-13,14514,15680,14473,15598,118060,32578.0,1679296.0
1999-10-14,15564,15770,15089,15523,62760,32410.0,1679296.0
1999-10-15,15368,15605,15202,15523,60580,32410.0,1679296.0
1999-10-18,15014,15860,14724,14797,93460,30899.0,1679296.0
1999-10-19,14655,14975,14139,14119,65020,29472.0,1679296.0
1999-10-20,14250,14694,13930,13921,63990,29052.0,1679296.0
1999-10-21,14314,14788,13922,14232,55460,29724.0,1679296.0
1999-10-22,14360,14834,14194,14835,50080,30983.0,1679296.0
1999-10-25,15288,15371,14411,14514,66790,30311.0,1679296.0
1999-10-26,14640,14794,13948,14712,82650,30731.0,1679296.0
1999-10-27,14726,15056,14530,14562,87100,30395.0,1679296.0
1999-10-28,14646,14719,14079,14317,50740,29891.0,1679296.0
1999-10-29,14486,14486,14084,14156,61410,29556.0,1679296.0
1999-11-01,14363,14900,14084,14477,103040,30227.0,1679296.0
1999-11-02,14686,15564,14645,15523,138590,32410.0,1679296.0
1999-11-03,15550,15953,15137,15448,93200,32242.0,1679296.0
1999-11-04,15676,16811,15119,16079,207560,33586.0,1679296.0
1999-11-05,16258,16588,15866,15928,119970,33250.0,1679296.0
1999-11-08,16178,16498,15610,15683,81040,32746.0,1679296.0
1999-11-09,15330,16342,15330,15806,125710,32998.0,1679296.0
1999-11-10,15924,16079,15284,15316,86060,31991.0,1679296.0
1999-11-11,15334,15334,14580,14797,109800,30899.0,1679296.0
1999-11-12,13836,15127,13836,14797,91970,30899.0,1679296.0
1999-11-15,14708,14708,13666,13666,44060,28548.0,1679296.0
1999-11-16,13034,13509,12869,13468,76380,28128.0,1679296.0
1999-11-17,11505,13269,11505,12300,47830,25693.0,1679296.0
1999-11-18,12486,12961,11712,12394,29250,25861.0,1679296.0
1999-11-19,12566,13175,12080,12752,35730,26617.0,1679296.0
1999-11-22,12520,13046,12479,12582,28400,26281.0,1679296.0
1999-11-23,12539,12952,12343,12705,23190,26533.0,1679296.0
1999-11-24,12471,12667,11903,12017,28560,25105.0,1679296.0
1999-11-25,12091,12318,11730,11989,51050,25022.0,1679296.0
1999-11-26,12287,12484,10873,11018,24200,23006.0,1679296.0
1999-11-29,11105,11260,10455,10858,18930,22670.0,1679296.0
1999-11-30,10938,11753,10618,11744,32150,24518.0,1679296.0
1999-12-01,11759,13049,11067,11904,34350,24854.0,1679296.0
1999-12-02,11903,12069,10861,11253,18010,23510.0,1679296.0
1999-12-03,11662,11662,10826,10858,15600,22670.0,1679296.0
1999-12-06,11187,11187,10547,10858,16880,22670.0,1679296.0
1999-12-07,11019,11112,10131,10132,21820,21159.0,1679296.0
1999-12-08,10150,10150,8941,9293,27700,19396.0,1679296.0
1999-12-09,9288,9649,8885,9123,25460,19060.0,1679296.0
1999-12-10,9123,9928,9050,9887,27950,20655.0,1679296.0
1999-12-13,10625,11265,10140,11018,34400,23006.0,1679296.0
1999-12-14,10873,11668,10305,11018,26270,23006.0,1679296.0
1999-12-15,10672,10879,9991,9981,19530,20823.0,1679296.0
1999-12-16,10258,10465,9701,9774,17660,20403.0,1679296.0
1999-12-17,9461,9781,9255,9689,13500,20236.0,1679296.0
1999-12-20,9272,9706,9272,9293,9040,19396.0,1679296.0
1999-12-21,9295,9491,8696,8841,12860,18472.0,1679296.0
1999-12-22,8645,9213,8056,8077,14770,16877.0,1679296.0
1999-12-23,8075,8333,7641,7879,11730,16457.0,1679296.0
1999-12-24,7879,8075,7476,7879,21050,16457.0,1679296.0
1999-12-27,8687,8687,7655,7955,23200,16625.0,1679296.0
1999-12-28,8243,8243,7686,7955,9580,16625.0,1679296.0
2000-01-04,8099,8099,7521,7955,6870,16004.0,1679296.0
2000-01-05,7964,7964,7510,7521,38010,15114.0,1679296.0
2000-01-06,8125,8125,7206,7248,21700,14559.0,1679296.0
2000-01-07,7356,7624,7108,7191,18500,14459.0,1679296.0
2000-01-10,7375,8036,7220,7644,26170,15366.0,1679296.0
2000-01-11,7729,8048,7636,8049,18860,16188.0,1679296.0
2000-01-12,8109,8109,7728,8058,21420,16205.0,1679296.0
2000-01-13,8115,9034,8073,8435,43540,16961.0,1679296.0
2000-01-14,8617,9453,8441,9020,42050,18136.0,1679296.0
2000-01-17,9039,9874,8616,9359,39490,18808.0,1679296.0
2000-01-18,9320,9372,8350,8351,16300,16793.0,1679296.0
2000-01-19,8357,8781,7604,7945,23270,15970.0,1679296.0
2000-01-20,7955,7965,7357,7945,13520,15970.0,1679296.0
2000-01-21,7961,7982,7538,7776,9520,15634.0,1679296.0
2000-01-24,7535,8361,7535,8021,10980,16121.0,1679296.0
2000-01-25,7963,7963,7292,7860,10400,15785.0,1679296.0
2000-01-26,7361,7826,7361,7568,15000,15214.0,1679296.0
2000-01-27,7626,8173,7615,7936,19330,15953.0,1679296.0
2000-01-28,8125,8713,7960,8115,35840,16306.0,1679296.0
2000-01-31,7947,8039,7781,7926,13600,15920.0,1679296.0
2000-02-01,8030,8072,7772,8021,24370,16121.0,1679296.0
2000-02-02,8309,8525,8030,8351,29620,16793.0,1679296.0
2000-02-03,8346,9017,8346,8935,52150,17968.0,1679296.0
2000-02-07,8939,9197,8526,8775,15830,17633.0,1679296.0
2000-02-08,8482,8719,8121,8266,17450,16625.0,1679296.0
2000-02-09,8373,8549,8064,8105,27500,16289.0,1679296.0
2000-02-10,8068,8068,7635,7625,15440,15332.0,1679296.0
2000-02-11,7640,7774,7320,7351,22910,14778.0,1679296.0
2000-02-14,7161,7367,6872,6852,20260,13770.0,1679296.0
2000-02-15,6701,7103,6690,6701,13620,13468.0,1679296.0
2000-02-16,6729,6935,6543,6729,11710,13535.0,1679296.0
2000-02-17,6741,6937,6349,6711,8440,13502.0,1679296.0
2000-02-18,6611,6715,6364,6663,9730,13384.0,1679296.0
2000-02-21,6617,6617,5750,5740,22200,11520.0,1679296.0
2000-02-22,5740,6350,5648,6268,19010,12595.0,1679296.0
2000-02-23,5704,6942,5704,6334,26700,12729.0,1679296.0
2000-02-24,6360,6618,5854,5947,9540,11957.0,1679296.0
2000-02-25,5952,6251,5653,6107,15480,12276.0,1679296.0
2000-02-28,6279,6868,6279,6682,25630,13434.0,1679296.0
2000-02-29,6983,7065,6282,6334,21350,12729.0,1679296.0
2000-03-02,6439,6604,6336,6522,36930,13115.0,1679296.0
2000-03-03,6579,6776,6373,6673,31050,13401.0,1679296.0
2000-03-06,6949,7672,6867,7662,67990,15399.0,1679296.0
2000-03-07,7754,7867,7372,7568,50510,15198.0,1679296.0
2000-03-08,7345,7520,7004,7417,32920,14912.0,1679296.0
2000-03-09,7420,7894,7275,7606,34330,15282.0,1679296.0
2000-03-10,7524,8525,7431,8351,97300,16793.0,1679296.0
2000-03-13,8525,9598,8308,9227,107050,18556.0,1679296.0
2000-03-14,9494,9494,8359,8690,44130,17465.0,1679296.0
2000-03-15,8534,8616,7873,7936,34150,15953.0,1679296.0
2000-03-16,8027,8193,7192,7182,29360,14442.0,1679296.0
2000-03-17,7203,7534,6801,7276,17160,14610.0,1679296.0
2000-03-20,7315,7604,7098,7295,19080,14660.0,1679296.0
2000-03-21,7368,7750,7203,7276,13900,14610.0,1679296.0
2000-03-22,7179,7416,7024,7097,14140,14274.0,1679296.0
2000-03-23,7110,7523,7028,7276,25510,14610.0,1679296.0
2000-03-24,7524,8350,7524,8351,73440,16793.0,1679296.0
2000-03-27,8849,9468,7961,8209,117770,16491.0,1679296.0
2000-03-28,8111,8276,7822,7936,43410,15953.0,1679296.0
2000-03-29,8078,8078,7448,7521,31970,15114.0,1679296.0
2000-03-30,7643,7643,7106,7106,26620,14291.0,1679296.0
2000-03-31,7130,7367,6975,7182,25650,14425.0,1679296.0
2000-04-03,7295,7450,6779,6852,11880,13770.0,1679296.0
2000-04-04,6876,7031,6370,6597,14740,13250.0,1679296.0
2000-04-06,6613,7016,6025,6315,35460,12679.0,1679296.0
2000-04-07,6483,6566,6339,6381,12700,12830.0,1679296.0
2000-04-10,6406,6798,6355,6758,21860,13586.0,1679296.0
2000-04-11,6450,6605,6408,6409,11530,12880.0,1679296.0
2000-04-12,6319,6494,6277,6268,13520,12595.0,1679296.0
2000-04-14,6112,6319,6071,6268,9100,12595.0,1679296.0
2000-04-17,5691,6270,5444,5485,23580,11033.0,1679296.0
2000-04-18,5833,6163,5596,6164,18150,12393.0,1679296.0
2000-04-19,5839,6603,5839,6428,23650,12931.0,1679296.0
2000-04-20,6114,6404,6114,6352,6050,13259.0,1744671.0
2000-04-21,6221,6510,6221,6428,9920,13434.0,1744671.0
2000-04-24,6439,6728,6439,6522,12160,13626.0,1744671.0
2000-04-25,6537,6609,6341,6362,12070,13277.0,1744671.0
2000-04-26,6395,6519,6189,6334,12350,13225.0,1744671.0
2000-04-27,6274,6274,5872,6192,7280,12928.0,1744671.0
2000-04-28,6354,6354,5931,6220,11600,12998.0,1744671.0
2000-05-02,6351,6526,6020,6258,7180,13068.0,1744671.0
2000-05-03,6432,6432,6112,6268,7970,13085.0,1744671.0
2000-05-04,6124,6599,6113,6362,15400,13277.0,1744671.0
2000-05-08,6612,6994,6468,6984,62200,14568.0,1744671.0
2000-05-09,6945,8029,6687,7059,78510,14742.0,1744671.0
2000-05-10,6770,7059,6688,6729,14160,14062.0,1744671.0
2000-05-12,6868,6868,6341,6466,13160,13504.0,1744671.0
2000-05-15,6270,6270,5775,5796,17580,12108.0,1744671.0
2000-05-16,5764,6126,5764,6126,33220,12806.0,1744671.0
2000-05-17,6130,6202,6027,6192,24110,12928.0,1744671.0
2000-05-18,6184,6246,5760,5843,32630,12213.0,1744671.0
2000-05-19,5463,6041,5463,5608,5830,11707.0,1744671.0
2000-05-22,5033,5611,5033,5024,8470,10485.0,1744671.0
2000-05-23,4775,5002,4765,4807,6350,10032.0,1744671.0
2000-05-24,4606,5402,4462,4844,22840,10119.0,1744671.0
2000-05-25,4843,5349,4843,5174,22420,10817.0,1744671.0
2000-05-26,5015,5015,4633,4892,9040,10224.0,1744671.0
2000-05-29,4747,4923,4747,4882,10830,10206.0,1744671.0
2000-05-30,4933,5181,4933,5099,6280,10642.0,1744671.0
2000-05-31,5130,5461,5130,5306,18640,11079.0,1744671.0
2000-06-01,5102,5309,5102,5165,7380,10800.0,1744671.0
2000-06-02,5174,5391,5153,5174,14530,10817.0,1744671.0
2000-06-05,5245,5606,5245,5514,50440,11515.0,1744671.0
2000-06-07,5848,5982,5538,5683,44110,11864.0,1744671.0
2000-06-08,5778,5778,5355,5335,16030,11131.0,1744671.0
2000-06-09,5261,5343,5044,5127,9080,10712.0,1744671.0
2000-06-12,5112,5360,5019,5174,20820,10817.0,1744671.0
2000-06-13,5446,5446,5136,5137,23900,10730.0,1744671.0
2000-06-14,5111,5215,4853,5071,7330,10590.0,1744671.0
2000-06-15,5073,5145,4929,4929,17470,10294.0,1744671.0
2000-06-16,4768,5026,4768,4778,1200,9980.0,1744671.0
2000-06-19,4825,5114,4701,4826,4100,10084.0,1744671.0
2000-06-20,4769,4883,4769,4873,7690,10189.0,1744671.0
2000-06-21,4896,4979,4824,4835,9330,10102.0,1744671.0
2000-06-22,4839,5014,4839,4901,7120,10241.0,1744671.0
2000-06-23,4817,4878,4817,4807,8970,10032.0,1744671.0
2000-06-26,4885,5257,4844,5165,25230,10800.0,1744671.0
2000-06-27,5197,5693,5197,5259,26820,10991.0,1744671.0
2000-06-28,5424,5424,5155,5259,7430,10991.0,1744671.0
2000-06-29,5137,5364,5024,5014,10770,10468.0,1744671.0
2000-06-30,4972,5220,4972,5014,3150,10468.0,1744671.0
2000-07-03,5060,5401,5060,5391,11450,11253.0,1744671.0
2000-07-04,5453,5690,5225,5391,72340,11253.0,1744671.0
2000-07-05,5397,6202,5356,6192,117360,12928.0,1744671.0
2000-07-06,7019,7019,5750,5740,122260,11968.0,1744671.0
2000-07-07,5834,5968,5741,5834,35750,12195.0,1744671.0
2000-07-10,5853,5977,5781,5843,44380,12213.0,1744671.0
2000-07-11,5836,5949,5619,5598,18170,11689.0,1744671.0
2000-07-12,5534,5823,5534,5617,22520,11724.0,1744671.0
2000-07-13,5606,5647,5492,5514,8400,11515.0,1744671.0
2000-07-14,5598,5598,5454,5485,7140,11462.0,1744671.0
2000-07-18,5445,5579,5187,5363,13480,11201.0,1744671.0
2000-07-19,5312,5425,5033,5240,7360,10939.0,1744671.0
2000-07-20,5252,5252,5066,5221,2630,10904.0,1744671.0
2000-07-21,5102,5257,5040,5165,5460,10800.0,1744671.0
2000-07-24,5111,5256,4935,4967,6020,10381.0,1744671.0
2000-07-25,5112,5112,4936,4958,8490,10346.0,1744671.0
2000-07-26,4860,5138,4860,5005,7880,10451.0,1744671.0
2000-07-27,5066,5696,4984,5438,18240,11340.0,1744671.0
2000-07-28,5284,5439,5222,5212,7290,10887.0,1744671.0
2000-07-31,5039,5370,5039,5071,2620,10590.0,1744671.0
2000-08-01,5300,5300,5114,5155,5600,10782.0,1744671.0
2000-08-02,5342,5919,5136,5580,53860,11654.0,1744671.0
2000-08-03,5633,6325,5530,6315,65980,13172.0,1744671.0
2000-08-04,6367,6367,6006,6305,40400,13155.0,1744671.0
2000-08-07,6258,6692,6031,6682,32650,13957.0,1744671.0
2000-08-08,6610,6610,6238,6352,42440,13259.0,1744671.0
2000-08-09,6353,6353,6032,6023,19050,12562.0,1744671.0
2000-08-10,6120,6224,5935,6183,19020,12911.0,1744671.0
2000-08-11,6047,6223,5985,5975,21070,12474.0,1744671.0
2000-08-14,6089,6420,5687,6183,65670,12911.0,1744671.0
2000-08-16,6325,6366,5953,6315,42050,13172.0,1744671.0
2000-08-17,6234,6234,5852,5853,25660,12230.0,1744671.0
2000-08-18,5879,6075,5859,6004,20060,12527.0,1744671.0
2000-08-21,6080,6472,6018,6173,59810,12893.0,1744671.0
2000-08-22,6283,7056,6200,6541,162970,13661.0,1744671.0
2000-08-23,6675,6757,6231,6428,69850,13434.0,1744671.0
2000-08-24,6522,6626,6347,6513,80700,13608.0,1744671.0
2000-08-25,6560,7066,6550,6767,210520,14132.0,1744671.0
2000-08-28,6811,6884,6512,6513,85000,13608.0,1744671.0
2000-08-29,6378,6522,6295,6296,54120,13137.0,1744671.0
2000-08-30,6193,6616,6193,6503,79900,13574.0,1744671.0
2000-08-31,6471,6853,6275,6513,54540,13608.0,1744671.0
2000-09-01,6380,6813,6369,6494,47040,13556.0,1744671.0
2000-09-04,6601,7241,6570,6880,198980,14359.0,1744671.0
2000-09-05,6903,6996,6645,6635,83270,13853.0,1744671.0
2000-09-06,6703,6786,6652,6673,47390,13922.0,1744671.0
2000-09-07,6714,7075,6621,6993,123860,14603.0,1744671.0
2000-09-08,6984,7664,6891,7201,193200,15039.0,1744671.0
2000-09-14,7206,7867,7103,7681,127160,16051.0,1744671.0
2000-09-15,7869,7952,7477,7549,163730,15754.0,1744671.0
2000-09-18,7445,7528,6681,7012,83070,14655.0,1744671.0
