빙그레(005180),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-05-06,26200,29200,26000,28500,340420,216604.0,7600144.0
1999-05-07,29000,29000,25000,27600,340170,209764.0,7600144.0
1999-05-10,27600,28400,26000,27500,208640,209004.0,7600144.0
1999-05-11,27500,28500,27000,27000,128440,205204.0,7600144.0
1999-05-12,26500,27400,24900,26400,145820,200644.0,7600144.0
1999-05-13,26000,26500,25000,25000,106100,190004.0,7600144.0
1999-05-14,25000,26000,22500,23000,162530,174803.0,7600144.0
1999-05-17,23400,24000,22300,22800,152030,173283.0,7600144.0
1999-05-18,22600,23300,22000,23250,98790,176703.0,7600144.0
1999-05-19,24000,24200,23000,23500,108980,178603.0,7600144.0
1999-05-20,22500,22950,20300,20800,195690,158083.0,7600144.0
1999-05-21,21500,22500,19900,21300,178950,161883.0,7600144.0
1999-05-24,21000,21300,20400,20600,83710,156563.0,7600144.0
1999-05-25,20600,22500,20600,22200,198510,168723.0,7600144.0
1999-05-26,22500,23900,22000,23200,148200,176323.0,7600144.0
1999-05-27,23500,24000,22700,22800,142910,173283.0,7600144.0
1999-05-28,23000,23500,22500,23400,62950,177843.0,7600144.0
1999-05-31,23500,23700,23050,23400,52920,177843.0,7600144.0
1999-06-01,23300,23400,22500,22600,61690,171763.0,7600144.0
1999-06-02,22650,23500,22650,23000,145420,174803.0,7600144.0
1999-06-03,23300,23900,22700,23200,151900,176323.0,7600144.0
1999-06-04,23200,24300,22850,24200,197360,183923.0,7600144.0
1999-06-07,25000,25900,24700,25500,387790,193804.0,7600144.0
1999-06-08,26200,26200,25200,25700,145280,195324.0,7600144.0
1999-06-09,25000,25500,23000,23100,135660,175563.0,7600144.0
1999-06-10,23300,26100,22800,26100,132000,198364.0,7600144.0
1999-06-11,25000,25700,24200,25100,168590,190764.0,7600144.0
1999-06-14,24600,24900,23800,24100,69060,183163.0,7600144.0
1999-06-15,24300,24600,23100,23500,84590,178603.0,7600144.0
1999-06-16,23000,24000,23000,23700,58210,180123.0,7600144.0
1999-06-17,23800,24200,23400,23700,85070,180123.0,7600144.0
1999-06-18,23400,24300,23100,23100,76860,175563.0,7600144.0
1999-06-21,24000,24000,22500,22700,54210,172523.0,7600144.0
1999-06-22,23000,24000,22800,23700,117150,180123.0,7600144.0
1999-06-23,24200,24300,23200,23350,95110,177463.0,7600144.0
1999-06-24,23500,23800,22750,23100,108310,175563.0,7600144.0
1999-06-25,23500,23500,22800,22900,67050,174043.0,7600144.0
1999-06-28,23200,24900,22900,24600,228830,186964.0,7600144.0
1999-06-29,24500,24500,23800,24450,118350,185824.0,7600144.0
1999-06-30,24600,26900,24400,25800,372790,196084.0,7600144.0
1999-07-01,26000,27400,26000,27000,294400,205204.0,7600144.0
1999-07-02,27200,27200,26200,27200,192000,206724.0,7600144.0
1999-07-05,28500,28500,26300,26600,175330,202164.0,7600144.0
1999-07-06,26400,26500,25050,26100,152530,198364.0,7600144.0
1999-07-07,25800,26700,25600,26600,192530,202164.0,7600144.0
1999-07-08,26800,27200,26100,26800,136930,203684.0,7600144.0
1999-07-09,26100,26800,25650,25850,147550,196464.0,7600144.0
1999-07-12,25850,26800,25650,25700,167830,195324.0,7600144.0
1999-07-13,25700,28500,25700,26700,260720,202924.0,7600144.0
1999-07-14,26700,27200,24500,25850,130880,196464.0,7600144.0
1999-07-15,26000,26400,24800,25100,83550,190764.0,7600144.0
1999-07-16,27500,27500,26000,26800,249440,203684.0,7600144.0
1999-07-19,29300,29300,27700,28000,254180,212804.0,7600144.0
1999-07-20,27600,27900,26800,27100,79410,205964.0,7600144.0
1999-07-21,26500,27100,25800,26500,101020,201404.0,7600144.0
1999-07-22,25300,26000,25000,25500,93040,193804.0,7600144.0
1999-07-23,25300,25500,22650,23000,99680,174803.0,7600144.0
1999-07-26,22500,22500,20100,20900,59380,158843.0,7600144.0
1999-07-27,19900,22500,19900,22500,102170,171003.0,7600144.0
1999-07-28,22600,23600,22500,22850,58140,173663.0,7600144.0
1999-07-29,22900,23400,22500,23000,60450,174803.0,7600144.0
1999-07-30,22700,22700,21100,21600,62740,164163.0,7600144.0
1999-08-02,21600,22100,20100,20200,121310,153523.0,7600144.0
1999-08-03,21000,21500,20600,21000,127750,159603.0,7600144.0
1999-08-04,21800,21800,20800,21000,90190,159603.0,7600144.0
1999-08-05,22000,22450,20700,21000,207850,159603.0,7600144.0
1999-08-06,21200,22000,20500,21000,67550,159603.0,7600144.0
1999-08-09,21800,21800,20800,21000,80940,159603.0,7600144.0
1999-08-10,21150,21400,20550,20800,54900,158083.0,7600144.0
1999-08-11,21000,21200,20300,20500,71970,155803.0,7600144.0
1999-08-12,21200,22000,20700,21500,139730,163403.0,7600144.0
1999-08-13,21750,21800,20450,20700,85570,157323.0,7600144.0
1999-08-16,20200,20900,20000,20100,63990,152763.0,7600144.0
1999-08-17,20200,20900,19000,19300,75430,146683.0,7600144.0
1999-08-18,18300,19400,17100,19200,179220,145923.0,7600144.0
1999-08-19,19200,21000,18500,20600,116190,156563.0,7600144.0
1999-08-20,20400,21500,20100,20100,67620,152763.0,7600144.0
1999-08-23,20700,20700,17100,20200,90020,153523.0,7600144.0
1999-08-24,20300,20450,19100,20100,122480,152763.0,7600144.0
1999-08-25,20500,20500,19400,20200,146220,153523.0,7600144.0
1999-08-26,20450,20450,19300,19500,126380,148203.0,7600144.0
1999-08-27,19300,19750,18700,18950,74200,144023.0,7600144.0
1999-08-30,18500,18900,18100,18100,120390,137563.0,7600144.0
1999-08-31,18000,18900,18000,18200,104720,138323.0,7600144.0
1999-09-01,18200,18200,17200,17200,91030,130722.0,7600144.0
1999-09-02,16200,17000,15550,15700,338130,119322.0,7600144.0
1999-09-03,15900,15900,14600,14700,134450,111722.0,7600144.0
1999-09-06,15000,15850,14900,15450,216880,117422.0,7600144.0
1999-09-07,15450,17750,15450,17200,393260,130722.0,7600144.0
1999-09-08,17000,17400,15700,15900,143870,120842.0,7600144.0
1999-09-09,16200,17200,15700,16750,188770,127302.0,7600144.0
1999-09-10,16700,17600,16500,17000,200340,129202.0,7600144.0
1999-09-13,17150,17600,17100,17200,134960,130722.0,7600144.0
1999-09-14,17500,17500,16650,17400,81140,132243.0,7600144.0
1999-09-15,17700,18900,17600,17900,337000,136043.0,7600144.0
1999-09-16,18100,18750,18000,18100,136560,137563.0,7600144.0
1999-09-17,18200,18300,17250,17700,103280,134523.0,7600144.0
1999-09-20,17100,17900,17100,17500,73360,133003.0,7600144.0
1999-09-21,17500,18300,17500,18000,73490,136803.0,7600144.0
1999-09-22,18000,18000,17300,17400,69620,132243.0,7600144.0
1999-09-27,17200,17300,16500,16600,60640,126162.0,7600144.0
1999-09-28,16600,17000,16200,16400,47090,124642.0,7600144.0
1999-09-29,16100,16100,14800,14800,76420,112482.0,7600144.0
1999-09-30,14800,15300,14650,14900,44330,113242.0,7600144.0
1999-10-01,13900,14900,12900,14000,85810,106402.0,7600144.0
1999-10-04,12600,14500,12600,13450,63220,102222.0,7600144.0
1999-10-05,13500,13900,12800,12800,50640,97282.0,7600144.0
1999-10-06,12100,13300,12100,13300,67650,101082.0,7600144.0
1999-10-07,12900,13650,12900,13550,78830,102982.0,7600144.0
1999-10-08,13600,14900,13200,14200,142390,107922.0,7600144.0
1999-10-11,14000,14650,13400,13500,116010,102602.0,7600144.0
1999-10-12,13700,13850,13500,13800,73690,104882.0,7600144.0
1999-10-13,13850,13950,13300,13500,53420,102602.0,7600144.0
1999-10-14,13600,13750,13150,13500,69900,102602.0,7600144.0
1999-10-15,14000,14800,13700,14500,272960,110202.0,7600144.0
1999-10-18,14000,14100,13400,13650,192040,103742.0,7600144.0
1999-10-19,14050,14200,13350,13500,142760,102602.0,7600144.0
1999-10-20,13900,14900,13700,14500,223550,110202.0,7600144.0
1999-10-21,14800,15450,14600,14600,202240,110962.0,7600144.0
1999-10-22,14500,14850,14250,14350,88800,109062.0,7600144.0
1999-10-25,14300,14450,13500,13900,109500,105642.0,7600144.0
1999-10-26,13500,14600,13500,14550,98040,110582.0,7600144.0
1999-10-27,14600,15450,14400,14500,158040,110202.0,7600144.0
1999-10-28,14650,15150,14600,14700,87720,111722.0,7600144.0
1999-10-29,15000,15100,14650,14650,81490,111342.0,7600144.0
1999-11-01,14650,15300,14400,14850,110900,112862.0,7600144.0
1999-11-02,14850,14900,14200,14400,85570,109442.0,7600144.0
1999-11-03,14400,14700,13900,14200,119720,107922.0,7600144.0
1999-11-04,14500,14700,14000,14100,87630,107162.0,7600144.0
1999-11-05,14400,14500,13900,14150,113540,107542.0,7600144.0
1999-11-08,14200,14200,13800,13900,102540,105642.0,7600144.0
1999-11-09,13800,14250,13700,14100,105190,107162.0,7600144.0
1999-11-10,13900,14100,13600,13700,82710,104122.0,7600144.0
1999-11-11,13900,13900,13350,13400,150750,101842.0,7600144.0
1999-11-12,13400,13550,12850,13400,212540,101842.0,7600144.0
1999-11-15,13400,15400,13200,15400,935210,117042.0,7600144.0
1999-11-16,15700,16500,15100,15850,1039080,120462.0,7600144.0
1999-11-17,16000,16000,13600,13800,384800,104882.0,7600144.0
1999-11-18,13800,14200,12900,13200,213410,100322.0,7600144.0
1999-11-19,13250,13700,13000,13100,300120,99562.0,7600144.0
1999-11-22,13000,13800,13000,13550,248300,102982.0,7600144.0
1999-11-23,13550,13550,13100,13100,99070,99562.0,7600144.0
1999-11-24,13100,13100,12100,12900,174320,98042.0,7600144.0
1999-11-25,12500,12850,12000,12050,110430,91582.0,7600144.0
1999-11-26,11500,11850,10250,10700,438210,81322.0,7600144.0
1999-11-29,11000,11500,9900,10000,253480,76001.0,7600144.0
1999-11-30,10350,11150,10100,10400,167180,79041.0,7600144.0
1999-12-01,11000,11300,10200,10850,199480,82462.0,7600144.0
1999-12-02,10500,11500,10500,10550,167760,80182.0,7600144.0
1999-12-03,10650,11100,10300,10500,150000,79802.0,7600144.0
1999-12-06,10500,10800,10000,10150,157150,77141.0,7600144.0
1999-12-07,10400,10400,9400,9460,142720,71897.0,7600144.0
1999-12-08,9460,9460,8500,9000,210350,68401.0,7600144.0
1999-12-09,9000,9500,9000,9000,112060,68401.0,7600144.0
1999-12-10,9000,10350,9000,10350,234350,78661.0,7600144.0
1999-12-13,10800,10900,10350,10400,183990,79041.0,7600144.0
1999-12-14,10500,10950,9800,10600,171200,80562.0,7600144.0
1999-12-15,10700,11600,10500,10900,177450,82842.0,7600144.0
1999-12-16,10400,11100,10400,10700,102420,81322.0,7600144.0
1999-12-17,10700,10800,10100,10400,71040,79041.0,7600144.0
1999-12-20,10200,10300,9900,9980,88420,75849.0,7600144.0
1999-12-21,10000,10300,9400,9410,100830,71517.0,7600144.0
1999-12-22,9410,9410,8510,9100,63160,69161.0,7600144.0
1999-12-23,9100,9690,9100,9300,68240,70681.0,7600144.0
1999-12-24,9300,9700,9300,9500,74570,72201.0,7600144.0
1999-12-27,10200,10200,9550,9700,76650,73721.0,7600144.0
1999-12-28,9800,9900,9100,9300,99450,70681.0,7600144.0
2000-01-04,9300,10100,9300,9700,41030,73721.0,7600144.0
2000-01-05,9700,9700,9300,9400,63750,71441.0,7600144.0
2000-01-06,9400,9690,9010,9340,61280,70985.0,7600144.0
2000-01-07,9340,9690,9340,9500,122100,79647.0,8383843.0
2000-01-10,10450,10650,9810,10450,159210,87611.0,8383843.0
2000-01-11,10600,10600,9820,10350,88280,86773.0,8383843.0
2000-01-12,10500,11500,10400,10700,253930,89707.0,8383843.0
2000-01-13,10950,11750,10800,11600,377080,97253.0,8383843.0
2000-01-14,11700,12400,11250,11600,353520,97253.0,8383843.0
2000-01-17,12000,12050,11050,11450,214150,95995.0,8383843.0
2000-01-18,11300,11600,11200,11200,128910,93899.0,8383843.0
2000-01-19,11000,11100,10200,10200,138160,85515.0,8383843.0
2000-01-20,9800,10800,9600,10800,127040,90546.0,8383843.0
2000-01-21,10200,11100,10200,10800,80860,90546.0,8383843.0
2000-01-24,10600,11100,10600,10900,66160,91384.0,8383843.0
2000-01-25,10700,10900,10600,10750,47480,90126.0,8383843.0
2000-01-26,11000,11450,10950,11100,87270,93061.0,8383843.0
2000-01-27,11400,11950,11250,11700,185670,98091.0,8383843.0
2000-01-28,11700,11900,11400,11600,136710,97253.0,8383843.0
2000-01-31,11600,12400,11600,12100,172410,101445.0,8383843.0
2000-02-01,12200,12500,11800,12400,134000,103960.0,8383843.0
2000-02-02,12400,13300,12400,12950,238630,108571.0,8383843.0
2000-02-03,13500,13500,12700,13000,120730,108990.0,8383843.0
2000-02-07,13000,13250,12700,12800,101320,107313.0,8383843.0
2000-02-08,12500,12800,12400,12600,82070,105636.0,8383843.0
2000-02-09,12700,12950,12400,12500,86450,104798.0,8383843.0
2000-02-10,12500,12600,12000,12150,108870,101864.0,8383843.0
2000-02-11,12400,12400,11650,11800,97680,98929.0,8383843.0
2000-02-14,12000,12050,10900,11200,95640,93899.0,8383843.0
2000-02-15,11200,11400,10600,10600,116400,88869.0,8383843.0
2000-02-16,10600,11400,10600,11150,88130,93480.0,8383843.0
2000-02-17,11200,11500,10650,11500,56630,96414.0,8383843.0
2000-02-18,11500,11650,11200,11500,65730,96414.0,8383843.0
2000-02-21,11500,11700,11000,11100,69930,93061.0,8383843.0
2000-02-22,11100,11250,10500,10850,73140,90965.0,8383843.0
2000-02-23,12450,12450,11500,11800,137470,98929.0,8383843.0
2000-02-24,11050,11700,10900,11150,52820,93480.0,8383843.0
2000-02-25,11800,11800,11200,11800,105770,98929.0,8383843.0
2000-02-28,11800,12500,11500,12000,141460,100606.0,8383843.0
2000-02-29,12300,13200,12100,12600,220290,105636.0,8383843.0
2000-03-02,12600,12800,12200,12500,126030,104798.0,8383843.0
2000-03-03,12800,13500,12600,12800,284960,107313.0,8383843.0
2000-03-06,12900,14200,12700,13600,408170,114020.0,8383843.0
2000-03-07,13800,14200,13200,13500,212810,113182.0,8383843.0
2000-03-08,13000,13500,12800,13000,210690,108990.0,8383843.0
2000-03-09,13400,13650,13000,13100,181190,109828.0,8383843.0
2000-03-10,13300,14800,13100,13900,362850,116535.0,8383843.0
2000-03-13,14100,15000,13850,14400,310720,120727.0,8383843.0
2000-03-14,14500,14600,13500,13800,200780,115697.0,8383843.0
2000-03-15,13600,13800,13100,13550,136910,113601.0,8383843.0
2000-03-16,13550,13950,13250,13300,71510,111505.0,8383843.0
2000-03-17,13300,13650,12800,13000,117000,108990.0,8383843.0
2000-03-20,12700,13450,12500,13250,109520,111086.0,8383843.0
2000-03-21,13400,13400,12900,13100,89110,109828.0,8383843.0
2000-03-22,12900,13800,12900,13500,184010,113182.0,8383843.0
2000-03-23,13500,13600,13000,13100,91500,109828.0,8383843.0
2000-03-24,13100,13600,13100,13250,105620,111086.0,8383843.0
2000-03-27,13400,14200,13400,14050,254950,117793.0,8383843.0
2000-03-28,13950,14700,13650,14200,241120,119051.0,8383843.0
2000-03-29,14600,14600,13800,13800,144860,115697.0,8383843.0
2000-03-30,13600,14200,13200,13600,143850,114020.0,8383843.0
2000-03-31,13600,14100,13600,13750,95100,115278.0,8383843.0
2000-04-03,13600,14150,13500,14150,215770,118631.0,8383843.0
2000-04-04,14250,14700,13800,14000,302040,117374.0,8383843.0
2000-04-06,13700,13950,13350,13400,155570,112343.0,8383843.0
2000-04-07,13000,13600,13000,13400,117060,112343.0,8383843.0
2000-04-10,13200,13800,13200,13600,122710,114020.0,8383843.0
2000-04-11,13500,13600,13050,13100,98720,109828.0,8383843.0
2000-04-12,13100,13350,13050,13200,67040,110667.0,8383843.0
2000-04-14,12700,13200,12700,12700,68330,106475.0,8383843.0
2000-04-17,11000,12000,10800,10800,154500,90546.0,8383843.0
2000-04-18,11500,12000,11300,12000,131720,100606.0,8383843.0
2000-04-19,12000,12400,11700,11850,104710,99349.0,8383843.0
2000-04-20,12000,12100,11700,12100,64460,101445.0,8383843.0
2000-04-21,12150,12300,11900,12300,65730,122400.0,9951241.0
2000-04-24,12300,12300,12000,12050,40000,119912.0,9951241.0
2000-04-25,11900,12100,11700,12000,59820,119415.0,9951241.0
2000-04-26,12000,12400,11600,11600,48730,115434.0,9951241.0
2000-04-27,11500,11500,10700,11100,72410,110459.0,9951241.0
2000-04-28,11000,11450,11000,11300,45740,112449.0,9951241.0
2000-05-02,11650,11650,11300,11450,61450,113942.0,9951241.0
2000-05-03,11400,11600,11400,11400,34830,113444.0,9951241.0
2000-05-04,11500,13000,11350,12700,221550,126381.0,9951241.0
2000-05-08,13300,13800,12900,13650,182620,135834.0,9951241.0
2000-05-09,13650,13850,13200,13700,104640,136332.0,9951241.0
2000-05-10,13300,13650,13100,13300,69580,132352.0,9951241.0
2000-05-12,13400,13500,12550,12750,78240,126878.0,9951241.0
2000-05-15,12700,12700,11950,12050,87900,119912.0,9951241.0
2000-05-16,12050,12700,11900,12500,89120,124391.0,9951241.0
2000-05-17,12500,12850,11500,11850,83250,117922.0,9951241.0
2000-05-18,11200,11400,10100,10350,197130,102995.0,9951241.0
2000-05-19,10000,10300,8910,10100,115930,100508.0,9951241.0
2000-05-22,10300,10500,9600,9600,113450,95532.0,9951241.0
2000-05-23,9100,9500,8750,9000,114280,89561.0,9951241.0
2000-05-24,8510,9350,7910,9040,168440,89959.0,9951241.0
2000-05-25,9650,10350,9350,10350,149690,102995.0,9951241.0
2000-05-26,10600,11350,10050,10300,353410,102498.0,9951241.0
2000-05-29,10000,10800,9650,10700,204000,106478.0,9951241.0
2000-05-30,11200,11300,10850,11000,175050,109464.0,9951241.0
2000-05-31,11300,11850,11300,11600,171560,115434.0,9951241.0
2000-06-01,11300,11500,11100,11200,104330,111454.0,9951241.0
2000-06-02,11500,11600,11000,11300,141740,112449.0,9951241.0
2000-06-05,12000,12950,11950,12950,332730,128869.0,9951241.0
2000-06-07,13500,13600,12500,12950,456480,128869.0,9951241.0
2000-06-08,12700,13200,11700,12000,258100,119415.0,9951241.0
2000-06-09,12200,12550,11900,12400,180680,123395.0,9951241.0
2000-06-12,12550,12750,12100,12200,144700,121405.0,9951241.0
2000-06-13,12200,12800,11800,12100,201110,120410.0,9951241.0
2000-06-14,11800,12450,11600,11850,106310,117922.0,9951241.0
2000-06-15,11400,11950,10600,10600,123600,105483.0,9951241.0
2000-06-16,10400,10900,10100,10500,104630,104488.0,9951241.0
2000-06-19,10500,10800,10150,10600,106340,105483.0,9951241.0
2000-06-20,10600,10950,10400,10700,121540,106478.0,9951241.0
2000-06-21,10500,11700,10500,10800,230160,107473.0,9951241.0
2000-06-22,10700,11300,10650,10900,126340,108469.0,9951241.0
2000-06-23,10700,10800,10550,10600,54590,105483.0,9951241.0
2000-06-26,10400,10850,10400,10600,77170,105483.0,9951241.0
2000-06-27,10650,10900,10450,10850,160810,107971.0,9951241.0
2000-06-28,11000,11100,10600,10650,129130,105981.0,9951241.0
2000-06-29,10700,10800,10300,10350,130060,102995.0,9951241.0
2000-06-30,10500,10900,10500,10650,124110,105981.0,9951241.0
2000-07-03,11000,11500,10950,11500,242070,114439.0,9951241.0
2000-07-04,11950,12200,11600,11700,375870,116430.0,9951241.0
2000-07-05,11700,11900,10900,11300,188870,112449.0,9951241.0
2000-07-06,11500,12700,11300,12500,590760,124391.0,9951241.0
2000-07-07,12800,13150,12200,12650,469600,125883.0,9951241.0
2000-07-10,12500,12600,12100,12200,207230,121405.0,9951241.0
2000-07-11,12100,12600,11800,11800,203170,117425.0,9951241.0
2000-07-12,12100,12350,11700,12100,141000,120410.0,9951241.0
2000-07-13,11900,11950,11550,11700,139990,116430.0,9951241.0
2000-07-14,11500,11700,11200,11200,153540,111454.0,9951241.0
2000-07-18,11000,11400,10850,11100,114720,110459.0,9951241.0
2000-07-19,10800,11200,10550,10800,97360,107473.0,9951241.0
2000-07-20,10600,10900,10350,10550,82150,104986.0,9951241.0
2000-07-21,10700,11200,10650,10950,144400,108966.0,9951241.0
2000-07-24,10650,10700,10300,10300,117160,102498.0,9951241.0
2000-07-25,10100,10800,10000,10500,106500,104488.0,9951241.0
2000-07-26,10500,10800,10250,10800,110760,107473.0,9951241.0
2000-07-27,10850,10850,10400,10400,61070,103493.0,9951241.0
2000-07-28,10250,10500,9900,9970,81970,99214.0,9951241.0
2000-07-31,9720,9830,9400,9800,91140,97522.0,9951241.0
2000-08-01,9900,10450,9900,10350,121510,102995.0,9951241.0
2000-08-02,10350,10350,10000,10100,80720,100508.0,9951241.0
2000-08-03,10000,10250,9850,9910,89450,98617.0,9951241.0
2000-08-04,9720,9800,9500,9590,90180,95432.0,9951241.0
2000-08-07,9390,9400,8910,9100,114730,90556.0,9951241.0
2000-08-08,9100,9290,8800,8800,61810,87571.0,9951241.0
2000-08-09,9000,9080,8850,9050,94100,90059.0,9951241.0
2000-08-10,9190,9190,8800,9000,76310,89561.0,9951241.0
2000-08-11,9200,9470,9010,9340,156950,92945.0,9951241.0
2000-08-14,9500,9690,9400,9400,123480,93542.0,9951241.0
2000-08-16,9410,9460,9190,9290,104920,92447.0,9951241.0
2000-08-17,9210,9300,9060,9150,94530,91054.0,9951241.0
2000-08-18,9290,9440,9180,9300,130420,92547.0,9951241.0
2000-08-21,9250,9250,8900,8920,64950,88765.0,9951241.0
2000-08-22,8970,9100,8850,8950,75810,89064.0,9951241.0
2000-08-23,9000,9090,8700,8750,85240,87073.0,9951241.0
2000-08-24,8650,8750,8220,8350,119140,83093.0,9951241.0
2000-08-25,8350,8500,8090,8290,96490,82496.0,9951241.0
2000-08-28,8300,8400,8180,8250,72920,82098.0,9951241.0
2000-08-29,8250,8980,8250,8710,188580,86675.0,9951241.0
2000-08-30,8700,8700,8400,8420,58820,83789.0,9951241.0
2000-08-31,8480,8480,7910,8040,88910,80008.0,9951241.0
2000-09-01,8040,8250,8000,8130,55450,80904.0,9951241.0
2000-09-04,8180,8450,8030,8310,93950,82695.0,9951241.0
2000-09-05,8400,8460,8090,8250,70220,82098.0,9951241.0
2000-09-06,8120,8300,8090,8150,52790,81103.0,9951241.0
2000-09-07,8100,8100,7730,7730,84260,76923.0,9951241.0
2000-09-08,7730,7820,7510,7700,65020,76625.0,9951241.0
2000-09-14,7640,8480,7380,8100,155260,80605.0,9951241.0
2000-09-15,7900,8300,7600,7710,107770,76724.0,9951241.0
2000-09-18,7650,7960,6600,7200,260090,71649.0,9951241.0
