사조오양(006090),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-07-02,12000,12650,12000,12550,23941,54718.0,4360000.0
2010-07-05,12550,12700,12450,12650,12459,55154.0,4360000.0
2010-07-06,12650,12650,12150,12500,21450,54500.0,4360000.0
2010-07-07,12500,12700,12300,12550,12983,54718.0,4360000.0
2010-07-08,12550,12900,12350,12500,34550,54500.0,4360000.0
2010-07-09,12500,13100,12500,13000,37875,56680.0,4360000.0
2010-07-12,13250,13400,12900,13000,21242,56680.0,4360000.0
2010-07-13,13050,13300,12900,13000,17000,56680.0,4360000.0
2010-07-14,13000,13250,12900,13000,19816,56680.0,4360000.0
2010-07-15,13000,13300,12900,12900,35734,56244.0,4360000.0
2010-07-16,13000,13150,12800,12900,25612,56244.0,4360000.0
2010-07-19,12550,12850,12550,12750,19960,55590.0,4360000.0
2010-07-20,12750,12900,12600,12700,16820,55372.0,4360000.0
2010-07-21,12600,13250,12600,13050,46161,56898.0,4360000.0
2010-07-22,13100,13250,12900,13050,42451,56898.0,4360000.0
2010-07-23,13050,13400,13000,13400,54419,58424.0,4360000.0
2010-07-26,13450,14300,13450,13600,26183,59296.0,4360000.0
2010-07-27,13900,13900,13600,13800,10396,60168.0,4360000.0
2010-07-28,14150,14150,13600,13750,26080,59950.0,4360000.0
2010-07-29,13750,13850,13600,13850,13665,60386.0,4360000.0
2010-07-30,13500,13750,13500,13750,13840,59950.0,4360000.0
2010-08-02,13550,13900,13550,13900,5881,60604.0,4360000.0
2010-08-03,13750,14150,13650,14150,33800,61694.0,4360000.0
2010-08-04,14150,14150,13150,13450,62422,58642.0,4360000.0
2010-08-05,13450,13600,13300,13550,16604,59078.0,4360000.0
2010-08-06,13550,13600,13150,13600,24075,59296.0,4360000.0
2010-08-09,13550,13600,13350,13450,16400,58642.0,4360000.0
2010-08-10,13750,13750,13500,13500,13496,58860.0,4360000.0
2010-08-11,13300,13600,13000,13300,14374,57988.0,4360000.0
2010-08-12,13050,13750,12900,13650,31640,59514.0,4360000.0
2010-08-13,13800,14550,13600,13650,65180,59514.0,4360000.0
2010-08-16,13700,13850,13400,13700,24724,59732.0,4360000.0
2010-08-17,13800,13900,13650,13650,13925,59514.0,4360000.0
2010-08-18,13150,13450,12600,13400,189891,58424.0,4360000.0
2010-08-19,13200,13500,13050,13350,9719,58206.0,4360000.0
2010-08-20,13400,13500,13200,13400,6970,58424.0,4360000.0
2010-08-23,13400,13400,13200,13300,6538,57988.0,4360000.0
2010-08-24,13250,13250,12900,13000,28728,56680.0,4360000.0
2010-08-25,13200,13200,12800,13100,14805,57116.0,4360000.0
2010-08-26,13250,13250,12850,13000,13580,56680.0,4360000.0
2010-08-27,13000,13000,12600,12600,26832,54936.0,4360000.0
2010-08-30,12700,12950,12650,12900,17510,56244.0,4360000.0
2010-08-31,12900,13050,12800,13000,17582,56680.0,4360000.0
2010-09-01,13000,13550,12950,13450,16640,58642.0,4360000.0
2010-09-02,13450,13650,13150,13600,9390,59296.0,4360000.0
2010-09-03,13650,13750,13450,13600,8990,59296.0,4360000.0
2010-09-06,13600,13600,13350,13550,10740,59078.0,4360000.0
2010-09-07,13550,13550,13100,13550,37220,59078.0,4360000.0
2010-09-08,13500,13500,13150,13250,20940,57770.0,4360000.0
2010-09-09,13500,13500,13200,13300,7735,57988.0,4360000.0
2010-09-10,13300,13600,13100,13400,22520,58424.0,4360000.0
2010-09-13,13450,13600,13200,13600,12435,59296.0,4360000.0
2010-09-14,13700,13800,13400,13600,14540,59296.0,4360000.0
2010-09-15,13800,13900,13700,13800,22670,60168.0,4360000.0
2010-09-16,13950,14000,13550,13550,10720,59078.0,4360000.0
2010-09-17,13550,13900,13400,13700,9472,59732.0,4360000.0
2010-09-20,13700,13700,13400,13600,7671,59296.0,4360000.0
2010-09-24,13450,13700,13450,13600,14102,59296.0,4360000.0
2010-09-27,13500,14050,13450,14050,36896,61258.0,4360000.0
2010-09-28,13950,14800,13800,14650,45383,63874.0,4360000.0
2010-09-29,14750,15150,14700,15150,37292,66054.0,4360000.0
2010-09-30,15100,15800,14800,15800,38827,68888.0,4360000.0
2010-10-01,15950,16000,15500,15800,16780,68888.0,4360000.0
2010-10-04,16050,16150,15400,15800,28069,68888.0,4360000.0
2010-10-05,15750,15900,15100,15900,20588,69324.0,4360000.0
2010-10-06,15950,16200,15800,15950,9539,69542.0,4360000.0
2010-10-07,15900,16000,15600,16000,6809,69760.0,4360000.0
2010-10-08,15850,15950,15550,15950,13785,69542.0,4360000.0
2010-10-11,15950,16000,15700,15950,7798,69542.0,4360000.0
2010-10-12,16100,16600,15650,15850,23424,69106.0,4360000.0
2010-10-13,15850,15850,15500,15600,26722,68016.0,4360000.0
2010-10-14,15450,15700,15400,15650,12730,68234.0,4360000.0
2010-10-15,15600,16300,15600,16250,15319,70850.0,4360000.0
2010-10-18,16500,17200,16500,16800,31919,73248.0,4360000.0
2010-10-19,16950,17000,16500,16700,18710,72812.0,4360000.0
2010-10-20,16700,16700,16400,16500,14540,71940.0,4360000.0
2010-10-21,16500,16650,16000,16150,23921,70414.0,4360000.0
2010-10-22,16150,17000,16150,16500,46387,71940.0,4360000.0
2010-10-25,16750,16750,16200,16400,23521,71504.0,4360000.0
2010-10-26,16650,16750,16250,16400,20961,71504.0,4360000.0
2010-10-27,16650,16750,16300,16500,16500,71940.0,4360000.0
2010-10-28,16350,17000,16350,16850,30242,73466.0,4360000.0
2010-10-29,17050,17050,16200,16700,34564,72812.0,4360000.0
2010-11-01,16700,17100,16500,16750,11837,73030.0,4360000.0
2010-11-02,16600,16750,16200,16600,16888,72376.0,4360000.0
2010-11-03,16700,16700,16100,16200,22140,70632.0,4360000.0
2010-11-04,16250,16350,15900,16200,14098,70632.0,4360000.0
2010-11-05,16200,16350,15500,16050,48284,69978.0,4360000.0
2010-11-08,16200,16200,15600,15650,21900,68234.0,4360000.0
2010-11-09,15450,16200,15200,16000,29499,69760.0,4360000.0
2010-11-10,16250,16300,16000,16200,15175,70632.0,4360000.0
2010-11-11,16000,16900,16000,16150,7993,70414.0,4360000.0
2010-11-12,16500,16500,15150,16400,58912,71504.0,4360000.0
2010-11-15,16200,16800,16200,16500,26187,71940.0,4360000.0
2010-11-16,16750,16750,15200,16450,25161,71722.0,4360000.0
2010-11-17,16400,16500,15900,16450,9850,71722.0,4360000.0
2010-11-18,16600,16600,16350,16500,4548,71940.0,4360000.0
2010-11-19,16600,16600,16200,16200,7480,70632.0,4360000.0
2010-11-22,16450,16450,15800,16350,23258,71286.0,4360000.0
2010-11-23,16300,16600,16100,16200,8676,70632.0,4360000.0
2010-11-24,15500,16050,15450,16000,22501,69760.0,4360000.0
2010-11-25,15900,16300,15500,15800,10513,68888.0,4360000.0
2010-11-26,15650,15950,15400,15400,27890,67144.0,4360000.0
2010-11-29,15400,15950,15250,15850,17890,69106.0,4360000.0
2010-11-30,16000,16000,15000,15700,14120,68452.0,4360000.0
2010-12-01,16400,16400,15600,15750,5682,68670.0,4360000.0
2010-12-02,15550,15950,15550,15700,6826,68452.0,4360000.0
2010-12-03,15700,16100,15600,15750,24306,68670.0,4360000.0
2010-12-06,15750,15900,15400,15650,5925,68234.0,4360000.0
2010-12-07,15650,15650,15400,15500,13689,67580.0,4360000.0
2010-12-08,16000,17050,15400,15500,163782,67580.0,4360000.0
2010-12-09,15700,15900,15300,15400,27645,67144.0,4360000.0
2010-12-10,15300,15450,15000,15350,31361,66926.0,4360000.0
2010-12-13,15650,15650,15150,15300,11080,66708.0,4360000.0
2010-12-14,15350,15350,15100,15350,11230,66926.0,4360000.0
2010-12-15,15200,15450,15200,15300,8760,66708.0,4360000.0
2010-12-16,15200,15850,15200,15700,30540,68452.0,4360000.0
2010-12-17,15700,15700,15100,15300,21230,66708.0,4360000.0
2010-12-20,15100,15100,14700,14900,13708,64964.0,4360000.0
2010-12-21,14950,15150,14800,15100,18960,65836.0,4360000.0
2010-12-22,15150,15700,15150,15400,28743,67144.0,4360000.0
2010-12-23,15100,15700,15100,15200,19729,66272.0,4360000.0
2010-12-24,15250,15500,15050,15400,8511,67144.0,4360000.0
2010-12-27,15150,15700,15100,15300,10694,66708.0,4360000.0
2010-12-28,15250,15300,14950,15300,13170,66708.0,4360000.0
2010-12-29,15300,15650,15200,15250,5580,66490.0,4360000.0
2010-12-30,15250,15700,15250,15700,14982,68452.0,4360000.0
2011-01-03,16400,16700,16050,16100,44122,70196.0,4360000.0
2011-01-04,16150,16150,15650,15950,21412,69542.0,4360000.0
2011-01-05,16000,16850,15950,16300,32690,71068.0,4360000.0
2011-01-06,16100,16250,16000,16200,13829,70632.0,4360000.0
2011-01-07,16150,16850,16000,16700,37420,72812.0,4360000.0
2011-01-10,17450,19100,17450,17900,550869,78044.0,4360000.0
2011-01-11,18550,18700,17000,17350,254144,75646.0,4360000.0
2011-01-12,17950,19950,17900,19950,461934,86982.0,4360000.0
2011-01-13,19900,19950,17200,18300,834547,79788.0,4360000.0
2011-01-14,18050,18250,17400,18050,165013,78698.0,4360000.0
2011-01-17,18250,18250,16750,16800,132453,73248.0,4360000.0
2011-01-18,16850,17800,16800,16900,669653,73684.0,4360000.0
2011-01-19,17300,17550,16500,16900,85670,73684.0,4360000.0
2011-01-20,16750,17200,16600,17000,51620,74120.0,4360000.0
2011-01-21,17300,17350,16200,16450,50123,71722.0,4360000.0
2011-01-24,16650,16750,16250,16400,33386,71504.0,4360000.0
2011-01-25,16500,16950,16200,16250,48848,70850.0,4360000.0
2011-01-26,16300,16350,15900,16350,47541,71286.0,4360000.0
2011-01-27,16350,16400,15950,16250,42600,70850.0,4360000.0
2011-01-28,16300,16850,16150,16750,58410,73030.0,4360000.0
2011-01-31,16900,16900,16200,16700,34110,72812.0,4360000.0
2011-02-01,16650,16750,16200,16650,27816,72594.0,4360000.0
2011-02-07,16550,16800,16450,16550,21340,72158.0,4360000.0
2011-02-08,16550,16700,16300,16500,14653,71940.0,4360000.0
2011-02-09,16500,16600,16300,16550,12090,72158.0,4360000.0
2011-02-10,16650,16650,16200,16500,17530,71940.0,4360000.0
2011-02-11,16500,16650,16450,16550,20230,72158.0,4360000.0
2011-02-14,16650,16850,16600,16800,16168,73248.0,4360000.0
2011-02-15,17100,19200,17100,18900,321988,82404.0,4360000.0
2011-02-16,19300,20800,17600,17950,590408,78262.0,4360000.0
2011-02-17,18000,18000,16300,17350,124533,75646.0,4360000.0
2011-02-18,17250,17800,17050,17500,46436,76300.0,4360000.0
2011-02-21,17300,19300,17200,17900,153943,78044.0,4360000.0
2011-02-22,17600,17900,17100,17250,41349,75210.0,4360000.0
2011-02-23,16950,17300,16500,17100,50500,74556.0,4360000.0
2011-02-24,16850,17100,16550,16700,29601,72812.0,4360000.0
2011-02-25,16700,16950,16450,16850,21750,73466.0,4360000.0
2011-02-28,16600,17700,16600,16900,33124,73684.0,4360000.0
2011-03-02,16900,16950,16650,16850,19725,73466.0,4360000.0
2011-03-03,16850,17500,16850,17150,25212,74774.0,4360000.0
2011-03-04,17200,17400,17050,17350,14810,75646.0,4360000.0
2011-03-07,17600,18000,17350,17350,22961,75646.0,4360000.0
2011-03-08,17650,19100,17650,17900,155978,78044.0,4360000.0
2011-03-09,18150,18400,17300,17350,42855,75646.0,4360000.0
2011-03-10,17350,18850,17350,18200,67211,79352.0,4360000.0
2011-03-11,18000,19000,18000,18400,64820,80224.0,4360000.0
2011-03-14,19000,21150,18200,21150,448084,92214.0,4360000.0
2011-03-15,22900,23000,18000,19050,412934,83058.0,4360000.0
2011-03-16,19350,21900,19100,19700,777081,85892.0,4360000.0
2011-03-17,19350,21200,19050,19300,268883,84148.0,4360000.0
2011-03-18,19700,19750,18400,19000,129238,82840.0,4360000.0
2011-03-21,19100,19200,18450,18900,62278,82404.0,4360000.0
2011-03-22,19750,21200,19350,19500,460762,85020.0,4360000.0
2011-03-23,19200,19500,18750,19100,100741,83276.0,4360000.0
2011-03-24,19200,19350,18600,19200,66410,83712.0,4360000.0
2011-03-25,19300,20250,19300,19900,84880,86764.0,4360000.0
2011-03-28,20200,20900,19500,19500,191561,85020.0,4360000.0
2011-03-29,19400,19450,18500,19000,94451,82840.0,4360000.0
2011-03-30,18900,19100,18550,19050,58564,83058.0,4360000.0
2011-03-31,19150,20250,19000,19000,81051,82840.0,4360000.0
2011-04-01,19300,19500,19000,19300,27430,84148.0,4360000.0
2011-04-04,19550,19600,18600,18750,42539,81750.0,4360000.0
2011-04-05,18900,19000,18500,18600,54870,81096.0,4360000.0
2011-04-06,18650,18650,17650,18500,104160,80660.0,4360000.0
2011-04-07,18450,18750,17850,18700,51656,81532.0,4360000.0
2011-04-08,18900,19050,18400,19000,29844,82840.0,4360000.0
2011-04-11,19000,19000,18650,18700,12470,81532.0,4360000.0
2011-04-12,18700,18900,18300,18750,16280,81750.0,4360000.0
2011-04-13,18550,18750,18350,18550,15121,80878.0,4360000.0
2011-04-14,18500,18700,18400,18550,25940,80878.0,4360000.0
2011-04-15,18550,18800,18400,18600,27290,81096.0,4360000.0
2011-04-18,19050,19050,18600,18600,23833,81096.0,4360000.0
2011-04-19,18400,18650,18250,18500,12900,80660.0,4360000.0
2011-04-20,18400,18750,18050,18150,21003,79134.0,4360000.0
2011-04-21,18150,18650,18000,18150,21091,79134.0,4360000.0
2011-04-22,18250,18450,17950,18100,16787,78916.0,4360000.0
2011-04-25,18100,18600,18000,18250,13500,79570.0,4360000.0
2011-04-26,18300,18650,18150,18200,17810,79352.0,4360000.0
2011-04-27,18250,18500,18150,18500,10091,80660.0,4360000.0
2011-04-28,18350,18550,17450,17500,16061,76300.0,4360000.0
2011-04-29,17450,17750,16700,17500,24792,76300.0,4360000.0
2011-05-02,17400,17950,17200,17600,7978,76736.0,4360000.0
2011-05-03,17600,17800,17400,17700,8361,77172.0,4360000.0
2011-05-04,17850,17900,17500,17900,6293,78044.0,4360000.0
2011-05-06,18000,18100,17800,18100,10760,78916.0,4360000.0
2011-05-09,18100,18200,17500,18200,12970,79352.0,4360000.0
2011-05-11,17800,18200,17800,17850,3270,77826.0,4360000.0
2011-05-12,17700,18000,17700,17750,2330,77390.0,4360000.0
2011-05-13,18000,18100,17500,17650,3290,76954.0,4360000.0
2011-05-16,17400,17600,17050,17100,5840,74556.0,4360000.0
2011-05-17,17100,17100,16100,16300,22181,71068.0,4360000.0
2011-05-18,16100,16500,15800,16500,9790,71940.0,4360000.0
2011-05-19,16400,16400,15700,15700,7300,68452.0,4360000.0
2011-05-20,15700,15700,15300,15300,11108,66708.0,4360000.0
2011-05-23,15150,15400,14450,15050,9620,65618.0,4360000.0
2011-05-24,14500,15350,14500,15150,3350,66054.0,4360000.0
2011-05-25,15150,15300,15100,15300,2810,66708.0,4360000.0
2011-05-26,15300,15350,14950,15200,5480,66272.0,4360000.0
2011-05-27,15050,15450,15050,15250,3263,66490.0,4360000.0
2011-05-30,15250,15300,14850,15250,5600,66490.0,4360000.0
2011-05-31,15000,15250,14900,15250,5690,66490.0,4360000.0
2011-06-01,14950,15250,14900,14950,9040,65182.0,4360000.0
2011-06-02,14950,15050,14850,14850,5363,64746.0,4360000.0
2011-06-03,14750,15000,14750,14950,5381,65182.0,4360000.0
2011-06-07,15050,15050,14500,14800,3400,64528.0,4360000.0
2011-06-08,14800,14800,14550,14800,3890,64528.0,4360000.0
2011-06-09,14600,15000,14600,14950,4290,65182.0,4360000.0
2011-06-10,14950,15100,14700,14950,5880,65182.0,4360000.0
2011-06-13,14650,14800,14500,14700,4080,64092.0,4360000.0
2011-06-14,14550,14800,14550,14750,1140,64310.0,4360000.0
2011-06-15,14600,14700,14450,14650,1570,63874.0,4360000.0
2011-06-16,14400,14700,14200,14650,2650,63874.0,4360000.0
2011-06-17,14450,15200,14200,15200,6032,66272.0,4360000.0
2011-06-20,14650,15400,14600,15350,7060,66926.0,4360000.0
2011-06-21,15100,15300,14900,14950,2465,65182.0,4360000.0
2011-06-22,15050,16950,15050,16350,49772,71286.0,4360000.0
2011-06-23,16000,17750,15750,16200,37105,70632.0,4360000.0
2011-06-24,16100,16500,15600,16100,7610,70196.0,4360000.0
2011-06-27,15800,15950,15400,15750,10860,68670.0,4360000.0
2011-06-28,15750,16000,15200,15350,12624,66926.0,4360000.0
2011-06-29,15350,15700,15100,15250,4814,66490.0,4360000.0
2011-06-30,15250,15700,15100,15350,5292,66926.0,4360000.0
2011-07-01,15450,16350,15400,15950,7250,69542.0,4360000.0
2011-07-04,16300,16300,15550,15950,7110,69542.0,4360000.0
2011-07-05,16000,16300,15700,15800,5940,68888.0,4360000.0
2011-07-06,16000,16000,15400,15400,12037,67144.0,4360000.0
2011-07-07,15650,15900,15350,15800,11010,68888.0,4360000.0
2011-07-08,16000,16300,15600,16000,3940,69760.0,4360000.0
2011-07-11,16000,16000,15650,15700,4801,68452.0,4360000.0
2011-07-12,15550,16100,15000,15850,10200,69106.0,4360000.0
2011-07-13,15850,16300,15700,16150,3725,70414.0,4360000.0
2011-07-14,16250,16250,15700,16100,2874,70196.0,4360000.0
2011-07-15,16000,16300,15600,16150,8878,70414.0,4360000.0
2011-07-18,16000,16600,15800,16600,6852,72376.0,4360000.0
2011-07-19,16800,16800,16250,16600,5725,72376.0,4360000.0
2011-07-20,16450,16700,16350,16700,5290,72812.0,4360000.0
2011-07-21,16400,17300,16400,17150,9821,74774.0,4360000.0
2011-07-22,17350,17350,16700,16950,4150,73902.0,4360000.0
2011-07-25,17250,17250,16600,16850,1640,73466.0,4360000.0
2011-07-26,16800,16800,16300,16500,5001,71940.0,4360000.0
2011-07-27,16500,16500,16150,16200,4035,70632.0,4360000.0
2011-07-28,15800,16900,15800,16400,6420,71504.0,4360000.0
2011-07-29,16650,16750,16350,16600,4150,72376.0,4360000.0
2011-08-01,16900,16900,16500,16900,6780,73684.0,4360000.0
2011-08-02,16700,17050,15950,16250,16480,70850.0,4360000.0
2011-08-03,16000,16000,15000,15350,18939,66926.0,4360000.0
2011-08-04,15200,15850,15200,15600,6980,68016.0,4360000.0
2011-08-05,15400,15400,14350,14900,11570,64964.0,4360000.0
2011-08-08,14200,14900,13150,14300,19150,62348.0,4360000.0
2011-08-09,14000,14600,12800,13600,12654,59296.0,4360000.0
2011-08-10,14000,14700,14000,14250,6281,62130.0,4360000.0
2011-08-11,13800,14700,13700,14400,7270,62784.0,4360000.0
2011-08-12,14500,15200,14450,14550,4946,63438.0,4360000.0
2011-08-16,14650,15000,14650,15000,2979,65400.0,4360000.0
2011-08-17,15000,15700,14750,15450,7650,67362.0,4360000.0
2011-08-18,15450,15950,15450,15850,12574,69106.0,4360000.0
2011-08-19,15250,16100,14450,15850,26685,69106.0,4360000.0
2011-08-22,16500,16500,15200,15800,5940,68888.0,4360000.0
2011-08-23,15800,16500,15600,15700,5270,68452.0,4360000.0
2011-08-24,15700,15850,15400,15650,1350,68234.0,4360000.0
2011-08-25,15500,16800,15500,15900,15205,69324.0,4360000.0
2011-08-26,16000,16250,15700,15750,4590,68670.0,4360000.0
2011-08-29,15600,15900,15050,15900,8990,69324.0,4360000.0
2011-08-30,15500,16500,15500,15950,7820,69542.0,4360000.0
2011-08-31,16000,16200,15700,16200,3400,70632.0,4360000.0
2011-09-01,16400,16400,15700,16100,6981,70196.0,4360000.0
2011-09-02,16000,16250,15900,16100,6050,70196.0,4360000.0
2011-09-05,16450,16450,15750,16100,5960,70196.0,4360000.0
2011-09-06,16000,16350,15500,15500,4312,67580.0,4360000.0
2011-09-07,15800,16400,15000,16250,2030,70850.0,4360000.0
2011-09-08,16250,16500,15550,15800,2580,68888.0,4360000.0
2011-09-09,15500,16000,15500,16000,2070,69760.0,4360000.0
2011-09-14,16000,16200,15700,16000,2540,69760.0,4360000.0
2011-09-15,15550,16100,15550,16000,2545,69760.0,4360000.0
2011-09-16,16000,16200,15700,16100,4665,70196.0,4360000.0
2011-09-19,15850,16050,15450,15950,4520,69542.0,4360000.0
2011-09-20,15300,15950,15250,15950,2781,69542.0,4360000.0
2011-09-21,16000,16000,15800,15950,990,69542.0,4360000.0
2011-09-22,15950,16900,15850,15900,7690,69324.0,4360000.0
2011-09-23,15300,15900,15300,15900,4250,69324.0,4360000.0
2011-09-26,15550,15700,14000,14450,10190,63002.0,4360000.0
2011-09-27,14550,15000,14450,15000,4400,65400.0,4360000.0
2011-09-28,15000,16200,14950,15250,1819,66490.0,4360000.0
2011-09-29,14550,15150,14550,15000,3860,65400.0,4360000.0
2011-09-30,15400,15400,14800,15300,1949,66708.0,4360000.0
2011-10-04,14850,15300,14250,15250,1720,66490.0,4360000.0
2011-10-05,15150,15200,15000,15200,1063,66272.0,4360000.0
2011-10-06,14850,16000,14850,15800,7451,68888.0,4360000.0
2011-10-07,15600,16000,14800,15650,2721,68234.0,4360000.0
2011-10-10,15800,15900,15500,15900,1560,69324.0,4360000.0
2011-10-11,15900,16000,15500,15800,9427,68888.0,4360000.0
2011-10-12,15700,15800,15500,15800,3502,68888.0,4360000.0
2011-10-13,15850,16100,15850,15950,6470,69542.0,4360000.0
2011-10-14,15950,16100,15700,16050,1830,69978.0,4360000.0
2011-10-17,15800,16900,15800,16000,15700,69760.0,4360000.0
2011-10-18,15950,16100,15700,16000,8222,69760.0,4360000.0
2011-10-19,16000,16800,16000,16800,9343,73248.0,4360000.0
2011-10-20,16800,16800,15800,15800,18682,68888.0,4360000.0
2011-10-21,15850,16000,15750,15750,5118,68670.0,4360000.0
2011-10-24,15800,16150,15750,16150,2570,70414.0,4360000.0
2011-10-25,15900,16300,15900,16250,6702,70850.0,4360000.0
2011-10-26,15950,16300,15900,16250,4540,70850.0,4360000.0
2011-10-27,16350,16350,16150,16250,5155,70850.0,4360000.0
2011-10-28,16250,16250,15950,16150,2580,70414.0,4360000.0
2011-10-31,16150,16700,15950,16600,15819,72376.0,4360000.0
2011-11-01,16400,16450,16000,16050,7240,69978.0,4360000.0
2011-11-02,15500,15800,15350,15650,4577,68234.0,4360000.0
2011-11-03,15500,15650,15450,15450,2680,67362.0,4360000.0
2011-11-04,15750,16100,15400,15950,9197,69542.0,4360000.0
2011-11-07,15950,15950,15400,15550,3748,67798.0,4360000.0
2011-11-08,15600,15700,15450,15450,7585,67362.0,4360000.0
2011-11-09,15450,15550,15000,15250,8348,66490.0,4360000.0
2011-11-10,14900,15200,14700,15100,3620,65836.0,4360000.0
2011-11-11,15000,15200,15000,15200,829,66272.0,4360000.0
2011-11-14,15600,15600,15200,15450,226,67362.0,4360000.0
2011-11-15,15050,15150,14700,14950,6390,65182.0,4360000.0
2011-11-16,14950,15200,14350,14450,8554,63002.0,4360000.0
2011-11-17,14450,14650,14200,14200,5002,61912.0,4360000.0
2011-11-18,14200,14250,13500,13900,15260,60604.0,4360000.0
2011-11-21,13900,14250,13900,14250,451,62130.0,4360000.0
2011-11-22,13850,14700,13850,14600,5160,63656.0,4360000.0
2011-11-23,14850,14850,14150,14500,11330,63220.0,4360000.0
2011-11-24,14500,14850,14300,14850,2651,64746.0,4360000.0
2011-11-25,15200,16000,14700,15600,15770,68016.0,4360000.0
2011-11-28,15150,16150,15150,16000,11705,69760.0,4360000.0
2011-11-29,16200,16550,15400,16150,31970,70414.0,4360000.0
2011-11-30,16150,16300,15600,16300,11900,71068.0,4360000.0
2011-12-01,16500,16500,15900,16300,5490,71068.0,4360000.0
2011-12-02,16350,16500,16050,16350,11990,71286.0,4360000.0
2011-12-05,16600,16600,16150,16150,4790,70414.0,4360000.0
2011-12-06,15750,15850,15400,15400,4811,67144.0,4360000.0
2011-12-07,15550,16800,15500,16300,21769,71068.0,4360000.0
2011-12-08,16600,16600,15150,16150,12480,70414.0,4360000.0
2011-12-09,16100,16100,15600,15650,3451,68234.0,4360000.0
2011-12-12,16300,16300,15550,15550,2521,67798.0,4360000.0
2011-12-13,15700,15800,15400,15550,3430,67798.0,4360000.0
2011-12-14,15300,15500,15250,15300,3940,66708.0,4360000.0
2011-12-15,15050,15600,14850,15200,5880,66272.0,4360000.0
2011-12-16,15250,15450,15050,15450,3781,67362.0,4360000.0
2011-12-19,15100,15100,14550,14950,3240,65182.0,4360000.0
2011-12-20,14500,15450,14500,14750,3870,64310.0,4360000.0
2011-12-21,15350,15350,14800,14900,1390,64964.0,4360000.0
2011-12-22,14650,15400,14650,15200,4470,66272.0,4360000.0
2011-12-23,15400,15400,14550,15150,3020,66054.0,4360000.0
2011-12-26,15000,15150,14950,15150,430,66054.0,4360000.0
2011-12-27,14850,15050,14800,15000,1200,65400.0,4360000.0
2011-12-28,14750,15050,14750,15000,420,65400.0,4360000.0
2011-12-29,14950,15000,14750,15000,1320,65400.0,4360000.0
2012-01-02,15000,15000,14900,14900,420,64964.0,4360000.0
2012-01-03,14750,14900,14550,14900,3810,64964.0,4360000.0
2012-01-04,14650,15200,14650,14950,1990,65182.0,4360000.0
2012-01-05,15700,16350,15250,15800,21679,68888.0,4360000.0
2012-01-06,15450,15800,15100,15700,11181,68452.0,4360000.0
2012-01-09,15300,15500,15050,15450,6330,67362.0,4360000.0
2012-01-10,15450,15500,15200,15200,1296,66272.0,4360000.0
2012-01-11,15300,15300,15050,15200,910,66272.0,4360000.0
2012-01-12,15250,15250,15000,15200,3070,66272.0,4360000.0
2012-01-13,15200,15200,15050,15200,2330,66272.0,4360000.0
2012-01-16,15150,15150,14900,15000,611,65400.0,4360000.0
2012-01-17,14900,15300,14900,15300,2782,66708.0,4360000.0
2012-01-18,14800,15100,14800,15000,1872,65400.0,4360000.0
2012-01-19,14900,15100,14900,15000,3430,65400.0,4360000.0
2012-01-20,14900,15100,14900,15100,640,65836.0,4360000.0
2012-01-25,15100,15100,14900,15000,2180,65400.0,4360000.0
2012-01-26,14900,15100,14850,15000,1720,65400.0,4360000.0
2012-01-27,14850,15100,14800,14950,2460,65182.0,4360000.0
2012-01-30,14950,14950,14800,14800,690,64528.0,4360000.0
2012-01-31,15000,15000,14800,14850,830,64746.0,4360000.0
2012-02-01,14600,14950,14600,14950,1080,65182.0,4360000.0
2012-02-02,14800,14950,14600,14800,6710,64528.0,4360000.0
2012-02-03,14700,15250,14600,15000,5860,65400.0,4360000.0
2012-02-06,15000,15250,14850,15000,4960,65400.0,4360000.0
2012-02-07,14900,14950,14650,14900,4140,64964.0,4360000.0
2012-02-08,14950,14950,14700,14850,3410,64746.0,4360000.0
2012-02-09,14700,14900,14700,14850,2034,64746.0,4360000.0
2012-02-10,14750,14750,14600,14750,3360,64310.0,4360000.0
2012-02-13,14650,14800,14650,14700,1940,64092.0,4360000.0
2012-02-14,14600,14750,14550,14550,5540,63438.0,4360000.0
2012-02-15,14550,14650,14500,14600,1320,63656.0,4360000.0
2012-02-16,14600,14800,14500,14600,3830,63656.0,4360000.0
2012-02-17,14700,14750,14450,14600,5790,63656.0,4360000.0
2012-02-20,14400,14500,14300,14450,5680,63002.0,4360000.0
2012-02-21,14500,14550,14250,14500,1750,63220.0,4360000.0
2012-02-22,14500,14500,14150,14150,6810,61694.0,4360000.0
2012-02-23,14050,14200,13900,13900,6950,60604.0,4360000.0
2012-02-24,14100,14150,13900,14000,5030,61040.0,4360000.0
2012-02-27,14100,14250,13900,14250,6246,62130.0,4360000.0
2012-02-28,14300,14300,14150,14200,1611,61912.0,4360000.0
2012-02-29,14200,14350,14100,14200,870,61912.0,4360000.0
2012-03-02,14000,14050,13900,14050,3500,61258.0,4360000.0
2012-03-05,14050,14050,13950,14000,1440,61040.0,4360000.0
2012-03-06,14000,14000,13900,14000,3460,61040.0,4360000.0
2012-03-07,13950,14000,13850,14000,4120,61040.0,4360000.0
2012-03-08,13900,14000,13900,14000,2111,61040.0,4360000.0
2012-03-09,14000,14000,13900,14000,3090,61040.0,4360000.0
2012-03-12,14600,15250,14200,14300,40310,62348.0,4360000.0
