삼성물산(028260),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-04-02,146500,147000,139500,140500,993693,18967500.0,135000000.0
2015-04-03,140000,143000,139500,141500,437182,19102500.0,135000000.0
2015-04-06,142500,143000,140000,140000,291331,18900000.0,135000000.0
2015-04-07,140500,146000,140000,141500,393145,19102500.0,135000000.0
2015-04-08,141500,143000,139500,140000,279962,18900000.0,135000000.0
2015-04-09,140000,140500,137500,138500,328887,18697500.0,135000000.0
2015-04-10,139000,143000,136000,137500,690639,18562500.0,135000000.0
2015-04-13,138500,141000,137500,138500,355330,18697500.0,135000000.0
2015-04-14,139000,143000,139000,140500,441593,18967500.0,135000000.0
2015-04-15,143000,161500,141000,154500,2672941,20857500.0,135000000.0
2015-04-16,155000,167000,154500,158000,2105401,21330000.0,135000000.0
2015-04-17,159000,161500,153500,154500,518742,20857500.0,135000000.0
2015-04-20,154000,163500,153500,159500,765971,21532500.0,135000000.0
2015-04-21,165000,167500,162000,162500,755252,21937500.0,135000000.0
2015-04-22,164000,164500,157000,158500,557711,21397500.0,135000000.0
2015-04-23,159500,181500,157500,179000,2391819,24165000.0,135000000.0
2015-04-24,175500,178500,168500,169500,1298866,22882500.0,135000000.0
2015-04-27,171000,173000,166000,166000,543152,22410000.0,135000000.0
2015-04-28,164000,172500,162000,167000,667920,22545000.0,135000000.0
2015-04-29,166500,172500,165000,166500,472742,22477500.0,135000000.0
2015-04-30,161000,162500,158000,158500,767466,21397500.0,135000000.0
2015-05-04,159000,166500,156500,161000,370150,21735000.0,135000000.0
2015-05-06,160000,161000,156500,159500,387018,21532500.0,135000000.0
2015-05-07,146000,150000,138000,142500,2038527,19237500.0,135000000.0
2015-05-08,143000,146500,142500,143500,541510,19372500.0,135000000.0
2015-05-11,144500,146000,141000,141500,418548,19102500.0,135000000.0
2015-05-12,139500,144500,139500,143000,340942,19305000.0,135000000.0
2015-05-13,142500,151000,142500,150000,656457,20250000.0,135000000.0
2015-05-14,149000,152500,148500,149000,312033,20115000.0,135000000.0
2015-05-15,151500,158000,151000,156500,650992,21127500.0,135000000.0
2015-05-18,157000,159000,154000,157000,268107,21195000.0,135000000.0
2015-05-19,157500,161000,155500,157500,333714,21262500.0,135000000.0
2015-05-20,161500,163500,158000,161000,319122,21735000.0,135000000.0
2015-05-21,161000,162500,159500,161500,234730,21802500.0,135000000.0
2015-05-22,161500,164500,161500,163500,271203,22072500.0,135000000.0
2015-05-26,185000,188000,174500,188000,2490541,25380000.0,135000000.0
2015-05-27,198000,215500,188500,190500,3584837,25717500.0,135000000.0
2015-05-28,194000,198000,185000,186000,1334641,25110000.0,135000000.0
2015-05-29,185000,192000,178500,192000,1764251,25920000.0,135000000.0
2015-06-01,188000,191500,184000,188500,597661,25447500.0,135000000.0
2015-06-02,188500,191000,183000,186000,439417,25110000.0,135000000.0
2015-06-03,185000,187000,182000,182000,322631,24570000.0,135000000.0
2015-06-04,196000,198000,186000,191000,1939598,25785000.0,135000000.0
2015-06-05,194000,198500,192000,197000,1108781,26595000.0,135000000.0
2015-06-08,204500,206000,182000,183500,1125361,24772500.0,135000000.0
2015-06-09,184000,189500,180500,182500,698735,24637500.0,135000000.0
2015-06-10,185000,189000,178000,178500,880180,24097500.0,135000000.0
2015-06-11,184000,184000,178000,180000,456173,24300000.0,135000000.0
2015-06-12,179500,185000,178500,182000,331569,24570000.0,135000000.0
2015-06-15,180000,180000,166000,169000,561124,22815000.0,135000000.0
2015-06-16,171000,174000,168000,169000,359490,22815000.0,135000000.0
2015-06-17,171000,176500,169500,174500,272612,23557500.0,135000000.0
2015-06-18,176500,176500,171500,171500,179886,23152500.0,135000000.0
2015-06-19,175500,179500,173500,174500,262177,23557500.0,135000000.0
2015-06-22,174000,176000,171000,172000,150079,23220000.0,135000000.0
2015-06-23,173500,182500,172500,181500,364398,24502500.0,135000000.0
2015-06-24,182500,183000,165500,174500,632732,23557500.0,135000000.0
2015-06-25,172500,177000,172000,173500,261845,23422500.0,135000000.0
2015-06-26,171500,175500,171500,173500,181848,23422500.0,135000000.0
2015-06-29,172000,178000,172000,174500,280483,23557500.0,135000000.0
2015-06-30,179000,182000,175000,177500,415062,23962500.0,135000000.0
2015-07-01,179500,186000,177000,181000,550900,24435000.0,135000000.0
2015-07-02,186000,186000,180000,180000,418967,24300000.0,135000000.0
2015-07-03,180000,185000,177000,183000,430388,24705000.0,135000000.0
2015-07-06,178000,182000,176500,177000,259899,23895000.0,135000000.0
2015-07-07,180500,181500,176000,177000,302120,23895000.0,135000000.0
2015-07-08,177500,178500,173000,173000,263266,23355000.0,135000000.0
2015-07-09,172500,177000,170500,174500,308498,23557500.0,135000000.0
2015-07-10,174500,178500,174000,178000,220584,24030000.0,135000000.0
2015-07-13,184500,188000,180500,182500,382605,24637500.0,135000000.0
2015-07-14,183500,184000,177000,180000,464552,24300000.0,135000000.0
2015-07-15,181500,185000,180000,183500,414305,24772500.0,135000000.0
2015-07-16,185000,196000,184500,194000,1207687,26190000.0,135000000.0
2015-07-17,198500,203000,177500,179000,3797973,24165000.0,135000000.0
2015-07-20,178000,181000,173500,175000,806319,23625000.0,135000000.0
2015-07-21,176000,177500,171500,171500,497441,23152500.0,135000000.0
2015-07-22,170500,176500,170500,176000,568232,23760000.0,135000000.0
2015-07-23,176000,176000,172000,172500,423449,23287500.0,135000000.0
2015-07-24,177000,177500,169500,169500,586021,22882500.0,135000000.0
2015-07-27,169000,171500,166000,169500,334636,22882500.0,135000000.0
2015-07-28,167500,168500,165000,167000,428496,22545000.0,135000000.0
2015-07-29,170500,173000,168000,169500,421442,22882500.0,135000000.0
2015-07-30,169000,170000,163000,165000,422952,22275000.0,135000000.0
2015-07-31,166500,168500,165000,167500,355897,22612500.0,135000000.0
2015-08-03,167500,169000,167000,168000,288504,22680000.0,135000000.0
2015-08-04,168000,171000,168000,171000,347338,23085000.0,135000000.0
2015-08-05,171500,174500,168000,168000,427911,22680000.0,135000000.0
2015-08-06,168000,168000,160500,161000,640325,21735000.0,135000000.0
2015-08-07,162000,163000,153500,153500,519492,20722500.0,135000000.0
2015-08-10,153000,153000,148500,150500,301218,20317500.0,135000000.0
2015-08-11,151500,153500,149000,150500,184901,20317500.0,135000000.0
2015-08-12,151500,153000,144000,145500,345572,19642500.0,135000000.0
2015-08-13,145000,148000,145000,146000,302818,19710000.0,135000000.0
2015-08-17,146000,146500,144000,145500,251244,19642500.0,135000000.0
2015-08-18,145500,147000,141500,141500,204307,19102500.0,135000000.0
2015-08-19,140500,141000,130500,134000,649277,18090000.0,135000000.0
2015-08-20,131500,139000,131500,138000,431434,18630000.0,135000000.0
2015-08-21,132500,138000,132500,136500,331334,18427500.0,135000000.0
2015-08-24,135500,137000,128000,131000,462650,17685000.0,135000000.0
2015-08-25,132000,137000,128500,134000,462593,18090000.0,135000000.0
2015-08-26,132500,147000,131500,147000,1058195,19845000.0,135000000.0
2015-08-27,149500,169000,146000,157000,1464059,21195000.0,135000000.0
2015-08-28,159500,166500,159500,165500,759352,22342500.0,135000000.0
2015-08-31,169000,178000,167000,178000,1119627,24030000.0,135000000.0
2015-09-01,176500,177000,169000,170000,649051,22950000.0,135000000.0
2015-09-02,166500,176500,165500,173500,648037,23422500.0,135000000.0
2015-09-03,175500,176000,165500,165500,485819,22342500.0,135000000.0
2015-09-04,167000,169500,161000,162000,278853,21870000.0,135000000.0
2015-09-07,161000,164000,157000,161000,298039,21735000.0,135000000.0
2015-09-08,164500,171000,162500,164500,406158,22207500.0,135000000.0
2015-09-09,168000,168500,164000,165000,248300,22275000.0,135000000.0
2015-09-10,166000,170000,164000,170000,330482,22950000.0,135000000.0
2015-09-11,167500,169000,163000,163500,388276,22072500.0,135000000.0
2015-09-14,164500,165000,157500,158500,480798,21397500.0,135000000.0
2015-09-15,154000,165500,153000,163000,1570946,30919477.0,189690043.0
2015-09-16,166000,168500,164000,164500,722443,31204012.0,189690043.0
2015-09-17,165000,165000,160000,160000,647668,30350407.0,189690043.0
2015-09-18,161000,162500,159000,159500,626028,30255562.0,189690043.0
2015-09-21,157500,160500,156000,157500,556452,29876182.0,189690043.0
2015-09-22,157500,158500,153500,154500,661313,29307112.0,189690043.0
2015-09-23,153000,153500,146000,146500,1231958,27789591.0,189690043.0
2015-09-24,147500,150000,146500,147000,552672,27884436.0,189690043.0
2015-09-25,147000,148500,143000,147000,639607,27884436.0,189690043.0
2015-09-30,145000,147500,144500,146500,346373,27789591.0,189690043.0
2015-10-01,148000,154000,147000,153500,510523,29117422.0,189690043.0
2015-10-02,153000,154500,151000,151000,347397,28643196.0,189690043.0
2015-10-05,152500,156000,152000,152000,367466,28832887.0,189690043.0
2015-10-06,154500,155500,151000,151000,269731,28643196.0,189690043.0
2015-10-07,151500,159000,151500,158000,677524,29971027.0,189690043.0
2015-10-08,159500,160000,155000,158500,403214,30065872.0,189690043.0
2015-10-12,159000,161500,158000,159000,300959,30160717.0,189690043.0
2015-10-13,160500,162000,159000,160000,281381,30350407.0,189690043.0
2015-10-14,159500,160000,157000,158000,264488,29971027.0,189690043.0
2015-10-15,158000,160000,157500,159500,244405,30255562.0,189690043.0
2015-10-16,160500,160500,158000,159500,194917,30255562.0,189690043.0
2015-10-19,160000,160000,157500,157500,235668,29876182.0,189690043.0
2015-10-20,157000,158000,154500,156500,298202,29686492.0,189690043.0
2015-10-21,157000,164000,156000,159000,401592,30160717.0,189690043.0
2015-10-22,164500,169000,156500,157500,1802387,29876182.0,189690043.0
2015-10-23,159000,160500,157500,159000,362299,30160717.0,189690043.0
2015-10-26,159500,160000,155500,156000,387298,29591647.0,189690043.0
2015-10-27,156500,158500,156500,158000,225598,29971027.0,189690043.0
2015-10-28,158500,159000,152500,154000,360529,29212267.0,189690043.0
2015-10-29,154500,161000,152500,156000,612362,29591647.0,189690043.0
2015-10-30,156500,160000,155000,155000,354055,29401957.0,189690043.0
2015-11-02,156500,158500,155000,155500,194849,29496802.0,189690043.0
2015-11-03,156000,157500,155500,156000,223325,29591647.0,189690043.0
2015-11-04,156500,157000,152000,153500,439297,29117422.0,189690043.0
2015-11-05,153500,153500,149000,149500,483426,28358661.0,189690043.0
2015-11-06,151500,153000,147000,147500,430352,27979281.0,189690043.0
2015-11-09,147500,149000,146500,147000,215032,27884436.0,189690043.0
2015-11-10,147000,151000,145500,145500,309682,27599901.0,189690043.0
2015-11-11,144500,146500,143000,143500,306436,27220521.0,189690043.0
2015-11-12,144000,145500,142000,142500,286076,27030831.0,189690043.0
2015-11-13,141500,142000,139000,139000,324293,26366916.0,189690043.0
2015-11-16,137000,137500,134500,135000,352267,25608156.0,189690043.0
2015-11-17,138000,141500,136500,136500,362876,25892691.0,189690043.0
2015-11-18,136500,143500,136500,141500,418916,26841141.0,189690043.0
2015-11-19,144000,145000,139500,142500,402067,27030831.0,189690043.0
2015-11-20,143000,143000,140000,141000,284927,26746296.0,189690043.0
2015-11-23,145500,151500,145000,151500,919232,28738042.0,189690043.0
2015-11-24,151500,155500,150000,152000,721230,28832887.0,189690043.0
2015-11-25,152000,154000,150500,152500,363028,28927732.0,189690043.0
2015-11-26,154500,157000,153000,154000,403262,29212267.0,189690043.0
2015-11-27,154500,154500,150500,152000,258676,28832887.0,189690043.0
2015-11-30,149500,150000,146000,146000,608619,27694746.0,189690043.0
2015-12-01,147000,150500,146000,150500,244963,28548351.0,189690043.0
2015-12-02,151000,151500,148500,150000,197120,28453506.0,189690043.0
2015-12-03,148000,150000,146500,147000,221690,27884436.0,189690043.0
2015-12-04,144500,146500,144500,144500,216595,27410211.0,189690043.0
2015-12-07,146500,147500,143500,143500,174707,27220521.0,189690043.0
2015-12-08,144500,147500,143000,143000,260345,27125676.0,189690043.0
2015-12-09,144000,145000,142500,144500,168161,27410211.0,189690043.0
2015-12-10,144000,145500,142500,145500,250285,27599901.0,189690043.0
2015-12-11,145000,147000,144500,147000,297027,27884436.0,189690043.0
2015-12-14,144500,145000,142500,144000,311761,27315366.0,189690043.0
2015-12-15,144500,147000,144000,146500,263173,27789591.0,189690043.0
2015-12-16,148000,148500,146500,146500,308648,27789591.0,189690043.0
2015-12-17,147500,148000,145000,145500,281146,27599901.0,189690043.0
2015-12-18,145000,147500,144000,147500,335232,27979281.0,189690043.0
2015-12-21,146000,146500,144500,146000,311008,27694746.0,189690043.0
2015-12-22,147000,149500,146500,148500,442905,28168971.0,189690043.0
2015-12-23,149000,149500,147500,147500,278739,27979281.0,189690043.0
2015-12-24,148500,148500,145500,145500,345791,27599901.0,189690043.0
2015-12-28,138000,142500,138000,138500,829483,26272071.0,189690043.0
2015-12-29,140000,143000,139500,142000,275120,26935986.0,189690043.0
2015-12-30,142000,143000,140000,140000,270526,26556606.0,189690043.0
2016-01-04,140500,142000,140000,140000,280114,26556606.0,189690043.0
2016-01-05,139000,141500,139000,140000,265292,26556606.0,189690043.0
2016-01-06,141000,144000,140000,144000,435314,27315366.0,189690043.0
2016-01-07,143500,146000,142000,143000,266121,27125676.0,189690043.0
2016-01-08,141000,143000,140000,142000,291038,26935986.0,189690043.0
2016-01-11,141000,142000,140000,140000,264132,26556606.0,189690043.0
2016-01-12,142000,142500,139000,139500,233567,26461761.0,189690043.0
2016-01-13,140500,141500,139500,140500,272452,26651451.0,189690043.0
2016-01-14,138500,140000,138500,139000,268437,26366916.0,189690043.0
2016-01-15,140000,140000,136000,136000,317924,25797846.0,189690043.0
2016-01-18,136000,144000,135000,144000,627410,27315366.0,189690043.0
2016-01-19,143500,149000,141500,148500,684816,28168971.0,189690043.0
2016-01-20,146500,151500,146000,148000,836548,28074126.0,189690043.0
2016-01-21,148500,150500,147000,149000,508803,28263816.0,189690043.0
2016-01-22,150000,153500,149500,153000,583130,29022577.0,189690043.0
2016-01-25,154500,154500,149500,150000,507363,28453506.0,189690043.0
2016-01-26,147500,148500,141000,142000,862853,26935986.0,189690043.0
2016-01-27,141000,143000,140500,141000,513508,26746296.0,189690043.0
2016-01-28,141000,147000,139500,144000,853772,27315366.0,189690043.0
2016-01-29,149000,153000,146000,149000,1109240,28263816.0,189690043.0
2016-02-01,151000,152000,149000,151000,377201,28643196.0,189690043.0
2016-02-02,150000,152500,148500,150500,337087,28548351.0,189690043.0
2016-02-03,149500,150000,146500,146500,307665,27789591.0,189690043.0
2016-02-04,148500,153000,146500,153000,586448,29022577.0,189690043.0
2016-02-05,152000,154500,151000,152000,352197,28832887.0,189690043.0
2016-02-11,146000,149000,144000,146500,510352,27789591.0,189690043.0
2016-02-12,146000,147000,140000,143000,562796,27125676.0,189690043.0
2016-02-15,145000,148500,144000,148000,436234,28074126.0,189690043.0
2016-02-16,148000,149500,146500,148500,287595,28168971.0,189690043.0
2016-02-17,149000,149500,145000,146000,340754,27694746.0,189690043.0
2016-02-18,148500,154500,147000,154500,722644,29307112.0,189690043.0
2016-02-19,153000,154500,151500,153000,390706,29022577.0,189690043.0
2016-02-22,153000,157500,152000,152500,585529,28927732.0,189690043.0
2016-02-23,154500,154500,150000,152500,404656,28927732.0,189690043.0
2016-02-24,151000,152500,150500,152000,220097,28832887.0,189690043.0
2016-02-25,153000,154500,151000,153000,1889322,29022577.0,189690043.0
2016-02-26,159000,160500,155500,157000,5453020,29781337.0,189690043.0
2016-02-29,158000,159500,154000,154500,682073,29307112.0,189690043.0
2016-03-02,155500,156000,153000,154500,568333,29307112.0,189690043.0
2016-03-03,154500,156000,153500,154500,542561,29307112.0,189690043.0
2016-03-04,154500,157000,153500,154000,350088,29212267.0,189690043.0
2016-03-07,154000,156500,152500,152500,345376,28927732.0,189690043.0
2016-03-08,152500,153500,150000,150000,490802,28453506.0,189690043.0
2016-03-09,149500,153000,149500,151000,271287,28643196.0,189690043.0
2016-03-10,150500,152500,147500,147500,1183576,27979281.0,189690043.0
2016-03-11,148000,151500,147500,150500,591966,28548351.0,189690043.0
2016-03-14,151000,152000,149000,149000,272819,28263816.0,189690043.0
2016-03-15,149500,150500,148500,149500,154221,28358661.0,189690043.0
2016-03-16,149000,150000,148000,148500,379287,28168971.0,189690043.0
2016-03-17,149000,151000,148000,149000,319122,28263816.0,189690043.0
2016-03-18,149000,150500,147000,147000,499145,27884436.0,189690043.0
2016-03-21,147500,148000,145000,145500,357983,27599901.0,189690043.0
2016-03-22,146500,147500,145500,146500,216611,27789591.0,189690043.0
2016-03-23,146500,146500,144500,145500,315045,27599901.0,189690043.0
2016-03-24,145000,146000,144000,144000,221530,27315366.0,189690043.0
2016-03-25,144500,145000,143000,143000,268534,27125676.0,189690043.0
2016-03-28,143500,148000,143500,145000,309316,27505056.0,189690043.0
2016-03-29,145500,146000,143500,145000,319647,27505056.0,189690043.0
2016-03-30,145000,145500,144000,144000,242357,27315366.0,189690043.0
2016-03-31,144500,145500,142000,143000,444038,27125676.0,189690043.0
2016-04-01,143000,143500,140000,140000,526478,26556606.0,189690043.0
2016-04-04,141500,142000,138500,139500,348937,26461761.0,189690043.0
2016-04-05,139000,139500,136000,139500,408436,26461761.0,189690043.0
2016-04-06,138500,140000,137000,137000,394911,25987536.0,189690043.0
2016-04-07,138000,138500,136500,137000,302484,25987536.0,189690043.0
2016-04-08,136500,138500,136500,138500,269187,26272071.0,189690043.0
2016-04-11,138500,139500,137000,137500,242287,26082381.0,189690043.0
2016-04-12,138000,140500,137000,140000,328292,26556606.0,189690043.0
2016-04-14,141500,142000,139500,140000,527416,26556606.0,189690043.0
2016-04-15,140000,143500,140000,142500,342848,27030831.0,189690043.0
2016-04-18,142000,142500,140000,140000,257017,26556606.0,189690043.0
2016-04-19,140500,141500,139500,140500,243024,26651451.0,189690043.0
2016-04-20,140500,141500,138500,139000,261027,26366916.0,189690043.0
2016-04-21,139500,140000,137500,138000,306356,26177226.0,189690043.0
2016-04-22,138000,139500,137500,139000,226983,26366916.0,189690043.0
2016-04-25,138500,139000,136000,137000,360219,25987536.0,189690043.0
2016-04-26,137000,139000,136000,138000,250182,26177226.0,189690043.0
2016-04-27,138000,138000,132500,134000,964804,25418466.0,189690043.0
2016-04-28,131500,135500,129500,132000,1056608,25039086.0,189690043.0
2016-04-29,132500,134000,130500,131000,462910,24849396.0,189690043.0
2016-05-02,131000,132000,128000,128000,485362,24280326.0,189690043.0
2016-05-03,128500,130000,128000,128000,315401,24280326.0,189690043.0
2016-05-04,127500,131000,127500,128500,394392,24375171.0,189690043.0
2016-05-09,128000,129500,125000,126000,403415,23900945.0,189690043.0
2016-05-10,124500,127000,124000,126000,327114,23900945.0,189690043.0
2016-05-11,127000,130000,126500,127500,397241,24185480.0,189690043.0
2016-05-12,127000,127500,125500,125500,274759,23806100.0,189690043.0
2016-05-13,125500,128000,125500,126500,194696,23995790.0,189690043.0
2016-05-16,126500,127000,125000,125500,177279,23806100.0,189690043.0
2016-05-17,126500,128500,125500,125500,257763,23806100.0,189690043.0
2016-05-18,125500,126000,122000,122500,404987,23237030.0,189690043.0
2016-05-19,121500,122500,116000,117000,834050,22193735.0,189690043.0
2016-05-20,117000,121500,116500,120000,430379,22762805.0,189690043.0
2016-05-23,121000,122000,120000,120500,232325,22857650.0,189690043.0
2016-05-24,119000,120000,116500,117000,419439,22193735.0,189690043.0
2016-05-25,118500,119500,117000,118000,382274,22383425.0,189690043.0
2016-05-26,118000,119000,117000,117000,193940,22193735.0,189690043.0
2016-05-27,117500,122000,116500,120000,417081,22762805.0,189690043.0
2016-05-30,121000,122000,118000,120500,339214,22857650.0,189690043.0
2016-05-31,120000,122500,119000,120000,451592,22762805.0,189690043.0
2016-06-01,120500,120500,118500,119000,320153,22573115.0,189690043.0
2016-06-02,118000,118000,112000,114000,1193585,21624665.0,189690043.0
2016-06-03,117500,122500,115000,122000,1529522,23142185.0,189690043.0
2016-06-07,121500,126000,121500,125500,918685,23806100.0,189690043.0
2016-06-08,125500,126000,122000,124500,480316,23616410.0,189690043.0
2016-06-09,124500,124500,122000,123000,510246,23331875.0,189690043.0
2016-06-10,123000,124500,122500,124500,234696,23616410.0,189690043.0
2016-06-13,123500,124000,121000,121000,258367,22952495.0,189690043.0
2016-06-14,121000,121500,117000,118000,430019,22383425.0,189690043.0
2016-06-15,117500,119000,115000,116000,353083,22004045.0,189690043.0
2016-06-16,117000,118500,115500,115500,304029,21909200.0,189690043.0
2016-06-17,116000,121000,116000,119500,527503,22667960.0,189690043.0
2016-06-20,120500,124000,120000,122000,394111,23142185.0,189690043.0
2016-06-21,122500,123000,120500,121500,234755,23047340.0,189690043.0
2016-06-22,121000,122500,120500,122000,169398,23142185.0,189690043.0
2016-06-23,121500,122500,121000,122000,210520,23142185.0,189690043.0
2016-06-24,123000,123000,114000,116000,1000423,22004045.0,189690043.0
2016-06-27,113000,115500,112500,114500,503479,21719510.0,189690043.0
2016-06-28,113500,116500,113000,116000,310607,22004045.0,189690043.0
2016-06-29,117000,120000,116500,117500,322797,22288580.0,189690043.0
2016-06-30,118500,127500,117500,123000,2241634,23331875.0,189690043.0
2016-07-01,121500,124000,121000,123000,467031,23331875.0,189690043.0
2016-07-04,123500,125000,122000,123500,320457,23426720.0,189690043.0
2016-07-05,123000,127500,123000,127000,634265,24090635.0,189690043.0
2016-07-06,127000,127000,123000,124000,390190,23521565.0,189690043.0
2016-07-07,125000,128500,125000,128000,484666,24280326.0,189690043.0
2016-07-08,128000,129500,125500,126000,351320,23900945.0,189690043.0
2016-07-11,128000,129500,126500,129500,457566,24564861.0,189690043.0
2016-07-12,130000,133000,129500,132000,679505,25039086.0,189690043.0
2016-07-13,132500,133000,130500,131500,305683,24944241.0,189690043.0
2016-07-14,132500,132500,130500,131500,316319,24944241.0,189690043.0
2016-07-15,132000,134000,131500,133000,371752,25228776.0,189690043.0
2016-07-18,133000,133500,131500,133000,286609,25228776.0,189690043.0
2016-07-19,133000,135500,133000,135000,502485,25608156.0,189690043.0
2016-07-20,135000,135500,133000,134500,280178,25513311.0,189690043.0
2016-07-21,134500,135000,132500,133000,257028,25228776.0,189690043.0
2016-07-22,131500,134500,130500,133500,230538,25323621.0,189690043.0
2016-07-25,133500,134500,133000,133500,196440,25323621.0,189690043.0
2016-07-26,133000,136000,133000,135500,294774,25703001.0,189690043.0
2016-07-27,135500,137500,135000,137500,414540,26082381.0,189690043.0
2016-07-28,138500,139000,135500,138000,430344,26177226.0,189690043.0
2016-07-29,136500,137500,135000,135500,300163,25703001.0,189690043.0
2016-08-01,134000,136500,134000,135500,265206,25703001.0,189690043.0
2016-08-02,135500,137000,134500,135500,310976,25703001.0,189690043.0
2016-08-03,135500,136000,133500,134500,267255,25513311.0,189690043.0
2016-08-04,135000,136500,134000,136500,232769,25892691.0,189690043.0
2016-08-05,137000,139500,136500,139500,460068,26461761.0,189690043.0
2016-08-08,139500,143000,139500,143000,513408,27125676.0,189690043.0
2016-08-09,143000,144000,141000,142500,294708,27030831.0,189690043.0
2016-08-10,142500,143000,141500,142000,252874,26935986.0,189690043.0
2016-08-11,143000,144000,141000,143500,275344,27220521.0,189690043.0
